Target_genes	Junb|Average	SRX520196|3T3-L1	SRX10652554|CD4+_T_cells	SRX974255|CD4+_T_cells	SRX974256|CD4+_T_cells	SRX437450|CD8+_T_cells	SRX671663|Cortical_neuron	SRX671668|Cortical_neuron	SRX122410|Dendritic_Cells	SRX122411|Dendritic_Cells	SRX122412|Dendritic_Cells	SRX122413|Dendritic_Cells	SRX122414|Dendritic_Cells	SRX122415|Dendritic_Cells	SRX122416|Dendritic_Cells	SRX122417|Dendritic_Cells	SRX3380971|Dendritic_Cells	SRX3380972|Dendritic_Cells	SRX3380973|Dendritic_Cells	SRX390506|Dendritic_Cells	SRX197289|Macrophages	SRX197290|Macrophages	SRX2417357|Macrophages	SRX2417358|Macrophages	SRX2417359|Macrophages	SRX2901290|Macrophages	SRX2901291|Macrophages	SRX2901292|Macrophages	SRX2901293|Macrophages	SRX2901294|Macrophages	SRX3723668|Neutrophils	SRX3723669|Neutrophils	SRX3723671|Neutrophils	SRX3723672|Neutrophils	SRX6437850|Pancreatic_adenocarcinoma	SRX9344838|RAW_264.7	SRX9344839|RAW_264.7	SRX9344840|RAW_264.7	SRX9344876|RAW_264.7	SRX9344877|RAW_264.7	SRX9344878|RAW_264.7	SRX9344879|RAW_264.7	SRX9344880|RAW_264.7	SRX9344881|RAW_264.7	SRX9344882|RAW_264.7	SRX9344883|RAW_264.7	SRX9344884|RAW_264.7	SRX9344885|RAW_264.7	SRX9344886|RAW_264.7	SRX9344887|RAW_264.7	SRX172345|Th17_Cells	SRX2145549|Th17_Cells	SRX2145550|Th17_Cells	SRX2773918|Th17_Cells	SRX2773920|Th17_Cells	SRX18275256|Th2_Cells	SRX18275258|Th2_Cells	SRX4891576|Treg	STRING
Tcte3	193.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	167	0	0	0	766	0	0	0	0	0	116	421	233	0	0	0	0	2462	0	203	204	680	572	358	206	775	818	0	131	199	266	839	780	178	0	0	78	476	0	0	0	0
Sp2	192.894737	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	410	142	0	0	553	0	0	0	155	212	430	974	1118	0	0	0	0	1020	0	0	0	362	227	0	126	810	683	0	0	194	258	1108	966	0	0	0	137	104	0	0	0	0
Lta	192.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	193	0	0	0	699	0	336	356	278	226	392	916	887	0	0	0	0	957	0	0	0	534	365	107	87	722	728	0	0	194	199	786	691	132	0	0	390	561	0	0	0	0
Tnpo1	192.789474	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	124	0	116	0	213	328	535	512	0	0	0	0	946	0	156	236	1084	822	305	189	545	880	182	246	430	392	873	853	0	0	0	124	509	0	0	0	0
Cd5	192.754386	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	200	242	578	1321	1330	0	0	0	0	1263	0	0	0	437	413	188	103	664	825	111	0	326	222	1065	972	116	0	0	80	183	0	0	0	0
Selenon	192.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	159	130	136	234	230	484	1670	1886	0	0	0	0	0	0	123	116	342	319	97	0	679	1005	0	76	224	218	789	729	0	0	0	0	0	0	0	0	0
2610524H06Rik	192.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	229	0	0	291	282	423	1359	1207	0	0	0	0	0	0	0	121	933	603	224	115	856	930	89	153	410	311	1175	806	0	0	0	0	0	0	0	0	0
C1s2	192.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	150	128	389	682	1532	1430	0	0	0	0	0	0	0	0	528	406	111	0	721	810	0	0	251	342	990	810	0	0	0	519	506	0	0	0	0
Cd63	192.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	161	136	0	0	0	0	788	0	255	287	1429	1185	348	164	925	951	302	340	636	510	1150	1150	0	0	0	0	0	0	0	0	0
Tm6sf1	191.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	293	0	0	0	201	153	228	249	370	0	474	1259	851	0	0	0	0	0	0	0	270	468	548	142	128	722	878	163	166	523	419	1101	1059	0	0	0	0	0	0	0	0	0
Cd82	191.77193	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	170	204	0	0	0	565	0	0	0	0	273	471	979	1231	0	0	0	0	1099	0	0	140	241	137	0	0	764	778	0	0	129	128	984	915	127	0	0	408	685	0	100	0	0
Oas3	191.122807	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	137	140	96	228	301	407	972	787	0	0	0	0	0	0	0	157	926	997	195	122	707	750	106	0	489	342	1086	873	0	0	0	135	380	0	0	0	0
Cd47	191.122807	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	166	124	0	0	1266	135	357	195	157	145	230	854	1038	0	0	0	0	2364	0	0	0	182	160	0	0	698	576	0	0	120	159	829	719	0	0	0	0	0	0	0	0	0
Flrt2	191.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	433	276	165	267	409	227	525	891	849	0	0	0	0	0	0	0	0	1021	841	305	166	600	854	171	182	320	412	936	876	0	0	0	0	0	0	0	0	0
Dst	190.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	897	261	0	0	669	318	323	106	293	619	734	1800	1751	0	0	0	0	0	0	0	0	178	187	0	0	416	390	0	0	139	129	497	489	0	0	0	0	0	0	0	0	0
Bend6	190.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	897	261	0	0	669	318	323	106	293	619	734	1800	1751	0	0	0	0	0	0	0	0	178	187	0	0	416	390	0	0	139	129	497	489	0	0	0	0	0	0	0	0	0
Fcgr4	190.052632	161	0	0	178	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	148	111	0	0	254	250	437	527	596	0	0	0	0	978	170	143	194	951	892	238	109	570	654	125	250	490	534	921	824	0	0	0	0	0	0	0	0	0
Hmox2	190.035088	761	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	693	0	0	0	0	0	284	800	813	0	0	0	0	0	0	0	0	218	120	0	0	500	522	0	0	120	132	960	777	0	0	0	2227	1323	0	0	0	0
Bpifc	189.912281	156	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	737	747	0	0	0	0	169	0	0	0	0	0	0	0	612	642	0	0	0	0	631	464	0	0	0	3117	2350	95	0	0	0
Rnasel	189.807018	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	232	0	0	0	687	164	173	277	224	174	372	1007	1072	0	0	0	0	207	0	0	69	250	399	207	114	964	1005	0	0	189	292	970	837	118	0	0	0	299	0	0	0	0
Prkcd	189.789474	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	252	0	0	239	597	265	416	457	505	476	621	1141	1048	0	0	0	0	0	0	0	0	709	705	143	0	364	387	132	0	211	263	607	560	0	0	0	129	121	0	0	0	0
Hk3	189.614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	630	159	0	0	571	0	236	202	250	220	397	1269	1212	0	0	0	0	0	0	0	113	404	359	128	0	578	735	0	69	222	288	743	790	0	0	0	300	455	0	0	0	0
Glg1	189.526316	224	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	403	0	0	0	107	124	331	668	621	0	0	0	0	346	0	0	0	1051	852	147	161	733	1025	0	0	433	476	1090	1134	119	0	0	0	406	0	0	0	0
Cyth1	189.157895	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	114	125	324	851	1220	0	0	0	0	423	0	0	0	380	360	120	105	514	569	0	76	267	162	956	831	207	0	0	1180	1186	120	135	0	0
Cfp	189.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	169	155	242	329	371	528	1048	827	0	0	0	0	0	0	137	0	1134	943	411	0	580	688	136	154	540	359	830	821	0	0	0	0	0	0	0	0	0
Zswim4	189.035088	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	662	0	0	0	0	457	736	1564	1514	0	0	0	0	442	0	0	0	197	148	0	0	886	1004	101	0	226	148	1003	976	0	0	0	147	111	0	0	0	0
Tmem251	188.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	476	0	0	0	557	0	159	194	232	192	566	1953	1835	0	0	0	0	0	0	0	0	248	187	0	109	755	710	0	0	227	169	869	800	0	0	0	0	180	0	0	0	0
Piezo1	188.982456	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	665	0	181	0	307	401	664	1574	1333	0	0	0	0	398	0	0	0	127	146	0	0	640	849	0	0	147	117	1241	968	0	0	0	289	436	0	0	0	0
Moap1	188.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	476	0	0	0	557	0	159	194	232	192	566	1953	1835	0	0	0	0	0	0	0	0	248	187	0	109	755	710	0	0	227	169	869	800	0	0	0	0	180	0	0	0	0
Rabgef1	188.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	168	197	425	1406	1280	0	0	0	0	911	0	103	118	549	504	182	108	834	972	0	0	213	254	1022	1132	0	0	0	0	122	0	0	0	0
Dhx58	188.684211	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	207	0	0	0	1613	198	380	415	157	271	562	1102	983	0	0	0	0	305	0	0	0	360	297	0	0	505	513	0	0	161	226	655	791	0	0	0	149	390	0	0	0	0
M6pr	188.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	573	0	0	0	1783	0	84	130	0	196	484	1367	1297	0	0	0	0	242	0	127	137	234	190	0	0	672	819	0	0	106	101	776	889	0	0	0	0	0	0	0	0	0
Smpdl3a	188.403509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	105	0	0	144	122	190	905	1024	0	0	0	0	0	0	0	0	768	664	207	87	867	1228	136	128	327	316	1199	1265	0	0	0	0	227	0	0	0	0
Tbce	188.192982	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	149	293	824	723	0	0	0	0	308	0	0	0	549	459	164	0	924	1069	119	0	211	268	1283	1281	0	0	0	427	607	0	0	0	0
Ankrd40	188.0	190	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	209	166	0	139	199	204	332	828	786	0	0	0	0	849	0	0	93	1286	1046	107	152	328	568	150	320	478	415	819	687	0	0	0	0	232	0	0	0	0
Gpsm2	187.877193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	399	119	0	0	229	0	0	0	0	0	126	847	878	0	0	0	0	0	0	0	0	192	206	0	0	997	1221	0	0	134	0	1349	1245	0	0	0	1196	1122	0	0	0	0
Zfp948	187.859649	434	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	112	0	226	215	334	1425	1482	0	0	0	0	223	0	0	0	477	263	0	0	909	1027	0	132	310	174	914	1008	0	0	0	181	135	0	0	0	0
Havcr2	187.859649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	148	0	0	0	376	0	0	0	216	351	536	1741	1866	0	0	0	0	86	0	0	0	242	286	75	0	651	984	0	0	210	222	1092	1062	0	0	0	255	223	0	0	0	0
Ppp1r11	187.719298	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	86	0	208	297	353	757	894	0	0	0	0	1119	0	0	279	863	931	197	220	605	521	0	139	345	364	824	564	215	0	0	0	315	0	0	0	0
Gdf15	187.403509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	250	144	0	0	0	141	231	676	676	0	0	0	0	546	0	160	162	369	391	0	0	1180	1346	0	149	359	160	1832	1643	0	0	0	0	85	0	0	0	0
Inpp5b	187.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	421	0	0	0	2005	117	375	279	214	177	356	1888	1806	0	0	0	0	0	0	0	0	101	0	0	0	552	805	0	0	0	0	487	397	0	0	0	201	201	0	0	0	0
Zfp945	187.0	0	123	0	0	0	0	157	0	0	0	0	0	0	0	0	0	174	0	0	0	1292	0	441	309	0	124	178	1185	1458	0	0	0	0	260	0	0	0	0	139	0	0	525	535	0	0	0	0	812	758	0	0	0	1127	977	85	0	0	0
Arl6ip5	186.77193	913	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	227	253	229	158	248	523	711	834	0	0	0	0	878	0	0	145	296	213	126	121	543	709	0	0	138	192	695	642	529	0	0	644	239	0	0	0	0
Tmem171	186.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	199	0	0	0	710	128	138	152	301	296	436	1198	1219	0	0	0	0	239	0	0	88	396	264	120	0	1113	1071	115	0	133	230	993	996	0	0	0	0	0	0	0	0	0
Apon	186.666667	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	526	0	0	0	0	0	0	0	0	0	152	453	634	0	0	0	0	2254	0	0	179	347	266	0	0	482	510	0	157	242	139	1274	1188	402	0	0	266	370	0	0	0	0
Tspan14	186.280702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	238	141	388	1221	1274	0	0	0	0	0	0	0	0	182	168	0	0	889	1010	143	0	0	119	947	870	334	0	0	945	880	0	124	0	0
Plxna1	186.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	179	0	0	186	283	308	859	700	0	0	0	0	330	0	134	222	686	792	241	0	768	859	126	197	590	537	1275	1165	0	0	0	0	0	0	0	0	0
Trafd1	185.701754	0	233	0	414	0	0	0	0	0	0	0	0	0	0	0	546	539	410	0	0	819	334	1273	963	182	0	186	420	390	0	0	0	0	0	0	0	0	208	179	0	0	271	561	0	0	136	137	824	801	0	0	0	293	466	0	0	0	0
Azin2	185.701754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	222	375	481	1681	2070	0	0	0	0	414	0	0	0	478	388	0	0	606	646	126	0	303	114	989	770	0	0	0	0	210	0	0	0	0
Uckl1	185.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	288	126	129	225	403	615	908	746	0	0	0	0	638	0	160	153	870	549	0	0	639	722	0	0	362	350	755	700	306	0	0	229	304	0	0	0	0
Get1	185.263158	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	211	274	503	1114	1266	0	0	0	0	236	0	0	133	310	327	184	0	838	991	0	0	312	378	1327	972	0	0	0	229	237	0	0	0	0
Dbt	184.859649	166	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	129	201	539	1476	1758	0	0	0	0	0	0	0	0	171	196	0	0	838	934	0	0	99	217	1050	1134	0	0	0	303	288	0	0	0	0
Coro2a	184.824561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	145	121	0	290	299	385	1325	1092	0	0	0	0	315	0	0	0	1030	793	206	139	584	574	231	180	410	461	750	886	0	0	0	0	71	0	0	0	0
Aff1	184.77193	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	210	190	347	458	1028	871	0	0	0	0	823	0	0	0	284	256	0	0	967	863	0	0	284	253	1193	1253	0	0	0	0	86	0	0	0	0
Lrrfip1	184.684211	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	155	0	0	163	288	476	1001	1149	0	0	0	0	339	0	0	276	598	539	162	0	892	837	115	106	206	225	982	881	0	0	0	0	162	0	0	0	0
Edem1	184.596491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	143	186	200	397	1078	1038	0	0	0	0	131	0	0	0	668	661	193	143	733	864	0	130	357	568	1099	1243	0	0	0	138	172	0	0	0	0
Lrp8	184.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	147	239	283	729	620	0	0	0	0	1183	0	129	116	861	678	152	126	702	739	193	229	470	477	901	690	141	0	0	146	372	0	0	0	0
Cacul1	184.45614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	216	174	145	0	428	546	452	1063	877	0	0	0	0	574	0	0	0	1008	919	140	97	570	647	266	199	156	297	457	723	0	0	0	0	309	0	133	0	0
Moxd2	184.333333	0	115	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	123	175	284	400	121	451	1255	1132	0	0	0	0	0	0	0	0	235	88	0	0	305	162	0	0	0	0	414	248	191	0	0	1901	2212	122	0	0	0
Lrmp	184.210526	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	112	194	115	247	658	698	0	0	0	0	835	0	0	0	248	249	0	0	432	625	0	0	0	151	684	694	243	0	0	1775	1875	0	200	0	0
Dipk1a	184.175439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	558	0	0	0	1115	0	803	623	201	252	336	855	918	0	0	0	0	1063	0	0	0	223	345	0	0	310	396	0	0	167	185	551	516	0	0	0	331	501	0	0	0	0
Ier3	184.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	321	0	174	0	163	169	385	868	887	0	0	0	0	252	0	0	114	540	690	170	0	582	697	0	199	320	397	1013	864	0	0	0	862	455	0	0	0	0
Flot1	184.140351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	321	0	174	0	163	169	385	868	887	0	0	0	0	252	0	0	114	540	690	170	0	582	697	0	199	320	397	1013	864	0	0	0	862	455	0	0	0	0
Isy1	183.982456	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	168	309	369	1589	1595	0	0	0	0	608	0	0	0	385	421	93	0	615	662	0	0	135	139	696	612	195	0	0	544	699	0	111	0	0
Tfip11	183.842105	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	163	0	0	108	125	322	818	840	0	0	0	0	2066	0	0	163	451	489	0	0	630	722	0	0	183	228	786	742	0	0	0	0	244	0	0	0	0
Riok3	183.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	492	0	0	0	1423	132	220	287	215	330	682	1141	1143	0	0	0	0	0	0	0	0	0	0	0	0	508	644	0	0	153	0	931	931	0	0	0	345	444	0	0	0	0
Rchy1	183.561404	164	225	0	169	0	0	0	0	0	0	0	0	0	0	0	193	193	0	0	0	831	177	193	0	228	277	550	1050	1128	0	0	0	0	118	0	0	115	364	356	123	0	521	619	0	0	158	165	789	694	0	0	0	562	501	0	0	0	0
Susd3	182.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	392	211	0	487	328	393	834	969	0	0	0	0	0	0	0	0	769	723	225	0	710	559	129	0	490	227	911	823	0	0	0	139	375	0	0	0	0
Isg20	182.894737	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	334	337	154	202	276	413	1016	1213	0	0	0	0	634	0	0	0	834	730	104	0	324	534	88	165	355	278	529	595	0	0	0	173	403	0	0	0	0
Rtca	182.666667	166	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	129	201	539	1476	1758	0	0	0	0	0	0	0	0	126	116	0	0	838	934	0	0	99	217	1050	1134	0	0	0	303	288	0	0	0	0
Cd151	182.350877	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	528	436	507	1263	1079	0	0	0	0	1070	0	0	0	456	312	186	192	727	679	161	157	308	362	927	679	0	0	0	0	0	0	0	0	0
Lair1	182.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	317	0	0	113	1356	528	696	902	337	337	575	1083	1199	0	0	0	0	0	0	0	0	273	202	108	0	361	500	0	0	94	101	625	445	0	0	0	0	0	0	0	0	0
Cd1d2	182.175439	171	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	217	1374	1489	0	0	0	0	0	0	0	0	0	85	0	0	1045	982	0	0	0	0	1120	1033	0	0	0	711	792	0	132	0	0
Iqcf1	181.877193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	797	853	0	0	0	0	194	0	283	270	366	211	185	0	1637	1645	0	126	236	246	1655	1408	0	0	0	0	0	0	0	0	0
Osgin1	181.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	156	456	0	0	0	292	378	557	1247	1215	0	0	0	0	523	0	0	142	654	593	102	0	601	819	173	155	340	170	851	655	0	0	0	0	161	0	0	0	0
Ndufa2	181.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	351	0	0	0	364	129	240	156	156	383	529	1350	1107	0	0	0	0	89	0	0	0	728	643	235	0	495	452	0	141	393	296	834	767	0	0	0	0	248	0	0	0	0
Ik	181.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	351	0	0	0	364	129	240	156	156	383	529	1350	1107	0	0	0	0	89	0	0	0	728	643	235	0	495	452	0	141	393	296	834	767	0	0	0	0	248	0	0	0	0
Sympk	181.596491	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	164	384	285	280	166	332	955	1148	0	0	0	0	0	0	0	130	684	370	0	0	601	788	0	123	336	339	984	864	0	0	0	0	110	0	0	0	0
Foxa3	181.596491	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	164	384	285	280	166	332	955	1148	0	0	0	0	0	0	0	130	684	370	0	0	601	788	0	123	336	339	984	864	0	0	0	0	110	0	0	0	0
Spsb2	181.508772	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	535	164	0	153	251	314	454	837	980	0	0	0	0	661	0	0	150	686	509	180	0	410	697	0	0	313	323	564	834	231	0	0	134	392	0	0	0	0
Neurl3	181.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	182	0	0	0	809	0	177	0	259	230	630	1697	1915	0	0	0	0	270	0	104	0	0	0	0	0	908	977	0	0	85	0	906	994	0	0	0	0	0	0	0	0	0
Grap2	181.280702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	397	0	0	0	673	0	547	325	254	294	396	1360	1633	0	0	0	0	0	0	0	0	561	417	0	0	454	541	0	0	178	198	801	822	0	0	0	0	0	0	0	0	0
Ssbp3	181.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	0	0	278	395	664	1914	2159	0	0	0	0	453	0	0	0	163	135	0	0	543	797	0	0	0	0	713	741	0	0	0	0	0	0	0	0	0
Snx27	181.017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	123	191	264	593	684	0	0	0	0	778	0	0	77	1030	827	238	112	968	820	146	183	433	328	811	675	129	0	0	125	218	0	0	0	0
Tmem144	180.912281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	111	94	108	971	925	0	0	0	0	0	0	0	0	298	265	0	0	974	1027	0	55	141	105	1346	1211	379	0	0	754	1075	123	171	0	0
9030025P20Rik	180.77193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	673	0	0	0	0	0	0	429	203	0	0	0	0	2558	0	159	161	527	546	308	138	793	882	0	136	233	135	717	850	217	0	0	116	368	0	0	0	0
Phlda3	180.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	321	390	474	1141	775	0	0	0	0	1334	0	0	0	495	546	144	161	663	973	109	171	198	363	970	899	0	0	0	0	0	0	0	0	0
Ppp2ca	180.508772	421	0	0	355	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	0	0	0	209	192	968	1344	0	0	0	0	221	0	0	0	138	112	0	0	519	677	0	0	111	135	769	756	0	0	0	1169	1087	0	132	0	0
Gm3435	180.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	766	0	0	0	0	0	0	421	233	0	0	0	0	2462	0	203	180	680	442	358	206	775	811	0	102	130	266	772	646	164	0	0	78	423	0	0	0	0
Cd300lb	180.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	147	0	0	277	204	503	1383	1154	0	0	0	0	408	0	0	0	503	515	201	0	748	929	0	0	302	314	1113	1233	0	0	0	0	179	0	0	0	0
Oxsm	180.245614	185	165	0	254	0	0	0	0	0	0	0	0	0	0	0	204	241	0	0	0	1093	149	210	0	100	172	377	1133	1184	0	0	0	0	252	0	0	163	255	140	0	0	497	578	0	0	163	133	725	499	141	0	0	554	621	0	86	0	0
Asic3	180.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	184	460	461	1073	1050	0	0	0	0	395	0	0	0	825	538	0	0	775	895	111	199	213	385	1116	1154	0	0	0	0	269	0	0	0	0
Gm9573	180.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	537	0	0	0	3173	0	0	131	0	124	408	1823	1880	0	0	0	0	768	0	0	0	0	142	0	0	121	229	0	0	0	0	205	0	0	0	0	0	217	0	0	0	0
Ikbke	179.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	291	225	221	208	289	707	1343	1199	0	0	0	0	0	0	0	0	120	145	0	0	837	1016	0	0	161	157	1239	1169	0	0	0	0	0	0	0	0	0
Col5a3	179.596491	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	154	760	624	0	0	0	0	293	103	209	400	262	181	0	0	1248	1293	0	0	235	241	1244	1064	0	0	0	642	644	0	98	0	0
Il18rap	179.578947	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	182	179	176	317	486	783	931	0	0	0	0	0	0	0	0	653	320	0	0	406	473	0	0	270	227	706	378	0	0	0	1367	1237	0	0	0	0
Zyx	179.491228	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	220	144	112	245	609	607	0	0	0	0	566	0	152	62	623	482	92	143	912	987	185	105	250	243	1025	979	0	0	0	534	426	0	0	0	0
Ifrd1	179.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	117	0	0	0	149	0	0	0	221	192	527	1434	1260	0	0	0	0	1719	0	0	0	242	195	97	0	690	886	0	0	173	124	989	790	0	0	0	111	180	0	0	0	0
Uba3	179.263158	913	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	227	253	229	158	248	523	635	482	0	0	0	0	878	0	0	145	296	213	126	121	543	709	0	0	138	192	695	642	529	0	0	644	239	0	0	0	0
Slamf7	179.140351	0	206	0	291	0	0	0	0	0	0	0	0	0	0	0	256	289	120	0	0	775	0	246	172	68	210	359	1143	1141	0	0	0	0	0	0	0	0	98	180	0	0	231	283	0	0	0	0	208	150	66	0	0	1499	1861	109	250	0	0
Slc38a1	178.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	176	321	530	1450	1676	0	0	0	0	396	0	0	0	561	497	140	0	394	574	0	0	258	150	613	570	0	0	0	954	569	0	0	0	0
