Target_genes	Nfia|Average	SRX2663110|3T3-F442A	SRX1879656|Brown_adipose_tissue	SRX1879657|Brown_adipose_tissue	SRX7895558|Cerebellum_neural_progenitors	SRX7895559|Cerebellum_neural_progenitors	SRX7815174|Hippocampus	SRX7815175|Hippocampus	SRX7815176|Hippocampus	SRX7815177|Hippocampus	SRX7815178|Hippocampus	SRX4496824|mESC_derived_glial_cells	SRX4496825|mESC_derived_glial_cells	SRX24715252|Neural_tube	SRX7815179|Olfactory_Bulb	SRX7815180|Olfactory_Bulb	SRX7815181|Olfactory_Bulb	SRX7815182|Olfactory_Bulb	SRX7815183|Olfactory_Bulb	SRX7815184|Olfactory_Bulb	SRX7815185|Olfactory_Bulb	SRX7815186|Olfactory_Bulb	SRX7815187|Olfactory_Bulb	SRX7815188|Olfactory_Bulb	SRX7815189|Olfactory_Bulb	SRX7815190|Olfactory_Bulb	SRX7815191|Olfactory_Bulb	SRX7815192|Olfactory_Bulb	SRX11929789|Retina	SRX11929790|Retina	STRING
Zswim8	20.827586	0	0	0	122	174	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Taar4	20.827586	0	0	0	180	207	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shank1	20.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	247	0
Parp4	20.827586	0	0	0	0	100	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	151	0
Insyn2b	20.827586	0	0	0	0	180	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	98	0
Huwe1	20.827586	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb5	20.827586	0	0	0	193	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd1	20.827586	0	0	0	122	174	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0
Cenpj	20.827586	0	0	0	0	100	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	151	0
Cers6	20.793103	0	0	0	106	153	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0
Tomt	20.758621	0	0	0	133	195	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
Rps17	20.758621	0	0	0	90	283	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
Lamtor1	20.758621	0	0	0	133	195	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
H4c4	20.758621	0	0	0	224	277	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3435	20.758621	0	0	96	178	196	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cant1	20.758621	0	0	82	199	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flywch1	20.724138	0	0	0	146	259	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csde1	20.724138	0	0	0	0	159	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	20.689655	0	0	0	0	123	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0
Smox	20.655172	0	0	0	264	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints10	20.655172	0	0	0	145	306	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galk1	20.655172	0	0	0	257	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l4	20.655172	0	0	0	105	175	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0
Zfp119a	20.62069	0	0	0	123	172	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast3	20.62069	0	0	0	280	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo3	20.62069	276	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-DMa	20.62069	0	0	0	171	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
Gfap	20.62069	0	0	0	208	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin3	20.62069	0	0	0	132	132	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	95	0
Brd2	20.62069	0	0	0	171	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
Yy1	20.586207	0	0	0	179	103	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0
Ubap2	20.586207	0	0	0	163	221	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Sesn1	20.586207	0	0	137	126	134	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
Rgl2	20.586207	0	0	0	192	226	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
Prr19	20.586207	0	0	0	136	136	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Pafah1b3	20.586207	0	0	0	136	136	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Lgi3	20.586207	0	0	0	103	139	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1	20.586207	0	0	0	146	109	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1g	20.586207	0	0	0	113	229	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Agap1	20.586207	0	0	175	122	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0
Yipf4	20.551724	0	0	0	123	194	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf3	20.551724	0	0	0	123	164	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Pbx3	20.551724	0	0	0	205	130	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Olfr1086	20.551724	292	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f0	20.551724	0	0	0	80	115	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
Vezt	20.517241	0	0	0	0	133	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0
Mrpl39	20.517241	0	0	0	228	246	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galc	20.517241	0	0	0	0	155	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Fgd6	20.517241	0	0	0	0	133	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0
Dcx	20.517241	0	0	0	0	111	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnn3	20.517241	0	0	0	82	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	163	0
Ubac2	20.482759	0	0	0	181	187	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
Tecpr1	20.482759	0	0	0	144	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
Rab17	20.482759	0	0	0	0	154	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	138	0
Phf6	20.482759	183	242	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp4	20.482759	0	0	85	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0
Gdf15	20.482759	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0
Dffb	20.482759	0	0	0	189	296	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep104	20.482759	0	0	0	189	296	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc28	20.448276	0	0	0	0	84	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slit2	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	177	0
Rmi1	20.448276	0	0	0	136	75	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm8	20.448276	0	0	0	0	222	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0
Plekho2	20.448276	0	0	0	0	103	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
Pabpc1	20.448276	0	0	262	169	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpk	20.448276	0	0	0	136	75	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand2a	20.413793	0	0	160	110	179	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkag2	20.413793	0	0	175	98	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0
Per2	20.413793	0	0	0	235	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med23	20.413793	0	0	0	266	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c3	20.413793	0	0	0	120	330	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f6	20.413793	0	0	0	120	330	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	20.37931	0	0	0	0	368	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgpep1l	20.37931	0	0	0	301	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsl1	20.37931	0	0	0	0	368	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp6	20.37931	0	0	0	198	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Lhx3	20.37931	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
Thy1	20.344828	0	0	0	179	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt1	20.344828	0	0	0	207	159	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt6	20.344828	0	0	0	0	182	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0
Mtdh	20.344828	0	0	0	126	227	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
Pemt	20.310345	0	0	0	181	209	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlx	20.310345	0	0	0	230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Hsd17b1	20.310345	0	0	0	230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Efcab2	20.310345	0	0	0	179	202	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Coasy	20.310345	0	0	0	230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Septin2	20.275862	0	0	162	131	142	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr91	20.275862	0	0	0	159	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
Hdlbp	20.275862	0	0	162	131	142	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrv1	20.275862	0	0	0	0	166	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	123	0
Ube2cbp	20.241379	0	0	144	142	178	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtl6	20.241379	0	0	0	113	194	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
Pus10	20.241379	0	0	0	110	185	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Eln	20.241379	0	0	0	171	264	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dop1a	20.241379	0	0	144	142	178	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih1	20.241379	0	0	97	177	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Tubgcp3	20.206897	0	0	0	108	121	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
Zfp398	20.172414	0	0	0	170	312	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl44	20.172414	0	0	0	97	221	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Dyrk1b	20.172414	0	0	0	125	246	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1h	20.172414	0	0	0	191	133	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep3	20.137931	0	0	0	0	194	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	91	0
St13	20.137931	0	0	0	0	194	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	91	0
Rabgef1	20.137931	0	0	0	141	304	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmd2	20.137931	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	91	0
Mfap3l	20.137931	0	0	0	124	193	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	79	0
Kansl1	20.137931	0	0	0	154	164	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Cfap298	20.137931	0	0	0	113	252	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cers3	20.137931	0	0	0	228	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5g1	20.137931	0	0	0	0	89	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp280d	20.103448	0	0	0	83	164	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Strip1	20.103448	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcor1	20.103448	0	0	0	0	238	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	98	0
Nim1k	20.103448	0	0	0	83	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	85	0
Hes1	20.103448	0	0	0	102	90	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0
Fasn	20.103448	0	0	0	189	158	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
Tbl1xr1	20.068966	0	0	0	124	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
Mrps36	20.068966	0	0	0	73	123	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Ing3	20.068966	0	0	0	168	169	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
Elac1	20.068966	0	0	0	189	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	81	0
Dgkz	20.068966	0	0	0	0	87	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Uchl5	20.034483	0	0	0	154	327	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	20.034483	0	0	0	121	321	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ro60	20.034483	0	0	0	154	327	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf139	20.034483	0	0	0	119	140	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
Cfap126	20.034483	0	0	0	0	166	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Cep135	20.034483	0	0	0	102	139	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Anks3	20.034483	0	126	140	124	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	20.034483	0	126	140	124	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan3	20.0	0	0	0	140	208	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp14b	20.0	0	0	104	173	154	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a10	20.0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	123	0
Rhbdl2	20.0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	140	0
Olfr1395	20.0	276	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcidas	20.0	0	0	0	0	98	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	108	0
Gse1	20.0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	74	0
Gpd1l	20.0	0	0	0	185	148	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0
Acsl3	20.0	0	0	104	173	154	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorbs1	19.965517	0	0	141	110	110	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl9	19.965517	0	0	0	163	248	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdi1	19.965517	0	0	0	0	111	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0
Fam193a	19.965517	0	0	0	129	271	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox7a2	19.965517	0	0	0	146	275	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd47	19.965517	0	0	166	165	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car9	19.965517	0	0	0	0	160	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	125	0
Arhgef39	19.965517	0	0	0	0	160	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	125	0
Pla2g5	19.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	155	0
Gtf2a1	19.931034	0	0	0	120	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	124	0
Emp1	19.931034	0	0	0	199	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacnb3	19.931034	0	0	0	106	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0
Ankrd55	19.931034	0	0	0	0	117	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Tmem229b	19.896552	0	0	0	138	153	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Pnpla8	19.896552	0	0	0	113	205	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl2	19.862069	0	0	0	188	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfas	19.862069	0	0	0	143	176	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Inpp1	19.862069	0	0	113	0	149	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
H3f3a	19.862069	0	0	77	128	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
Dusp26	19.862069	0	0	0	135	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd2	19.862069	0	0	0	131	162	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Ubqln1	19.827586	0	0	0	0	288	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Plac8	19.827586	292	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6a	19.793103	0	0	0	113	197	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rragc	19.793103	0	0	0	165	280	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhip	19.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	224	0
Fam189a1	19.793103	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Cdc42se2	19.793103	0	0	150	67	170	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2cd5	19.793103	0	0	0	179	208	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcor	19.793103	0	0	0	0	95	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	133	0
Sf3a3	19.758621	0	0	0	172	244	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab25	19.758621	0	0	0	0	289	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0
Rcor3	19.724138	0	0	0	0	137	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	145	0
Nat8l	19.724138	0	0	0	75	138	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Gm13290	19.724138	0	0	0	128	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	184	0
Gm13289	19.724138	0	0	0	128	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	184	0
Gm13285	19.724138	0	0	0	128	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	184	0
Fbrs	19.724138	0	0	0	123	277	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txlna	19.689655	0	0	0	92	201	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	19.689655	0	66	184	0	165	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rexo4	19.689655	0	0	0	134	155	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt71	19.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	203	0
Gpatch8	19.689655	0	0	120	0	258	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copg2	19.689655	0	0	0	163	122	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vnn3	19.655172	229	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttr	19.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	131	0
Tomm22	19.655172	0	0	0	150	102	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd4	19.655172	285	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa8	19.655172	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	179	0
Pmpcb	19.655172	0	0	0	0	86	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	125	0
Plcg1	19.655172	0	0	0	0	147	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Pank4	19.655172	0	0	0	0	138	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
