Target_genes	Irf1|Average	SRX15048388|AT-3	SRX15048389|AT-3	SRX15048390|AT-3	SRX15048394|AT-3	SRX2522392|AT-3	SRX2522393|AT-3	SRX2522394|AT-3	SRX2522395|AT-3	SRX122406|Dendritic_Cells	SRX122407|Dendritic_Cells	SRX122408|Dendritic_Cells	SRX122409|Dendritic_Cells	SRX1583883|Macrophages	SRX1583884|Macrophages	SRX1583885|Macrophages	SRX2417354|Macrophages	SRX2417355|Macrophages	SRX2417356|Macrophages	SRX2991442|Macrophages	SRX2991443|Macrophages	SRX2991444|Macrophages	SRX2991445|Macrophages	SRX805965|Macrophages	SRX805966|Macrophages	SRX805967|Macrophages	SRX7270469|NMuMG	SRX7270470|NMuMG	SRX7270471|NMuMG	SRX7270472|NMuMG	SRX885792|Small_intestine	SRX885793|Small_intestine	SRX885798|Small_intestine	SRX885799|Small_intestine	STRING
Gm4070	44.878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	119	0	123	163	236	290	289	0	0	0	0	0	0	0	0	0
Clec5a	44.848485	0	0	0	0	0	0	0	0	0	188	0	0	0	0	157	0	148	0	0	0	0	0	0	505	482	0	0	0	0	0	0	0	0	0
Gm2016	44.818182	0	0	0	0	0	0	790	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxr1	44.757576	81	228	0	149	375	141	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	187	0	0	0	0	0	0	0	0	0
Otud6b	44.69697	166	93	161	261	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	101	0	112	0	192	241	0	0	0	0	0	0	0	0	0
Serpinb1b	44.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	178	152	0	0	0	0	0	260	319	0	0	0	0	0	0	0	0	0
Riok3	44.666667	0	83	109	0	0	0	0	0	0	0	0	0	0	0	223	0	102	152	0	0	178	0	0	332	295	0	0	0	0	0	0	0	0	0
Bst1	44.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	697	0	0	0	219	0	0	0	0	0
Eif4enif1	44.636364	155	0	0	0	0	0	0	0	0	0	0	0	152	181	171	0	0	0	131	0	85	0	0	0	0	165	116	174	143	0	0	0	0	0
Slc31a2	44.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	152	0	0	179	0	0	313	478	0	0	0	0	0	0	0	0	0
Clk4	44.545455	197	119	159	78	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	129	0	0	222	426	0	0	0	0	0	0	0	0	0
BC049762	44.545455	197	119	159	78	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	129	0	0	222	426	0	0	0	0	0	0	0	0	0
Cse1l	44.515152	0	87	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	290	0	0	0	523	0	0	0	0	0	0	0	0	0
Nrg1	44.424242	86	0	140	0	0	0	0	0	0	161	0	0	0	0	0	0	245	200	0	0	121	128	0	219	166	0	0	0	0	0	0	0	0	0
1110004F10Rik	44.363636	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	489	0	0	215	0	0	0	0	0	0
Crem	44.272727	160	0	88	208	0	0	0	0	195	151	0	124	0	0	0	0	0	123	0	0	0	0	0	150	262	0	0	0	0	0	0	0	0	0
1700022I11Rik	44.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	266	445	0	231	298	0	0	0	0	0	0	0	0	0
Baz2a	44.212121	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	556	559	0	0	0	0	0	0	0	0	0
Usp37	44.151515	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	380	0	0	473	193	0	0	0	0	0
Cnot9	44.151515	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	380	0	0	473	193	0	0	0	0	0
Tbc1d2b	44.121212	0	175	0	69	498	257	300	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olig3	44.030303	128	0	138	128	0	0	0	0	0	0	0	0	0	0	213	0	114	0	0	0	175	0	0	305	252	0	0	0	0	0	0	0	0	0
Runx2	44.0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	131	0	0	461	678	0	0	0	0	0	0	0	0	0
Med25	44.0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	434	387	316	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
Gyg	44.0	105	0	88	0	0	0	166	152	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	465	185	0	0	0	0	0	0	0	0	0
Klf2	43.969697	0	0	0	0	0	0	0	0	0	201	0	116	0	0	115	0	0	0	158	0	109	201	133	150	268	0	0	0	0	0	0	0	0	0
Phf13	43.848485	0	348	148	186	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	192	159	0	0	0	0	0	0	0	0	0
Sox6	43.787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	230	192	0	0	0	0	0	317	390	0	0	0	0	0	0	0	0	0
Tlr13	43.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	149	121	0	0	0	0	0	409	603	0	0	0	0	0	0	0	0	0
Elf4	43.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	188	156	0	0	165	0	0	325	288	0	0	0	0	0	0	0	0	0
Rrp9	43.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	148	0	105	287	0	0	411	180	0	0	0	0	0	0	0	0	0
Parp3	43.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	148	0	105	287	0	0	411	180	0	0	0	0	0	0	0	0	0
Lsr	43.515152	0	94	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	833	0	139	131	0	0	0
Fam187b	43.515152	0	94	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	833	0	139	131	0	0	0
Ccar1	43.515152	94	128	108	147	330	275	225	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm9sf4	43.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	306	910	0	0	0	0	0	0	0	0	0
Tefm	43.424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	167	0	0	148	0	0	447	467	0	0	0	0	0	0	0	0	0
Tnip3	43.333333	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	151	491	350	0	0	324	0	0	0	0	0	0
Amn1	43.30303	0	0	0	121	0	0	0	0	0	0	0	0	0	0	274	0	0	128	0	0	0	0	0	323	583	0	0	0	0	0	0	0	0	0
Cnot2	43.272727	103	86	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	650	339	0	0	0	0	0
Rhoc	43.212121	0	0	0	0	0	0	131	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	413	0	0	0	0	0	0	0	0	0
Dedd	43.151515	95	117	0	156	0	0	0	0	0	0	0	0	0	0	334	0	0	82	0	0	0	158	0	197	285	0	0	0	0	0	0	0	0	0
Tmem134	42.848485	0	0	72	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	159	0	0	492	438	0	0	0	0	0	0	0	0	0
Lrrc63	42.848485	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	987	288	0	0	0	0	0	0	0	0	0
Lcp1	42.848485	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	987	288	0	0	0	0	0	0	0	0	0
Aip	42.848485	0	0	72	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	159	0	0	492	438	0	0	0	0	0	0	0	0	0
Sgk2	42.818182	0	0	0	0	0	0	411	186	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	336	260	0	0	0	0	0	0	0	0	0
Mterf1a	42.818182	155	153	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	104	0	385	235	0	0	0	0	0
Gm51573	42.666667	392	237	265	299	0	0	0	0	0	0	0	0	93	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9	42.606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	634	0	0	0	0	0	0	0	0	0
Usp7	42.575758	141	67	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	510	426	0	0	0	0	0	0	0	0	0
Dennd2a	42.484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	98	0	463	719	0	0	0	0	0	0	0	0	0
Ubald2	42.363636	0	96	0	101	0	0	0	0	0	0	0	0	0	145	0	0	0	231	0	0	0	0	0	395	430	0	0	0	0	0	0	0	0	0
Tmem220	42.333333	162	0	167	119	0	0	0	0	0	167	0	0	0	0	0	0	0	120	0	0	0	0	0	520	142	0	0	0	0	0	0	0	0	0
Mrpl44	42.333333	0	105	103	156	162	0	0	0	0	0	0	0	180	321	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c12	42.333333	92	132	0	137	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	518	336	0	0	0	0	0	0	0	0	0
H2bc15	42.333333	92	132	0	137	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	518	336	0	0	0	0	0	0	0	0	0
H2ac15	42.333333	92	132	0	137	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	518	336	0	0	0	0	0	0	0	0	0
Tpst2	42.30303	0	0	0	144	0	0	0	0	0	0	0	0	0	0	590	0	189	0	0	0	0	0	0	234	239	0	0	0	0	0	0	0	0	0
Sar1a	42.30303	0	118	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	718	0	0	0	0	0	0	0	0	0
Mmp13	42.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	827	347	0	0	0	0	0	0	0	0	0
Pgs1	42.0	214	0	134	159	0	0	0	0	0	103	0	0	0	209	0	0	0	0	0	0	0	0	0	244	323	0	0	0	0	0	0	0	0	0
Tnpo1	41.878788	129	137	106	160	0	0	0	0	0	162	0	0	0	0	0	0	0	94	0	0	0	0	0	353	241	0	0	0	0	0	0	0	0	0
Rwdd2b	41.848485	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	163	0	0	0	0	0	473	438	0	0	0	0	0	0	0	0	0
Dgkz	41.818182	129	417	0	159	358	187	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim39	41.787879	81	0	0	108	0	0	0	0	0	0	0	0	0	0	223	0	146	0	0	0	0	0	0	418	403	0	0	0	0	0	0	0	0	0
Mthfs	41.757576	0	0	128	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	659	302	0	0	0	0	0	0	0	0	0
Clock	41.757576	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	155	0	657	266	0	0	0	0	0
Supt7l	41.727273	0	0	0	0	0	0	0	0	0	164	0	0	161	154	106	0	0	0	0	0	0	0	0	160	161	0	0	280	191	0	0	0	0	0
Slc4a1ap	41.727273	0	0	0	0	0	0	0	0	0	164	0	0	161	154	106	0	0	0	0	0	0	0	0	160	161	0	0	280	191	0	0	0	0	0
Fabp6	41.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	232	0	0	0	0	0	312	305	334	0	0	0	0	0	0	0	0	0
Tnrc18	41.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	143	0	0	428	496	0	0	0	0	0	0	0	0	0
H2-Bl	41.606061	0	0	0	104	0	0	161	0	0	0	0	0	0	0	0	0	0	97	0	131	236	112	0	301	231	0	0	0	0	0	0	0	0	0
Dnajc8	41.606061	83	0	0	86	0	0	0	0	0	112	0	0	0	0	148	0	125	143	0	0	136	0	0	259	281	0	0	0	0	0	0	0	0	0
Atpif1	41.606061	83	0	0	86	0	0	0	0	0	112	0	0	0	0	148	0	125	143	0	0	136	0	0	259	281	0	0	0	0	0	0	0	0	0
Usf2	41.575758	0	0	0	99	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	227	138	0	473	269	0	0	0	0	0	0	0	0	0
Simc1	41.545455	101	0	0	151	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	188	0	0	0	0	261	193	0	0	0
Grcc10	41.393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	109	0	0	0	0	0	603	488	0	0	0	0	0	0	0	0	0
Gm10634	41.393939	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	192	0	0	789	252	0	0	0	0	0	0	0	0	0
Gda	41.393939	262	163	226	198	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	94	0	144	134	0	0	0	0	0	0	0	0	0
Cmtm6	41.30303	87	159	170	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	414	0	0	0	0	0	0	0	0	0
Rp2	41.272727	0	0	0	0	254	515	341	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3448	41.242424	259	276	270	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	160	0	0	0	0	0	0	0	0	0	0
Gm3417	41.242424	259	276	270	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	160	0	0	0	0	0	0	0	0	0	0
Eef2k	41.181818	115	127	97	0	515	158	190	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubc	41.151515	0	0	63	0	0	0	0	0	0	0	0	0	0	0	231	0	0	176	0	159	299	209	0	0	221	0	0	0	0	0	0	0	0	0
Srpr	41.121212	0	140	118	0	0	0	0	0	0	93	0	0	0	0	0	0	0	99	0	0	113	0	157	366	271	0	0	0	0	0	0	0	0	0
Irx2	41.121212	0	101	0	157	0	0	157	266	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	300	296	0	0	0	0	0	0	0	0	0
Foxred1	41.121212	0	140	118	0	0	0	0	0	0	93	0	0	0	0	0	0	0	99	0	0	113	0	157	366	271	0	0	0	0	0	0	0	0	0
Ilf3	41.090909	0	313	87	309	285	91	130	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdx	41.090909	134	0	0	0	0	0	317	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	240	0	0	0	0	0	0	0	0	0
Gm5662	41.060606	0	0	0	0	0	0	668	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Shroom3	40.939394	0	99	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	494	228	243	0	0	0	0
Aftph	40.909091	116	162	152	169	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	141	0	294	184	0	0	0	0	0	0	0	0	0
Celf2	40.878788	115	0	0	0	250	165	217	157	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	147	177	0	0	0	0	0	0	0	0	0
Tmem135	40.818182	144	72	138	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	419	0	0	0	0	0	0	0	0	0
Phlda1	40.757576	0	0	135	111	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	537	448	0	0	0	0	0	0	0	0	0
Kif1b	40.757576	0	79	0	75	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	149	0	296	387	0	0	0	0	0	0	0	0	0
Txnl4b	40.727273	0	0	0	0	0	0	0	0	0	0	0	0	189	373	243	0	94	123	0	0	0	0	121	119	82	0	0	0	0	0	0	0	0	0
Sec24b	40.727273	87	0	0	105	0	0	0	0	0	131	0	0	0	0	284	0	0	0	0	0	0	0	0	357	380	0	0	0	0	0	0	0	0	0
Dhx38	40.727273	0	0	0	0	0	0	0	0	0	0	0	0	189	373	243	0	94	123	0	0	0	0	121	119	82	0	0	0	0	0	0	0	0	0
Cacnb2	40.727273	89	139	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	578	0	0	0	0	0	0	0	0	0
Meis1	40.606061	79	0	0	0	0	0	0	0	95	143	101	143	0	0	0	310	258	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golim4	40.575758	81	249	0	95	195	134	0	0	0	0	178	0	0	0	0	106	134	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripply3	40.484848	0	85	0	101	0	0	0	0	0	0	0	0	0	0	204	0	159	229	0	0	0	0	0	306	252	0	0	0	0	0	0	0	0	0
Pou2f1	40.454545	0	0	0	85	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	112	0	411	302	0	0	0	0	0	0	0	0	0
Rasal1	40.424242	0	346	0	305	317	206	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brap	40.424242	0	0	74	81	0	0	0	0	0	0	0	0	0	0	294	0	145	0	0	0	0	0	0	378	362	0	0	0	0	0	0	0	0	0
Alg10b	40.424242	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	581	0	0	0	0	0	0	0	0	0
Acad10	40.424242	0	0	74	81	0	0	0	0	0	0	0	0	0	0	294	0	145	0	0	0	0	0	0	378	362	0	0	0	0	0	0	0	0	0
Marchf9	40.30303	0	563	0	390	288	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsg1	40.30303	0	0	0	0	0	0	0	0	0	158	262	201	0	0	0	116	157	116	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0
Cdk4	40.30303	0	563	0	390	288	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	40.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	267	302	420	174	0	0	0	0	0	0	0	0	0	0	0	0
Vrk1	40.242424	0	0	0	0	0	0	0	0	192	179	0	73	0	163	0	0	0	0	0	0	0	0	0	360	361	0	0	0	0	0	0	0	0	0
Ccnh	40.212121	89	164	150	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	97	168	0	215	313	0	0	0	0	0	0	0	0	0
Lpxn	40.151515	87	94	0	128	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	85	0	352	391	0	0	0	0	0	0	0	0	0
Spg20	40.121212	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	747	0	0	0	0	0	0	0	0	0
Tsga10	40.090909	188	114	151	196	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	308	200	0	0	0	0	0	0	0	0	0
Kremen1	40.090909	0	355	0	93	401	103	281	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50a	40.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	148	0	0	157	0	0	474	372	0	0	0	0	0	0	0	0	0
Lsm1	40.030303	155	0	108	132	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	411	393	0	0	0	0	0	0	0	0	0
Bag4	40.030303	155	0	108	132	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	411	393	0	0	0	0	0	0	0	0	0
Ppp1r12a	40.0	94	130	203	206	206	101	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	114	0	0	0	0	0	0	0	0	0
Mat2b	40.0	115	66	135	100	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	200	0	0	306	222	0	0	0	0	0	0	0	0	0
Foxn2	40.0	109	222	147	93	94	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	287	0	0	0	0	0	0	0	0	0
Mfsd1	39.878788	166	196	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	318	0	0	0	0	0	0	0	0	0
Dlgap4	39.818182	0	0	0	104	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	105	0	0	506	394	0	0	0	0	0	0	0	0	0
Icos	39.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	153	189	0	0	0	0	0	495	231	0	0	0	0	0	0	0	0	0
1700013G24Rik	39.727273	103	569	0	249	303	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex3	39.666667	105	144	0	194	0	0	0	0	0	0	0	0	161	303	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adat2	39.666667	105	144	0	194	0	0	0	0	0	0	0	0	161	303	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sav1	39.606061	87	95	0	96	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	374	381	0	0	0	0	0	0	0	0	0
Rap1gap2	39.606061	96	234	116	76	434	171	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp36	39.545455	180	215	232	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	200	0	0	0	0	0
Gadd45b	39.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	184	0	0	418	331	0	0	0	0	0	0	0	0	0
Pold3	39.454545	195	118	0	205	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	179	332	0	0	0	0	0	0	0	0	0
Slco4a1	39.424242	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	96	0	496	244	0	0	0	0	0
Gm21190	39.424242	0	0	0	0	0	0	220	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	167	171	222	0	0	0	0	0
Foxf2	39.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	599	394	0	0	0	0	0	0	0	0	0
Ino80	39.30303	75	110	0	114	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	243	186	0	175	236	0	0	0	0	0	0	0	0	0
Zmynd15	39.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	206	0	0	553	383	0	0	0	0	0	0	0	0	0
Speer4e	39.242424	0	0	0	0	0	0	321	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	162	207	0	0	0	0	0
Tmem156	39.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	228	0	0	0	0	0	314	432	0	0	0	0	0	0	0	0	0
Tmem267	39.0	275	186	350	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm11	38.969697	144	0	80	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	527	443	0	0	0	0	0	0	0	0	0
Ppfia3	38.909091	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	420	194	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0
Lin7b	38.909091	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	420	194	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0
Slc2a9	38.848485	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	156	140	0	255	349	0	0	0	0	0	0	0	0	0
Myl6b	38.818182	0	303	0	279	351	159	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl6	38.818182	0	303	0	279	351	159	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf8	38.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	338	593	0	0	0	0	0	0	0	0	0
Lap3	38.69697	124	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	385	0	0	0	0	0	0	0	0	0
Btg1	38.666667	96	111	0	141	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	135	0	0	274	304	0	0	0	0	0	0	0	0	0
Zfp51	38.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	349	0	0	0	0	0	0	0	0	0
Stom	38.636364	182	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	163	0	0	367	393	0	0	0	0	0	0	0	0	0
Fam168a	38.636364	154	276	136	197	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	202	217	0	0	0	0	0	0	0	0	0
Hsdl2	38.606061	70	100	0	104	0	0	0	0	0	125	0	0	0	0	263	0	0	0	0	0	0	0	0	318	294	0	0	0	0	0	0	0	0	0
Sema3b	38.575758	0	138	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	196	200	0	418	179	0	0	0	0	0	0	0	0	0
Cd19	38.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	291	0	0	292	391	0	0	0	0	0	0	0	0	0
Amelx	38.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	487	513	0	0	0	0	0	0	0	0	0
Rtn3	38.484848	105	104	182	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	261	398	0	0	0	0	0	0	0	0	0
Rpgrip1l	38.484848	0	114	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	603	0	0	0	0	0	0	0	0	0
Fto	38.484848	0	114	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	603	0	0	0	0	0	0	0	0	0
Btrc	38.484848	124	0	126	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	275	0	0	209	0	0	0	0	0	0
Zc3h12a	38.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	335	154	171	0	216	0	0	0	130	0	0	0	0	0	0	0	0	0
Calr	38.454545	160	296	0	360	157	153	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bfsp1	38.454545	0	89	92	133	0	0	0	0	0	0	0	0	0	0	166	0	0	154	0	0	0	0	0	331	304	0	0	0	0	0	0	0	0	0
Rrbp1	38.424242	115	157	0	117	0	0	0	0	134	122	0	0	0	0	176	0	0	0	0	0	133	0	0	139	175	0	0	0	0	0	0	0	0	0
Mcur1	38.424242	102	104	0	131	0	0	0	0	0	112	0	0	0	0	0	0	158	126	0	0	211	0	0	119	205	0	0	0	0	0	0	0	0	0
Rptor	38.393939	134	130	171	200	0	0	0	0	0	0	0	0	199	364	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
