Target_genes	Setdb1|Average	SRX1287761|3T3-L1	SRX1287762|3T3-L1	SRX1287769|3T3-L1	SRX1287777|3T3-L1	SRX1287778|3T3-L1	SRX1287779|3T3-L1	SRX1287780|3T3-L1	SRX1287781|3T3-L1	SRX862739|C2C12	SRX862740|C2C12	SRX862741|C2C12	SRX1287754|C3H/10T1/2	SRX014420|ES_cells	SRX014421|ES_cells	SRX014422|ES_cells	SRX014433|ES_cells	SRX10559946|ES_cells	SRX10559947|ES_cells	SRX1287748|ES_cells	SRX5088232|ES_cells	SRX5088238|ES_cells	SRX5088240|ES_cells	SRX5347749|ES_cells	SRX5347751|ES_cells	SRX8701150|ES_cells	SRX8701151|ES_cells	SRX8722038|ES_cells	SRX8722039|ES_cells	SRX2228738|Hepa_1-6	SRX897398|MEF	SRX897399|MEF	SRX897400|MEF	SRX897401|MEF	SRX897402|MEF	SRX897403|MEF	SRX897404|MEF	SRX897405|MEF	SRX1563803|Pro-B_cells	SRX1563804|Pro-B_cells	SRX10987310|YUMMER1.7	SRX10987311|YUMMER1.7	SRX10987323|YUMMER1.7	SRX10987324|YUMMER1.7	STRING
Rbbp5	26.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	183	0	174	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	128	0
Zbtb14	26.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	114	166	109	0	0
Pdss1	26.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	491	0	191	167	171	0
Shoc2	26.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	106	397	132	179	0
Rnf170	26.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	133	156	94	114	0
Hook3	26.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	133	156	94	114	0
Bbip1	26.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	106	397	132	179	0
Atp2a2	26.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	111	146	127	168	0
Csk	26.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	168	0	0	0	0	0	0	0	0	0	0	0	0	0	448	221	0	132	0	0	0
Ccdc85c	26.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	375	0	297	0	0	0	0	0	0	0	0	0	0	0	0	174	0	82	0	0	0
Sfxn1	26.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	112	0	0	86	99	0
Rsph3b	26.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	281	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	171	0
Rbm12	26.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	185	119	118	114	0
Rab37	26.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	270	0	223	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	74	0
Cpne1	26.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	185	119	118	114	0
Mier1	26.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	157	148	249	142	0
Acrv1	26.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	140	0	0	382	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	26.232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	237	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	140	170	0
Sfr1	26.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	187	0	131	0	218	0
Gm13286	26.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	305	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Gm13271	26.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	305	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Usp10	26.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	182	0	307	0	0	0	0	0	0	0	0	0	0	0	0	110	0	203	172	0	0
Micos10	26.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	106	0	0	0	0	0	0	0	0	0	0	0	0	0	254	143	0	199	132	166	0
Ccdc84	26.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	144	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	317	0
Suz12	26.162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	115	0	104	242	197	227	0
Siah1a	26.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	96	163	207	0	0
Hikeshi	26.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	422	177	176	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk11b	26.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	277	0	138	0	0	0	0	0	0	0	0	0	0	0	97	0	0	140	0	252	0
Cdc37	26.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	274	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Zdhhc5	26.116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	116	103	121	0
Klhl9	26.069767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	163	130	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	129	128	0
Cog2	26.069767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	477	312	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	26.046512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	111	195	0
Nefh	26.023256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	208	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	145	0	0
Pacs1	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	166	251	237	210	0
Brf2	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	299	0	176	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0
Zcchc4	25.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	337	317	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Ecpas	25.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	152	98	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	104	108	0
Zfp771	25.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	161	175	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	109	83	0
Zfp873	25.906977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	398	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Ccdc172	25.906977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	110	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	217	360	0
Cbx1	25.883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	200	138	151	0
Tgfbr1	25.860465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	244	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	118	224	104	135	0
Lrba	25.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	128	185	116	187	0
Arih1	25.837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	79	222	174	82	0
H2-Ea	25.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	182	0	136	313	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp6	25.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	159	143	0	139	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	86	130	0
9930021J03Rik	25.813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	363	225	409	0
Vps13a	25.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	430	243	303	0
Bcl7b	25.767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	311	0	221	0	0	0	0	0	0	0	0	0	0	0	150	0	80	0	121	0	0
Syncrip	25.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	89	288	182	227	0
Cxxc4	25.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	163	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	153	111	142	0
Cep170b	25.744186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	340	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	128	0	0
Esyt2	25.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	173	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	109	177	170	218	0
Acin1	25.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	207	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	123	0	88	0
Spz1	25.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	312	210	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnao1	25.697674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	136	0
Slc35f1	25.674419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	207	135	149	0
Ralyl	25.674419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	182	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	148	135	0
Scgb2b21	25.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	198	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb2	25.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	100	333	252	0
Mta1	25.651163	142	0	164	311	267	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif3b	25.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	124	97	178	0
Cdk5r1	25.651163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	402	0	0	105	67	102	0
U2surp	25.581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	119	0	156	0	0	0	0	0	0	0	0	0	0	0	239	225	0	0	0	164	0
Gm3173	25.581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	357	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Wbp2nl	25.55814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	403	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Acot4	25.55814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	280	0	198	124	0	0
Morc3	25.534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	290	0	0	0	0	0	0	0	0	0	0	0	169	0	96	179	163	0	0
Gm3776	25.534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	588	0	0	0	0	0
Dnajc21	25.534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	232	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	147	135	0
Uhmk1	25.511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	240	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	157	0	0
Pip4k2a	25.511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	189	113	134	93	135	235	0
Ctnnd2	25.511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	188	90	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	111	121	0
Sh3bgrl2	25.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	258	174	123	241	168	0
Pdlim2	25.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	227	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
Galnt3	25.488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	107	169	266	232	149	0
Mrm3	25.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	178	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	186	202	0
Glod4	25.465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	178	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	186	202	0
Zpbp2	25.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	321	0	225	0	0	164	0	0	0	0	0	0	0	0	0	0	0	116	0	95	0
Uros	25.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	191	119	235	0
Bccip	25.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	191	119	235	0
Terf1	25.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	135	0	0	0	0	0	0	189	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	94	108	0
Ssbp3	25.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	250	110	219	0	0	0	0	0	0	0	0	0	0	0	0	0	120	131	119	0	0
Cnih3	25.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	131	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	130	212	121	127	0
Arsb	25.418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	154	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	103	100	147	162	0
Acat1	25.395349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	304	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	188	141	0
Kras	25.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	122	91	170	129	149	0
Actr10	25.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	218	195	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	187	0
Uspl1	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	135	0
Rhbdd2	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	232	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	138	0
Neurl4	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	364	337	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Lrriq3	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	154	0	193	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
Fpgt	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	154	0	193	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
E2f1	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	305	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	105	176	152	0	0
Atp2b1	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	119	97	161	143	135	0
2810408A11Rik	25.348837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	364	337	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Slc16a1	25.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	80	200	232	128	0
Rmnd1	25.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	146	0	0	0	0	0
H2ac4	25.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	167	0	273	0	207	157	0
Armt1	25.325581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	146	0	0	0	0	0
Iqch	25.302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	79	108	118	241	0
D030056L22Rik	25.302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	316	308	227	0
Aagab	25.302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	79	108	118	241	0
Zzz3	25.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	148	184	158	128	0
Naf1	25.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	126	300	255	0	0
Atp6v1h	25.27907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	120	0	129	0	0	0	0	0	0	0	0	0	0	0	0	101	0	131	148	121	0
Zc3h15	25.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	190	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	217	0	0
Atp1a3	25.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	342	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	79	0	0
Arrdc3	25.255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	80	78	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	145	108	0	0	0
Ankar	25.255814	0	0	0	0	0	0	0	0	223	257	249	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
Pdp1	25.232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	109	362	309	149	0
Zfp287	25.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	244	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	110	149	0
Msc	25.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	125	156	122	115	0
Mlh1	25.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	334	0	0	0	0	0	0	0	0	0	0	0	110	0	103	0	111	114	0
Epm2aip1	25.209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	334	0	0	0	0	0	0	0	0	0	0	0	110	0	103	0	111	114	0
Psmd6	25.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	86	179	0
Appl2	25.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	268	266	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Abcb4	25.186047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	93	268	120	269	0
Foxn2	25.162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	227	0	155	0	0	0	0	0	0	0	0	0	0	0	180	116	0	160	108	0	0
Cldn23	25.162791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	194	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	68	198	0
Timm8a1	25.139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	340	0	164	0
Vmn1r53	25.116279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	427	190	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Prkg1	25.093023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	160	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	77	168	136	245	0
Clca4b	25.093023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	176	217	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab8a	25.046512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	296	0	219	0	0	0	0	0	0	0	0	0	0	0	181	120	0	0	0	160	0
Trpm3	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	219	187	482	0
Parl	24.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	367	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
H4c11	24.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	484	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	142	0
Crisp2	24.976744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	194	306	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0
Olfr1390	24.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	296	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	94	149	0
Eif3a	24.953488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	245	295	313	0
Zdhhc17	24.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	123	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	158	192	157	101	0
Smarca4	24.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	100	0	0	0	0
Acadl	24.930233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	226	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	84	93	94	164	0
