ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000056917	Sipa1	ENSMUST00000164304	protein_coding	3614	tsl1 (assigned to previous version 2)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000087026	protein_coding	1314	tsl1 (assigned to previous version 7)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000174868	protein_coding	2164	tsl1 (assigned to previous version 2)	False
ENSMUSG00000056917	Sipa1	ENSMUST00000169854	protein_coding	3583	tsl5	False
ENSMUSG00000001380	Hars	ENSMUST00000001416	protein_coding	1987	tsl1	True
ENSMUSG00000029569	Tmem168	ENSMUST00000031554	protein_coding	4587	tsl1 (assigned to previous version 3)	False
ENSMUSG00000029500	Pgam5	ENSMUST00000112505	protein_coding	2098	tsl1 (assigned to previous version 3)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000124655	protein_coding	829	tsl5 (assigned to previous version 2)	False
ENSMUSG00000024646	Cyb5a	ENSMUST00000159846	retained_intron	773	tsl2	False
ENSMUSG00000018509	Cenpv	ENSMUST00000018653	protein_coding	1032	tsl1 (assigned to previous version 2)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000164018	protein_coding	2126	tsl1 (assigned to previous version 3)	False
ENSMUSG00000024646	Cyb5a	ENSMUST00000163083	protein_coding	676	tsl3	False
ENSMUSG00000029569	Tmem168	ENSMUST00000149123	processed_transcript	3337	tsl1	True
ENSMUSG00000046031	Fam26f	ENSMUST00000062784	protein_coding	1080	tsl1	True
ENSMUSG00000029569	Tmem168	ENSMUST00000127050	processed_transcript	354	tsl3	False
ENSMUSG00000029569	Tmem168	ENSMUST00000140750	processed_transcript	439	tsl3	False
ENSMUSG00000018509	Cenpv	ENSMUST00000135497	retained_intron	744	tsl1	True
ENSMUSG00000015672	Mrpl32	ENSMUST00000015816	protein_coding	768	tsl1	True
ENSMUSG00000021961	4930578I06Rik	ENSMUST00000022532	protein_coding	1033	tsl1	True
ENSMUSG00000063410	Stk24	ENSMUST00000079817	protein_coding	2676	tsl1	True
ENSMUSG00000029569	Tmem168	ENSMUST00000155179	processed_transcript	401	tsl5	False
ENSMUSG00000024646	Cyb5a	ENSMUST00000159837	retained_intron	623	tsl2	False
ENSMUSG00000059862	Olfr826	ENSMUST00000078322	protein_coding	942	tslNA	False
ENSMUSG00000029569	Tmem168	ENSMUST00000146139	processed_transcript	1084	tsl1	True
ENSMUSG00000067148	Polr1c	ENSMUST00000152583	retained_intron	870	tsl3 (assigned to previous version 2)	False
ENSMUSG00000045126	Olfr1445	ENSMUST00000049624	protein_coding	1001	tslNA	False
ENSMUSG00000002820	Atg4d	ENSMUST00000065005	protein_coding	2541	tsl1	True
ENSMUSG00000023007	Prpf40b	ENSMUST00000130575	retained_intron	2740	tsl2 (assigned to previous version 2)	False
ENSMUSG00000029569	Tmem168	ENSMUST00000138637	processed_transcript	326	tsl3	False
ENSMUSG00000029500	Pgam5	ENSMUST00000059229	protein_coding	2044	tsl1 (assigned to previous version 10)	False
ENSMUSG00000036647	Olfr6	ENSMUST00000040983	protein_coding	951	tslNA	False
ENSMUSG00000023007	Prpf40b	ENSMUST00000138036	retained_intron	2993	tsl2 (assigned to previous version 2)	False
ENSMUSG00000095315	Gm10130	ENSMUST00000133235	protein_coding	303	tsl5	False
ENSMUSG00000079030	Gm2046	ENSMUST00000110148	protein_coding	435	tsl5	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000106007	protein_coding	2556	tsl1 (assigned to previous version 4)	False
ENSMUSG00000022400	Rbx1	ENSMUST00000023036	protein_coding	1655	tsl1	True
ENSMUSG00000093808	Olfr490	ENSMUST00000074550	protein_coding	945	tslNA	False
ENSMUSG00000023905	Tnfrsf12a	ENSMUST00000167059	protein_coding	858	tsl2 (assigned to previous version 2)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000111772	protein_coding	2234	tsl1 (assigned to previous version 4)	False
ENSMUSG00000091983	Olfr457	ENSMUST00000170504	protein_coding	1039	tslNA	False
ENSMUSG00000023007	Prpf40b	ENSMUST00000140806	nonsense_mediated_decay	1000	tsl5 (assigned to previous version 2)	False
ENSMUSG00000029500	Pgam5	ENSMUST00000136738	retained_intron	620	tsl3 (assigned to previous version 1)	False
ENSMUSG00000007682	Dio2	ENSMUST00000082432	protein_coding	5813	tsl1	True
ENSMUSG00000023905	Tnfrsf12a	ENSMUST00000024698	protein_coding	963	tsl1	True
ENSMUSG00000033508	Asprv1	ENSMUST00000043400	protein_coding	1529	tslNA	False
ENSMUSG00000029500	Pgam5	ENSMUST00000196381	protein_coding	553		False
ENSMUSG00000018509	Cenpv	ENSMUST00000123542	processed_transcript	536	tsl3 (assigned to previous version 2)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000142706	protein_coding	771	tsl5 (assigned to previous version 3)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000044901	protein_coding	1983	tsl1 (assigned to previous version 8)	False
ENSMUSG00000018509	Cenpv	ENSMUST00000156349	processed_transcript	595	tsl3 (assigned to previous version 2)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000173349	protein_coding	516	tsl3 (assigned to previous version 2)	False
ENSMUSG00000018509	Cenpv	ENSMUST00000123181	nonsense_mediated_decay	492	tsl3	False
ENSMUSG00000037788	Vopp1	ENSMUST00000127485	protein_coding	2908	tsl1 (assigned to previous version 2)	False
ENSMUSG00000096682	Ifna5	ENSMUST00000102804	protein_coding	570	tslNA	False
ENSMUSG00000067148	Polr1c	ENSMUST00000173232	nonsense_mediated_decay	432	tsl5	False
ENSMUSG00000018509	Cenpv	ENSMUST00000138772	processed_transcript	273	tsl5	False
ENSMUSG00000039607	Rbms3	ENSMUST00000172469	protein_coding	585	tsl3	False
ENSMUSG00000016921	Srsf6	ENSMUST00000130411	protein_coding	3527	tsl1 (assigned to previous version 1)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000174392	retained_intron	740	tsl2	False
ENSMUSG00000037022	Mmaa	ENSMUST00000048718	protein_coding	2843	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000019226	protein_coding	2811	tsl1 (assigned to previous version 8)	False
ENSMUSG00000067148	Polr1c	ENSMUST00000124126	retained_intron	576	tsl2	False
ENSMUSG00000037788	Vopp1	ENSMUST00000114297	protein_coding	2914	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000106006	protein_coding	2277	tsl5 (assigned to previous version 2)	False
ENSMUSG00000016921	Srsf6	ENSMUST00000017065	nonsense_mediated_decay	1666	tsl5 (assigned to previous version 9)	False
ENSMUSG00000024084	Qpct	ENSMUST00000040789	protein_coding	1924	tsl1	True
ENSMUSG00000079349	Magea5	ENSMUST00000069556	protein_coding	1360	tsl3	False
ENSMUSG00000016921	Srsf6	ENSMUST00000126163	protein_coding	515	tsl5 (assigned to previous version 1)	False
ENSMUSG00000022360	Atad2	ENSMUST00000038194	protein_coding	5683	tsl5	False
ENSMUSG00000091723	Gm17366	ENSMUST00000167629	pseudogene	189	tslNA	False
ENSMUSG00000037788	Vopp1	ENSMUST00000145608	retained_intron	4590	tsl1 (assigned to previous version 2)	False
ENSMUSG00000079349	Magea5	ENSMUST00000169540	protein_coding	1563	tsl5 (assigned to previous version 2)	False
ENSMUSG00000037788	Vopp1	ENSMUST00000143953	processed_transcript	372	tsl3	False
ENSMUSG00000095996	Gm16513	ENSMUST00000101023	protein_coding	2832	tsl1	True
ENSMUSG00000024352	Spata24	ENSMUST00000096573	protein_coding	709	tsl1	True
ENSMUSG00000086737	Gm13763	ENSMUST00000141958	antisense	591	tsl3	False
ENSMUSG00000005397	Nid1	ENSMUST00000005532	protein_coding	6046	tsl1	True
ENSMUSG00000040564	Apoc1	ENSMUST00000045035	protein_coding	427	tsl1 (assigned to previous version 5)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000069095	retained_intron	2027	tsl1 (assigned to previous version 6)	False
ENSMUSG00000085194	Gm16012	ENSMUST00000148597	processed_transcript	394	tsl5	False
ENSMUSG00000024824	Rad9a	ENSMUST00000025740	protein_coding	2046	tsl1	True
ENSMUSG00000047787	Flrt1	ENSMUST00000113383	protein_coding	5859	tsl1	True
ENSMUSG00000040564	Apoc1	ENSMUST00000108451	protein_coding	487	tsl1	True
ENSMUSG00000039607	Rbms3	ENSMUST00000172564	protein_coding	619	tsl5	False
ENSMUSG00000024352	Spata24	ENSMUST00000025209	protein_coding	701	tsl1 (assigned to previous version 5)	False
ENSMUSG00000095076	AC125178.2	ENSMUST00000177668	protein_coding	1215	tsl5	False
ENSMUSG00000037085	Trmt12	ENSMUST00000036937	protein_coding	4133	tslNA	False
ENSMUSG00000039607	Rbms3	ENSMUST00000174276	processed_transcript	1438	tsl1 (assigned to previous version 2)	False
ENSMUSG00000049134	Nrap	ENSMUST00000073536	protein_coding	5501	tsl1 (assigned to previous version 7)	False
ENSMUSG00000096151	Olfr477	ENSMUST00000091605	protein_coding	933	tslNA	False
ENSMUSG00000020461	Clhc1	ENSMUST00000020753	protein_coding	2200	tsl1	True
ENSMUSG00000020461	Clhc1	ENSMUST00000123175	processed_transcript	657	tsl5	False
ENSMUSG00000039607	Rbms3	ENSMUST00000084824	processed_transcript	1753	tsl1	True
ENSMUSG00000020461	Clhc1	ENSMUST00000131366	processed_transcript	788	tsl5 (assigned to previous version 2)	False
ENSMUSG00000034731	Dgkh	ENSMUST00000074729	protein_coding	3967	tsl5	False
ENSMUSG00000028293	Slc35a1	ENSMUST00000029970	protein_coding	2039	tsl1 (assigned to previous version 8)	False
ENSMUSG00000049134	Nrap	ENSMUST00000040711	protein_coding	5334	tsl1 (assigned to previous version 9)	False
ENSMUSG00000086703	4930507D10Rik	ENSMUST00000137411	antisense	1152	tsl1	True
ENSMUSG00000055746	Magea2	ENSMUST00000112559	protein_coding	1302	tsl1 (assigned to previous version 2)	False
ENSMUSG00000062931	Zfp938	ENSMUST00000041264	protein_coding	2035	tsl1 (assigned to previous version 9)	False
ENSMUSG00000096589	Gm14992	ENSMUST00000179437	processed_pseudogene	512	tslNA	False
ENSMUSG00000028293	Slc35a1	ENSMUST00000151549	processed_transcript	1141	tsl5 (assigned to previous version 2)	False
ENSMUSG00000062931	Zfp938	ENSMUST00000156218	nonsense_mediated_decay	2124	tsl1	True
ENSMUSG00000028293	Slc35a1	ENSMUST00000126033	protein_coding	751	tsl3	False
ENSMUSG00000055746	Magea2	ENSMUST00000178950	protein_coding	1299	tsl5	False
ENSMUSG00000028293	Slc35a1	ENSMUST00000124456	processed_transcript	554	tsl2	False
ENSMUSG00000049134	Nrap	ENSMUST00000095947	protein_coding	5214	tsl5 (assigned to previous version 5)	False
ENSMUSG00000091867	Cyp2a22	ENSMUST00000170227	protein_coding	2226	tsl1	True
ENSMUSG00000005268	Prlr	ENSMUST00000137867	nonsense_mediated_decay	3435	tsl2 (assigned to previous version 2)	False
ENSMUSG00000028293	Slc35a1	ENSMUST00000154020	processed_transcript	358	tsl3	False
ENSMUSG00000049134	Nrap	ENSMUST00000169099	nonsense_mediated_decay	2517	tsl5 (assigned to previous version 2)	False
ENSMUSG00000055746	Magea2	ENSMUST00000069477	protein_coding	1685	tsl5 (assigned to previous version 2)	False
ENSMUSG00000021585	Cast	ENSMUST00000065629	protein_coding	2894	tsl1	True
ENSMUSG00000025333	Gpr143	ENSMUST00000026383	protein_coding	1586	tsl1	True
ENSMUSG00000083872	Gm11928	ENSMUST00000119323	processed_pseudogene	437	tslNA	False
ENSMUSG00000021133	Susd6	ENSMUST00000068519	protein_coding	5001	tsl1	True
ENSMUSG00000019814	Ltv1	ENSMUST00000019950	protein_coding	1766	tsl1	True
ENSMUSG00000049134	Nrap	ENSMUST00000166203	protein_coding	5079	tsl5	False
ENSMUSG00000071867	Gm6304	ENSMUST00000096579	processed_pseudogene	447	tslNA	False
ENSMUSG00000084955	Gm14349	ENSMUST00000137155	processed_pseudogene	902	tslNA	False
ENSMUSG00000065767	Gm23849	ENSMUST00000083833	snRNA	191	tslNA	False
ENSMUSG00000005268	Prlr	ENSMUST00000124470	protein_coding	9900	tsl1 (assigned to previous version 2)	False
ENSMUSG00000046210	Olfr735	ENSMUST00000049729	protein_coding	1065	tslNA	False
ENSMUSG00000080463	Gm22489	ENSMUST00000116813	snoRNA	62	tslNA	False
ENSMUSG00000025215	Tlx1	ENSMUST00000026236	protein_coding	2065	tsl1	True
ENSMUSG00000005268	Prlr	ENSMUST00000132361	retained_intron	1209	tsl1 (assigned to previous version 2)	False
ENSMUSG00000063764	Olfr508	ENSMUST00000072914	protein_coding	933	tslNA	False
ENSMUSG00000076039	Gm22137	ENSMUST00000102085	miRNA	108	tslNA	False
ENSMUSG00000099237	Mir7216	ENSMUST00000185107	miRNA	76	tslNA	False
ENSMUSG00000021840	Mapk1ip1l	ENSMUST00000166743	protein_coding	4493	tsl1 (assigned to previous version 2)	False
ENSMUSG00000062226	Gm10112	ENSMUST00000075226	protein_coding	354	tslNA	False
ENSMUSG00000025333	Gpr143	ENSMUST00000139310	retained_intron	917	tsl1	True
ENSMUSG00000022762	Ncam2	ENSMUST00000037785	protein_coding	4893	tsl1 (assigned to previous version 8)	False
ENSMUSG00000005268	Prlr	ENSMUST00000138135	processed_transcript	688	tsl3 (assigned to previous version 2)	False
ENSMUSG00000025215	Tlx1	ENSMUST00000174617	protein_coding	806	tsl5	False
ENSMUSG00000025333	Gpr143	ENSMUST00000151819	processed_transcript	745	tsl5 (assigned to previous version 2)	False
ENSMUSG00000005268	Prlr	ENSMUST00000130720	protein_coding	641	tsl3 (assigned to previous version 2)	False
ENSMUSG00000103122	Gm37391	ENSMUST00000194891	TEC	2318		False
ENSMUSG00000021840	Mapk1ip1l	ENSMUST00000164235	protein_coding	4516	tsl1	True
ENSMUSG00000106342	RP23-173L24.2	ENSMUST00000199340	lincRNA	281		False
ENSMUSG00000028600	Podn	ENSMUST00000106709	protein_coding	3170	tsl1 (assigned to previous version 3)	False
ENSMUSG00000028600	Podn	ENSMUST00000146851	protein_coding	1252	tsl1 (assigned to previous version 2)	False
ENSMUSG00000030031	Kbtbd8	ENSMUST00000122938	processed_transcript	472	tsl3 (assigned to previous version 2)	False
ENSMUSG00000022330	Osr2	ENSMUST00000022952	protein_coding	1723	tsl1	True
ENSMUSG00000022762	Ncam2	ENSMUST00000067602	protein_coding	3563	tsl1	True
ENSMUSG00000005268	Prlr	ENSMUST00000128450	protein_coding	1278	tsl1 (assigned to previous version 2)	False
ENSMUSG00000028600	Podn	ENSMUST00000106708	protein_coding	2947	tsl1 (assigned to previous version 2)	False
ENSMUSG00000005268	Prlr	ENSMUST00000148257	protein_coding	1190	tsl5 (assigned to previous version 2)	False
ENSMUSG00000027752	Exosc8	ENSMUST00000150923	retained_intron	2316	tsl1 (assigned to previous version 2)	False
ENSMUSG00000005268	Prlr	ENSMUST00000128921	protein_coding	3836	tsl1 (assigned to previous version 2)	False
ENSMUSG00000038916	Soga3	ENSMUST00000092629	protein_coding	3948	tsl5	False
ENSMUSG00000028600	Podn	ENSMUST00000145491	processed_transcript	3636	tsl2 (assigned to previous version 2)	False
ENSMUSG00000005268	Prlr	ENSMUST00000134410	protein_coding	669	tsl3 (assigned to previous version 2)	False
ENSMUSG00000068566	Myadm	ENSMUST00000096744	protein_coding	2950	tsl1	True
ENSMUSG00000047286	Olfr370	ENSMUST00000058609	protein_coding	1096	tslNA	False
ENSMUSG00000028600	Podn	ENSMUST00000130026	protein_coding	626	tsl5	False
ENSMUSG00000027752	Exosc8	ENSMUST00000134892	retained_intron	985	tsl2 (assigned to previous version 2)	False
ENSMUSG00000030031	Kbtbd8	ENSMUST00000032107	protein_coding	4735	tsl1	True
ENSMUSG00000005268	Prlr	ENSMUST00000127467	protein_coding	564	tsl2	False
ENSMUSG00000027752	Exosc8	ENSMUST00000154787	nonsense_mediated_decay	438	tsl3 (assigned to previous version 2)	False
ENSMUSG00000028600	Podn	ENSMUST00000147597	processed_transcript	751	tsl3 (assigned to previous version 2)	False
ENSMUSG00000061603	Akap6	ENSMUST00000095737	protein_coding	10263	tsl1	True
ENSMUSG00000068566	Myadm	ENSMUST00000164553	protein_coding	3001	tsl2 (assigned to previous version 2)	False
ENSMUSG00000028600	Podn	ENSMUST00000124265	processed_transcript	358	tsl3	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000140602	retained_intron	3264	tsl2 (assigned to previous version 2)	False
ENSMUSG00000027752	Exosc8	ENSMUST00000127112	retained_intron	1983	tsl1 (assigned to previous version 2)	False
ENSMUSG00000053205	Styx	ENSMUST00000111835	protein_coding	672	tsl1	True
ENSMUSG00000028600	Podn	ENSMUST00000044248	protein_coding	2885	tsl5 (assigned to previous version 8)	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000124266	nonsense_mediated_decay	2568	tsl1 (assigned to previous version 2)	False
ENSMUSG00000058188	Olfr746	ENSMUST00000080616	protein_coding	945	tslNA	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000153190	processed_transcript	402	tsl3	False
ENSMUSG00000099463	Gm29081	ENSMUST00000190140	lincRNA	1500	tsl5 (assigned to previous version 1)	False
ENSMUSG00000022899	Slc15a2	ENSMUST00000023616	protein_coding	3993	tsl1 (assigned to previous version 3)	False
ENSMUSG00000030031	Kbtbd8	ENSMUST00000119582	protein_coding	4446	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000156002	retained_intron	896	tsl2 (assigned to previous version 2)	False
ENSMUSG00000027752	Exosc8	ENSMUST00000153224	protein_coding	412	tsl3	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000148100	retained_intron	787	tsl1 (assigned to previous version 2)	False
ENSMUSG00000027752	Exosc8	ENSMUST00000140935	retained_intron	913	tsl3	False
ENSMUSG00000030031	Kbtbd8	ENSMUST00000145387	processed_transcript	385	tsl3	False
ENSMUSG00000038763	Alpk3	ENSMUST00000107348	protein_coding	6369	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000174095	protein_coding	170	tsl1	True
ENSMUSG00000027752	Exosc8	ENSMUST00000142377	retained_intron	590	tsl5	False
ENSMUSG00000022899	Slc15a2	ENSMUST00000165380	nonsense_mediated_decay	1292	tsl5 (assigned to previous version 2)	False
ENSMUSG00000033644	Piwil2	ENSMUST00000048129	protein_coding	4913	tsl1	True
ENSMUSG00000053799	Exoc6	ENSMUST00000066439	protein_coding	2729	tsl1	True
ENSMUSG00000027752	Exosc8	ENSMUST00000135935	retained_intron	389	tsl5	False
ENSMUSG00000027752	Exosc8	ENSMUST00000198780	retained_intron	1093		False
ENSMUSG00000038763	Alpk3	ENSMUST00000151115	retained_intron	388	tsl5	False
ENSMUSG00000102647	Gm38024	ENSMUST00000192338	TEC	2532		False
ENSMUSG00000022899	Slc15a2	ENSMUST00000165531	protein_coding	2158	tsl5 (assigned to previous version 2)	False
ENSMUSG00000036564	Ndrg4	ENSMUST00000160964	protein_coding	1029	tsl5 (assigned to previous version 2)	False
ENSMUSG00000096144	B020004C17Rik	ENSMUST00000178161	protein_coding	2385	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000144174	retained_intron	693	tsl3 (assigned to previous version 2)	False
ENSMUSG00000003778	Brd8	ENSMUST00000003876	protein_coding	4468	tsl1 (assigned to previous version 4)	False
ENSMUSG00000103884	Gm37005	ENSMUST00000193281	TEC	1164		False
ENSMUSG00000066798	Zbtb6	ENSMUST00000112932	protein_coding	5077	tsl2	False
ENSMUSG00000099463	Gm29081	ENSMUST00000186518	lincRNA	622	tsl5 (assigned to previous version 1)	False
ENSMUSG00000105146	RP24-267M11.2	ENSMUST00000196412	lincRNA	1102		False
ENSMUSG00000022899	Slc15a2	ENSMUST00000163471	retained_intron	622	tsl3	False
ENSMUSG00000025489	Ifitm5	ENSMUST00000026562	protein_coding	708	tsl1	True
ENSMUSG00000099463	Gm29081	ENSMUST00000188696	lincRNA	438	tsl5	False
ENSMUSG00000003778	Brd8	ENSMUST00000115766	protein_coding	4258	tsl1 (assigned to previous version 2)	False
ENSMUSG00000091193	Gm17333	ENSMUST00000169531	protein_coding	378	tsl1	True
ENSMUSG00000102170	Gm20781	ENSMUST00000193154	unprocessed_pseudogene	693		False
ENSMUSG00000019082	Slc25a22	ENSMUST00000138865	protein_coding	909	tsl5 (assigned to previous version 2)	False
ENSMUSG00000022899	Slc15a2	ENSMUST00000172382	processed_transcript	694	tsl3	False
ENSMUSG00000083535	Gm14381	ENSMUST00000122105	processed_pseudogene	414	tslNA	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000136354	protein_coding	845	tsl2 (assigned to previous version 2)	False
ENSMUSG00000024248	Cox7a2l	ENSMUST00000167741	protein_coding	1147	tsl1 (assigned to previous version 2)	False
ENSMUSG00000003778	Brd8	ENSMUST00000097626	protein_coding	3005	tsl1 (assigned to previous version 4)	False
ENSMUSG00000022899	Slc15a2	ENSMUST00000163964	retained_intron	679	tsl3	False
ENSMUSG00000086417	Gm12996	ENSMUST00000151670	antisense	636	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000184518	nonsense_mediated_decay	660	tsl5 (assigned to previous version 2)	False
ENSMUSG00000097406	Gm26833	ENSMUST00000180899	antisense	440	tslNA	False
ENSMUSG00000024248	Cox7a2l	ENSMUST00000025095	protein_coding	1078	tsl1	True
ENSMUSG00000066798	Zbtb6	ENSMUST00000053098	protein_coding	4535	tsl1	True
ENSMUSG00000024068	Spast	ENSMUST00000024869	protein_coding	4696	tsl1	True
ENSMUSG00000095365	Rbm31y	ENSMUST00000179408	protein_coding	1955	tslNA (assigned to previous version 1)	False
ENSMUSG00000013158	4933405L10Rik	ENSMUST00000013302	protein_coding	1212	tsl1	True
ENSMUSG00000024912	Fosl1	ENSMUST00000025850	protein_coding	1707	tsl1	True
ENSMUSG00000069266	Hist1h4b	ENSMUST00000102965	protein_coding	397	tslNA	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000172654	protein_coding	355	tsl5 (assigned to previous version 2)	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000132635	retained_intron	562	tsl3	False
ENSMUSG00000037984	Neurod6	ENSMUST00000044767	protein_coding	2154	tsl1	True
ENSMUSG00000019082	Slc25a22	ENSMUST00000133206	protein_coding	213	tsl5 (assigned to previous version 3)	False
ENSMUSG00000032294	Pkm	ENSMUST00000034834	protein_coding	2432	tsl1 (assigned to previous version 10)	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000133021	protein_coding	345	tsl5	False
ENSMUSG00000054431	Olfr450	ENSMUST00000067503	protein_coding	933	tslNA	False
ENSMUSG00000024033	Rsph1	ENSMUST00000024832	protein_coding	1164	tsl1	True
ENSMUSG00000032294	Pkm	ENSMUST00000163694	protein_coding	2432	tsl5	False
ENSMUSG00000022899	Slc15a2	ENSMUST00000167941	retained_intron	1170	tsl5 (assigned to previous version 2)	False
ENSMUSG00000019082	Slc25a22	ENSMUST00000150026	protein_coding	225	tsl3	False
ENSMUSG00000098956	Gm27855	ENSMUST00000184122	misc_RNA	128	tslNA	False
ENSMUSG00000089288	Gm26022	ENSMUST00000158663	snRNA	108	tslNA	False
