ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000053477	Tcf4	ENSMUST00000201091	protein_coding	959	tsl3	False
ENSMUSG00000040785	Ttc3	ENSMUST00000232368	nonsense_mediated_decay	1408		False
ENSMUSG00000004668	Abca13	ENSMUST00000042740	protein_coding	16011	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201037	protein_coding	765	tsl5	False
ENSMUSG00000005510	Ndufs3	ENSMUST00000005647	protein_coding	1046	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000141192	nonsense_mediated_decay	760	tsl5	False
ENSMUSG00000090236	Car15	ENSMUST00000231865	retained_intron	595		False
ENSMUSG00000000600	Krit1	ENSMUST00000199845	retained_intron	4293	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111697	protein_coding	5294	tsl5	False
ENSMUSG00000090236	Car15	ENSMUST00000232529	retained_intron	789		False
ENSMUSG00000040785	Ttc3	ENSMUST00000154196	nonsense_mediated_decay	926	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000209116	nonsense_mediated_decay	721	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000202751	nonsense_mediated_decay	923	tsl5	False
ENSMUSG00000090236	Car15	ENSMUST00000232516	retained_intron	520		False
ENSMUSG00000005510	Ndufs3	ENSMUST00000123426	processed_transcript	690	tsl3	False
ENSMUSG00000004668	Abca13	ENSMUST00000141233	processed_transcript	3956	tsl1	True
ENSMUSG00000004668	Abca13	ENSMUST00000151522	protein_coding	489	tsl5	False
ENSMUSG00000005510	Ndufs3	ENSMUST00000139400	processed_transcript	550	tsl2	False
ENSMUSG00000055771	Gm7936	ENSMUST00000069529	processed_pseudogene	370	tslNA (assigned to previous version 1)	False
ENSMUSG00000035021	Baz1a	ENSMUST00000173433	protein_coding	5788	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000114977	protein_coding	3070	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000129536	retained_intron	766	tsl2	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201892	retained_intron	4019	tslNA	False
ENSMUSG00000005510	Ndufs3	ENSMUST00000152059	processed_transcript	707	tsl2	False
ENSMUSG00000020571	Pdia6	ENSMUST00000162936	retained_intron	1986	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000201589	retained_intron	373	tsl2	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201157	processed_transcript	780	tsl5	False
ENSMUSG00000035021	Baz1a	ENSMUST00000173453	retained_intron	526	tsl2	False
ENSMUSG00000053477	Tcf4	ENSMUST00000200921	protein_coding	809	tsl3	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201964	protein_coding	843	tsl5	False
ENSMUSG00000006262	Mob1b	ENSMUST00000113229	protein_coding	8967	tsl1	True
ENSMUSG00000038023	Atp6v0a2	ENSMUST00000200292	processed_transcript	357	tsl3	False
ENSMUSG00000053477	Tcf4	ENSMUST00000145918	protein_coding	619	tsl5	False
ENSMUSG00000045065	9930022D16Rik	ENSMUST00000055404	protein_coding	2706	tsl1	True
ENSMUSG00000089665	Fcor	ENSMUST00000159364	protein_coding	392	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000202474	protein_coding	1810	tsl5	False
ENSMUSG00000005510	Ndufs3	ENSMUST00000144683	processed_transcript	783	tsl2	False
ENSMUSG00000035021	Baz1a	ENSMUST00000174225	nonsense_mediated_decay	557	tsl2	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201081	retained_intron	3625	tslNA	False
ENSMUSG00000035021	Baz1a	ENSMUST00000173176	nonsense_mediated_decay	592	tsl3	False
ENSMUSG00000035021	Baz1a	ENSMUST00000172875	protein_coding	589	tsl3	False
ENSMUSG00000028713	Cyp4b1	ENSMUST00000135569	nonsense_mediated_decay	1497	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000146908	retained_intron	3693	tsl1	True
ENSMUSG00000035021	Baz1a	ENSMUST00000173177	protein_coding	418	tsl2	False
ENSMUSG00000026162	Nhej1	ENSMUST00000152855	protein_coding	1053	tsl1	True
ENSMUSG00000026162	Nhej1	ENSMUST00000188033	processed_transcript	65	tslNA	False
ENSMUSG00000027394	Ttl	ENSMUST00000035812	protein_coding	4567	tsl1	True
ENSMUSG00000035021	Baz1a	ENSMUST00000173529	protein_coding	411	tsl2	False
ENSMUSG00000114950	Gm47747	ENSMUST00000224863	processed_pseudogene	681		False
ENSMUSG00000020078	Vps26a	ENSMUST00000092473	protein_coding	2712	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000136019	retained_intron	1001	tsl2	False
ENSMUSG00000027394	Ttl	ENSMUST00000144730	processed_transcript	1053	tsl1	True
ENSMUSG00000006262	Mob1b	ENSMUST00000006424	protein_coding	2705	tsl1	True
ENSMUSG00000027394	Ttl	ENSMUST00000144120	protein_coding	1238	tsl1	True
ENSMUSG00000061979	Rcc1l	ENSMUST00000076228	protein_coding	2321	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000078486	protein_coding	7147	tsl5	False
ENSMUSG00000020078	Vps26a	ENSMUST00000219574	nonsense_mediated_decay	2288	tsl1	True
ENSMUSG00000109746	Gm7499	ENSMUST00000210423	processed_pseudogene	813	tslNA	False
ENSMUSG00000003166	Dgcr2	ENSMUST00000135229	retained_intron	5703	tsl1	True
ENSMUSG00000035021	Baz1a	ENSMUST00000038926	protein_coding	6188	tsl5	False
ENSMUSG00000020078	Vps26a	ENSMUST00000105447	protein_coding	2597	tsl1	True
ENSMUSG00000006262	Mob1b	ENSMUST00000125171	retained_intron	891	tsl1	True
ENSMUSG00000061979	Rcc1l	ENSMUST00000126113	retained_intron	772	tsl3	False
ENSMUSG00000045903	Npas4	ENSMUST00000056129	protein_coding	3622	tsl1 (assigned to previous version 7)	False
ENSMUSG00000061979	Rcc1l	ENSMUST00000156574	retained_intron	679	tsl5	False
ENSMUSG00000107418	Gm4782	ENSMUST00000168705	processed_pseudogene	2046	tslNA	False
ENSMUSG00000095524	Gm15682	ENSMUST00000121563	processed_pseudogene	483	tslNA	False
ENSMUSG00000108135	Gm8035	ENSMUST00000204625	processed_pseudogene	687	tslNA	False
ENSMUSG00000020078	Vps26a	ENSMUST00000217868	protein_coding	456	tsl2	False
ENSMUSG00000041735	AAdacl4fm3	ENSMUST00000209924	processed_transcript	789	tsl5	False
ENSMUSG00000107821	Gm8038	ENSMUST00000164674	processed_pseudogene	2044	tslNA	False
ENSMUSG00000045903	Npas4	ENSMUST00000237881	nonsense_mediated_decay	2453		False
ENSMUSG00000108016	Gm8039	ENSMUST00000204758	processed_pseudogene	712	tslNA	False
ENSMUSG00000006529	Itih1	ENSMUST00000006704	protein_coding	3077	tsl1 (assigned to previous version 14)	False
ENSMUSG00000107740	Gm18765	ENSMUST00000203166	processed_pseudogene	660	tslNA	False
ENSMUSG00000041735	AAdacl4fm3	ENSMUST00000036876	protein_coding	1227	tsl5	False
ENSMUSG00000113434	3200001D21Rik	ENSMUST00000221603	antisense	2283	tsl1	True
ENSMUSG00000006529	Itih1	ENSMUST00000163118	protein_coding	3077	tsl1	True
ENSMUSG00000103539	Gm37834	ENSMUST00000194517	TEC	3035	tslNA	False
ENSMUSG00000058594	Fbh1	ENSMUST00000139292	processed_transcript	358	tsl5	False
ENSMUSG00000006529	Itih1	ENSMUST00000227938	retained_intron	353		False
ENSMUSG00000103859	Gm37603	ENSMUST00000192368	processed_pseudogene	219	tslNA	False
ENSMUSG00000103078	Gm37901	ENSMUST00000195107	processed_pseudogene	514	tslNA	False
ENSMUSG00000029831	Npvf	ENSMUST00000031853	protein_coding	812	tsl1	True
ENSMUSG00000035726	Supt16	ENSMUST00000046709	protein_coding	4673	tsl1 (assigned to previous version 7)	False
ENSMUSG00000035726	Supt16	ENSMUST00000227577	retained_intron	548		False
ENSMUSG00000020571	Pdia6	ENSMUST00000057288	protein_coding	2175	tsl1 (assigned to previous version 5)	False
ENSMUSG00000056144	Trim34a	ENSMUST00000060315	protein_coding	2590	tsl1	True
ENSMUSG00000020571	Pdia6	ENSMUST00000161853	processed_transcript	436	tsl2	False
ENSMUSG00000022280	Rnf19a	ENSMUST00000022890	protein_coding	4277	tsl1 (assigned to previous version 8)	False
ENSMUSG00000056144	Trim34a	ENSMUST00000106848	protein_coding	2043	tsl1	True
ENSMUSG00000020571	Pdia6	ENSMUST00000159434	retained_intron	738	tsl3	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000202576	protein_coding	2221	tsl1	True
ENSMUSG00000020571	Pdia6	ENSMUST00000163000	processed_transcript	491	tsl1	True
ENSMUSG00000022280	Rnf19a	ENSMUST00000228358	protein_coding	3452		False
ENSMUSG00000056144	Trim34a	ENSMUST00000106849	protein_coding	2578	tsl1	True
ENSMUSG00000022280	Rnf19a	ENSMUST00000227735	retained_intron	1136		False
ENSMUSG00000101911	Gm28381	ENSMUST00000188403	processed_pseudogene	193	tslNA	False
ENSMUSG00000111737	Gm47248	ENSMUST00000217156	antisense	609	tsl3	False
ENSMUSG00000020571	Pdia6	ENSMUST00000239402	protein_coding	2125		False
ENSMUSG00000100151	Gm28382	ENSMUST00000187902	lincRNA	1669	tsl1	True
ENSMUSG00000091400	Gm6356	ENSMUST00000166618	protein_coding	1757	tsl5	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000031034	protein_coding	2203	tsl1	True
ENSMUSG00000037610	Kcnmb2	ENSMUST00000119310	protein_coding	2600	tsl1	True
ENSMUSG00000037610	Kcnmb2	ENSMUST00000192429	protein_coding	2357	tsl5	False
ENSMUSG00000114611	Gm47749	ENSMUST00000225769	processed_pseudogene	592		False
ENSMUSG00000037610	Kcnmb2	ENSMUST00000191869	protein_coding	1552	tsl5	False
ENSMUSG00000037610	Kcnmb2	ENSMUST00000119970	protein_coding	2919	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000135184	processed_transcript	2967	tsl1	True
ENSMUSG00000037610	Kcnmb2	ENSMUST00000194796	protein_coding	338	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000155233	processed_transcript	2790	tsl1	True
ENSMUSG00000029148	Nrbp1	ENSMUST00000202842	protein_coding	580	tsl2	False
ENSMUSG00000037610	Kcnmb2	ENSMUST00000178668	protein_coding	2917	tsl5	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000200722	retained_intron	947	tsl5	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000201259	protein_coding	471	tsl5	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000202505	protein_coding	774	tsl3	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000202875	retained_intron	835	tsl2	False
ENSMUSG00000020604	Arsg	ENSMUST00000106697	protein_coding	3232	tsl5	False
ENSMUSG00000039159	Ube2h	ENSMUST00000102993	protein_coding	4657	tsl1	True
ENSMUSG00000029148	Nrbp1	ENSMUST00000202982	retained_intron	594	tsl5	False
ENSMUSG00000020604	Arsg	ENSMUST00000106696	protein_coding	1508	tsl1	True
ENSMUSG00000050043	Tmx2	ENSMUST00000111664	protein_coding	1926	tsl3	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000200857	retained_intron	1617	tsl1	True
ENSMUSG00000039159	Ube2h	ENSMUST00000128141	processed_transcript	620	tsl3	False
ENSMUSG00000029148	Nrbp1	ENSMUST00000201070	retained_intron	580	tsl3	False
ENSMUSG00000028713	Cyp4b1	ENSMUST00000102707	protein_coding	1892	tsl1	True
ENSMUSG00000029148	Nrbp1	ENSMUST00000202801	retained_intron	881	tsl2	False
ENSMUSG00000020604	Arsg	ENSMUST00000152252	processed_transcript	430	tsl3	False
ENSMUSG00000020604	Arsg	ENSMUST00000136336	processed_transcript	733	tsl3	False
ENSMUSG00000055424	Gm9970	ENSMUST00000238448	antisense	767		False
ENSMUSG00000028713	Cyp4b1	ENSMUST00000145841	protein_coding	1126	tsl5	False
ENSMUSG00000055424	Gm9970	ENSMUST00000068997	antisense	558	tslNA	False
ENSMUSG00000039159	Ube2h	ENSMUST00000094543	protein_coding	975	tsl1	True
ENSMUSG00000020604	Arsg	ENSMUST00000020928	protein_coding	3273	tsl1	True
ENSMUSG00000020464	Pnpt1	ENSMUST00000020756	protein_coding	2707	tsl1	True
ENSMUSG00000028713	Cyp4b1	ENSMUST00000143237	retained_intron	544	tsl2	False
ENSMUSG00000039159	Ube2h	ENSMUST00000148744	processed_transcript	803	tsl5	False
ENSMUSG00000109784	Gm45493	ENSMUST00000209494	TEC	3948	tslNA	False
ENSMUSG00000110530	Gm35934	ENSMUST00000213002	antisense	2494	tsl5	False
ENSMUSG00000117526	Gm41780	ENSMUST00000235078	processed_pseudogene	354		False
ENSMUSG00000020464	Pnpt1	ENSMUST00000131527	processed_transcript	587	tsl3	False
ENSMUSG00000109277	Gm39121	ENSMUST00000208847	lincRNA	525	tslNA	False
ENSMUSG00000109569	Gm44554	ENSMUST00000208738	unprocessed_pseudogene	147	tslNA	False
ENSMUSG00000004789	Dlst	ENSMUST00000053811	protein_coding	2764	tsl1	True
ENSMUSG00000095064	Vmn1r135	ENSMUST00000170931	protein_coding	924	tslNA	False
ENSMUSG00000095191	Vmn1r249	ENSMUST00000105195	protein_coding	924	tslNA	False
ENSMUSG00000004789	Dlst	ENSMUST00000221357	nonsense_mediated_decay	2259	tsl1	True
ENSMUSG00000020658	Efr3b	ENSMUST00000111178	protein_coding	6547	tsl1	True
ENSMUSG00000004789	Dlst	ENSMUST00000223415	retained_intron	3220	tslNA	False
ENSMUSG00000020658	Efr3b	ENSMUST00000218166	protein_coding	5861	tsl1	True
ENSMUSG00000050043	Tmx2	ENSMUST00000111665	protein_coding	2282	tsl1	True
ENSMUSG00000020063	Sirt1	ENSMUST00000120239	protein_coding	4430	tsl5	False
ENSMUSG00000002083	Bbc3	ENSMUST00000209688	protein_coding	405	tsl3	False
ENSMUSG00000020658	Efr3b	ENSMUST00000219331	nonsense_mediated_decay	742	tsl3	False
ENSMUSG00000090840	1700092M07Rik	ENSMUST00000163172	protein_coding	380	tsl1	True
ENSMUSG00000020658	Efr3b	ENSMUST00000219797	retained_intron	437	tsl2	False
ENSMUSG00000020063	Sirt1	ENSMUST00000146028	nonsense_mediated_decay	3458	tsl5	False
ENSMUSG00000020658	Efr3b	ENSMUST00000217677	processed_transcript	427	tsl3	False
ENSMUSG00000050043	Tmx2	ENSMUST00000123772	processed_transcript	660	tsl5	False
ENSMUSG00000090840	1700092M07Rik	ENSMUST00000187020	retained_intron	463	tslNA	False
ENSMUSG00000020658	Efr3b	ENSMUST00000218545	retained_intron	3973	tsl1	True
ENSMUSG00000092506	Vmn1r-ps77	ENSMUST00000174184	unprocessed_pseudogene	921	tslNA	False
ENSMUSG00000037426	Depdc5	ENSMUST00000149350	protein_coding	585	tsl5	False
ENSMUSG00000109092	Gm18057	ENSMUST00000208220	processed_pseudogene	503	tslNA	False
ENSMUSG00000112517	Gm48001	ENSMUST00000220181	antisense	411	tsl3	False
ENSMUSG00000002083	Bbc3	ENSMUST00000002152	protein_coding	1814	tsl1	True
ENSMUSG00000102328	Gm37793	ENSMUST00000195548	unprocessed_pseudogene	695	tslNA	False
ENSMUSG00000108853	Gm18464	ENSMUST00000207803	processed_pseudogene	420	tslNA	False
ENSMUSG00000020063	Sirt1	ENSMUST00000105442	protein_coding	3740	tsl1	True
ENSMUSG00000050043	Tmx2	ENSMUST00000138529	processed_transcript	749	tsl5	False
ENSMUSG00000026205	Slc23a3	ENSMUST00000027405	protein_coding	2059	tsl1	True
ENSMUSG00000050043	Tmx2	ENSMUST00000152149	protein_coding	424	tsl3	False
ENSMUSG00000002083	Bbc3	ENSMUST00000136781	protein_coding	485	tsl3	False
ENSMUSG00000020063	Sirt1	ENSMUST00000148516	retained_intron	842	tsl3	False
ENSMUSG00000038780	Smurf1	ENSMUST00000110677	protein_coding	5420	tsl5	False
ENSMUSG00000000085	Scmh1	ENSMUST00000000087	protein_coding	3353	tsl1	True
ENSMUSG00000095976	Gm5891	ENSMUST00000186212	protein_coding	2495	tsl1	True
ENSMUSG00000050043	Tmx2	ENSMUST00000053664	protein_coding	1977	tsl1	True
ENSMUSG00000002083	Bbc3	ENSMUST00000147267	retained_intron	881	tsl2	False
ENSMUSG00000020063	Sirt1	ENSMUST00000131371	retained_intron	763	tsl5	False
ENSMUSG00000095976	Gm5891	ENSMUST00000179493	protein_coding	942	tslNA	False
ENSMUSG00000004789	Dlst	ENSMUST00000221288	processed_transcript	825	tsl5	False
ENSMUSG00000000085	Scmh1	ENSMUST00000106301	protein_coding	2584	tsl1	True
ENSMUSG00000108888	Gm45231	ENSMUST00000208629	antisense	1064	tsl1	True
ENSMUSG00000004789	Dlst	ENSMUST00000221842	processed_transcript	632	tsl3	False
ENSMUSG00000026205	Slc23a3	ENSMUST00000188080	retained_intron	795	tsl3	False
ENSMUSG00000020610	Amz2	ENSMUST00000020929	protein_coding	1811	tsl2 (assigned to previous version 15)	False
ENSMUSG00000004789	Dlst	ENSMUST00000223332	nonsense_mediated_decay	770	tsl5	False
ENSMUSG00000020063	Sirt1	ENSMUST00000020257	protein_coding	3905	tsl1	True
ENSMUSG00000026966	Ssna1	ENSMUST00000133697	processed_transcript	845	tsl1	True
ENSMUSG00000004789	Dlst	ENSMUST00000222998	retained_intron	550	tsl3	False
ENSMUSG00000020063	Sirt1	ENSMUST00000177694	protein_coding	3353	tsl5	False
ENSMUSG00000004789	Dlst	ENSMUST00000220559	retained_intron	600	tslNA	False
ENSMUSG00000020610	Amz2	ENSMUST00000125108	retained_intron	1846	tsl1	True
ENSMUSG00000085372	Gm16145	ENSMUST00000128807	antisense	583	tsl2	False
ENSMUSG00000040236	Trappc5	ENSMUST00000044857	protein_coding	2546	tsl1	True
ENSMUSG00000038780	Smurf1	ENSMUST00000085684	protein_coding	5343	tsl1	True
ENSMUSG00000020610	Amz2	ENSMUST00000103061	protein_coding	1832	tsl1 (assigned to previous version 1)	False
ENSMUSG00000000386	Mx1	ENSMUST00000113768	polymorphic_pseudogene	2695	tsl1	True
ENSMUSG00000058420	Syt17	ENSMUST00000081574	protein_coding	2764	tsl1	True
ENSMUSG00000020610	Amz2	ENSMUST00000141739	processed_transcript	462	tsl3	False
ENSMUSG00000040236	Trappc5	ENSMUST00000207787	protein_coding	4411	tslNA	False
ENSMUSG00000004789	Dlst	ENSMUST00000223413	processed_transcript	2152	tsl1	True
ENSMUSG00000110401	Gm5740	ENSMUST00000211003	processed_pseudogene	1857	tslNA	False
ENSMUSG00000004961	Syt5	ENSMUST00000065957	protein_coding	1750	tsl1	True
ENSMUSG00000004789	Dlst	ENSMUST00000220633	retained_intron	746	tsl3	False
ENSMUSG00000020610	Amz2	ENSMUST00000155036	retained_intron	426	tsl3	False
ENSMUSG00000095930	Nim1k	ENSMUST00000178142	protein_coding	4103	tsl1	True
ENSMUSG00000020610	Amz2	ENSMUST00000131181	processed_transcript	751	tsl2	False
ENSMUSG00000058420	Syt17	ENSMUST00000203465	protein_coding	2548	tsl1	True
ENSMUSG00000004789	Dlst	ENSMUST00000223438	retained_intron	732	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000238205	processed_transcript	1418		False
ENSMUSG00000004789	Dlst	ENSMUST00000223409	retained_intron	345	tslNA	False
ENSMUSG00000000386	Mx1	ENSMUST00000238262	processed_transcript	925		False
ENSMUSG00000004961	Syt5	ENSMUST00000206023	protein_coding	397	tsl2	False
ENSMUSG00000004789	Dlst	ENSMUST00000222472	retained_intron	1235	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000231995	retained_intron	352		False
ENSMUSG00000038780	Smurf1	ENSMUST00000100461	protein_coding	2725	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000136801	processed_transcript	1536	tsl1	True
ENSMUSG00000042650	Alkbh5	ENSMUST00000134770	processed_transcript	624	tsl3	False
ENSMUSG00000020610	Amz2	ENSMUST00000154875	processed_transcript	1152	tsl1	True
ENSMUSG00000004961	Syt5	ENSMUST00000206933	protein_coding	444	tsl5	False
ENSMUSG00000095930	Nim1k	ENSMUST00000178973	retained_intron	5307	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000134375	processed_transcript	1132	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000231461	processed_transcript	755		False
ENSMUSG00000103487	Gm30858	ENSMUST00000195516	unprocessed_pseudogene	615	tslNA	False
ENSMUSG00000000085	Scmh1	ENSMUST00000144862	processed_transcript	595	tsl3	False
ENSMUSG00000038780	Smurf1	ENSMUST00000198621	protein_coding	927	tsl5	False
ENSMUSG00000000386	Mx1	ENSMUST00000231455	retained_intron	409		False
ENSMUSG00000031467	Agpat5	ENSMUST00000149565	protein_coding	10779	tsl1	True
ENSMUSG00000000386	Mx1	ENSMUST00000142883	processed_transcript	481	tsl2	False
ENSMUSG00000103639	Gm21791	ENSMUST00000191631	unprocessed_pseudogene	696	tslNA	False
ENSMUSG00000000085	Scmh1	ENSMUST00000144555	processed_transcript	3544	tsl1	True
ENSMUSG00000026966	Ssna1	ENSMUST00000028342	protein_coding	862	tsl1	True
ENSMUSG00000104085	Gm21427	ENSMUST00000193270	unprocessed_pseudogene	696	tslNA	False
ENSMUSG00000020610	Amz2	ENSMUST00000238825	protein_coding	2997		False
ENSMUSG00000000386	Mx1	ENSMUST00000232193	protein_coding	908		False
ENSMUSG00000031467	Agpat5	ENSMUST00000033847	protein_coding	2841	tsl1	True
ENSMUSG00000106933	Gm43621	ENSMUST00000202733	TEC	2022	tslNA	False
ENSMUSG00000000085	Scmh1	ENSMUST00000153099	processed_transcript	1776	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000132116	protein_coding	623	tsl5	False
ENSMUSG00000000085	Scmh1	ENSMUST00000151345	processed_transcript	352	tsl3	False
ENSMUSG00000058420	Syt17	ENSMUST00000203796	protein_coding	2957	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000122860	protein_coding	530	tsl3	False
ENSMUSG00000020610	Amz2	ENSMUST00000092500	protein_coding	2816	tsl1	True
ENSMUSG00000102576	Gm37875	ENSMUST00000192101	lincRNA	1498	tsl5	False
ENSMUSG00000000085	Scmh1	ENSMUST00000133290	processed_transcript	557	tsl2	False
ENSMUSG00000058420	Syt17	ENSMUST00000203485	protein_coding	1932	tsl1	True
ENSMUSG00000085326	Gm15642	ENSMUST00000148057	antisense	311	tsl5	False
ENSMUSG00000000386	Mx1	ENSMUST00000023655	protein_coding	3385	tsl5	False
ENSMUSG00000058420	Syt17	ENSMUST00000207034	protein_coding	362	tsl5	False
ENSMUSG00000058420	Syt17	ENSMUST00000207650	retained_intron	1794	tslNA	False
ENSMUSG00000086284	Frmpd1os	ENSMUST00000134640	antisense	415	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000133169	processed_transcript	443	tsl2	False
ENSMUSG00000026966	Ssna1	ENSMUST00000141470	processed_transcript	1006	tsl1	True
ENSMUSG00000102576	Gm37875	ENSMUST00000194818	lincRNA	621	tsl1	True
ENSMUSG00000102576	Gm37875	ENSMUST00000194353	lincRNA	437	tsl5	False
ENSMUSG00000000386	Mx1	ENSMUST00000232282	protein_coding	1401		False
ENSMUSG00000026966	Ssna1	ENSMUST00000127176	processed_transcript	530	tsl2	False
ENSMUSG00000103372	Gm37237	ENSMUST00000192893	unprocessed_pseudogene	315	tslNA	False
ENSMUSG00000093985	Gm10406	ENSMUST00000100895	protein_coding	1813	tsl5	False
ENSMUSG00000029207	Apbb2	ENSMUST00000162366	protein_coding	6540	tsl1	True
ENSMUSG00000000085	Scmh1	ENSMUST00000106298	protein_coding	1995	tsl1	True
ENSMUSG00000102354	Gm38350	ENSMUST00000194789	unprocessed_pseudogene	696	tslNA	False
ENSMUSG00000113391	Gm48327	ENSMUST00000221553	TEC	1101	tslNA	False
ENSMUSG00000000085	Scmh1	ENSMUST00000064991	protein_coding	2548	tsl5	False
ENSMUSG00000093985	Gm10406	ENSMUST00000170738	protein_coding	1955	tsl5	False
ENSMUSG00000102906	Gm20858	ENSMUST00000195459	unprocessed_pseudogene	657	tslNA	False
ENSMUSG00000114383	Gm3963	ENSMUST00000224040	processed_pseudogene	448		False
ENSMUSG00000078504	Aadacl4fm5	ENSMUST00000105746	protein_coding	1432	tsl3	False
ENSMUSG00000081973	Gm13600	ENSMUST00000117949	processed_pseudogene	744	tslNA	False
ENSMUSG00000042650	Alkbh5	ENSMUST00000044250	protein_coding	5730	tsl1	True
ENSMUSG00000103643	Gm37770	ENSMUST00000192855	processed_pseudogene	772	tslNA	False
ENSMUSG00000110381	Gm34370	ENSMUST00000209385	lincRNA	1410	tsl5	False
ENSMUSG00000083998	Prdx2-ps2	ENSMUST00000117259	processed_pseudogene	594	tslNA	False
ENSMUSG00000109003	Gm36011	ENSMUST00000208671	lincRNA	2719	tsl1	True
ENSMUSG00000109161	Gm39033	ENSMUST00000209158	lincRNA	1021	tsl5	False
ENSMUSG00000110406	4930470O06Rik	ENSMUST00000209438	lincRNA	662	tsl1	True
ENSMUSG00000109966	Gm34623	ENSMUST00000210900	lincRNA	977	tsl5	False
