Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Trim14	28.117647	0	161	205	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
Hmox1	28.117647	0	0	0	0	0	0	280	0	0	198	0	0	0	0	0	0	0	0
Arhgap23	28.117647	0	0	0	0	0	0	0	0	0	0	0	169	109	0	200	0	0	0
Kctd8	28.058824	0	165	0	0	0	0	0	0	0	0	0	164	148	0	0	0	0	0
Clca4b	28.000000	0	0	0	0	0	0	0	106	237	0	0	0	133	0	0	0	0	0
Tbl1xr1	27.941176	0	0	221	0	0	0	0	0	0	0	0	109	145	0	0	0	0	0
Pth1r	27.941176	0	124	125	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0
Kcnq5	27.882353	0	0	0	0	0	0	0	0	0	0	0	283	191	0	0	0	0	0
Efna4	27.882353	0	0	0	0	0	0	0	0	0	0	0	309	165	0	0	0	0	0
Acp5	27.882353	0	0	0	0	0	0	0	0	0	0	0	329	145	0	0	0	0	0
Syngr1	27.823529	0	0	0	0	0	0	0	154	160	0	0	159	0	0	0	0	0	0
Pramel19	27.823529	0	0	0	0	0	0	0	0	0	0	0	296	177	0	0	0	0	0
Polr2h	27.823529	0	124	132	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Ubash3b	27.764706	0	0	0	0	0	0	0	0	0	0	0	283	189	0	0	0	0	0
Tspan1	27.764706	0	0	0	0	0	0	0	0	0	0	0	277	195	0	0	0	0	0
Nrxn1	27.764706	0	0	0	0	0	0	0	0	0	0	0	194	278	0	0	0	0	0
Fam124b	27.647059	0	0	0	0	0	0	0	0	0	0	0	252	218	0	0	0	0	0
Ephx1	27.647059	0	0	0	0	0	0	0	146	324	0	0	0	0	0	0	0	0	0
Cstdc5	27.647059	0	0	0	0	0	0	0	231	239	0	0	0	0	0	0	0	0	0
Uqcrq	27.588235	0	0	0	0	0	0	0	118	351	0	0	0	0	0	0	0	0	0
Slc25a32	27.588235	0	0	0	0	0	0	0	0	0	0	0	267	202	0	0	0	0	0
Gdf9	27.588235	0	0	0	0	0	0	0	118	351	0	0	0	0	0	0	0	0	0
Dcaf13	27.588235	0	0	0	0	0	0	0	0	0	0	0	267	202	0	0	0	0	0
Cyp2c50	27.588235	0	0	0	0	0	0	0	0	0	0	0	277	192	0	0	0	0	0
Capn5	27.588235	0	0	0	0	0	0	0	216	253	0	0	0	0	0	0	0	0	0
Zscan26	27.529412	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0
Ubl7	27.529412	0	0	0	0	0	0	0	0	0	0	0	277	191	0	0	0	0	0
Phldb1	27.529412	0	0	287	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0
P2ry12	27.529412	0	0	0	0	0	0	0	0	0	0	0	287	181	0	0	0	0	0
Smim15	27.470588	0	0	170	0	0	0	0	0	158	0	0	139	0	0	0	0	0	0
Slco3a1	27.470588	0	189	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ap1	27.470588	0	0	0	0	0	0	0	0	0	231	236	0	0	0	0	0	0	0
Fcgr3	27.470588	369	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
Aadacl2fm1	27.470588	0	0	0	0	0	0	0	308	159	0	0	0	0	0	0	0	0	0
Adam19	27.411765	0	295	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Zswim7	27.352941	0	0	0	0	0	0	0	198	267	0	0	0	0	0	0	0	0	0
Ttc19	27.352941	0	0	0	0	0	0	0	198	267	0	0	0	0	0	0	0	0	0
Spred3	27.352941	0	0	0	0	0	0	0	0	0	0	0	211	254	0	0	0	0	0
Scg5	27.352941	0	0	0	0	0	0	0	0	0	0	0	312	153	0	0	0	0	0
Ggn	27.352941	0	0	0	0	0	0	0	0	0	0	0	211	254	0	0	0	0	0
Ankdd1b	27.352941	0	0	99	0	0	0	0	0	0	0	112	0	0	0	0	254	0	0
Rnaseh2a	27.294118	0	0	0	0	0	0	0	0	170	0	0	207	87	0	0	0	0	0
Prdx2	27.294118	0	0	0	0	0	0	0	0	170	0	0	207	87	0	0	0	0	0
Laptm4b	27.294118	0	327	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam110a	27.294118	0	0	0	0	0	0	0	139	325	0	0	0	0	0	0	0	0	0
Dgat1	27.294118	0	0	0	0	0	0	0	0	0	0	0	233	231	0	0	0	0	0
Adnp2	27.294118	0	0	0	0	0	0	0	0	0	0	0	342	122	0	0	0	0	0
Mob2	27.235294	0	0	0	0	0	0	0	129	334	0	0	0	0	0	0	0	0	0
Gm10033	27.235294	0	0	0	0	0	0	0	0	0	0	0	318	145	0	0	0	0	0
Ddx39a	27.235294	0	0	0	0	0	0	0	173	290	0	0	0	0	0	0	0	0	0
Klf9	27.176471	0	0	236	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Jarid2	27.176471	0	205	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok5	27.176471	0	0	0	0	0	0	0	0	0	331	131	0	0	0	0	0	0	0
Kif5b	27.117647	0	0	0	0	0	0	0	271	190	0	0	0	0	0	0	0	0	0
Casp4	27.117647	0	0	0	0	0	0	0	176	285	0	0	0	0	0	0	0	0	0
Lgr5	27.058824	0	221	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jpt1	27.058824	0	0	0	0	0	0	0	0	0	0	0	327	133	0	0	0	0	0
Hmgn1	27.058824	0	0	0	0	0	0	0	205	255	0	0	0	0	0	0	0	0	0
Fgf3	27.058824	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0
Tfe3	27.000000	0	0	0	0	0	0	0	0	131	0	0	328	0	0	0	0	0	0
Serpinb2	27.000000	0	0	0	0	0	0	0	243	216	0	0	0	0	0	0	0	0	0
Serpina5	27.000000	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
Cbx2	27.000000	0	0	0	0	0	0	0	105	229	125	0	0	0	0	0	0	0	0
Camk2d	27.000000	0	0	0	0	0	0	0	297	162	0	0	0	0	0	0	0	0	0
Creld1	26.941176	0	0	0	0	0	0	0	239	219	0	0	0	0	0	0	0	0	0
Tmem219	26.882353	0	0	0	0	0	0	0	0	0	275	182	0	0	0	0	0	0	0
Spred1	26.882353	0	156	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4d	26.882353	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd13	26.882353	0	0	0	0	0	0	0	0	0	275	182	0	0	0	0	0	0	0
Fbxl19	26.882353	0	0	0	0	0	0	0	120	144	0	0	193	0	0	0	0	0	0
Hnrnph2	26.823529	0	0	0	0	0	0	0	138	318	0	0	0	0	0	0	0	0	0
Gla	26.823529	0	0	0	0	0	0	0	138	318	0	0	0	0	0	0	0	0	0
Akap8l	26.823529	83	0	0	0	0	0	0	114	259	0	0	0	0	0	0	0	0	0
Wiz	26.764706	0	0	0	0	0	0	0	0	0	0	0	267	188	0	0	0	0	0
Sos1	26.764706	167	0	0	0	0	0	0	0	0	0	0	175	113	0	0	0	0	0
Mcph1	26.764706	153	0	0	0	0	0	0	0	193	0	0	109	0	0	0	0	0	0
Slc17a6	26.705882	0	0	0	0	0	0	0	0	0	0	0	259	195	0	0	0	0	0
Pkm	26.705882	102	0	0	0	0	0	0	145	207	0	0	0	0	0	0	0	0	0
Paip1	26.705882	0	0	0	0	0	0	0	0	0	238	216	0	0	0	0	0	0	0
Nrg2	26.705882	0	0	0	0	0	0	0	0	0	0	0	244	210	0	0	0	0	0
Mlh1	26.705882	0	0	0	0	0	0	0	231	223	0	0	0	0	0	0	0	0	0
Lonrf1	26.705882	0	0	0	0	0	0	0	0	0	0	0	258	196	0	0	0	0	0
Epm2aip1	26.705882	0	0	0	0	0	0	0	231	223	0	0	0	0	0	0	0	0	0
Il2ra	26.647059	0	0	89	0	0	0	0	0	0	183	181	0	0	0	0	0	0	0
Cdt1	26.588235	0	0	0	0	0	0	0	149	303	0	0	0	0	0	0	0	0	0
Cd163l1	26.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	206	246	0	0	0
Prkcg	26.529412	0	0	0	0	0	0	0	0	0	0	0	289	162	0	0	0	0	0
Iars2	26.529412	0	0	0	0	0	0	0	0	0	0	0	262	189	0	0	0	0	0
Dennd4a	26.529412	0	0	0	0	0	0	0	0	94	0	0	180	177	0	0	0	0	0
Bpnt1	26.529412	0	0	0	0	0	0	0	0	0	0	0	262	189	0	0	0	0	0
Trim41	26.470588	0	0	0	0	0	0	0	168	282	0	0	0	0	0	0	0	0	0
Ncdn	26.470588	0	0	0	0	0	0	0	0	0	0	0	316	134	0	0	0	0	0
Dkk1	26.470588	0	238	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5b	26.470588	305	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
AU040320	26.470588	0	0	0	0	0	0	0	0	0	0	0	316	134	0	0	0	0	0
Tom1l1	26.411765	0	0	0	0	0	0	0	0	0	0	0	244	205	0	0	0	0	0
Ndufs4	26.411765	0	0	0	0	0	0	0	0	0	0	0	219	230	0	0	0	0	0
Lrrfip1	26.411765	0	0	0	0	0	0	0	194	255	0	0	0	0	0	0	0	0	0
Krt75	26.352941	0	0	0	0	0	0	0	0	0	0	0	322	126	0	0	0	0	0
Kitl	26.352941	0	0	0	0	0	0	0	120	328	0	0	0	0	0	0	0	0	0
Gm3776	26.352941	0	0	0	0	0	0	0	172	276	0	0	0	0	0	0	0	0	0
Smad3	26.294118	0	0	0	0	0	0	0	210	237	0	0	0	0	0	0	0	0	0
Slc17a5	26.294118	0	0	0	0	0	0	0	0	0	0	0	272	175	0	0	0	0	0
Sipa1l2	26.294118	0	0	0	0	0	0	0	0	0	0	0	220	130	0	97	0	0	0
Sft2d1	26.294118	0	0	0	0	0	0	0	133	314	0	0	0	0	0	0	0	0	0
Pskh1	26.294118	0	0	0	0	0	0	0	154	293	0	0	0	0	0	0	0	0	0
Lama1	26.294118	0	0	0	0	0	0	0	0	0	0	0	218	229	0	0	0	0	0
Irf6	26.294118	0	0	0	0	0	0	0	187	260	0	0	0	0	0	0	0	0	0
Gm21083	26.294118	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep70	26.176471	0	0	0	0	0	0	0	212	233	0	0	0	0	0	0	0	0	0
Sbf2	26.117647	0	0	228	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0
Prl2c5	26.117647	0	0	0	0	0	0	0	193	251	0	0	0	0	0	0	0	0	0
Ppp1r16a	26.117647	0	288	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxh1	26.117647	0	288	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwtr1	26.058824	0	0	0	0	0	0	0	0	0	0	0	148	153	0	142	0	0	0
Gins3	26.058824	0	0	0	0	0	0	0	0	0	337	106	0	0	0	0	0	0	0
Gata1	26.058824	0	132	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl14	26.058824	0	0	0	0	0	0	0	0	0	0	0	248	195	0	0	0	0	0
Ephx2	25.941176	0	0	0	0	0	0	0	289	152	0	0	0	0	0	0	0	0	0
Serpinb6c	25.882353	0	0	0	0	0	0	0	0	0	0	0	249	191	0	0	0	0	0
Ctsc	25.882353	0	0	0	0	0	0	0	0	0	0	0	285	155	0	0	0	0	0
Slc6a19	25.823529	0	0	0	0	0	0	0	0	0	0	0	287	152	0	0	0	0	0
Nos1ap	25.823529	0	0	0	0	0	0	0	0	0	0	0	216	223	0	0	0	0	0
Fbxw7	25.823529	0	0	0	0	0	0	0	0	139	201	99	0	0	0	0	0	0	0
Stat3	25.764706	0	0	0	0	0	0	0	186	252	0	0	0	0	0	0	0	0	0
Srcap	25.764706	0	0	0	0	0	0	0	153	285	0	0	0	0	0	0	0	0	0
Prcp	25.764706	0	0	0	0	0	0	0	127	137	0	0	174	0	0	0	0	0	0
Myt1l	25.764706	179	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0
Mks1	25.764706	0	0	0	0	0	0	0	233	205	0	0	0	0	0	0	0	0	0
Ddias	25.764706	0	0	0	0	0	0	0	127	137	0	0	174	0	0	0	0	0	0
Slc22a4	25.705882	0	0	0	0	0	0	0	124	155	0	0	158	0	0	0	0	0	0
Ndufb4	25.705882	0	234	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgl2	25.705882	0	0	0	0	0	0	0	114	323	0	0	0	0	0	0	0	0	0
Kcnk13	25.705882	0	0	0	0	0	0	0	0	0	0	0	224	213	0	0	0	0	0
Gm10354	25.647059	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vldlr	25.588235	0	244	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13	25.588235	0	0	0	0	0	0	0	0	0	246	189	0	0	0	0	0	0	0
Lrrc42	25.529412	0	0	0	0	0	0	0	0	0	0	0	247	187	0	0	0	0	0
Hspb11	25.529412	0	0	0	0	0	0	0	0	0	0	0	247	187	0	0	0	0	0
Epb41l4a	25.529412	0	0	0	0	0	0	0	0	0	0	0	278	156	0	0	0	0	0
Vps4b	25.470588	0	0	0	0	0	0	0	172	261	0	0	0	0	0	0	0	0	0
Mpeg1	25.470588	0	0	0	0	0	0	0	0	81	0	0	123	229	0	0	0	0	0
Kirrel	25.470588	0	0	125	0	0	0	0	0	0	0	0	155	153	0	0	0	0	0
Gls	25.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0
Vgll1	25.411765	0	0	0	0	0	0	0	0	0	0	0	245	187	0	0	0	0	0
Cd24a	25.411765	0	304	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piwil4	25.352941	0	0	0	0	0	0	0	219	212	0	0	0	0	0	0	0	0	0
Fzd6	25.352941	0	0	0	0	0	0	0	0	0	0	0	223	208	0	0	0	0	0
Best1	25.352941	0	0	0	0	0	0	0	0	0	245	186	0	0	0	0	0	0	0
Padi1	25.235294	0	0	0	0	0	0	0	149	280	0	0	0	0	0	0	0	0	0
Hspa12b	25.235294	0	0	0	0	0	0	0	0	0	0	0	246	183	0	0	0	0	0
Antxr2	25.235294	0	0	0	0	0	0	0	120	309	0	0	0	0	0	0	0	0	0
Myo1d	25.176471	0	0	0	0	0	0	0	0	135	0	0	157	136	0	0	0	0	0
Gm21149	25.176471	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d1	25.058824	0	0	0	0	0	0	0	0	0	272	154	0	0	0	0	0	0	0
Sugp1	25.058824	0	0	0	0	0	0	0	0	0	0	0	194	232	0	0	0	0	0
Mau2	25.058824	0	0	0	0	0	0	0	0	0	0	0	194	232	0	0	0	0	0
Itpr3	25.058824	0	0	0	0	0	0	0	203	223	0	0	0	0	0	0	0	0	0
Ccnt1	25.058824	0	0	0	0	0	0	0	0	0	0	0	296	130	0	0	0	0	0
Axl	25.058824	0	0	0	0	0	0	0	158	268	0	0	0	0	0	0	0	0	0
4930415O20Rik	25.058824	0	0	0	0	0	0	0	0	0	0	0	296	130	0	0	0	0	0
Tspan2	25.000000	0	0	0	0	0	0	0	0	0	317	108	0	0	0	0	0	0	0
Rapgef6	25.000000	0	0	0	0	0	0	0	0	0	0	0	269	156	0	0	0	0	0
Gpr33	25.000000	0	0	0	0	0	0	0	0	0	0	0	265	160	0	0	0	0	0
Ebf2	25.000000	309	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Trmo	24.941176	0	0	0	0	0	0	0	0	0	0	0	276	148	0	0	0	0	0
Pik3r6	24.941176	0	0	0	0	0	0	0	0	0	0	0	261	163	0	0	0	0	0
Hsd11b2	24.882353	0	232	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora2b	24.882353	0	0	0	0	0	228	195	0	0	0	0	0	0	0	0	0	0	0
Taar7a	24.823529	0	0	0	0	0	0	0	0	0	0	0	224	198	0	0	0	0	0
Taar6	24.823529	0	0	0	0	0	0	0	0	0	0	0	224	198	0	0	0	0	0
Irx5	24.823529	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf10	24.823529	0	0	0	0	0	0	0	0	0	0	0	224	198	0	0	0	0	0
Cdk5rap2	24.823529	0	183	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amot	24.823529	0	0	0	0	0	0	0	106	316	0	0	0	0	0	0	0	0	0
Icam5	24.764706	0	0	0	0	0	0	0	0	105	0	0	191	125	0	0	0	0	0
Icam4	24.764706	0	0	0	0	0	0	0	0	105	0	0	191	125	0	0	0	0	0
Eif3c	24.764706	0	0	0	0	0	0	0	230	191	0	0	0	0	0	0	0	0	0
Kif21a	24.705882	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	171	0	0
Foxp1	24.705882	0	115	0	0	0	0	0	138	167	0	0	0	0	0	0	0	0	0
Elovl7	24.705882	0	0	0	0	0	0	0	0	0	0	0	307	113	0	0	0	0	0
Slco1a5	24.647059	0	0	0	0	0	0	0	0	152	160	107	0	0	0	0	0	0	0
Litaf	24.647059	0	0	0	0	0	0	0	0	0	0	0	271	148	0	0	0	0	0
Jun	24.647059	0	0	0	0	0	0	0	182	237	0	0	0	0	0	0	0	0	0
Tbc1d1	24.588235	0	0	0	0	0	0	0	0	0	0	0	274	144	0	0	0	0	0
Foxc1	24.529412	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpifb9b	24.529412	0	0	0	0	0	0	0	0	0	0	0	235	182	0	0	0	0	0
Ctsf	24.470588	0	0	0	0	0	0	0	0	120	0	0	132	164	0	0	0	0	0
Prss27	24.411765	0	0	0	0	0	0	0	167	248	0	0	0	0	0	0	0	0	0
Cd99l2	24.411765	0	0	0	0	0	0	0	0	0	273	142	0	0	0	0	0	0	0
Zfp936	24.352941	0	217	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf26	24.352941	0	0	0	0	0	0	0	215	199	0	0	0	0	0	0	0	0	0
Gm9758	24.352941	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5741	24.352941	0	0	0	0	0	0	0	125	289	0	0	0	0	0	0	0	0	0
Ern1	24.352941	0	0	0	0	0	0	0	183	231	0	0	0	0	0	0	0	0	0
Dhps	24.352941	0	0	0	0	0	0	0	125	289	0	0	0	0	0	0	0	0	0
Crxos	24.294118	0	0	0	0	0	0	0	0	0	0	0	180	233	0	0	0	0	0
Tinagl1	24.235294	0	0	0	0	0	0	0	208	204	0	0	0	0	0	0	0	0	0
Gtf2a1l	24.235294	0	0	0	0	0	0	0	0	0	0	0	233	179	0	0	0	0	0
Gp1ba	24.235294	0	169	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikbkg	24.176471	0	0	0	0	0	0	0	201	210	0	0	0	0	0	0	0	0	0
Fam3a	24.176471	0	0	0	0	0	0	0	201	210	0	0	0	0	0	0	0	0	0
Eloc	24.176471	0	0	0	0	0	0	0	0	0	0	0	244	167	0	0	0	0	0
Alpl	24.176471	0	240	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	24.176471	0	0	0	0	0	0	0	0	0	0	0	301	110	0	0	0	0	0
Thsd7b	24.117647	0	0	0	0	0	0	0	0	0	0	0	255	155	0	0	0	0	0
Sec61b	24.117647	245	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
Gm3325	24.117647	0	0	0	0	0	0	0	0	0	0	0	265	145	0	0	0	0	0
Clip4	24.117647	0	0	0	0	0	0	0	0	0	0	0	190	220	0	0	0	0	0
Alg2	24.117647	245	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
Srrt	24.058824	0	0	0	0	0	0	0	0	0	0	0	158	251	0	0	0	0	0
Sema3c	24.058824	0	0	0	0	0	0	0	0	101	0	0	188	120	0	0	0	0	0
Rack1	24.058824	0	0	0	0	0	0	0	141	268	0	0	0	0	0	0	0	0	0
Nepn	24.058824	0	0	0	0	0	0	0	0	0	0	0	245	164	0	0	0	0	0
Lacc1	24.058824	0	0	0	0	0	0	0	185	224	0	0	0	0	0	0	0	0	0
Ccdc122	24.058824	0	0	0	0	0	0	0	185	224	0	0	0	0	0	0	0	0	0
Antxr1	24.058824	0	0	0	0	0	0	0	0	0	237	172	0	0	0	0	0	0	0
Prss30	24.000000	0	0	0	0	0	0	0	161	247	0	0	0	0	0	0	0	0	0
Olfr513	24.000000	0	0	0	0	0	0	0	0	0	0	0	241	167	0	0	0	0	0
Ccdc81	24.000000	0	0	0	0	0	0	0	0	0	0	0	192	216	0	0	0	0	0
Slc7a7	23.941176	0	221	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hic1	23.941176	179	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Frmd5	23.941176	0	0	0	0	0	0	0	0	0	0	0	238	169	0	0	0	0	0
N4bp3	23.882353	0	0	0	0	0	0	0	161	245	0	0	0	0	0	0	0	0	0
Tcaim	23.823529	0	0	314	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
Spi1	23.823529	0	0	0	0	0	0	0	0	0	0	0	210	195	0	0	0	0	0
Rasgrp3	23.764706	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa11	23.764706	0	0	0	0	0	0	0	0	0	0	0	255	149	0	0	0	0	0
Zfp937	23.705882	0	0	0	0	0	0	0	0	0	270	133	0	0	0	0	0	0	0
Zar1	23.705882	0	0	0	0	0	0	0	0	0	194	209	0	0	0	0	0	0	0
Scn2b	23.705882	0	0	0	0	0	0	0	203	200	0	0	0	0	0	0	0	0	0
Gm39774	23.705882	0	0	0	0	0	0	0	0	0	0	0	220	183	0	0	0	0	0
Skap1	23.647059	0	0	0	0	0	0	0	0	0	0	0	218	184	0	0	0	0	0
Olfr1097	23.647059	0	0	0	0	0	0	0	0	0	0	0	204	198	0	0	0	0	0
Myo1g	23.588235	0	0	0	0	0	0	0	0	0	0	0	229	172	0	0	0	0	0
Mlip	23.588235	0	0	0	0	0	0	0	0	0	0	0	224	177	0	0	0	0	0
Pcolce	23.529412	0	0	0	0	0	0	0	239	161	0	0	0	0	0	0	0	0	0
Mmaa	23.529412	0	0	0	0	0	0	0	0	0	0	0	245	155	0	0	0	0	0
Map4k3	23.529412	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpt2	23.529412	0	0	0	0	0	0	0	0	0	0	0	263	137	0	0	0	0	0
Csrnp2	23.529412	0	0	0	0	0	0	0	174	226	0	0	0	0	0	0	0	0	0
Suco	23.470588	0	0	0	0	0	0	0	0	0	0	0	228	171	0	0	0	0	0
Ppm1a	23.470588	0	152	0	0	0	0	0	0	0	0	0	126	121	0	0	0	0	0
Mst1r	23.470588	0	0	0	0	0	0	0	165	234	0	0	0	0	0	0	0	0	0
Cd93	23.470588	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata24	23.411765	0	0	0	0	0	0	0	119	279	0	0	0	0	0	0	0	0	0
Sftpb	23.411765	0	0	0	0	0	0	0	0	0	296	102	0	0	0	0	0	0	0
Leo1	23.411765	0	0	0	0	0	0	0	97	301	0	0	0	0	0	0	0	0	0
Gm5622	23.411765	0	216	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim4	23.352941	0	0	0	0	0	0	0	0	0	0	0	244	153	0	0	0	0	0
Kctd14	23.352941	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jrk	23.352941	0	0	0	0	0	0	0	0	0	0	0	225	172	0	0	0	0	0
Isx	23.352941	0	0	0	0	0	0	0	0	0	0	0	259	138	0	0	0	0	0
Fam220a	23.294118	0	0	0	0	0	0	0	141	255	0	0	0	0	0	0	0	0	0
Dok2	23.294118	0	0	0	0	0	0	0	0	0	0	0	283	113	0	0	0	0	0
Arhgap12	23.294118	0	0	0	0	0	0	0	138	258	0	0	0	0	0	0	0	0	0
Slc46a1	23.235294	0	0	0	0	0	0	0	134	261	0	0	0	0	0	0	0	0	0
Plk2	23.176471	0	0	0	0	0	0	0	0	0	0	0	232	162	0	0	0	0	0
Ano6	23.176471	0	0	0	0	0	0	0	0	0	0	0	207	187	0	0	0	0	0
Zfp865	23.117647	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0
Tmem205	23.117647	0	0	0	0	0	0	0	122	271	0	0	0	0	0	0	0	0	0
Ikbke	23.117647	0	0	0	0	0	0	0	0	0	264	129	0	0	0	0	0	0	0
Gamt	23.117647	0	0	0	0	0	0	0	71	322	0	0	0	0	0	0	0	0	0
Dnajb8	23.117647	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0
Dazap1	23.117647	0	0	0	0	0	0	0	71	322	0	0	0	0	0	0	0	0	0
Col4a2	23.117647	0	0	167	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0
Col4a1	23.117647	0	0	167	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0
Ccdc159	23.117647	0	0	0	0	0	0	0	122	271	0	0	0	0	0	0	0	0	0
Abcc1	23.117647	0	0	0	0	0	0	0	0	0	0	0	232	161	0	0	0	0	0
Utp15	23.058824	0	0	252	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Olfr149	23.058824	0	0	0	0	0	0	0	0	0	0	0	209	183	0	0	0	0	0
Gstm6	23.058824	0	0	166	0	0	0	0	0	0	0	0	90	136	0	0	0	0	0
Ankra2	23.058824	0	0	252	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
AF067063	23.058824	0	0	0	0	0	0	0	0	0	0	0	199	193	0	0	0	0	0
Pak6	23.000000	0	0	0	0	0	0	0	191	200	0	0	0	0	0	0	0	0	0
Farp1	23.000000	0	0	0	0	0	0	0	140	251	0	0	0	0	0	0	0	0	0
2610301B20Rik	23.000000	0	0	0	0	0	0	0	0	122	0	0	155	114	0	0	0	0	0
Samd3	22.941176	0	282	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf146	22.941176	0	0	0	0	0	0	0	0	0	0	0	245	145	0	0	0	0	0
Rhbdd1	22.941176	0	0	0	0	0	0	0	0	0	0	0	239	151	0	0	0	0	0
Pdcd4	22.941176	0	0	105	0	0	0	0	0	0	142	143	0	0	0	0	0	0	0
Ypel3	22.882353	290	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Tbx6	22.882353	290	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Ppp1r1a	22.882353	0	223	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycl	22.882353	0	215	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grasp	22.882353	0	235	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1a	22.882353	0	0	0	0	0	0	0	0	0	0	0	263	126	0	0	0	0	0
Mtus2	22.764706	0	0	0	0	0	0	0	0	0	274	113	0	0	0	0	0	0	0
Kel	22.764706	0	0	0	0	0	0	0	0	0	0	0	233	154	0	0	0	0	0
Galnt6	22.764706	0	0	0	0	0	0	0	122	265	0	0	0	0	0	0	0	0	0
Apmap	22.764706	0	0	0	0	0	0	0	0	0	0	0	183	204	0	0	0	0	0
