Target_genes	Maz|Average	SRX188821|CH12	SRX13440023|ES_cells	SRX13440024|ES_cells	SRX13440027|ES_cells	SRX13440028|ES_cells	SRX13440031|ES_cells	SRX13440032|ES_cells	SRX13476144|ES_cells	SRX13476145|ES_cells	SRX13476146|ES_cells	SRX13476150|ES_cells	SRX20088447|ES_cells	SRX20088448|ES_cells	SRX20088449|ES_cells	SRX20088450|ES_cells	SRX20088485|ES_cells	SRX20088486|ES_cells	SRX20088487|ES_cells	SRX20088488|ES_cells	SRX20088489|ES_cells	SRX20088490|ES_cells	SRX20088491|ES_cells	SRX20088492|ES_cells	SRX188810|MEL	SRX13440025|mESC_derived_neural_cells	SRX13440026|mESC_derived_neural_cells	SRX13440029|mESC_derived_neural_cells	SRX13440030|mESC_derived_neural_cells	SRX13440033|mESC_derived_neural_cells	SRX13476147|mESC_derived_neural_cells	SRX13476148|mESC_derived_neural_cells	SRX13476149|mESC_derived_neural_cells	SRX13476151|mESC_derived_neural_cells	SRX15939544|NIH/3T3	SRX15939566|NIH/3T3	STRING
Iba57	100.114286	550	0	0	0	0	0	0	0	0	0	0	134	0	146	0	0	0	0	114	0	0	0	0	351	0	0	487	779	251	0	0	0	159	234	299	0
Tfg	100.057143	209	0	0	106	231	0	212	0	0	0	154	233	0	80	0	0	126	0	167	0	0	0	0	120	0	0	382	510	148	0	0	0	134	277	413	0
Ptpre	100.057143	231	0	0	0	107	112	132	0	0	0	65	111	0	104	0	0	118	0	0	0	0	0	0	530	77	0	529	873	263	0	0	0	250	0	0	0
Ppp3r1	100.028571	363	0	0	0	128	136	113	0	0	0	116	88	0	0	0	0	0	0	138	0	0	0	0	610	129	0	224	591	166	0	0	0	271	199	229	0
Rapgef3	100.000000	668	0	0	0	168	0	128	0	0	0	144	99	0	99	0	0	0	0	0	0	0	0	0	553	0	0	148	222	89	0	0	0	0	704	478	0
Cldn12	100.000000	0	0	0	0	163	0	164	0	0	0	155	0	0	0	0	0	169	0	0	0	0	0	0	0	228	0	505	944	211	0	0	0	275	325	361	0
Rtn3	99.971429	214	0	0	0	164	122	215	0	0	0	163	0	0	0	0	0	122	0	0	0	0	0	0	174	136	0	349	555	164	0	0	0	360	326	435	0
Lsm11	99.971429	394	0	0	0	109	117	191	0	0	0	198	132	0	104	0	0	146	0	102	0	0	0	0	435	0	0	176	353	163	0	0	0	98	416	365	0
Gid8	99.971429	348	0	0	116	206	139	258	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	344	151	0	336	611	195	0	0	0	198	183	280	0
Dido1	99.971429	348	0	0	116	206	139	258	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	344	151	0	336	611	195	0	0	0	198	183	280	0
Ebna1bp2	99.942857	332	0	0	0	172	0	196	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	335	267	0	373	675	217	0	0	0	260	218	287	0
Cfap57	99.942857	332	0	0	0	172	0	196	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	335	267	0	373	675	217	0	0	0	260	218	287	0
Bcl9l	99.942857	183	0	0	0	159	145	150	0	0	0	205	144	0	0	0	0	0	0	0	0	0	0	0	306	130	0	328	460	307	0	0	0	228	395	358	0
Apbb2	99.942857	0	0	0	0	0	0	244	0	0	0	106	225	0	173	0	0	246	0	128	0	0	0	0	0	91	0	420	461	217	0	0	0	186	474	527	0
Map2	99.828571	0	0	0	0	163	122	189	0	0	0	143	207	0	0	0	0	176	0	255	0	0	0	0	0	229	0	595	906	255	0	0	0	254	0	0	0
Zfp672	99.800000	308	0	0	0	115	0	142	0	0	0	142	135	0	0	0	0	163	0	134	0	0	0	0	345	108	0	307	699	173	0	0	0	125	238	359	0
Zfp398	99.800000	289	0	0	0	0	0	71	0	0	0	183	359	304	257	0	0	163	0	0	0	0	0	0	429	0	0	162	250	0	0	0	0	98	375	553	0
Nkiras2	99.800000	397	0	0	0	123	87	136	0	0	0	189	341	0	128	0	0	0	0	188	0	0	0	0	344	127	0	286	311	131	0	0	0	137	256	312	0
Trmt1	99.771429	245	0	0	0	176	140	284	0	0	0	231	186	0	180	0	0	146	0	148	0	0	0	0	365	0	0	358	420	0	0	0	0	158	203	252	0
Nacc1	99.771429	245	0	0	0	176	140	284	0	0	0	231	186	0	180	0	0	146	0	148	0	0	0	0	365	0	0	358	420	0	0	0	0	158	203	252	0
Gid4	99.771429	401	0	0	72	143	215	213	0	0	0	116	113	0	0	0	0	145	0	178	0	0	0	0	373	0	0	261	494	209	0	0	0	185	133	241	0
Mier3	99.742857	97	0	0	96	228	104	294	0	0	0	159	132	0	0	0	0	0	0	0	0	0	0	0	140	0	0	331	599	115	0	0	0	75	556	565	0
Mier1	99.742857	350	0	0	0	121	101	162	0	0	0	107	120	0	0	0	0	210	0	118	0	0	0	0	211	127	0	324	314	245	0	0	0	282	356	343	0
Ube2j2	99.685714	590	0	0	0	115	0	0	0	0	0	0	263	160	159	0	0	78	0	122	0	0	0	0	610	87	0	217	395	0	0	0	0	158	324	211	0
Zscan25	99.657143	268	0	0	0	0	124	0	0	0	0	154	0	0	141	0	0	155	0	170	0	0	0	0	459	159	0	316	659	169	0	0	0	184	206	324	0
Ikbip	99.657143	81	0	0	0	134	0	244	0	0	0	0	103	0	0	0	0	147	133	156	0	0	0	0	139	0	0	471	814	189	0	0	0	403	201	273	0
Apaf1	99.657143	81	0	0	0	134	0	244	0	0	0	0	103	0	0	0	0	147	133	156	0	0	0	0	139	0	0	471	814	189	0	0	0	403	201	273	0
Tigd5	99.628571	164	0	0	0	159	0	159	0	0	0	0	0	0	82	0	0	178	0	0	0	0	0	0	393	0	0	551	626	227	0	0	0	306	294	348	0
Eef1d	99.628571	164	0	0	0	159	0	159	0	0	0	0	0	0	82	0	0	178	0	0	0	0	0	0	393	0	0	551	626	227	0	0	0	306	294	348	0
Smarca4	99.600000	189	0	0	0	165	111	209	0	0	0	99	188	0	135	0	0	86	0	185	0	0	0	0	506	0	0	294	453	217	0	0	0	197	200	252	0
Serbp1	99.571429	247	0	0	0	76	0	137	0	0	0	104	547	106	285	0	0	89	0	94	0	0	0	0	488	118	0	122	261	132	0	0	0	99	252	328	0
Srpk2	99.514286	0	0	0	0	211	0	146	0	0	0	193	75	0	0	0	0	157	0	85	0	0	0	0	174	137	0	458	657	217	0	0	0	251	349	373	0
Pank3	99.514286	494	0	0	0	195	95	175	0	0	0	0	120	0	134	0	0	101	0	128	0	0	0	0	640	132	0	187	399	0	0	0	0	224	229	230	0
Asah1	99.514286	257	0	0	0	82	0	146	0	0	0	0	365	157	222	0	0	173	0	185	0	0	0	0	394	0	0	332	311	0	0	0	0	181	206	472	0
Wdr43	99.457143	321	0	0	0	0	0	0	0	0	0	104	234	0	176	0	0	175	0	117	0	0	0	0	301	117	0	399	621	146	0	0	0	186	227	357	0
Abcc1	99.428571	0	0	0	109	154	111	256	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	1080	108	0	0	0	302	267	495	0
Zfp202	99.400000	183	0	0	0	114	180	162	0	0	0	263	127	0	0	0	0	184	0	130	0	0	0	0	168	181	0	304	462	154	0	0	0	237	253	377	0
Rab28	99.400000	157	0	0	0	172	121	207	0	0	0	226	135	0	0	0	0	170	0	139	0	0	0	0	296	88	0	354	601	153	0	0	0	171	169	320	0
Gpr162	99.314286	208	0	0	0	200	99	191	0	0	0	181	0	0	209	0	0	126	0	80	0	0	0	0	194	262	0	390	794	338	0	0	0	204	0	0	0
Rad21	99.257143	542	0	0	0	190	0	117	0	0	0	0	0	0	143	0	0	222	110	0	0	0	0	0	541	0	0	447	597	0	0	0	0	213	154	198	0
Ankrd28	99.228571	171	0	0	0	105	0	199	0	0	0	0	79	0	0	0	0	235	0	310	0	0	0	0	191	0	0	639	795	99	0	0	0	182	136	332	0
Bri3	99.200000	98	0	0	0	203	125	205	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	190	0	0	691	910	166	0	0	0	190	225	322	0
Pgap2	99.142857	289	0	0	0	155	186	117	0	0	0	156	126	0	148	0	135	0	63	125	0	0	0	0	348	168	0	253	278	102	0	0	0	159	309	353	0
Eloc	99.142857	470	0	0	0	0	91	216	0	0	0	86	129	0	0	0	0	0	0	0	0	0	0	0	512	164	0	193	320	0	0	0	0	243	243	803	0
Bahd1	99.142857	198	0	0	0	131	105	216	0	0	0	0	93	0	0	0	0	104	0	0	0	0	0	0	250	0	0	283	357	215	0	0	0	101	581	836	0
Slc2a1	99.114286	260	0	0	0	168	125	268	0	0	0	0	189	0	0	0	0	252	126	213	0	0	0	0	269	0	0	267	552	0	0	0	0	188	265	327	0
Inka1	99.057143	197	0	0	0	257	0	159	0	0	0	100	0	0	0	0	0	151	0	148	0	0	0	0	670	162	0	328	605	148	0	0	0	154	140	248	0
Fam78b	99.057143	0	0	0	78	132	124	145	0	0	0	247	183	0	309	0	0	193	0	156	0	0	0	0	0	190	0	258	476	187	0	0	0	198	272	319	0
Tango2	99.028571	197	0	0	0	166	191	156	0	0	0	233	81	0	0	0	0	152	0	137	0	0	0	0	181	184	0	265	592	159	0	0	0	273	190	309	0
Caprin2	99.028571	170	0	64	0	105	77	123	0	0	0	118	208	0	241	0	0	252	0	177	0	0	0	0	317	158	0	356	695	92	0	0	0	221	0	92	0
Aak1	99.000000	128	0	0	111	174	0	193	0	0	0	113	280	0	131	0	0	195	0	117	0	0	0	0	310	138	0	465	367	95	0	0	0	115	311	222	0
Ppig	98.971429	291	0	0	89	161	121	165	0	0	0	195	122	0	0	0	0	98	0	115	0	0	0	0	468	152	0	199	415	140	0	0	0	341	128	264	0
Enah	98.971429	148	0	0	128	170	112	435	0	0	0	0	154	0	168	0	0	153	0	211	0	0	0	0	0	96	0	499	520	104	0	0	0	76	185	305	0
Trabd	98.857143	183	0	0	0	0	0	136	0	0	0	0	228	0	0	0	0	253	0	144	0	0	0	0	389	0	0	393	497	0	0	0	0	138	461	638	0
Nudt19	98.828571	286	0	0	0	0	0	174	0	0	0	96	135	0	140	0	0	294	118	297	0	0	0	0	275	162	0	238	590	0	0	0	0	133	120	401	0
Gm3752	98.742857	0	0	86	0	289	247	174	0	0	0	161	0	0	156	0	0	135	0	103	0	0	0	0	0	311	103	347	673	301	0	0	0	267	0	103	0
Stim2	98.714286	164	0	0	108	165	0	208	0	0	0	0	130	0	80	0	0	135	0	231	0	0	0	0	352	0	0	359	659	0	0	0	0	206	257	401	0
Kif1c	98.714286	183	0	0	0	280	102	239	0	0	0	0	119	0	0	0	0	110	0	0	0	0	0	0	217	0	0	402	701	212	0	0	0	147	367	376	0
Inca1	98.714286	183	0	0	0	280	102	239	0	0	0	0	119	0	0	0	0	110	0	0	0	0	0	0	217	0	0	402	701	212	0	0	0	147	367	376	0
Ptpn2	98.657143	383	0	0	0	141	0	107	0	0	0	108	99	0	178	0	0	164	88	175	0	0	0	0	246	149	0	309	551	126	0	0	0	207	211	211	0
Pnpla8	98.657143	282	0	0	0	93	0	136	0	0	0	96	0	0	95	0	0	123	0	116	0	0	0	0	234	0	0	502	845	108	0	0	0	253	247	323	0
Eif4g3	98.657143	329	0	0	0	111	0	224	0	0	0	0	115	0	154	0	0	135	0	202	0	0	0	0	350	0	0	206	547	278	0	0	0	292	216	294	0
Micu3	98.600000	0	0	0	165	148	194	333	0	0	0	222	174	0	105	0	0	0	0	115	0	0	0	0	93	68	0	269	452	190	0	0	0	302	241	380	0
Fgf12	98.600000	0	0	0	197	214	131	175	0	0	0	122	73	0	0	0	0	127	0	0	0	0	0	0	0	169	0	432	1227	263	0	0	0	321	0	0	0
Hnrnpdl	98.571429	203	0	0	90	176	0	104	0	0	0	112	168	0	0	0	0	147	0	130	0	0	0	0	364	135	0	262	414	173	0	0	0	310	321	341	0
Enoph1	98.571429	203	0	0	90	176	0	104	0	0	0	112	168	0	0	0	0	147	0	130	0	0	0	0	364	135	0	262	414	173	0	0	0	310	321	341	0
Dicer1	98.571429	238	0	0	0	184	0	210	0	0	0	0	181	0	0	0	0	179	0	187	0	0	0	0	311	0	0	391	728	0	0	0	0	164	274	403	0
Atxn3	98.571429	251	0	0	0	110	0	148	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	270	162	0	561	968	116	0	0	0	207	174	385	0
Spag9	98.542857	177	0	0	0	180	145	196	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	247	69	0	419	735	0	0	0	0	176	449	554	0
Entpd5	98.542857	336	0	0	0	158	0	206	0	0	0	117	89	0	92	0	0	145	0	195	0	0	0	0	270	0	0	519	752	78	0	0	0	221	88	183	0
Bbof1	98.542857	336	0	0	0	158	0	206	0	0	0	117	89	0	92	0	0	145	0	195	0	0	0	0	270	0	0	519	752	78	0	0	0	221	88	183	0
Rnf122	98.514286	246	0	0	123	153	124	199	0	0	0	141	195	0	126	0	0	132	0	88	0	0	0	0	0	172	0	463	594	161	0	0	0	219	129	183	0
Atn1	98.457143	313	0	0	120	178	0	213	0	0	0	0	158	0	0	0	0	0	0	128	0	0	0	0	317	171	0	350	408	178	0	0	0	171	356	385	0
Rpl7	98.428571	143	0	0	0	207	0	247	0	0	0	157	0	0	0	0	0	147	0	0	0	0	0	0	146	109	0	320	582	146	0	0	0	243	386	612	0
Rdh10	98.428571	143	0	0	0	207	0	247	0	0	0	157	0	0	0	0	0	147	0	0	0	0	0	0	146	109	0	320	582	146	0	0	0	243	386	612	0
Klhl5	98.428571	214	0	0	0	150	139	305	0	0	0	139	111	0	96	0	0	189	0	257	0	0	0	0	0	0	0	349	588	271	0	0	0	199	165	273	0
Mon2	98.400000	186	0	0	0	0	0	135	0	0	0	89	144	0	0	0	0	304	0	115	0	0	0	0	178	156	0	297	844	168	0	0	0	276	136	416	0
Mkrn2	98.400000	261	0	0	0	109	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	413	856	136	0	0	0	288	249	486	0
Vat1l	98.371429	0	0	0	0	192	0	221	0	0	0	0	428	118	272	0	0	277	0	152	0	0	0	0	0	319	0	302	527	281	0	0	0	354	0	0	0
Uap1	98.371429	148	0	0	0	273	89	129	0	0	0	187	115	0	0	0	0	201	0	199	0	0	0	0	156	128	0	304	580	117	0	0	0	347	218	252	0
Tnnc1	98.342857	149	0	0	141	195	97	284	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	445	886	0	0	0	0	0	213	643	0
Nisch	98.342857	149	0	0	141	195	97	284	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	445	886	0	0	0	0	0	213	643	0
Ctsb	98.342857	303	0	0	0	187	121	249	0	0	0	0	88	0	0	0	0	124	0	206	0	0	0	0	309	131	0	325	559	117	0	0	0	144	223	356	0
Sgms1	98.314286	147	0	0	0	124	0	131	0	0	0	141	151	0	0	0	0	210	0	159	0	0	0	0	555	151	0	247	545	154	0	0	0	110	221	395	0
Paip1	98.314286	176	0	0	0	109	143	226	0	0	0	148	138	0	96	0	0	115	0	0	0	0	0	0	202	0	0	285	390	90	0	0	0	110	525	688	0
Cds1	98.314286	0	0	0	140	206	201	182	0	0	0	113	95	0	84	0	0	201	0	224	0	0	0	0	0	159	0	327	952	227	0	0	0	330	0	0	0
Parp1	98.171429	204	0	0	0	0	0	115	0	0	0	0	113	0	0	0	0	319	0	110	0	0	0	0	585	107	0	393	725	0	0	0	0	167	270	328	0
St3gal1	98.142857	261	0	0	0	144	0	106	0	0	0	0	91	0	0	0	0	162	0	134	0	0	0	0	389	147	0	366	468	131	0	0	0	203	436	397	0
Tusc3	98.114286	204	0	0	0	189	179	290	0	0	0	205	0	0	103	0	0	100	0	0	0	0	0	0	0	211	0	331	632	146	0	0	0	306	262	276	0
Mia3	98.114286	165	0	0	0	123	163	103	0	0	0	123	0	0	0	0	0	260	0	259	0	0	0	0	146	0	0	553	615	161	0	0	0	198	213	352	0
Gpcpd1	98.114286	209	0	0	0	155	0	210	0	0	0	0	192	0	118	0	0	292	0	185	0	0	0	0	131	0	0	441	721	106	0	0	0	229	135	310	0
Rnf111	98.085714	100	0	0	0	203	134	269	0	0	0	164	183	0	77	0	0	0	0	0	0	0	0	0	204	160	0	286	528	95	0	0	0	181	522	327	0
Sap30l	98.028571	426	0	0	0	157	0	184	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	558	0	0	476	465	76	0	0	0	0	457	484	0
Zfp521	98.000000	0	0	0	0	66	99	187	0	0	0	0	135	0	0	0	0	0	0	135	0	0	0	0	0	163	0	536	466	185	0	0	0	157	465	836	0
Eed	97.885714	209	0	0	0	0	115	129	0	0	0	0	155	111	153	0	0	228	0	227	0	0	0	0	396	0	0	275	435	96	0	0	0	272	196	429	0
Sirt4	97.857143	478	0	0	122	147	0	187	0	0	0	177	253	160	175	0	0	146	0	137	0	0	0	0	489	0	0	135	420	186	0	0	0	0	100	113	0
Kctd1	97.857143	164	0	0	0	202	147	236	0	0	0	251	97	0	0	0	0	247	0	148	0	0	0	0	0	250	0	290	393	217	0	0	0	232	202	349	0
Eea1	97.828571	0	0	0	0	197	182	164	0	0	0	207	106	0	0	0	0	188	0	124	0	0	0	0	133	0	0	451	661	138	0	0	0	307	224	342	0
Arid1b	97.828571	652	0	0	0	159	0	140	0	0	0	0	0	0	125	0	0	217	0	123	0	0	0	0	729	0	0	219	403	124	0	0	0	221	126	186	0
Ppp1r2	97.771429	153	0	0	0	80	73	193	0	0	0	112	0	0	0	0	0	162	0	122	0	0	0	0	155	102	0	506	1060	112	0	0	0	203	136	253	0
Fbxo3	97.771429	189	0	0	0	176	115	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	99	0	426	1100	202	0	0	0	155	281	359	0
4931422A03Rik	97.771429	189	0	0	0	176	115	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	99	0	426	1100	202	0	0	0	155	281	359	0
Fam131a	97.742857	0	0	0	134	102	104	101	0	0	0	92	188	0	0	0	0	130	0	168	0	0	0	0	0	271	61	470	874	145	0	0	0	311	138	132	0
Tbl2	97.657143	172	0	0	0	109	124	186	0	0	0	0	0	0	0	0	0	97	75	160	0	0	0	0	324	143	0	493	601	269	0	0	0	214	202	249	0
Smox	97.657143	107	0	0	0	169	102	267	0	0	0	136	193	0	96	0	0	187	0	291	0	0	0	0	251	0	0	385	445	138	0	0	0	125	201	325	0
Rbm12b1	97.657143	197	280	223	0	139	140	106	0	0	0	84	116	0	0	0	0	125	0	117	0	0	0	0	108	184	189	211	349	188	0	0	0	211	260	191	0
Otud7a	97.657143	0	0	0	133	251	0	309	0	0	0	127	171	0	112	0	0	153	0	156	0	0	0	0	0	104	0	605	1012	180	0	0	0	105	0	0	0
Myc	97.657143	818	0	0	0	159	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	293	483	130	0	0	0	0	262	374	0
Gpsm1	97.657143	228	0	0	0	173	80	77	0	0	0	103	0	0	0	0	0	118	0	134	0	0	0	0	134	184	0	404	693	208	0	0	0	283	217	382	0
Stx6	97.628571	258	0	0	0	147	117	145	0	0	0	144	107	0	92	0	0	185	0	130	0	0	0	0	208	134	0	263	530	174	0	0	0	292	156	335	0
Setdb1	97.600000	392	0	0	0	0	0	183	0	0	0	111	130	0	0	0	0	0	0	137	0	0	0	0	785	169	0	209	387	0	0	0	0	221	332	360	0
Rhot2	97.600000	592	0	0	0	0	150	68	0	0	0	0	111	0	73	0	0	0	0	134	0	0	0	0	461	127	0	95	342	103	0	0	0	173	342	645	0
Pnkd	97.600000	311	0	0	0	143	95	140	0	0	0	159	164	0	113	0	0	167	0	206	0	0	0	0	459	0	0	316	620	130	0	0	0	256	0	137	0
Megf8	97.600000	350	0	0	0	175	0	197	0	0	0	168	104	0	0	0	0	136	0	119	0	0	0	0	300	165	0	246	678	87	0	0	0	319	142	230	0
Usp53	97.571429	0	0	0	0	103	76	162	0	0	0	138	0	0	144	0	0	120	0	181	0	0	0	0	227	0	0	348	642	239	0	0	0	319	283	433	0
Nab2	97.571429	259	0	0	0	114	141	126	0	0	0	0	118	0	0	0	0	117	0	113	0	0	0	0	221	162	0	201	319	72	0	0	0	153	522	777	0
Herc4	97.571429	257	0	0	0	145	108	74	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	283	103	0	225	460	127	0	0	0	177	589	771	0
AW549877	97.571429	341	0	0	0	0	0	107	0	0	0	85	180	0	120	0	0	232	0	317	0	0	0	0	294	0	0	280	442	160	0	0	0	198	283	376	0
Scyl1	97.542857	151	0	0	0	161	120	192	0	0	0	0	141	0	0	0	0	276	0	0	0	0	0	0	268	108	0	451	760	90	0	0	0	231	153	312	0
Pde1b	97.457143	0	0	0	0	169	221	206	0	0	0	228	0	0	155	0	0	236	112	246	0	0	0	0	0	197	0	319	784	261	0	0	0	277	0	0	0
Get4	97.457143	371	0	0	0	238	0	158	0	0	0	0	180	106	217	0	0	175	0	109	0	0	0	0	355	0	0	340	359	208	0	0	0	132	195	268	0
Bptf	97.457143	204	0	0	0	81	0	141	0	0	0	0	376	0	141	0	0	134	0	0	0	0	0	0	447	0	0	523	429	0	0	0	0	0	462	473	0
Anxa2	97.428571	0	0	0	0	111	97	189	0	0	0	158	129	0	0	0	0	134	0	0	0	0	0	0	480	0	0	145	208	0	0	0	0	101	652	1006	0
Stat5b	97.400000	0	0	0	0	204	192	244	0	0	0	164	106	0	122	0	0	206	0	183	0	0	0	0	286	216	0	203	396	214	0	0	0	124	202	347	0
Fbrsl1	97.400000	152	0	0	0	228	112	180	0	0	0	113	128	0	0	0	0	238	0	150	0	0	0	0	151	105	0	470	631	218	0	0	0	269	81	183	0
Tet3	97.371429	177	0	0	0	176	0	196	0	0	0	120	162	0	189	0	0	210	0	142	0	0	0	0	124	98	0	322	531	144	0	0	0	199	291	327	0
Hmga1b	97.371429	220	0	0	93	212	122	298	0	0	0	152	235	0	277	0	0	197	0	163	0	0	0	0	233	0	0	172	252	0	0	0	0	0	312	470	0
Hmga1	97.371429	220	0	0	93	212	122	298	0	0	0	152	235	0	277	0	0	197	0	163	0	0	0	0	233	0	0	172	252	0	0	0	0	0	312	470	0
Rabep2	97.314286	85	0	0	0	212	132	215	0	0	0	129	289	0	168	0	0	225	135	253	0	0	0	0	173	122	0	203	367	132	0	0	0	105	189	272	0
Asphd2	97.314286	0	0	0	0	265	0	170	0	0	0	85	116	0	0	0	0	0	0	0	0	0	0	0	0	169	0	571	1293	359	0	0	0	378	0	0	0
Alcam	97.314286	461	0	0	0	128	179	183	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	176	0	404	534	0	0	0	0	230	554	401	0
Kif16b	97.228571	396	0	0	0	178	0	111	0	0	0	120	242	0	136	0	0	123	0	239	0	0	0	0	267	100	0	266	694	149	0	0	0	241	0	141	0
Socs1	97.200000	314	0	0	0	293	81	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	266	631	168	0	0	0	248	375	398	0
Xpo5	97.171429	188	0	0	0	119	108	182	0	0	0	136	102	0	0	0	0	145	0	186	0	0	0	0	256	122	0	358	446	167	0	0	0	129	373	384	0
Polh	97.171429	188	0	0	0	119	108	182	0	0	0	136	102	0	0	0	0	145	0	186	0	0	0	0	256	122	0	358	446	167	0	0	0	129	373	384	0
Phf20	97.171429	131	0	0	0	0	137	144	0	0	0	169	161	0	132	0	0	121	0	187	0	0	0	0	188	88	0	350	577	152	0	0	0	197	301	366	0
Flywch1	97.142857	337	0	0	0	94	0	0	0	0	0	123	176	0	137	0	0	190	0	267	0	0	0	0	532	0	0	291	443	159	0	0	0	116	226	309	0
Snd1	97.085714	327	0	0	0	109	0	123	0	0	0	0	145	0	77	0	0	162	0	99	0	0	0	0	276	219	0	456	640	173	0	0	0	123	193	276	0
Nkain1	97.085714	148	0	0	87	261	81	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	879	237	0	0	0	0	437	438	0
Zrsr2	97.028571	359	0	0	0	0	0	0	0	0	0	103	211	0	105	0	0	0	0	169	0	0	0	0	449	0	0	185	412	73	0	0	0	111	686	533	0
H3c15	96.971429	260	0	0	0	162	78	169	0	0	0	0	208	0	141	0	0	106	0	0	0	0	0	0	447	116	0	290	366	231	0	0	0	230	305	285	0
H3c14	96.971429	260	0	0	0	162	78	169	0	0	0	0	208	0	141	0	0	106	0	0	0	0	0	0	447	116	0	290	366	231	0	0	0	230	305	285	0
H2ac19	96.971429	260	0	0	0	162	78	169	0	0	0	0	208	0	141	0	0	106	0	0	0	0	0	0	447	116	0	290	366	231	0	0	0	230	305	285	0
H2ac18	96.971429	260	0	0	0	162	78	169	0	0	0	0	208	0	141	0	0	106	0	0	0	0	0	0	447	116	0	290	366	231	0	0	0	230	305	285	0
Mfsd5	96.914286	153	0	0	0	98	0	129	0	0	0	143	164	0	100	0	0	0	0	120	0	0	0	0	338	117	0	294	458	161	0	0	0	272	473	372	0
Gpatch2l	96.914286	366	0	0	0	154	0	122	0	0	0	0	153	0	0	0	0	234	0	109	0	0	0	0	290	0	0	393	851	117	0	0	0	162	180	261	0
Prr12	96.885714	318	0	0	84	176	0	178	0	0	0	0	114	0	0	0	0	169	0	0	0	0	0	0	446	0	0	198	471	0	0	0	0	121	469	647	0
N4bp2l2	96.885714	495	0	0	0	193	0	170	0	0	0	0	147	0	128	0	0	0	0	0	0	0	0	0	761	0	0	408	825	0	0	0	0	164	0	100	0
Tmem44	96.857143	242	0	0	0	247	240	223	0	0	0	186	216	0	146	0	0	0	0	0	0	0	0	0	362	165	0	137	424	0	0	0	0	192	335	275	0
Tcf7l1	96.857143	0	0	0	0	186	0	217	0	0	0	117	227	0	125	0	0	303	139	227	0	0	0	0	0	147	0	343	309	159	0	0	0	188	231	472	0
Letmd1	96.857143	165	0	0	0	147	0	123	0	0	0	0	132	0	219	0	0	191	0	102	0	0	0	0	303	0	0	367	484	95	0	0	0	259	402	401	0
2700081O15Rik	96.857143	175	0	0	0	169	192	135	0	0	0	201	135	0	170	0	0	202	0	154	0	0	0	0	263	0	0	196	275	146	0	0	0	151	363	463	0
Jmjd1c	96.828571	110	0	0	0	81	167	240	0	0	0	0	122	0	137	0	0	134	0	314	0	0	0	0	0	0	0	331	618	310	0	0	0	341	169	315	0
Abcd4	96.828571	358	0	0	0	159	0	163	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	422	0	0	278	778	239	0	0	0	300	255	295	0
Pkn2	96.800000	167	0	0	0	236	175	207	0	0	0	230	91	0	118	0	0	139	0	227	0	0	0	0	125	0	0	433	502	176	0	0	0	188	184	190	0
Rfc1	96.714286	131	0	0	0	131	87	0	0	0	0	133	188	0	100	0	0	198	0	111	0	0	0	0	250	0	0	439	813	155	0	0	0	245	168	236	0
Zfp395	96.685714	225	0	0	0	166	0	187	0	0	0	112	122	0	197	0	0	237	0	187	0	0	0	0	221	0	0	383	484	0	0	0	0	255	199	409	0
Zfp282	96.685714	265	0	0	0	127	95	159	0	0	0	108	276	106	175	0	0	0	0	113	0	0	0	0	280	159	0	226	288	149	0	0	0	141	262	455	0
Usp45	96.657143	267	0	0	76	139	153	148	0	0	0	195	140	0	0	0	0	0	0	0	0	0	0	0	281	183	0	360	537	167	0	0	0	290	146	301	0
Cdc42bpa	96.657143	0	0	0	0	224	152	365	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	495	791	175	0	0	0	199	401	444	0
Tmem237	96.628571	147	0	0	104	132	100	114	0	0	0	92	111	0	0	0	0	0	0	70	0	0	0	0	228	139	0	489	737	137	0	0	0	234	281	267	0
Naa25	96.571429	318	0	0	0	126	130	131	0	0	0	84	104	0	125	0	0	0	0	0	0	0	0	0	572	0	0	358	538	0	0	0	0	140	311	443	0
