Target_genes	Gata2|Average	SRX3014480|3T3-L1	SRX3014481|3T3-L1	SRX1056339|416B	SRX3014484|C3H/10T1/2	SRX3014485|C3H/10T1/2	SRX340953|FDCPmix	SRX340956|FDCPmix	SRX340959|FDCPmix	SRX340964|FDCPmix	SRX340965|FDCPmix	SRX340968|FDCPmix	SRX340969|FDCPmix	SRX079863|G1E	SRX079864|G1E	SRX100313|G1E	SRX145067|G1E	SRX1901617|G1E	SRX1901619|G1E	SRX145068|G1E-ER4+E2	SRX8820362|G1E-ER4+E2	SRX8820363|G1E-ER4+E2	SRX092597|G1ME	SRX035992|Hematopoietic_progenitors	SRX1939440|Lymphoid-primed_multipotent_progenitors	SRX206424|Mast_Cells	SRX310202|Mast_Cells	SRX9030837|Mast_Cells	SRX9030838|Mast_Cells	SRX9030839|Mast_Cells	SRX9030840|Mast_Cells	SRX1035383|mESC_derived_haematopoietic_progenitor	SRX1035394|mESC_derived_haematopoietic_progenitor	SRX2416653|Trophoblast_stem_cells	SRX1297850|Unclassified	SRX183894|Uterus	STRING
Inip	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	472	706	0	0	0	0	0	0	144	144	0	212	155	0	0	0	0	0	1191	0
H3c15	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	142	219	0	178	0	0	0	337	615	710	0	115	374	0	0	0	0	0	571	0
H3c14	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	142	219	0	178	0	0	0	337	615	710	0	115	374	0	0	0	0	0	571	0
H2ac19	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	142	219	0	178	0	0	0	337	615	710	0	115	374	0	0	0	0	0	571	0
H2ac18	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	142	219	0	178	0	0	0	337	615	710	0	115	374	0	0	0	0	0	571	0
G6pc3	95.771429	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	726	726	0	0	0	0	0	0	0	0	1380	0
Add1	95.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	739	1319	0	0	0	0	0	0	419	419	0	0	0	0	0	0	0	0	180	0
Zfyve26	95.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	327	0	0	0	0	0	0	514	516	0	0	0	0	0	0	0	0	1739	0
Rad51b	95.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	327	0	0	0	0	0	0	514	516	0	0	0	0	0	0	0	0	1739	0
Coil	95.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	408	412	432	668	169	229	0	0	0	0	879	0
B4galt3	95.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	327	0	188	0	0	0	279	752	751	0	0	0	0	0	0	0	0	797	0
Zdhhc21	95.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	356	356	725	693	688	0	0	0	0	0	362	0
Txk	95.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	252	489	0	0	0	0	0	0	446	447	435	440	431	0	0	0	0	0	98	0
Psmd7	95.514286	0	0	0	0	0	0	240	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	478	916	933	0	0	0	0	0	0	0	0	633	0
H2-Oa	95.485714	0	0	0	0	0	143	0	151	0	0	0	0	0	0	0	0	132	258	0	190	0	0	0	0	339	341	203	285	1300	0	0	0	0	0	0	0
Trappc3	95.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	595	594	380	484	616	0	0	0	0	0	560	0
Map7d1	95.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	595	594	380	484	616	0	0	0	0	0	560	0
Zfp106	95.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	544	738	0	0	0	0	0	0	239	236	414	580	0	0	0	0	0	0	285	0
Srgap2	95.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	570	599	0	191	0	0	0	0	576	576	0	0	0	0	0	0	0	0	673	0
Snap23	95.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	544	738	0	0	0	0	0	0	239	236	414	580	0	0	0	0	0	0	285	0
Nup188	95.285714	0	0	0	0	0	0	212	0	149	0	0	0	0	0	0	0	0	86	0	0	0	0	0	171	779	782	0	0	0	0	0	0	0	0	1156	0
Fam72a	95.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	570	599	0	191	0	0	0	0	576	576	0	0	0	0	0	0	0	0	673	0
Dolk	95.285714	0	0	0	0	0	0	212	0	149	0	0	0	0	0	0	0	0	86	0	0	0	0	0	171	779	782	0	0	0	0	0	0	0	0	1156	0
Zranb3	95.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	519	0	340	0	0	0	0	756	755	0	126	307	0	0	0	0	0	212	0
R3hdm1	95.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	519	0	340	0	0	0	0	756	755	0	126	307	0	0	0	0	0	212	0
Mtf2	95.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	345	0	0	0	0	0	0	728	725	251	360	232	0	0	0	0	0	533	0
Lims2	95.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	489	0	0	0	0	0	0	213	217	0	0	231	0	0	0	0	0	1885	0
Utp15	95.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	559	862	0	0	0	0	0	0	257	256	226	348	523	0	0	0	0	0	203	0
Ttc28	95.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	423	0	0	0	0	0	0	835	831	259	336	272	0	0	0	0	0	176	0
Ankra2	95.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	559	862	0	0	0	0	0	0	257	256	226	348	523	0	0	0	0	0	203	0
Wipf1	95.171429	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	549	634	700	796	0	0	0	0	0	0	0
Vps18	95.142857	0	0	0	0	81	0	0	0	0	0	0	0	0	0	131	0	538	662	0	0	0	0	148	0	318	316	0	0	0	0	0	0	0	0	1136	0
Atp10a	95.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	528	235	417	553	0	0	0	0	0	1067	0
Map4k1	95.085714	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	370	802	1053	402	0	0	0	0	0	189	0
Zbtb11	95.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	300	386	0	0	0	0	0	391	515	512	0	0	0	0	0	0	0	0	1067	0
Tmem132a	95.028571	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	1243	0	0	0	0	0	0	0	0	740	0
Fyb	95.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	987	1057	0	0	0	0	0	0	144	144	222	435	0	0	0	0	0	0	95	0
Eif2b5	95.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	257	0	0	0	0	0	415	652	652	0	0	0	0	0	0	0	0	1239	0
Derl1	95.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	725	1121	0	0	0	0	0	0	248	250	0	0	243	0	0	0	0	0	540	0
Plin4	94.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	916	649	603	239	0	0	0	0	0	0	0
Usp47	94.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	334	374	0	0	0	0	0	0	285	285	493	637	550	0	0	0	0	0	244	0
Tmem94	94.885714	0	0	0	0	0	0	164	174	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	490	486	480	0	0	0	0	0	0	0	97	1216	0
Setbp1	94.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	112	792	1054	703	0	0	0	0	0	547	0
Atf4	94.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	279	448	0	0	0	0	0	0	370	371	322	530	0	0	0	0	0	0	578	0
Pla2g7	94.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	680	254	369	0	0	0	0	0	0	1346	0
Phf5a	94.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	205	0	0	0	0	0	0	989	991	156	266	0	0	0	0	0	0	459	0
Aco2	94.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	205	0	0	0	0	0	0	989	991	156	266	0	0	0	0	0	0	459	0
Arg1	94.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	1106	486	614	0	0	0	0	0	0	0	0
Epg5	94.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	690	0	0	0	0	0	253	497	497	0	0	0	0	0	0	0	0	874	0
Rbm3	94.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	1185	1282	0	152	0	0	0	0	133	128	0	0	0	0	0	0	0	0	136	0
Nfkbil1	94.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	909	0	180	0	0	0	0	322	322	199	254	134	0	0	0	0	0	434	0
Atp6v1g2	94.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	909	0	180	0	0	0	0	322	322	199	254	134	0	0	0	0	0	434	0
Cds2	94.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	218	0	0	0	0	0	0	136	135	996	1158	386	0	0	0	0	0	118	0
Cpeb3	94.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	1193	1199	0	0	0	0	0	0	246	246	0	0	0	0	0	0	0	0	289	0
Tnik	94.600000	0	0	0	0	0	284	221	220	190	212	0	0	0	0	0	0	0	0	0	0	0	0	0	172	569	566	189	254	211	0	0	0	0	0	223	0
Tlcd5	94.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	328	417	0	164	0	0	0	0	374	378	0	345	492	0	0	0	0	0	566	0
Grk5	94.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	1140	1316	0	0	0	0	0	0	141	142	0	0	0	0	0	0	0	0	145	0
Phyhd1	94.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	609	843	0	176	0	0	0	0	303	304	0	0	512	0	0	0	0	0	367	0
Sp2	94.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	607	822	0	0	0	0	0	0	202	203	0	0	621	0	0	0	0	0	651	0
Csdc2	94.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	275	0	0	0	0	0	0	738	729	0	0	973	0	0	0	0	0	253	0
Txn2	94.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	957	992	0	204	0	0	0	0	255	256	0	0	0	0	0	0	0	0	293	0
Tom1l1	94.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	1143	1318	0	211	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou4f1	94.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0	727	1054	0	276	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kremen2	94.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	1134	422	0	351	0	0	0	0	624	625	0	0	0	0	0	0	0	0	0	0
Emp1	94.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	200	648	856	748	0	0	0	0	0	649	0
Ccdc82	94.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	742	852	0	463	0	0	0	0	381	381	0	0	156	0	0	0	0	0	0	0
Ptdss2	94.342857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	802	1169	0	338	0	0	0	0	389	386	0	0	0	0	0	0	0	0	80	0
Nob1	94.342857	0	0	0	0	0	0	0	0	0	0	0	155	0	0	534	0	251	850	0	114	83	0	0	0	218	215	0	204	307	0	0	0	0	0	371	0
Adipor2	94.228571	0	0	0	0	0	0	0	0	0	0	0	0	178	187	0	213	117	134	204	0	0	0	0	0	175	178	426	518	625	0	0	0	0	0	343	0
Nfyc	94.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	917	1009	0	0	0	0	0	0	184	184	0	0	0	0	0	0	0	0	660	0
Zdhhc3	94.171429	0	0	0	0	0	0	0	0	0	100	0	111	0	0	160	0	312	477	0	144	0	0	0	0	283	283	0	0	0	0	0	0	0	0	1426	0
Exosc7	94.171429	0	0	0	0	0	0	0	0	0	100	0	111	0	0	160	0	312	477	0	144	0	0	0	0	283	283	0	0	0	0	0	0	0	0	1426	0
Serpind1	94.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	737	0	0	0	0	0	0	165	163	693	818	0	0	0	0	0	0	0	0
Rab5if	94.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	202	0	0	0	0	0	199	805	809	0	0	0	0	0	0	0	0	1118	0
Ucp2	94.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	540	819	0	268	0	0	0	0	506	505	0	0	254	0	0	0	0	0	218	0
Ankrd12	94.085714	0	0	0	0	0	142	264	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	633	668	0	0	0	0	0	0	0	0	1158	0
Aldh8a1	94.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	1451	1318	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pccb	94.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580	1589	0	0	0	0	0	0	0	0	122	0
Trim47	94.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	1408	1149	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hey1	94.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	1194	1392	0	279	0	0	0	0	140	139	0	0	0	0	0	0	0	0	0	0
Thbd	93.971429	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	1061	0	0	205	0	0	0	0	0	773	0
Nfe2l1	93.971429	0	0	0	0	0	0	144	0	0	0	0	0	0	0	143	0	701	815	0	0	0	0	0	225	358	356	0	0	0	0	0	0	0	0	547	0
Bod1	93.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	459	0	227	0	0	0	0	640	638	0	0	95	0	0	0	0	0	948	0
Svbp	93.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	965	1408	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Baz2a	93.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	153	285	0	0	0	0	0	0	441	441	460	559	214	0	0	0	0	0	558	0
Trf	93.914286	0	0	0	0	0	164	0	0	0	0	0	0	0	0	246	0	416	343	0	0	0	0	0	0	427	430	211	417	369	0	0	0	0	0	264	0
Timp3	93.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	305	725	1035	626	0	0	0	0	0	292	0
Mideas	93.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	635	535	0	263	0	387	0	0	322	322	0	0	0	0	0	0	0	0	738	0
Ppm1l	93.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	1327	0	152	0	0	0	112	124	124	0	0	0	0	0	0	0	0	332	0
Synj2	93.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	391	195	220	570	0	0	0	0	0	1515	0
Ghrl	93.714286	0	0	0	0	0	282	0	131	0	0	144	0	0	0	0	0	386	469	0	205	0	0	0	0	738	741	0	0	184	0	0	0	0	0	0	0
Fam167b	93.714286	0	0	0	0	0	0	0	183	0	0	0	125	0	0	0	0	769	863	0	325	0	0	0	165	247	250	91	70	192	0	0	0	0	0	0	0
Cox6a1	93.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	491	848	0	0	0	0	0	0	571	562	0	196	155	0	0	0	0	0	312	0
Bud13	93.657143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	259	0	0	0	0	0	556	797	812	0	0	0	0	0	0	0	0	691	0
Usp37	93.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	713	1007	0	174	0	0	0	0	413	412	0	0	0	0	0	0	0	0	149	0
Inpp5k	93.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	737	0	141	0	0	0	0	175	175	285	310	134	0	0	0	0	0	560	0
Cnot9	93.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	713	1007	0	174	0	0	0	0	413	412	0	0	0	0	0	0	0	0	149	0
Lrrc61	93.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	888	158	310	169	0	0	0	0	0	864	0
Rnps1	93.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	466	686	0	0	0	0	0	0	232	290	289	303	139	0	0	0	0	0	657	0
Cltrn	93.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	1247	1317	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Rnf165	93.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	184	185	268	0	1924	0	0	0	0	0	591	0
Orc5	93.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	137	331	0	0	0	0	0	0	527	534	0	141	596	0	0	0	0	0	221	0
Adgrl1	93.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	309	367	0	0	0	0	0	0	331	331	276	377	292	0	0	0	0	0	827	0
Reep3	93.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	230	0	0	0	0	0	0	500	501	432	879	273	0	0	0	0	0	302	0
Tusc1	93.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	185	445	0	0	0	0	0	0	316	311	91	141	102	0	0	0	0	0	1421	0
Stim2	93.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	452	0	132	0	0	0	0	352	352	184	288	1253	0	0	0	0	0	149	0
Usf3	93.342857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	168	239	0	0	0	0	0	0	0	0	603	838	1083	0	0	0	0	0	90	0
Ctbp1	93.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	492	1292	0	332	0	0	0	0	170	170	0	0	0	0	0	0	0	0	90	0
Arrb2	93.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	627	0	0	0	0	0	0	449	449	0	0	141	0	0	0	0	0	1248	0
Tnfsf8	93.200000	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	1128	1132	165	260	503	0	0	0	0	0	0	0
Il4ra	93.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	286	562	0	0	0	0	0	0	366	366	222	231	801	0	0	0	0	0	187	0
Pdgfrl	93.171429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	569	922	0	223	0	0	0	0	521	523	173	0	0	0	0	0	0	0	0	0
Zzz3	93.057143	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	171	143	0	153	0	0	0	0	911	904	0	131	98	0	0	0	0	0	509	0
Zranb2	93.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	1059	1527	0	0	0	0	0	0	169	170	0	0	0	0	0	0	0	0	75	0
Tbc1d19	93.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	167	1108	1457	231	0	0	0	0	0	128	0
Vstm4	93.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	252	578	190	0	0	149	0	0	0	0	0	281	267	0	0	0	0	0	0	0	0	1539	0
Prkcz	93.028571	0	0	282	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	835	457	708	0	0	0	0	0	0	0	0
Usp3	93.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	194	455	514	1666	135	0	0	0	0	97	0
Rbm25	92.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	228	0	0	0	0	0	0	212	198	213	292	162	0	0	0	0	0	1468	0
Cep170	92.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	425	785	0	0	0	0	0	0	0	0	80	176	381	0	0	0	0	0	1103	0
Sf3b5	92.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	1072	1164	0	367	0	0	0	0	107	106	0	0	0	0	0	0	0	0	219	0
Cfap54	92.942857	0	0	0	0	0	169	0	0	0	0	0	0	0	0	86	0	294	510	0	0	0	0	0	0	1032	1034	0	0	0	0	0	0	0	0	128	0
Tmco4	92.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	0	487	456	0	149	0	0	0	0	388	386	0	0	0	0	0	0	0	0	464	0
Cradd	92.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	557	308	309	0	0	0	0	0	0	0	0	1984	0
Tmco6	92.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	442	601	0	0	0	0	0	0	177	177	117	204	148	0	0	0	0	0	1246	0
Smg7	92.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	207	0	0	0	0	0	0	639	638	195	239	705	0	0	0	0	0	368	0
Klk8	92.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	744	419	484	849	0	0	0	0	0	0	0
H3c13	92.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	164	396	0	0	0	0	0	286	814	826	0	0	0	0	0	0	0	0	618	0
Akr1e1	92.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	461	637	0	145	0	141	0	0	0	0	137	285	289	0	0	0	0	0	1058	0
Fdps	92.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	1095	967	0	135	0	0	0	0	371	372	0	0	0	0	0	0	0	0	167	0
Abcc1	92.514286	0	0	174	0	0	0	0	0	0	0	0	0	0	0	308	0	916	819	0	151	0	0	0	0	366	365	0	0	139	0	0	0	0	0	0	0
Gls	92.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	788	797	0	0	0	0	0	0	151	150	0	177	787	0	0	0	0	0	240	0
Tmem223	92.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	939	1259	0	142	0	0	0	0	233	231	0	0	0	0	0	0	0	0	205	0
Tmem179b	92.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	939	1259	0	142	0	0	0	0	233	231	0	0	0	0	0	0	0	0	205	0
Trip4	92.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	695	0	0	0	0	0	0	569	561	248	219	207	0	0	0	0	0	212	0
Ahnak2	92.371429	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	335	158	301	663	0	0	0	0	0	1275	0
Csrp1	92.342857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	1090	282	0	0	0	164	0	0	200	202	0	182	244	0	0	0	0	0	388	0
Papolg	92.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	823	784	0	102	0	0	0	0	211	211	293	292	290	0	0	0	0	0	0	0
Insl3	92.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395	1395	0	0	441	0	0	0	0	0	0	0
Dclre1b	92.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	184	0	0	0	0	0	0	0	0	827	1012	826	0	0	0	0	0	189	0
B4galt1	92.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	984	783	0	280	0	0	0	0	151	151	149	214	210	0	0	0	0	0	206	0
Ap4b1	92.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	184	0	0	0	0	0	0	0	0	827	1012	826	0	0	0	0	0	189	0
Pkd1l3	92.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	437	1121	0	378	0	0	0	0	321	321	0	153	169	0	0	0	0	0	0	0
Setd1b	92.171429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	471	0	0	0	0	0	0	446	446	158	203	314	0	0	0	0	0	502	0
Ceacam10	92.171429	0	0	0	0	0	0	0	0	178	152	252	478	0	0	0	0	0	0	0	0	0	0	0	0	1089	1077	0	0	0	0	0	0	0	0	0	0
Sesn3	92.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	823	241	423	159	0	0	0	0	0	759	0
Spata5	92.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	411	0	0	0	0	0	0	970	971	228	181	0	0	0	0	0	0	257	0
Rxfp4	92.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	638	664	818	0	0	0	0	0	0	0
Neb	91.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	386	685	853	701	0	0	0	0	0	205	0
Capzb	91.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	961	507	0	602	0	0	0	0	0	198	0
Aebp2	91.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	390	0	0	0	0	0	289	522	516	0	0	588	0	0	0	0	0	582	0
Wipi2	91.942857	0	0	398	0	0	446	0	295	0	143	98	126	0	0	0	0	0	0	0	0	0	243	0	0	503	504	158	153	0	0	0	0	0	0	151	0
Mrps18c	91.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	229	324	0	0	0	0	0	0	746	746	158	236	192	0	0	0	0	0	394	0
Helq	91.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	229	324	0	0	0	0	0	0	746	746	158	236	192	0	0	0	0	0	394	0
Rpf1	91.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	800	967	0	0	0	0	0	0	90	91	185	297	249	0	0	0	0	0	331	0
Dock2	91.885714	0	0	161	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	415	413	760	729	606	0	0	0	0	0	0	0
Ercc6l2	91.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	393	0	0	0	0	0	214	678	676	0	0	199	0	0	0	0	0	708	0
Tceanc	91.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	972	1559	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4027	91.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	1106	916	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camkk2	91.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	598	0	130	0	0	0	0	295	296	388	359	621	0	0	0	0	0	0	0
Slc24a3	91.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	709	426	595	694	0	0	0	0	0	78	0
