Target_genes	Esrra|Average	SRX21934343|Brown_adipocytes	SRX17622702|Brown_adipose_tissue	SRX17622703|Brown_adipose_tissue	SRX1890323|Brown_adipose_tissue	SRX1890324|Brown_adipose_tissue	SRX1716885|C2C12	SRX24915614|Duodenal_villus	SRX24915615|Duodenal_villus	SRX1743135|Frontal_cortex	SRX1743136|Frontal_cortex	SRX15672330|Liver	SRX15672332|Liver	SRX18421145|Liver	SRX18421147|Liver	SRX18421149|Skeletal_muscle	SRX18421151|Skeletal_muscle	SRX218535|Unclassified	STRING
Galm	66.294118	369	0	196	201	168	0	0	0	0	0	0	0	0	0	0	0	193	0
Eif4ebp3	66.235294	0	0	0	114	0	0	0	0	0	0	0	0	0	267	0	0	745	0
Kank2	66.176471	0	150	524	0	164	0	0	0	0	0	0	0	0	0	0	0	287	0
Capn9	66.176471	353	0	153	282	168	169	0	0	0	0	0	0	0	0	0	0	0	0
Tank	66.117647	366	0	118	230	253	0	0	0	0	157	0	0	0	0	0	0	0	0
Map3k5	66.058824	279	0	138	131	233	0	0	0	92	84	0	0	0	0	0	0	166	0
Ugt1a7c	66.000000	390	0	344	220	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a2	66.000000	372	99	228	221	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a9	66.000000	363	0	80	112	232	0	0	0	192	143	0	0	0	0	0	0	0	0
Dgat1	66.000000	329	0	127	233	300	0	0	0	0	0	0	0	0	0	0	0	133	0
Tmem41b	65.823529	590	0	0	330	199	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpa1	65.764706	263	0	161	181	369	0	0	0	0	144	0	0	0	0	0	0	0	0
Hjurp	65.764706	186	0	0	143	207	0	0	0	322	260	0	0	0	0	0	0	0	0
Hivep1	65.764706	473	130	169	127	219	0	0	0	0	0	0	0	0	0	0	0	0	0
Adap1	65.764706	293	0	264	354	207	0	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	65.764706	186	0	0	143	207	0	0	0	322	260	0	0	0	0	0	0	0	0
Nucks1	65.705882	387	0	71	95	113	0	0	0	0	70	0	0	0	0	0	0	381	0
Ralgds	65.588235	463	0	0	265	195	0	0	0	92	0	0	0	0	0	0	0	100	0
Lemd3	65.588235	337	0	242	0	147	0	0	0	100	86	0	0	0	0	0	0	203	0
Arhgap23	65.588235	399	0	113	177	285	0	0	0	0	0	0	0	0	0	0	0	141	0
Zfp526	65.529412	337	0	0	171	309	0	0	0	0	0	0	0	0	0	0	0	297	0
Rgs11	65.529412	412	0	178	308	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn2	65.529412	211	0	249	79	0	0	0	0	0	137	0	0	0	0	0	0	438	0
Pdia2	65.529412	412	0	178	308	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	65.529412	337	0	0	171	309	0	0	0	0	0	0	0	0	0	0	0	297	0
C130050O18Rik	65.529412	400	0	276	204	234	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip	65.529412	583	0	151	259	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgdig	65.529412	412	0	178	308	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt19	65.470588	110	0	244	0	0	0	0	0	204	316	0	0	0	0	0	0	239	0
Cfap54	65.470588	439	0	176	234	178	0	0	0	86	0	0	0	0	0	0	0	0	0
Cbl	65.470588	502	0	218	153	240	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp9a	65.470588	410	0	150	197	267	0	0	0	89	0	0	0	0	0	0	0	0	0
Tmed1	65.411765	441	0	220	162	147	0	0	0	0	0	0	0	0	0	0	0	142	0
Tbc1d14	65.411765	142	0	145	0	0	0	0	0	0	223	0	0	221	0	0	0	381	0
Orm2	65.411765	408	0	119	218	367	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk16	65.411765	167	0	412	186	94	0	0	0	98	0	0	0	0	0	0	0	155	0
Qtrt2	65.352941	470	0	172	252	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc191	65.352941	470	0	172	252	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnip	65.294118	311	150	156	211	282	0	0	0	0	0	0	0	0	0	0	0	0	0
Hddc3	65.294118	201	0	209	124	149	76	0	0	0	0	0	0	0	0	0	0	351	0
Lgr4	65.235294	465	0	264	130	250	0	0	0	0	0	0	0	0	0	0	0	0	0
Ip6k3	65.235294	404	0	229	228	248	0	0	0	0	0	0	0	0	0	0	0	0	0
Sftpb	65.176471	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	980	0
Unc93a	65.117647	352	0	145	250	360	0	0	0	0	0	0	0	0	0	0	0	0	0
Stag1	65.117647	331	0	125	258	393	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha3	65.117647	499	0	0	199	268	0	0	0	0	141	0	0	0	0	0	0	0	0
Lrrc8d	65.117647	404	0	0	256	235	0	0	0	0	0	0	0	0	0	0	0	212	0
Fkbp7	65.117647	499	0	0	199	268	0	0	0	0	141	0	0	0	0	0	0	0	0
Slfn9	65.058824	302	0	232	171	177	0	0	0	0	0	0	0	0	0	0	0	224	0
Maob	65.058824	412	0	319	145	230	0	0	0	0	0	0	0	0	0	0	0	0	0
Tprn	65.000000	323	0	0	281	265	0	0	0	0	0	0	0	0	0	0	0	236	0
Mmachc	65.000000	364	0	261	264	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpdl	65.000000	467	0	161	224	253	0	0	0	0	0	0	0	0	0	0	0	0	0
Enoph1	65.000000	467	0	161	224	253	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc163	65.000000	364	0	261	264	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr155	64.941176	235	187	452	0	126	0	0	0	0	104	0	0	0	0	0	0	0	0
Dhrs7	64.941176	202	0	221	0	134	0	0	0	221	196	0	0	0	0	0	0	130	0
Ints12	64.882353	433	0	0	158	209	96	0	0	120	87	0	0	0	0	0	0	0	0
Il1a	64.882353	296	0	521	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstcd	64.882353	433	0	0	158	209	96	0	0	120	87	0	0	0	0	0	0	0	0
Tut7	64.764706	405	0	307	115	0	0	0	0	136	138	0	0	0	0	0	0	0	0
Olfr287	64.764706	211	0	271	144	166	0	0	0	0	0	0	0	0	0	0	0	309	0
Mt1	64.764706	405	123	302	192	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Zadh2	64.705882	288	0	269	177	192	0	0	0	0	0	0	0	0	0	0	0	174	0
Tshz1	64.705882	288	0	269	177	192	0	0	0	0	0	0	0	0	0	0	0	174	0
Itsn1	64.705882	347	0	0	207	248	0	0	0	72	96	0	0	0	0	0	0	130	0
Icam5	64.705882	351	0	106	135	242	143	0	0	0	0	0	0	0	0	0	0	123	0
Icam4	64.705882	351	0	106	135	242	143	0	0	0	0	0	0	0	0	0	0	123	0
Cryzl1	64.705882	347	0	0	207	248	0	0	0	72	96	0	0	0	0	0	0	130	0
C330007P06Rik	64.705882	410	0	281	133	276	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilf2	64.647059	562	0	0	352	185	0	0	0	0	0	0	0	0	0	0	0	0	0
Colca2	64.647059	201	209	426	0	0	0	0	0	113	150	0	0	0	0	0	0	0	0
Atp1a3	64.588235	312	0	0	0	232	0	0	0	0	185	0	0	0	97	0	0	272	0
Slc35g3	64.529412	487	0	0	307	197	0	0	0	0	106	0	0	0	0	0	0	0	0
Rbm47	64.529412	529	0	181	236	151	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2a	64.529412	487	0	0	307	197	0	0	0	0	106	0	0	0	0	0	0	0	0
Pdxp	64.529412	121	0	0	0	114	0	0	0	0	0	0	0	117	165	0	0	580	0
Rnf152	64.470588	366	0	144	243	219	0	0	0	124	0	0	0	0	0	0	0	0	0
Vmo1	64.411765	0	0	0	0	0	0	0	0	0	0	0	0	176	250	0	0	669	0
Abcd3	64.411765	364	0	142	208	208	0	0	0	59	114	0	0	0	0	0	0	0	0
Wbp1	64.352941	318	0	201	147	233	0	0	0	0	0	0	0	0	0	0	0	195	0
Atp8a1	64.352941	314	0	291	211	171	0	0	0	107	0	0	0	0	0	0	0	0	0
Camk1d	64.294118	0	0	0	0	0	0	0	0	0	0	0	0	172	154	0	0	767	0
Sgo2a	64.235294	401	0	247	228	216	0	0	0	0	0	0	0	0	0	0	0	0	0
Samhd1	64.235294	300	156	323	100	213	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54l2	64.235294	280	0	248	297	156	111	0	0	0	0	0	0	0	0	0	0	0	0
Erich4	64.176471	167	0	369	182	128	0	0	0	0	109	0	0	0	0	0	0	136	0
Dmac2	64.176471	167	0	369	182	128	0	0	0	0	109	0	0	0	0	0	0	136	0
Cox14	64.176471	198	0	268	192	187	0	0	0	113	133	0	0	0	0	0	0	0	0
Fam222a	64.117647	388	0	199	209	294	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym2	64.058824	0	0	0	0	0	0	0	0	0	0	0	0	110	187	0	0	792	0
Mrps5	64.058824	549	0	0	318	87	0	0	0	0	135	0	0	0	0	0	0	0	0
Ralgapa2	64.000000	449	0	0	251	266	0	0	0	0	122	0	0	0	0	0	0	0	0
Gys2	64.000000	306	0	116	150	178	0	0	0	0	0	0	0	0	152	0	0	186	0
Slc40a1	63.941176	313	0	152	182	0	0	0	0	0	145	0	0	0	0	0	0	295	0
Kctd5	63.941176	362	0	0	210	284	0	0	0	144	87	0	0	0	0	0	0	0	0
Pttg1	63.823529	381	0	336	170	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a1	63.764706	141	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	807	0
Dop1b	63.764706	301	0	140	227	159	156	0	0	0	0	0	0	0	0	0	0	101	0
Ankrd33	63.764706	421	0	0	374	289	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmbim6	63.705882	419	0	131	231	229	0	0	0	0	73	0	0	0	0	0	0	0	0
Ccdc69	63.588235	348	0	247	240	246	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpsm3	63.529412	0	0	0	0	0	0	0	0	0	216	0	0	121	0	0	0	743	0
Lgi4	63.470588	232	0	0	116	327	0	0	0	0	0	0	0	0	0	0	0	404	0
Flcn	63.470588	309	0	361	269	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3a	63.470588	321	0	0	194	208	0	0	0	128	133	0	0	0	0	0	0	95	0
Ppat	63.411765	203	0	220	131	0	0	0	0	139	178	0	0	0	0	0	0	207	0
Paics	63.411765	203	0	220	131	0	0	0	0	139	178	0	0	0	0	0	0	207	0
Npc2	63.411765	443	0	0	267	267	0	0	0	0	101	0	0	0	0	0	0	0	0
Isca2	63.411765	443	0	0	267	267	0	0	0	0	101	0	0	0	0	0	0	0	0
Zfc3h1	63.352941	339	0	243	185	215	0	0	0	0	95	0	0	0	0	0	0	0	0
Thap2	63.352941	339	0	243	185	215	0	0	0	0	95	0	0	0	0	0	0	0	0
Tars	63.352941	144	0	0	230	129	0	0	0	0	0	0	0	0	0	0	0	574	0
Mbd4	63.352941	371	0	407	206	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Ift122	63.352941	371	0	407	206	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Tomm70a	63.294118	0	0	264	0	0	116	0	0	266	337	0	93	0	0	0	0	0	0
Nrip2	63.294118	425	0	0	239	219	0	0	0	0	0	0	0	0	0	0	0	193	0
Mapk14	63.294118	487	0	102	273	214	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst12	63.294118	471	0	156	247	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l14	63.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0
4932438A13Rik	63.294118	192	112	560	0	0	0	0	0	91	121	0	0	0	0	0	0	0	0
Vamp1	63.235294	306	0	132	191	278	0	0	0	0	0	0	0	0	0	0	0	168	0
Rrbp1	63.176471	387	0	0	0	0	0	0	0	0	79	0	0	115	125	0	0	368	0
Spef1	63.117647	576	0	0	205	292	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy6	63.117647	297	0	247	285	244	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrg2	63.058824	523	0	0	254	295	0	0	0	0	0	0	0	0	0	0	0	0	0
Nosip	63.058824	523	0	0	254	295	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf15	63.058824	472	0	163	179	258	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim16	63.000000	480	0	0	304	287	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex22	63.000000	219	0	630	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps15	63.000000	423	0	274	208	166	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxna1	62.882353	348	0	187	169	365	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrpprc	62.882353	235	0	137	0	160	0	0	0	105	132	0	0	0	0	0	0	300	0
Ipo11	62.823529	492	0	146	153	174	0	0	0	0	103	0	0	0	0	0	0	0	0
Ccdc190	62.823529	429	0	177	94	368	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl3	62.764706	260	108	85	377	237	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21149	62.764706	0	0	0	0	0	0	97	0	0	0	298	85	227	247	113	0	0	0
Cep68	62.705882	0	208	681	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
Sema4a	62.647059	319	0	74	300	177	0	0	0	0	0	0	0	0	0	0	0	195	0
Fbxw7	62.588235	0	0	0	0	0	0	0	0	106	97	0	0	153	0	0	0	708	0
Dgkd	62.588235	182	0	0	0	131	0	0	0	0	103	0	0	0	0	0	0	648	0
Arhgef7	62.588235	374	0	112	226	196	0	0	0	78	78	0	0	0	0	0	0	0	0
Slc44a3	62.529412	310	0	0	254	350	0	0	0	0	0	0	0	0	0	0	0	149	0
Gm21119	62.529412	0	0	0	0	0	0	0	0	0	167	233	214	87	0	0	185	177	0
Eif4e	62.470588	261	0	333	203	205	0	0	0	0	60	0	0	0	0	0	0	0	0
Ppp2r1a	62.411765	317	119	303	120	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces2e	62.411765	317	0	223	119	402	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrvi1	62.352941	411	0	0	299	350	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints6	62.352941	614	0	0	293	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf125	62.294118	115	0	0	0	120	0	0	0	0	0	0	0	0	183	0	0	641	0
Alpl	62.294118	263	0	332	145	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsamp	62.235294	148	0	0	145	590	0	0	0	0	0	0	0	0	0	0	0	175	0
Eps15l1	62.235294	0	0	0	153	0	0	0	0	78	139	0	0	0	0	0	0	688	0
A530016L24Rik	62.235294	380	0	193	209	276	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubb	62.176471	320	0	0	302	153	0	282	0	0	0	0	0	0	0	0	0	0	0
Rps14	62.176471	431	0	130	238	258	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3	62.176471	267	0	162	430	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Plin2	62.176471	200	0	0	111	83	0	0	0	0	0	0	0	0	128	0	0	535	0
Lims1	62.176471	324	0	173	232	122	0	0	0	0	82	0	0	0	0	0	0	124	0
Zfp991	62.117647	0	0	0	0	0	0	0	0	0	76	184	224	0	246	199	127	0	0
Shmt1	62.117647	152	0	97	89	114	0	0	0	106	0	0	0	0	110	0	0	388	0
Pbld1	62.117647	301	0	148	227	380	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlycd	62.117647	304	0	0	194	0	0	0	0	0	0	0	0	0	109	0	0	449	0
Adamts3	62.117647	248	0	245	132	304	127	0	0	0	0	0	0	0	0	0	0	0	0
Tenm4	62.058824	436	0	122	178	231	0	0	0	0	88	0	0	0	0	0	0	0	0
Tbcel	62.058824	211	0	332	219	0	0	0	0	0	76	0	0	0	0	0	0	217	0
Nol11	62.058824	470	0	0	326	176	0	0	0	0	83	0	0	0	0	0	0	0	0
Ghrh	62.058824	456	0	125	203	271	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4a	62.058824	446	0	88	150	211	0	0	0	76	84	0	0	0	0	0	0	0	0
Tbcb	62.000000	362	0	192	207	0	0	0	0	0	0	0	0	0	0	0	0	293	0
Polr2i	62.000000	362	0	192	207	0	0	0	0	0	0	0	0	0	0	0	0	293	0
Ovol3	62.000000	362	0	192	207	0	0	0	0	0	0	0	0	0	0	0	0	293	0
Med15	61.941176	0	0	170	0	0	0	0	0	0	0	0	0	0	269	0	0	614	0
Gpr55	61.941176	0	0	0	0	0	0	0	0	0	0	0	0	134	225	0	0	694	0
Ces1e	61.941176	439	0	0	289	325	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem186	61.882353	349	0	155	207	341	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprd2	61.882353	178	0	0	132	134	0	0	0	121	211	0	0	0	0	0	0	276	0
Ptp4a1	61.882353	347	0	111	195	192	0	0	0	109	98	0	0	0	0	0	0	0	0
Pmm2	61.882353	349	0	155	207	341	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd3	61.823529	211	145	389	0	0	0	0	0	89	217	0	0	0	0	0	0	0	0
Nek9	61.823529	559	0	0	209	283	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx37	61.823529	456	0	111	290	194	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan10	61.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	826	0
Nploc4	61.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	826	0
Megf8	61.764706	330	0	130	267	141	0	0	0	0	0	0	0	0	0	0	0	182	0
Car3	61.764706	446	0	0	300	304	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp3	61.705882	0	108	326	0	0	0	0	0	218	397	0	0	0	0	0	0	0	0
Lmo7	61.705882	255	0	237	169	134	0	0	0	108	146	0	0	0	0	0	0	0	0
Atp5d	61.705882	155	104	343	0	108	0	0	0	0	0	0	0	0	0	0	0	339	0
Rpl36	61.647059	323	0	180	335	210	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmd3	61.647059	391	0	260	78	79	0	0	0	91	0	0	0	0	0	0	0	149	0
Micos13	61.647059	323	0	180	335	210	0	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd1c	61.647059	321	0	115	142	303	0	0	0	58	109	0	0	0	0	0	0	0	0
Ehd1	61.588235	380	0	102	214	248	0	0	0	0	103	0	0	0	0	0	0	0	0
Gsk3a	61.529412	430	0	0	358	258	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnah10	61.529412	414	0	294	211	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Cbr4	61.470588	550	0	139	128	228	0	0	0	0	0	0	0	0	0	0	0	0	0
Msra	61.411765	113	0	0	0	98	0	0	0	94	132	0	0	0	145	0	0	462	0
Gm36028	61.352941	395	0	0	233	273	0	0	0	0	0	0	0	0	0	0	0	142	0
Cspg4	61.352941	213	0	346	191	117	0	0	0	0	0	0	0	0	0	0	0	176	0
Tbl1x	61.294118	281	0	95	368	298	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	61.294118	284	70	137	235	316	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpine1	61.235294	284	0	145	122	188	0	0	0	0	0	0	0	0	0	0	0	302	0
Sec22b	61.235294	518	0	0	364	159	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs7	61.235294	276	0	165	72	172	0	0	0	132	224	0	0	0	0	0	0	0	0
Ntmt1	61.176471	411	0	144	160	139	0	0	0	0	0	0	0	0	0	0	0	186	0
Castor2	61.176471	314	0	0	233	305	0	0	0	0	0	0	0	0	0	0	0	188	0
Ano9	61.176471	426	0	0	238	376	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53i13	61.117647	284	0	154	83	217	0	0	0	0	0	0	0	0	0	0	0	301	0
Pdzrn3	61.117647	388	0	148	302	201	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2c2ap	61.117647	374	0	98	133	262	0	0	0	0	0	0	0	0	0	0	0	172	0
Abhd15	61.117647	284	0	154	83	217	0	0	0	0	0	0	0	0	0	0	0	301	0
Supt5	61.058824	473	0	0	278	287	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim10l1	61.000000	302	0	339	213	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo3	60.941176	556	0	0	190	94	0	0	0	82	114	0	0	0	0	0	0	0	0
Ehd3	60.882353	403	0	165	230	237	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbr3	60.882353	0	0	0	108	216	550	0	0	0	0	0	0	0	0	0	0	161	0
Anxa5	60.823529	230	0	0	294	319	0	0	0	80	111	0	0	0	0	0	0	0	0
1810062G17Rik	60.823529	230	0	0	294	319	0	0	0	80	111	0	0	0	0	0	0	0	0
Uckl1	60.764706	388	0	129	309	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc12	60.764706	248	120	223	234	208	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	60.764706	203	0	111	0	0	162	0	0	100	126	0	0	0	0	0	0	331	0
Akt1	60.764706	119	0	411	0	199	0	0	0	181	123	0	0	0	0	0	0	0	0
Pm20d2	60.705882	0	128	325	0	0	0	0	0	173	406	0	0	0	0	0	0	0	0
Khsrp	60.705882	288	148	265	203	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Jarid2	60.705882	200	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	692	0
Grhl3	60.705882	589	0	0	254	189	0	0	0	0	0	0	0	0	0	0	0	0	0
Cidea	60.705882	149	0	520	0	128	0	0	0	0	0	0	0	0	0	0	0	235	0
Proc	60.647059	288	0	252	283	208	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppl	60.647059	189	0	225	122	361	0	0	0	0	0	0	0	0	0	0	0	134	0
Slc26a6	60.588235	395	0	156	231	248	0	0	0	0	0	0	0	0	0	0	0	0	0
Ric8b	60.588235	292	0	0	121	0	0	0	0	76	101	0	0	0	0	0	0	440	0
Fam71e1	60.529412	152	0	110	0	0	0	0	0	0	0	0	0	0	305	0	0	462	0
Emc10	60.529412	152	0	110	0	0	0	0	0	0	0	0	0	0	305	0	0	462	0
Samd4	60.411765	127	0	306	0	0	0	0	0	128	122	0	0	0	98	0	0	246	0
Cox19	60.411765	198	0	453	177	86	0	0	0	0	113	0	0	0	0	0	0	0	0
Fosl2	60.352941	278	0	124	180	213	0	0	0	0	0	0	0	0	0	0	0	231	0
Abtb1	60.294118	92	124	434	212	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl12	60.235294	321	0	290	266	147	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c6	60.235294	417	0	0	187	263	0	0	0	0	157	0	0	0	0	0	0	0	0
Dynlrb1	60.235294	282	0	0	166	261	0	0	0	87	73	0	0	0	0	0	0	155	0
Plaat3	60.176471	113	0	310	277	221	0	0	0	0	102	0	0	0	0	0	0	0	0
Pik3cd	60.176471	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	251	677	0
Hipk4	60.176471	0	0	0	0	0	0	0	0	0	0	0	0	151	217	0	0	655	0
Zbtb37	60.117647	372	0	0	350	300	0	0	0	0	0	0	0	0	0	0	0	0	0
Caprin1	60.117647	105	189	629	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0
Pimreg	60.058824	261	0	479	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp1	60.058824	148	0	117	0	0	0	0	0	116	0	0	0	0	0	0	0	640	0
Atg4d	60.058824	128	0	0	204	105	0	0	0	0	0	0	0	0	150	0	0	434	0
Zc3h4	60.000000	357	0	0	247	162	0	0	0	99	0	0	0	0	0	0	0	155	0
Sf3b4	60.000000	413	0	83	118	0	0	0	0	111	0	0	0	0	0	0	0	295	0
Mafb	60.000000	293	90	249	198	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Swap70	59.882353	206	0	0	172	229	0	0	0	159	252	0	0	0	0	0	0	0	0
Olfr806	59.882353	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	246	0
Rps20	59.823529	193	0	221	127	90	0	0	0	179	207	0	0	0	0	0	0	0	0
Gls	59.823529	0	143	287	0	0	0	0	0	191	396	0	0	0	0	0	0	0	0
Zfp418	59.764706	248	0	278	172	135	0	0	0	0	183	0	0	0	0	0	0	0	0
Usp35	59.764706	122	0	103	94	133	0	0	0	260	304	0	0	0	0	0	0	0	0
Phb2	59.764706	201	0	261	327	0	105	0	0	0	0	0	0	0	0	0	0	122	0
Kctd21	59.764706	122	0	103	94	133	0	0	0	260	304	0	0	0	0	0	0	0	0
Flacc1	59.764706	308	0	117	268	323	0	0	0	0	0	0	0	0	0	0	0	0	0
Emg1	59.764706	201	0	261	327	0	105	0	0	0	0	0	0	0	0	0	0	122	0
Them5	59.705882	245	0	157	0	237	0	0	0	0	0	0	0	0	0	0	0	376	0
H3c15	59.705882	282	0	0	364	164	0	205	0	0	0	0	0	0	0	0	0	0	0
H3c14	59.705882	282	0	0	364	164	0	205	0	0	0	0	0	0	0	0	0	0	0
H2ac19	59.705882	282	0	0	364	164	0	205	0	0	0	0	0	0	0	0	0	0	0
H2ac18	59.705882	282	0	0	364	164	0	205	0	0	0	0	0	0	0	0	0	0	0
Fxyd6	59.647059	406	0	0	283	325	0	0	0	0	0	0	0	0	0	0	0	0	0
Mief1	59.529412	0	0	368	121	118	148	0	0	0	0	0	0	0	0	0	0	257	0
Zfp775	59.470588	0	204	417	0	0	0	0	0	0	107	0	0	0	121	0	0	162	0
Thra	59.470588	210	0	137	0	175	0	0	0	0	75	0	0	0	0	0	0	414	0
Nme7	59.470588	422	0	0	156	257	176	0	0	0	0	0	0	0	0	0	0	0	0
Blzf1	59.470588	422	0	0	156	257	176	0	0	0	0	0	0	0	0	0	0	0	0
Snrpc	59.411765	354	0	0	477	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Hint3	59.411765	286	0	149	141	0	143	0	0	97	194	0	0	0	0	0	0	0	0
Tomm40	59.352941	102	208	272	148	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Gm6712	59.352941	177	106	230	144	0	0	0	0	0	157	0	0	0	0	0	0	195	0
Dagla	59.352941	487	0	0	190	332	0	0	0	0	0	0	0	0	0	0	0	0	0
Amn1	59.352941	300	0	85	173	172	0	0	0	0	0	0	0	0	0	0	0	279	0
Camkk1	59.176471	261	0	187	203	138	0	0	0	0	0	0	0	0	0	0	0	217	0
Tmem202	59.117647	373	0	0	200	277	0	0	0	0	0	0	0	0	0	0	0	155	0
Bzw2	59.058824	251	0	224	143	386	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy2	59.058824	251	0	224	143	386	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrt1	58.941176	0	0	0	0	0	0	0	0	336	666	0	0	0	0	0	0	0	0
Gdf5	58.941176	482	0	0	271	249	0	0	0	0	0	0	0	0	0	0	0	0	0
Flrt1	58.941176	368	0	0	251	383	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibp	58.882353	278	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsw	58.882353	278	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag6	58.882353	459	0	196	191	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc93a2	58.823529	446	0	137	195	222	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing4	58.823529	380	0	96	195	205	0	0	0	0	0	0	0	0	0	0	0	124	0
