Target_genes	Hif1a|Average	SRX13832293|BEko	SRX13832294|BEko	SRX13832299|BEko	SRX13832300|BEko	SRX9718436|B_cells	SRX21404931|CD4+_T_cells	SRX21404933|CD4+_T_cells	SRX21404935|CD4+_T_cells	SRX21404937|CD4+_T_cells	SRX21404939|CD4+_T_cells	SRX21404941|CD4+_T_cells	SRX122402|Dendritic_Cells	SRX122403|Dendritic_Cells	SRX122404|Dendritic_Cells	SRX122405|Dendritic_Cells	SRX698168|Embryonic_heart	SRX698169|Embryonic_heart	SRX7541943|EpiSC	SRX7541944|EpiSC	SRX8844230|EpiSC	SRX8844231|EpiSC	SRX13945543|ES_cells	SRX13945544|ES_cells	SRX13945545|ES_cells	SRX13945546|ES_cells	SRX13945547|ES_cells	SRX13945548|ES_cells	SRX2146745|Melanocytes	SRX2146746|Melanocytes	SRX23691463|Periosteum	SRX3331740|Prefrontal_Cortex	SRX3331741|Prefrontal_Cortex	SRX3331742|Prefrontal_Cortex	SRX3331743|Prefrontal_Cortex	SRX13253003|Prostate_carcinoma	SRX187224|Th17_Cells	SRX187225|Th17_Cells	STRING
Tfr2	28.621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	171	130	0	0	0	0	0	0	0	0	0	0	0
Nab2	28.621622	0	0	0	0	0	0	0	134	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	194	119	0	0	0	0	0	0	171	144	0
Vhl	28.594595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	162	146	360	0
Ddah1	28.594595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
Slc29a2	28.567568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	193	0	0	0	0	427	0	108	109	0	0	0	0	0	0	0	81	0	0	0
Samsn1	28.567568	0	0	0	0	0	144	0	0	176	105	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc2	28.567568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	88	0	0	0	0	144	0	0	0	206	133	0	0	0	0	0	124	0	206	0
Arih1	28.567568	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	99	0	0	0	0	350	142	0	0	0	0	0	0	0	0	0	101	0	175	0
Anapc5	28.567568	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	105	0	0	0	0	0	0	174	0	143	0	0	0	0	0	0	0	0	146	0	165	0
Kctd1	28.540541	0	0	0	0	0	0	0	86	135	178	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
Gorasp2	28.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	251	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	112	195	174	0
Dusp23	28.540541	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	537	146	131	117	0	0	0	0	0	0	0	0	0	0	0
Wtap	28.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	671	0	126	0	125	0	0	0	0	0	0	0	0	0	0
Hspa14	28.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	215	0	0	0	0	0	0	0	0	87	267	184	0
Cdnf	28.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	215	0	0	0	0	0	0	0	0	87	267	184	0
Rsl24d1	28.459459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	327	0	0	0	0	0	0	0	0	0
Smpd2	28.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	95	0	0	387	397	0	0	0	0	0	0	0	0	0
Ppil6	28.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	95	0	0	387	397	0	0	0	0	0	0	0	0	0
Parp6	28.405405	0	134	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	143	0	141	0
Unk	28.351351	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	122	0	0	0	0	0	0	0	148	104	126	0
Ackr3	28.351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	171	277	0	0	0	0	0	0	0	0	0	0	0	0
Tcerg1	28.324324	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	71	0	0	0	0	0	0	174	0	197	0	0	0	0	0	0	0	0	97	128	182	0
Polr3e	28.297297	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	485	125	0	0	0	0	0	0	0	91	0
Tph1	28.270270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	404	0	0	0	0	0	0	0	0	104	0	0	0
H2bc14	28.270270	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	101	0	0	0	0	304	0	201	0	0	0	0	0	0	0	0	112	148	0	0
Eif3b	28.270270	0	0	0	0	0	0	0	0	129	0	297	0	0	0	0	0	0	0	186	0	0	0	0	124	0	0	0	110	0	0	0	0	0	0	70	0	130	0
Trpm7	28.243243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	598	206	0	0	0	0	0	108	0	0	0
Rpl3l	28.216216	145	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	114	0	0	0	0	0	0	0	0	154	191	0
Msrb1	28.216216	145	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	114	0	0	0	0	0	0	0	0	154	191	0
Zfp322a	28.189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	461	204	127	0	0	0	0	0	0	0	0	118	0	0	0
Ccni	28.162162	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	133	0	0	0	0	363	0	202	0	129	0	0	0	0	0	0	120	0	0	0
2010109A12Rik	28.162162	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	133	0	0	0	0	363	0	202	0	129	0	0	0	0	0	0	120	0	0	0
Zcwpw1	28.135135	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	333	130	0	105	133	0	0	0	0	0	0	0	0	0	0
Mepce	28.135135	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	333	130	0	105	133	0	0	0	0	0	0	0	0	0	0
Mlec	28.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	154	141	0	0	0	0	0	88	152	115	0
Canx	28.108108	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	274	0	0	0	0	238	0	0	0	211	0	0	0	0	0	0	128	0	95	0
Nupl1	28.054054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	116	0	118	0
Gtf3c4	28.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	389	220	0	0	0	0	0	0	0	154	0
Ddx31	28.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	389	220	0	0	0	0	0	0	0	154	0
Rabl6	27.972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	260	0	0	0	0	239	0	140	0	105	0	0	0	0	0	0	0	0	194	0
Gm17266	27.945946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	135	246	157	0	0	0	0	0	0	0	0	0	0	0
H2bc13	27.918919	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	118	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	145	0	208	0
H2ac13	27.918919	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	118	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	145	0	208	0
Gtf3c5	27.918919	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	157	0	0	0	0	0	0	286	117	140	0	0	0	0	0	0	0	0	94	0	0	0
Cyp2s1	27.891892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	105	0	157	0	0	0	0	0	0	0	0	0	149	0
Cplane2	27.891892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	457	0	0	0	0	0	0	0	0	0
Nkx3-2	27.864865	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	131	162	0
Rbis	27.837838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	211	0	0	0	0	0	0	0	0	0	161	210	0
Napa	27.810811	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	470	0	100	83	220	0	0	0	0	0	0	0	0	0	0
Rpn1	27.702703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	495	351	0	0	0	0	0	103	0	0	0
Tmx3	27.648649	0	0	0	0	0	0	0	106	0	0	134	0	0	0	0	0	0	0	0	0	0	143	0	310	161	169	0	0	0	0	0	0	0	0	0	0	0	0
Foxk2	27.648649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	362	0	0	0	0	0	0	0	0	0
Slc26a10	27.621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	154	0	180	0	0	0	0	0	0	0	0	0	0	0
Arhgef25	27.621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	154	0	180	0	0	0	0	0	0	0	0	0	0	0
Ift172	27.594595	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	127	137	0	0	0	0	0	0	0	0	208	0
Fndc4	27.594595	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	127	137	0	0	0	0	0	0	0	0	208	0
Prr14	27.567568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	270	0	0	0	0	0	0	0	0	0
Ppp2r3a	27.567568	219	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Cic	27.567568	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	143	0	0	0	0	0	0	83	312	0
Wdr81	27.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	610	198	0	0	0	0	0	0	0	0	0
Mapkapk5	27.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	242	0	0	0	0	0	174	0	0	0
Zfp692	27.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	547	283	0	0	0	0	0	0	92	0	0
Vangl1	27.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	184	0	138	0	0	0	0	0	0	116	0	0	0
Prr5l	27.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	165	0	0	0	346	0	0	0	0	0	0	154	0	231	0
Mex3d	27.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	628	124	0	144	0	0	0	0	0	0	0	0	0	0	0
Bbs5	27.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	73	0	0	0	322	315	0	0	0	0	0	0	0	125	0
Polg2	27.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	301	121	0	0	102	0	0	0	0	0	0	85	102	101	0
Dcaf12	27.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	384	0	0	123	163	0	0	0	0	0	0	79	0	163	0
Tbc1d10b	27.459459	0	0	0	0	0	122	0	0	0	126	329	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Mylpf	27.459459	0	0	0	0	0	122	0	0	0	126	329	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Nxf1	27.432432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	83	0	0	0	0	0	0	154	135	392	0
Cdk12	27.432432	0	0	0	335	0	0	0	0	0	0	0	126	0	95	112	0	0	0	0	0	0	0	0	170	0	0	0	177	0	0	0	0	0	0	0	0	0	0
Mrpl17	27.378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	102	0	0	0	0	376	101	0	119	0	0	0	0	0	0	0	77	0	133	0
Hrob	27.351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	238	121	0	0	0	0	0	0	0	0	0	0	139	274	0
Gns	27.351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	294	0	0	0	0	0	0	0	0	0
Rnft1	27.324324	163	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	140	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	130	0	98	0
Runx1	27.297297	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	264	419	0
Rmnd1	27.297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	84	0	474	156	0	0	0	0	0	0	0	101	0
Armt1	27.297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	84	0	474	156	0	0	0	0	0	0	0	101	0
Snx15	27.270270	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	321	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Hes7	27.270270	0	0	0	0	0	0	0	107	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	231	0	0	0	0	0	0	0	0	0
Hax1	27.243243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	519	0	115	111	0	0	0	0	0	0	0	0	0	113	0
Dtd1	27.243243	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	121	0	0	0	0	336	0	188	0	78	0	0	0	0	0	0	163	0	0	0
Grb2	27.189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	146	153	0	0	0	0	0	0	0	0	0	0	212	0
Tfdp1	27.162162	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	304	175	175	0	0	0	0	0	0	0	0	0	0	142	0
Serf1	27.135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	389	0	0	0	0	0	0	0	0	0
Bdp1	27.135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	389	0	0	0	0	0	0	0	0	0
Tatdn2	27.108108	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	244	0	153	0	0	0	0	0	0	0	0	0	125	235	0
Qtrt2	27.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	158	0	0	0	256	125	0	0	0	0	0	129	0	245	0
Ccdc191	27.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	158	0	0	0	256	125	0	0	0	0	0	129	0	245	0
Wdsub1	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	409	79	150	0	0	0	0	0	0	0	0	134	0	164	0
Tsnax	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	88	131	248	0
Surf4	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	253	0	159	0	0	0	0	0	0	0	149	123	0
Stkld1	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	253	0	159	0	0	0	0	0	0	0	149	123	0
Hfe	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	272	0	119	0	0	0	0	0	0	0	0	0	0	0
Gm11634	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	244	131	0	0	0	0	0	0	0	0	0	0	0	0
Abi2	27.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	571	0	0	0	0	0	68	0	0	0
Adgb	27.027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	468	365	0	0	0	0	0	0	0	0	0
Ski	27.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	425	0	0	0	222	0
Miga1	27.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	469	0	233	0	0	0	0	0	0	0	0	0	0	131	0
Rcbtb1	26.972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	242	0	0	0	0	0	97	0	0	0
Bdnf	26.945946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	144	128	0	0	0	0	0	0	0	78	0	0	0
Gpn2	26.891892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	306	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	76	0
Hnrnpa1	26.864865	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	443	0	120	0	0	0	0	0	0	0	0	0	108	0	0
Cecr2	26.837838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	461	125	159	121	0	0	0	0	0	0	0	0	0	0	0
Uba5	26.783784	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	363	135	245	0	0	0	0	0	0	0	0	0	0	0	0
Phyhipl	26.783784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	73	144	151	0	0	0	0	0	0	0	0	0	0	0
Acad11	26.783784	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	363	135	245	0	0	0	0	0	0	0	0	0	0	0	0
Slc35g3	26.756757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	156	158	144	0	0	0	0	0	0	0	0	108	0
Mapk8ip1	26.756757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	495	428	0	0	0	0	0	0	0	0	0
Cdk5rap2	26.729730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	330	0	0	0	0	0	0	85	0	0	0	196	0	0	0	0	0	0	108	0	0	0
Dnajc10	26.702703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	376	0	0	0	0	0	0	0	0	0
Aamp	26.675676	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	200	0	0	0	0	0	0	0	0	0	180	0
Kri1	26.621622	99	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	73	0	361	0	124	0	0	0	0	0	0	0	0	0	0	89	0
Dag1	26.621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	121	213	187	0
Cdkn2d	26.621622	99	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	73	0	361	0	124	0	0	0	0	0	0	0	0	0	0	89	0
R3hcc1l	26.594595	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	132	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	181	0	142	0
Cryzl2	26.594595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	451	122	219	0	0	0	0	0	0	0	0	0	0	111	0
Sdcbp	26.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	492	0	0	0	0	0	0	0	0	0
Apbb2	26.540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	481	158	0	0	0	0	0	0	0	0	0
Thrap3	26.513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	617	173	0	0	0	0	0	92	0	0	0
Tctn1	26.486486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	374	0	0	0	0	0	0	0	0	0
Cflar	26.486486	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	446	0	168	105	0	0	0	0	0	0	0	90	0	106	0
Ubxn6	26.459459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	451	0	0	0	0	0	0	0	0	0
Hdgfl2	26.459459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	451	0	0	0	0	0	0	0	0	0
Tnfrsf9	26.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	677	0
Polr2b	26.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	236	142	151	0	0	0	0	0	0	0	0	0	138	0
Noa1	26.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	236	142	151	0	0	0	0	0	0	0	0	0	138	0
Anks3	26.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	383	352	0	0	0	0	0	112	0	0	0
4930451G09Rik	26.405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	383	352	0	0	0	0	0	112	0	0	0
Fosl2	26.351351	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	159	382	0
E4f1	26.324324	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	287	207	0	0	0	0	0	0	0	174	0
Mapk6	26.297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	136	0	0	0	0	345	0	120	109	0	0	0	0	0	0	0	0	0	188	0
Hnrnpd	26.297297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	471	174	238	0	0	0	0	0	0	0	0	0	0	0	0
Uri1	26.270270	0	0	0	0	0	122	0	0	0	0	616	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Pip4p1	26.270270	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	93	0	0	0	0	152	0	0	0	359	0	0	0	0	0	0	0	0	128	0
Hsp90ab1	26.270270	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	164	0	123	0	0	0	0	312	107	0	0	0	0	0	0	0	0	0	0	0	184	0
Ambra1	26.243243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	628	237	0	0	0	0	0	0	0	0	0
Tbc1d1	26.216216	186	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	104	391	0
Prmt5	26.216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	283	0	0	0	0	0	0	0	85	0
Nfxl1	26.216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	181	196	0	0	0	0	0	0	0	0	0	0	163	0
Lrrc73	26.216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	362	0	0	0	0	0	0	0	0	0
Car12	26.216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	142	0	393	0	138	0	0	0	0	0	0	0	0	0	192	0	0
Snapin	26.189189	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	86	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	229	0	152	0
Meig1	26.189189	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	327	0	0	0	0	0	0	0	0	0
Dclre1c	26.189189	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	327	0	0	0	0	0	0	0	0	0
Riox2	26.162162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	138	149	152	0	0	0	0	0	0	115	0	0	0
Commd9	26.162162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	115	0	0	0	346	0	0	0	0	0	0	154	0	231	0
Knl1	26.135135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	324	0	0	0	0	0	0	0	0	0
Trip12	26.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	456	383	0	0	0	0	0	0	0	0	0
Slc35a4	26.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	298	429	0
Fbxo36	26.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	456	383	0	0	0	0	0	0	0	0	0
Apbb3	26.108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	298	429	0
Nsun6	26.081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	306	0	0	0	156	0	0	0	0	0	0	131	0	244	0
