Target_genes	Rel|Average	SRX14226822|B_cells	SRX14226823|B_cells	SRX14226824|B_cells	SRX14226825|B_cells	SRX14226826|B_cells	SRX14226827|B_cells	SRX122495|Dendritic_Cells	SRX122496|Dendritic_Cells	SRX122497|Dendritic_Cells	SRX122498|Dendritic_Cells	SRX122574|Dendritic_Cells	SRX122575|Dendritic_Cells	SRX3380944|Dendritic_Cells	SRX3380945|Dendritic_Cells	SRX3380946|Dendritic_Cells	STRING
Pnrc2	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Lrrc8c	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Gtf2a2	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Fancc	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Dennd1b	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Atad2b	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Apold1	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Aff1	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Tspan2	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Tagap	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
Pcdh7	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Ltb	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
Ido1	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Ibtk	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0
Rnd1	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
Commd10	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Alcam	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Runx1	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Pon2	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
Mfsd13a	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Hmces	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Erc1	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
Abcb5	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Abca7	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Zc3hav1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Ubl7	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Trit1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Tlr11	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Syngr2	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Stxbp1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Sh3bp5	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Sfmbt1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Serpinb9	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Pstpip2	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Lrrfip1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Itm2c	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Hmox1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Dnaaf2	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Zfp317	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Tmco6	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Rtl5	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Rbpj	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Rassf6	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Ms4a14	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Ly86	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Letm1	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Gpx1	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Cluh	9.533333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Tspan8	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Slfn10-ps	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Ptp4a2	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Homer1	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Dok2	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Asap1	9.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Sh3bp4	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Rgs7	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Poldip3	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Hsd11b2	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Grasp	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Ucp2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Sft2d2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Irf1	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Hpgds	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Ablim2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Katna1	9.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
H2-M3	9.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Cbx1	9.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Casp4	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	418
Zfp821	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Ist1	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Ifih1	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Hnrnpd	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Atp1a1	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Nmt1	9.133333	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Mt1	9.133333	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Hspb7	9.133333	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
Gtsf1	9.133333	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Cpne8	9.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
Wrnip1	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Supt16	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Phf23	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Ndufs2	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Gabarap	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Cdkn1b	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Adamts4	9.066667	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Tmem219	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Traf3ip2	8.933333	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Rnf13	8.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Zfp811	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Usp11	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Snx30	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Rp9	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Pxk	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Kpna3	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Flt4	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
D630003M21Rik	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Csf1r	8.866667	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Cltc	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Cebpd	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Btbd11	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Bbs9	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Bbox1	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
5430427O19Rik	8.866667	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Tgtp2	8.800000	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Kyat3	8.800000	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Ifna2	8.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
Ifna16	8.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
Tm6sf1	8.733333	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Stimate	8.733333	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Mta3	8.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Ctss	8.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Bbc3	8.733333	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Zhx2	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
Zfp719	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
F12	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
Cybb	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
Sod2	8.600000	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Gse1	8.600000	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Dph5	8.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Basp1	8.600000	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Akap10	8.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Serpinb2	8.533333	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Ilrun	8.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Clpx	8.533333	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Cdt1	8.533333	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Tinf2	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Timd2	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Tcf19	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Sf3b1	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Ndrg1	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Hspa12a	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Eno4	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Cchcr1	8.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Tpm3	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Pcif1	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Ndufaf3	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Dalrd3	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Cyrib	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Arel1	8.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Gramd1a	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Zfp280b	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Twistnb	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Stard4	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Sde2	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Rpl11	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Rab3il1	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Flrt2	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
9930111J21Rik2	8.266667	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Zswim7	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Zgpat	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Zfp36l1	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Zfp111	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Ttc19	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Tmed3	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Snx10	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Saa3	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Rbfox2	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ptdss2	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Psmb7	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Pde6a	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Pabpc1	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Olfr715	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ndst2	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Gm45337	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Dyrk1b	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Clic5	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Capn5	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Blm	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Arfrp1	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
2410002F23Rik	8.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Wnk1	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Preb	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Oas3	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Mtus1	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Htr7	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Cyth1	8.133333	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Vmn2r90	8.066667	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Ppp2r5e	8.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Cep63	8.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Anapc13	8.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Adam8	8.066667	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Ube2l6	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Synpo	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Mtrf1l	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Fbrsl1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Ankhd1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Trim50	7.933333	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Scaf1	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Rras	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Pcnx	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
Itgal	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
Dennd2c	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Cebpg	7.933333	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Ms4a12	7.866667	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Atl3	7.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
Stip1	7.800000	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Klhl12	7.800000	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Atg10	7.800000	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Alox5ap	7.800000	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Ttc17	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Pik3r6	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Noct	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Insig2	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Gna13	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Gm4832	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Dcaf11	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Bloc1s6	7.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Slc31a1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Fkbp15	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Tmem151b	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Isg20	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Dnmbp	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Ccnd2	7.600000	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Trafd1	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Tbl1x	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Rab12	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Ppp1r13l	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Pi15	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Mpc1	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Lipe	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Hrob	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Gnai2	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Cd3eap	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Cables2	7.533333	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Tmem139	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Stat5b	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Slirp	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Rpl39	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Nrp	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Mmd	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Casp2	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Alkbh1	7.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Rab7	7.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
Crcp	7.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
Asl	7.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
Vwa1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Unc119b	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
Tcte3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Nbeal2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Gm3448	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Gm3435	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Gm3417	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Ddx58	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Cytip	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Ccdc12	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Upf1	7.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
Acsl5	7.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
Serpina3f	7.200000	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0
Eml6	7.200000	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0
Trim8	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Tmem192	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Thumpd3	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Sfi1	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Klf10	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Eif4enif1	7.133333	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Serpinb12	7.066667	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0
Poglut3	7.066667	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0
Plxnb2	7.066667	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0
Zc3h7a	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Srp54a	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Pex2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Hmgcl	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Gm4981	7.000000	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0
Adcy7	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Smim15	6.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
Ncf2	6.933333	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Map3k5	6.933333	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Hdgf	6.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
Tcirg1	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Ptafr	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Mmp14	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Med13	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Lgals9	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Fam178b	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Eif6	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Cisd3	6.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Tbck	6.800000	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sytl3	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Smad2	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
Insig1	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
Fam89b	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Ehbp1l1	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Dynlt1f	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Dynlt1c	6.800000	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Aimp1	6.800000	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Xylt1	6.733333	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0
H4c12	6.733333	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
H2bc15	6.733333	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
H2ac15	6.733333	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Smg7	6.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
Med11	6.666667	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
Ints3	6.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
Ptpn18	6.600000	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
Nbeal1	6.600000	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
Mrps9	6.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
H2-M5	6.533333	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
Dtx4	6.533333	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Capg	6.533333	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
Tpst2	6.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0
Nabp1	6.466667	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
F11r	6.466667	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Ermard	6.466667	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Sh3glb1	6.400000	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Drap1	6.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
Dnajc10	6.400000	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
AI837181	6.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
Tmem120b	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Sesn2	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Zfp780b	6.266667	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Pop5	6.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0
Pmvk	6.266667	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Tlr12	6.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
Tln1	6.200000	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
Ppm1d	6.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
Creb3	6.200000	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
Birc2	6.200000	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
Plin2	6.133333	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
4921504E06Rik	6.133333	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
Phf20	6.066667	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0
