Target_genes	Pitx1|Average	SRX195355|Hindlimb	SRX195357|Hindlimb	SRX2978809|Hindlimb	SRX3205484|Squamous_cell_carcinoma	SRX3205486|Squamous_cell_carcinoma	SRX3205490|Squamous_cell_carcinoma	SRX3205491|Squamous_cell_carcinoma	SRX5283003|Squamous_cell_carcinoma	STRING
Mef2d	21.000000	0	0	168	0	0	0	0	0	0
Dpy30	21.000000	0	0	168	0	0	0	0	0	0
Bmp2	21.000000	0	0	168	0	0	0	0	0	0
6820408C15Rik	21.000000	0	0	168	0	0	0	0	0	0
Zrsr2	20.875000	0	0	167	0	0	0	0	0	0
Zmynd12	20.875000	0	0	167	0	0	0	0	0	0
Zfp37	20.875000	0	0	167	0	0	0	0	0	0
Wdr43	20.875000	0	0	167	0	0	0	0	0	0
Uqcc1	20.875000	0	0	167	0	0	0	0	0	0
Unc5b	20.875000	0	0	167	0	0	0	0	0	0
Tmem87a	20.875000	0	0	167	0	0	0	0	0	0
Tbcd	20.875000	0	0	167	0	0	0	0	0	0
Spry2	20.875000	0	0	167	0	0	0	0	0	0
Sp3	20.875000	0	0	167	0	0	0	0	0	0
Slc6a13	20.875000	0	0	167	0	0	0	0	0	0
Slc27a3	20.875000	0	0	167	0	0	0	0	0	0
Rpf2	20.875000	0	0	167	0	0	0	0	0	0
Rgs18	20.875000	0	0	167	0	0	0	0	0	0
Ppm1f	20.875000	0	0	167	0	0	0	0	0	0
Ppcs	20.875000	0	0	167	0	0	0	0	0	0
Phpt1	20.875000	0	0	167	0	0	0	0	0	0
Phf14	20.875000	0	0	167	0	0	0	0	0	0
Pclo	20.875000	0	0	167	0	0	0	0	0	0
Oxr1	20.875000	0	0	167	0	0	0	0	0	0
Olfr414	20.875000	0	0	167	0	0	0	0	0	0
Olfr1434	20.875000	0	0	167	0	0	0	0	0	0
Nudt14	20.875000	0	0	167	0	0	0	0	0	0
Ndufa4	20.875000	0	0	167	0	0	0	0	0	0
Mfap1b	20.875000	0	0	167	0	0	0	0	0	0
Mamdc4	20.875000	0	0	167	0	0	0	0	0	0
Hsf3	20.875000	0	0	167	0	0	0	0	0	0
Hoxc9	20.875000	0	0	167	0	0	0	0	0	0
Heph	20.875000	0	0	167	0	0	0	0	0	0
Ganc	20.875000	0	0	167	0	0	0	0	0	0
Foxp1	20.875000	0	0	167	0	0	0	0	0	0
Fignl1	20.875000	0	0	167	0	0	0	0	0	0
Elane	20.875000	0	0	167	0	0	0	0	0	0
Cfd	20.875000	0	0	167	0	0	0	0	0	0
Cfap54	20.875000	0	0	167	0	0	0	0	0	0
Casp8	20.875000	0	0	167	0	0	0	0	0	0
Btbd19	20.875000	0	0	167	0	0	0	0	0	0
Bpifa5	20.875000	0	0	167	0	0	0	0	0	0
Atg16l1	20.875000	0	0	167	0	0	0	0	0	0
Aldh1a2	20.875000	0	0	167	0	0	0	0	0	0
Ajm1	20.875000	0	0	167	0	0	0	0	0	0
Zfp808	20.750000	0	0	166	0	0	0	0	0	0
Zfp738	20.750000	0	0	166	0	0	0	0	0	0
Tjp1	20.750000	0	0	166	0	0	0	0	0	0
Slc13a2	20.750000	0	0	0	0	0	166	0	0	0
Scn2a	20.750000	0	0	166	0	0	0	0	0	0
Pet117	20.750000	0	0	166	0	0	0	0	0	0
Oxnad1	20.750000	0	0	166	0	0	0	0	0	0
Mettl18	20.750000	0	0	166	0	0	0	0	0	0
Maf	20.750000	0	0	166	0	0	0	0	0	0
Kat14	20.750000	0	0	166	0	0	0	0	0	0
Ifitm2	20.750000	0	0	166	0	0	0	0	0	0
Gtf2f2	20.750000	0	0	166	0	0	0	0	0	0
Fam227a	20.750000	0	0	166	0	0	0	0	0	0
Elp6	20.750000	0	0	166	0	0	0	0	0	0
Dph3	20.750000	0	0	166	0	0	0	0	0	0
Cby1	20.750000	0	0	166	0	0	0	0	0	0
BC055324	20.750000	0	0	166	0	0	0	0	0	0
Acp6	20.750000	0	0	166	0	0	0	0	0	0
Vgll4	20.625000	0	0	165	0	0	0	0	0	0
Psma4	20.625000	0	0	165	0	0	0	0	0	0
Atl3	20.625000	0	0	165	0	0	0	0	0	0
Atad2	20.625000	0	0	165	0	0	0	0	0	0
Asap1	20.625000	0	0	165	0	0	0	0	0	0
Abra	20.625000	0	0	165	0	0	0	0	0	0
AY074887	20.625000	0	0	165	0	0	0	0	0	0
Tpbg	20.500000	0	0	164	0	0	0	0	0	0
Psph	20.500000	0	0	164	0	0	0	0	0	0
Ndrg1	20.500000	0	0	164	0	0	0	0	0	0
Mro	20.500000	0	0	164	0	0	0	0	0	0
Hadhb	20.500000	0	0	164	0	0	0	0	0	0
Hadha	20.500000	0	0	164	0	0	0	0	0	0
Gsta2	20.500000	0	0	0	0	0	164	0	0	0
Fosl1	20.500000	0	0	164	0	0	0	0	0	0
Cct6a	20.500000	0	0	164	0	0	0	0	0	0
Bin1	20.500000	0	0	164	0	0	0	0	0	0
Arhgap10	20.500000	0	0	164	0	0	0	0	0	0
Ankfn1	20.500000	0	0	164	0	0	0	0	0	0
Zfp809	20.375000	0	0	163	0	0	0	0	0	0
Xylb	20.375000	0	0	163	0	0	0	0	0	0
Uvssa	20.375000	0	0	163	0	0	0	0	0	0
Trim23	20.375000	0	0	163	0	0	0	0	0	0
Trappc13	20.375000	0	0	163	0	0	0	0	0	0
Shld3	20.375000	0	0	163	0	0	0	0	0	0
Ppl	20.375000	0	0	0	163	0	0	0	0	0
Pla2g15	20.375000	0	0	163	0	0	0	0	0	0
Myh9	20.375000	0	0	163	0	0	0	0	0	0
Kifc2	20.375000	0	0	163	0	0	0	0	0	0
Katnb1	20.375000	0	0	163	0	0	0	0	0	0
Hoatz	20.375000	0	0	0	0	163	0	0	0	0
Gli2	20.375000	0	0	163	0	0	0	0	0	0
Fzd10	20.375000	0	0	163	0	0	0	0	0	0
Elovl6	20.375000	0	0	163	0	0	0	0	0	0
Ddx3x	20.375000	0	0	163	0	0	0	0	0	0
Cyhr1	20.375000	0	0	163	0	0	0	0	0	0
Tjp2	20.250000	0	0	0	0	0	162	0	0	0
Tbc1d2	20.250000	0	0	0	0	0	162	0	0	0
Slc9a3r1	20.250000	0	0	0	0	0	162	0	0	0
Nfatc3	20.250000	0	0	162	0	0	0	0	0	0
Lum	20.250000	0	0	162	0	0	0	0	0	0
Hmga2	20.250000	0	0	162	0	0	0	0	0	0
Gtf2i	20.250000	0	0	162	0	0	0	0	0	0
Cttnbp2nl	20.250000	0	0	162	0	0	0	0	0	0
Creb1	20.250000	0	0	162	0	0	0	0	0	0
Bclaf1	20.250000	0	0	162	0	0	0	0	0	0
Arhgap42	20.250000	0	0	162	0	0	0	0	0	0
Uvrag	20.125000	0	0	161	0	0	0	0	0	0
Tspan12	20.125000	0	0	161	0	0	0	0	0	0
Trim35	20.125000	0	0	161	0	0	0	0	0	0
Slc25a39	20.125000	0	0	161	0	0	0	0	0	0
Samd3	20.125000	0	0	161	0	0	0	0	0	0
Prrg2	20.125000	0	0	161	0	0	0	0	0	0
Pdlim7	20.125000	0	0	161	0	0	0	0	0	0
Nosip	20.125000	0	0	161	0	0	0	0	0	0
Noct	20.125000	0	0	161	0	0	0	0	0	0
Niban1	20.125000	0	0	161	0	0	0	0	0	0
Nedd4	20.125000	0	0	161	0	0	0	0	0	0
Map1b	20.125000	0	0	0	0	0	161	0	0	0
Klf7	20.125000	0	0	161	0	0	0	0	0	0
Eloc	20.125000	0	0	161	0	0	0	0	0	0
Capn15	20.125000	0	0	161	0	0	0	0	0	0
Ubald1	20.000000	0	0	160	0	0	0	0	0	0
Tcf4	20.000000	0	0	160	0	0	0	0	0	0
Slc22a28	20.000000	0	0	160	0	0	0	0	0	0
Oard1	20.000000	0	0	160	0	0	0	0	0	0
Nr6a1	20.000000	0	0	160	0	0	0	0	0	0
Nfya	20.000000	0	0	160	0	0	0	0	0	0
Lxn	20.000000	0	0	160	0	0	0	0	0	0
Lgals1	20.000000	0	0	160	0	0	0	0	0	0
Gria3	20.000000	0	0	160	0	0	0	0	0	0
Glis2	20.000000	160	0	0	0	0	0	0	0	0
Clasp2	20.000000	0	0	160	0	0	0	0	0	0
Cdo1	20.000000	0	0	160	0	0	0	0	0	0
Cd9	20.000000	0	0	160	0	0	0	0	0	0
Armc2	20.000000	0	0	160	0	0	0	0	0	0
Arhgef40	20.000000	0	0	160	0	0	0	0	0	0
Arhgap24	20.000000	0	0	160	0	0	0	0	0	0
Zfp64	19.875000	0	0	159	0	0	0	0	0	0
Zfp386	19.875000	0	0	159	0	0	0	0	0	0
Vps13b	19.875000	0	0	159	0	0	0	0	0	0
Vipas39	19.875000	0	0	159	0	0	0	0	0	0
Tmem9	19.875000	0	0	159	0	0	0	0	0	0
Tmem135	19.875000	0	159	0	0	0	0	0	0	0
Timm13	19.875000	0	0	159	0	0	0	0	0	0
Tekt5	19.875000	0	0	159	0	0	0	0	0	0
Tctex1d2	19.875000	0	0	159	0	0	0	0	0	0
Tas2r109	19.875000	0	0	159	0	0	0	0	0	0
Spag7	19.875000	0	0	159	0	0	0	0	0	0
Sil1	19.875000	0	0	159	0	0	0	0	0	0
Serf2	19.875000	0	0	159	0	0	0	0	0	0
Rmnd5a	19.875000	0	0	159	0	0	0	0	0	0
Riok3	19.875000	0	0	159	0	0	0	0	0	0
Rfc4	19.875000	0	0	159	0	0	0	0	0	0
Ppp1r3a	19.875000	0	0	159	0	0	0	0	0	0
Plch1	19.875000	0	0	159	0	0	0	0	0	0
Pgrmc1	19.875000	0	0	159	0	0	0	0	0	0
Pfkfb1	19.875000	0	0	159	0	0	0	0	0	0
Nim1k	19.875000	0	0	159	0	0	0	0	0	0
Ncoa4	19.875000	0	0	159	0	0	0	0	0	0
Mtr	19.875000	0	0	159	0	0	0	0	0	0
Mrvi1	19.875000	0	0	159	0	0	0	0	0	0
Mmp23	19.875000	0	0	159	0	0	0	0	0	0
Map2k6	19.875000	0	0	159	0	0	0	0	0	0
Leng8	19.875000	0	0	159	0	0	0	0	0	0
Katnbl1	19.875000	0	0	159	0	0	0	0	0	0
Ibtk	19.875000	0	0	159	0	0	0	0	0	0
Hgsnat	19.875000	0	0	159	0	0	0	0	0	0
Fzd4	19.875000	0	159	0	0	0	0	0	0	0
Dusp19	19.875000	0	0	159	0	0	0	0	0	0
Ccdc9	19.875000	0	0	159	0	0	0	0	0	0
Calml3	19.875000	0	0	159	0	0	0	0	0	0
C330007P06Rik	19.875000	0	0	159	0	0	0	0	0	0
C1d	19.875000	0	0	159	0	0	0	0	0	0
Atp5g2	19.875000	0	0	159	0	0	0	0	0	0
Apex2	19.875000	0	0	159	0	0	0	0	0	0
Ahsa1	19.875000	0	0	159	0	0	0	0	0	0
Vinac1	19.750000	0	0	158	0	0	0	0	0	0
Ulk4	19.750000	0	0	158	0	0	0	0	0	0
Ttl	19.750000	0	0	158	0	0	0	0	0	0
Sulf2	19.750000	0	0	158	0	0	0	0	0	0
Slc25a35	19.750000	0	0	0	0	0	158	0	0	0
Nfam1	19.750000	0	0	158	0	0	0	0	0	0
Ncaph	19.750000	0	0	158	0	0	0	0	0	0
Mroh1	19.750000	0	0	158	0	0	0	0	0	0
Khk	19.750000	0	0	0	0	0	158	0	0	0
H3c2	19.750000	0	0	0	0	0	158	0	0	0
H2ac4	19.750000	0	0	0	0	0	158	0	0	0
Cox6b2	19.750000	0	0	158	0	0	0	0	0	0
Clp1	19.750000	0	0	158	0	0	0	0	0	0
Chchd5	19.750000	0	0	158	0	0	0	0	0	0
Ap2m1	19.750000	0	0	0	0	0	158	0	0	0
Tmem69	19.625000	0	0	157	0	0	0	0	0	0
Serpinb8	19.625000	0	0	0	0	0	157	0	0	0
Plekhg3	19.625000	0	0	157	0	0	0	0	0	0
Pik3c2a	19.625000	0	0	157	0	0	0	0	0	0
Jpt2	19.625000	0	0	157	0	0	0	0	0	0
Gpbp1l1	19.625000	0	0	157	0	0	0	0	0	0
Gm13272	19.625000	157	0	0	0	0	0	0	0	0
Dnaja1	19.625000	0	0	157	0	0	0	0	0	0
Cald1	19.625000	0	0	157	0	0	0	0	0	0
Arg2	19.625000	0	0	157	0	0	0	0	0	0
Ampd1	19.625000	0	0	157	0	0	0	0	0	0
Zfp629	19.500000	0	0	156	0	0	0	0	0	0
Wdr76	19.500000	0	0	156	0	0	0	0	0	0
Tmem189	19.500000	0	0	156	0	0	0	0	0	0
Tbl2	19.500000	0	0	156	0	0	0	0	0	0
Smarcd1	19.500000	0	0	156	0	0	0	0	0	0
Slc3a2	19.500000	0	0	156	0	0	0	0	0	0
Shb	19.500000	0	0	156	0	0	0	0	0	0
Rpl26	19.500000	0	0	156	0	0	0	0	0	0
Rab18	19.500000	0	0	156	0	0	0	0	0	0
Otud6b	19.500000	156	0	0	0	0	0	0	0	0
Mfap1a	19.500000	0	0	156	0	0	0	0	0	0
Hdac1	19.500000	0	0	156	0	0	0	0	0	0
Hbp1	19.500000	0	0	156	0	0	0	0	0	0
Fancf	19.500000	0	0	156	0	0	0	0	0	0
Engase	19.500000	156	0	0	0	0	0	0	0	0
Cyth2	19.500000	0	0	156	0	0	0	0	0	0
Ccdc32	19.500000	156	0	0	0	0	0	0	0	0
Carmil1	19.500000	0	0	156	0	0	0	0	0	0
Anapc11	19.500000	0	0	156	0	0	0	0	0	0
Alyref	19.500000	0	0	156	0	0	0	0	0	0
Zscan18	19.375000	0	0	155	0	0	0	0	0	0
Rbm34	19.375000	0	0	155	0	0	0	0	0	0
Nolc1	19.375000	0	0	155	0	0	0	0	0	0
Foxq1	19.375000	0	0	155	0	0	0	0	0	0
Dnph1	19.375000	0	0	0	0	0	155	0	0	0
Cep350	19.375000	0	0	155	0	0	0	0	0	0
Cdkn2a	19.375000	0	0	155	0	0	0	0	0	0
Azin1	19.375000	0	0	155	0	0	0	0	0	0
Ubap1	19.250000	0	0	154	0	0	0	0	0	0
Tmem252	19.250000	0	0	0	0	0	154	0	0	0
Tmem154	19.250000	0	0	154	0	0	0	0	0	0
Snca	19.250000	0	0	154	0	0	0	0	0	0
Rag2	19.250000	0	0	154	0	0	0	0	0	0
Qrich1	19.250000	0	0	154	0	0	0	0	0	0
Lin28b	19.250000	0	0	154	0	0	0	0	0	0
Iftap	19.250000	0	0	154	0	0	0	0	0	0
H13	19.250000	0	0	154	0	0	0	0	0	0
Gm51263	19.250000	0	0	154	0	0	0	0	0	0
Esr2	19.250000	0	0	154	0	0	0	0	0	0
Eef1akmt2	19.250000	0	0	154	0	0	0	0	0	0
Edaradd	19.250000	0	0	154	0	0	0	0	0	0
Zfp563	19.125000	0	0	153	0	0	0	0	0	0
Unc13b	19.125000	0	0	153	0	0	0	0	0	0
Tgm5	19.125000	0	0	0	0	0	153	0	0	0
Sumo1	19.125000	0	0	153	0	0	0	0	0	0
Rab5a	19.125000	0	0	153	0	0	0	0	0	0
Prkab2	19.125000	0	0	153	0	0	0	0	0	0
Ncoa3	19.125000	0	0	153	0	0	0	0	0	0
Lvrn	19.125000	0	0	153	0	0	0	0	0	0
Hsp90ab1	19.125000	0	0	153	0	0	0	0	0	0
Gm29797	19.125000	0	0	153	0	0	0	0	0	0
Dst	19.125000	0	0	0	0	153	0	0	0	0
Depdc5	19.125000	0	0	153	0	0	0	0	0	0
Cables2	19.125000	0	0	0	153	0	0	0	0	0
Abi3bp	19.125000	0	0	153	0	0	0	0	0	0
Tmod1	19.000000	0	0	152	0	0	0	0	0	0
Slc2a3	19.000000	0	0	152	0	0	0	0	0	0
Scamp4	19.000000	0	0	152	0	0	0	0	0	0
Rbm8a	19.000000	0	0	152	0	0	0	0	0	0
Pdia5	19.000000	0	0	152	0	0	0	0	0	0
Pcdhgc5	19.000000	0	0	152	0	0	0	0	0	0
Pcdhgc4	19.000000	0	0	152	0	0	0	0	0	0
P2ry10b	19.000000	0	0	0	0	0	152	0	0	0
Hes3	19.000000	0	0	152	0	0	0	0	0	0
Epb41l3	19.000000	0	0	152	0	0	0	0	0	0
Cdc42bpa	19.000000	0	0	152	0	0	0	0	0	0
Adora2b	19.000000	0	0	152	0	0	0	0	0	0
Adat3	19.000000	0	0	152	0	0	0	0	0	0
AW551984	19.000000	0	0	152	0	0	0	0	0	0
Zfp91	18.875000	0	0	151	0	0	0	0	0	0
Zfp873	18.875000	0	0	151	0	0	0	0	0	0
Zfp142	18.875000	0	0	151	0	0	0	0	0	0
Vps54	18.875000	0	0	151	0	0	0	0	0	0
Vapb	18.875000	0	0	151	0	0	0	0	0	0
Vamp1	18.875000	0	0	151	0	0	0	0	0	0
Utp4	18.875000	0	0	151	0	0	0	0	0	0
Usp6nl	18.875000	0	0	151	0	0	0	0	0	0
Txnrd1	18.875000	0	0	151	0	0	0	0	0	0
Tomm7	18.875000	0	0	151	0	0	0	0	0	0
Tmem260	18.875000	0	0	151	0	0	0	0	0	0
Tdrkh	18.875000	0	0	151	0	0	0	0	0	0
Tbcb	18.875000	0	0	151	0	0	0	0	0	0
Stub1	18.875000	0	0	151	0	0	0	0	0	0
Stpg2	18.875000	0	0	151	0	0	0	0	0	0
Stc1	18.875000	0	0	151	0	0	0	0	0	0
Shd	18.875000	0	0	151	0	0	0	0	0	0
Rpp30	18.875000	0	0	151	0	0	0	0	0	0
Rplp2	18.875000	0	0	151	0	0	0	0	0	0
Pycr1	18.875000	0	0	151	0	0	0	0	0	0
Ptcd2	18.875000	0	0	151	0	0	0	0	0	0
Prkar1b	18.875000	0	0	151	0	0	0	0	0	0
Polr2i	18.875000	0	0	151	0	0	0	0	0	0
Pidd1	18.875000	0	0	151	0	0	0	0	0	0
Pgr	18.875000	0	0	151	0	0	0	0	0	0
Palb2	18.875000	0	0	151	0	0	0	0	0	0
Ovol3	18.875000	0	0	151	0	0	0	0	0	0
Nudt8	18.875000	0	0	151	0	0	0	0	0	0
Myadml2	18.875000	0	0	151	0	0	0	0	0	0
Mrps27	18.875000	0	0	151	0	0	0	0	0	0
Mov10	18.875000	0	0	151	0	0	0	0	0	0
Mmel1	18.875000	0	0	151	0	0	0	0	0	0
Mgat4a	18.875000	0	0	151	0	0	0	0	0	0
Lyrm4	18.875000	0	0	151	0	0	0	0	0	0
Ltb4r2	18.875000	0	0	151	0	0	0	0	0	0
Lpxn	18.875000	0	0	151	0	0	0	0	0	0
Loxl1	18.875000	0	0	151	0	0	0	0	0	0
Lce3d	18.875000	0	0	0	0	151	0	0	0	0
Klhl24	18.875000	0	0	151	0	0	0	0	0	0
Kcnk2	18.875000	0	0	151	0	0	0	0	0	0
Jmjd8	18.875000	0	0	151	0	0	0	0	0	0
Ints13	18.875000	0	0	151	0	0	0	0	0	0
Gm11541	18.875000	0	0	151	0	0	0	0	0	0
Fgfr1op2	18.875000	0	0	151	0	0	0	0	0	0
Fars2	18.875000	0	0	151	0	0	0	0	0	0
Exoc4	18.875000	0	0	151	0	0	0	0	0	0
Eprs	18.875000	0	0	151	0	0	0	0	0	0
Doc2g	18.875000	0	0	151	0	0	0	0	0	0
Dnaaf5	18.875000	0	0	151	0	0	0	0	0	0
Desi2	18.875000	0	0	151	0	0	0	0	0	0
Derpc	18.875000	0	0	151	0	0	0	0	0	0
Dctn5	18.875000	0	0	151	0	0	0	0	0	0
Cops4	18.875000	0	0	151	0	0	0	0	0	0
Cop1	18.875000	0	0	151	0	0	0	0	0	0
Cideb	18.875000	0	0	151	0	0	0	0	0	0
Chtf8	18.875000	0	0	151	0	0	0	0	0	0
Chm	18.875000	0	0	151	0	0	0	0	0	0
Ccdc93	18.875000	0	0	151	0	0	0	0	0	0
Calca	18.875000	0	0	151	0	0	0	0	0	0
C2cd4a	18.875000	0	0	151	0	0	0	0	0	0
Bri3	18.875000	0	0	151	0	0	0	0	0	0
Bcs1l	18.875000	0	0	151	0	0	0	0	0	0
Araf	18.875000	0	0	151	0	0	0	0	0	0
2210016F16Rik	18.875000	0	0	151	0	0	0	0	0	0
Tnfrsf19	18.750000	0	0	150	0	0	0	0	0	0
Syde2	18.750000	0	0	150	0	0	0	0	0	0
Nipbl	18.750000	0	0	150	0	0	0	0	0	0
Hunk	18.750000	0	0	150	0	0	0	0	0	0
Hnrnpd	18.750000	0	0	150	0	0	0	0	0	0
Gramd3	18.750000	0	0	150	0	0	0	0	0	0
Gm21885	18.750000	0	0	150	0	0	0	0	0	0
Dus2	18.750000	0	0	150	0	0	0	0	0	0
Ddx28	18.750000	0	0	150	0	0	0	0	0	0
Vps35	18.625000	0	0	149	0	0	0	0	0	0
Usp5	18.625000	0	0	149	0	0	0	0	0	0
Ube2b	18.625000	0	0	149	0	0	0	0	0	0
Trir	18.625000	0	0	149	0	0	0	0	0	0
Tmem43	18.625000	0	0	149	0	0	0	0	0	0
Tmem143	18.625000	0	0	149	0	0	0	0	0	0
Syngr4	18.625000	0	0	149	0	0	0	0	0	0
Slc16a4	18.625000	0	0	149	0	0	0	0	0	0
Rps27a	18.625000	0	0	149	0	0	0	0	0	0
Rpl24	18.625000	0	0	149	0	0	0	0	0	0
Pcx	18.625000	0	0	149	0	0	0	0	0	0
Pard3	18.625000	0	0	149	0	0	0	0	0	0
Orc6	18.625000	0	0	149	0	0	0	0	0	0
Oga	18.625000	0	0	149	0	0	0	0	0	0
Get3	18.625000	0	0	149	0	0	0	0	0	0
Dbp	18.625000	0	0	149	0	0	0	0	0	0
Clic5	18.625000	0	0	149	0	0	0	0	0	0
Clhc1	18.625000	0	0	149	0	0	0	0	0	0
Clcn3	18.625000	0	0	149	0	0	0	0	0	0
Chchd4	18.625000	0	0	149	0	0	0	0	0	0
Cdkl3	18.625000	0	0	149	0	0	0	0	0	0
Cdca3	18.625000	0	0	149	0	0	0	0	0	0
Aox4	18.625000	0	0	149	0	0	0	0	0	0
Abraxas2	18.625000	0	0	149	0	0	0	0	0	0
Tgfbrap1	18.500000	0	0	148	0	0	0	0	0	0
Taco1	18.500000	0	0	148	0	0	0	0	0	0
Sptlc2	18.500000	0	0	148	0	0	0	0	0	0
Slc12a5	18.500000	0	0	148	0	0	0	0	0	0
Rpl15	18.500000	0	0	148	0	0	0	0	0	0
Nkiras1	18.500000	0	0	148	0	0	0	0	0	0
Lratd1	18.500000	0	0	148	0	0	0	0	0	0
Kpna2	18.500000	0	0	148	0	0	0	0	0	0
Ier3	18.500000	0	0	0	0	0	148	0	0	0
Flot1	18.500000	0	0	0	0	0	148	0	0	0
Dhx9	18.500000	0	0	148	0	0	0	0	0	0
Dhx16	18.500000	0	0	148	0	0	0	0	0	0
Ddx42	18.500000	0	0	148	0	0	0	0	0	0
Ccdc47	18.500000	0	0	148	0	0	0	0	0	0
AI597479	18.500000	0	0	148	0	0	0	0	0	0
Tnfaip8l1	18.375000	0	0	0	147	0	0	0	0	0
Srp19	18.375000	0	0	147	0	0	0	0	0	0
Slc30a7	18.375000	0	0	147	0	0	0	0	0	0
Retsat	18.375000	0	0	147	0	0	0	0	0	0
Ptpre	18.375000	0	0	147	0	0	0	0	0	0
Phox2b	18.375000	0	0	147	0	0	0	0	0	0
Pced1b	18.375000	0	0	147	0	0	0	0	0	0
Nxpe4	18.375000	0	0	147	0	0	0	0	0	0
Nat8	18.375000	0	0	147	0	0	0	0	0	0
Gtpbp3	18.375000	0	0	147	0	0	0	0	0	0
Fam117a	18.375000	0	0	147	0	0	0	0	0	0
Extl2	18.375000	0	0	147	0	0	0	0	0	0
Esrrb	18.375000	0	0	147	0	0	0	0	0	0
Elmod3	18.375000	0	0	147	0	0	0	0	0	0
Dnm2	18.375000	0	0	147	0	0	0	0	0	0
Clec11a	18.375000	0	0	147	0	0	0	0	0	0
Chrac1	18.375000	0	0	147	0	0	0	0	0	0
Ano8	18.375000	0	0	147	0	0	0	0	0	0
Amigo2	18.375000	0	0	147	0	0	0	0	0	0
Speg	18.250000	0	0	146	0	0	0	0	0	0
Scd2	18.250000	0	0	146	0	0	0	0	0	0
Rgmb	18.250000	0	0	146	0	0	0	0	0	0
Rab21	18.250000	0	0	146	0	0	0	0	0	0
Ptpn22	18.250000	0	0	0	0	0	146	0	0	0
Prok2	18.250000	0	0	146	0	0	0	0	0	0
Oip5	18.250000	0	0	146	0	0	0	0	0	0
Nusap1	18.250000	0	0	146	0	0	0	0	0	0
Krt8	18.250000	0	0	146	0	0	0	0	0	0
Igsf23	18.250000	0	0	0	0	0	146	0	0	0
H4c11	18.250000	0	0	0	0	0	146	0	0	0
Eef1akmt4-ece2	18.250000	0	0	146	0	0	0	0	0	0
Eef1akmt4	18.250000	0	0	146	0	0	0	0	0	0
Alg3	18.250000	0	0	146	0	0	0	0	0	0
Trmt10a	18.125000	0	0	145	0	0	0	0	0	0
Spats2	18.125000	0	0	145	0	0	0	0	0	0
Smox	18.125000	145	0	0	0	0	0	0	0	0
Ptprs	18.125000	0	0	145	0	0	0	0	0	0
Plec	18.125000	145	0	0	0	0	0	0	0	0
Pbld2	18.125000	0	0	145	0	0	0	0	0	0
Ntng1	18.125000	0	0	145	0	0	0	0	0	0
Neto2	18.125000	145	0	0	0	0	0	0	0	0
Mttp	18.125000	0	0	145	0	0	0	0	0	0
Mettl26	18.125000	0	0	145	0	0	0	0	0	0
Ikzf5	18.125000	0	0	145	0	0	0	0	0	0
Hnrnph3	18.125000	0	0	145	0	0	0	0	0	0
Gtf3c2	18.125000	0	0	145	0	0	0	0	0	0
Fyb2	18.125000	145	0	0	0	0	0	0	0	0
Fbrs	18.125000	0	0	145	0	0	0	0	0	0
Acadsb	18.125000	0	0	145	0	0	0	0	0	0
Zfpl1	18.000000	0	0	144	0	0	0	0	0	0
Zfp628	18.000000	0	0	144	0	0	0	0	0	0
Zfp59	18.000000	0	0	144	0	0	0	0	0	0
Vps33a	18.000000	0	0	144	0	0	0	0	0	0
Vnn1	18.000000	0	0	144	0	0	0	0	0	0
Vkorc1l1	18.000000	0	144	0	0	0	0	0	0	0
Utp14a	18.000000	0	0	144	0	0	0	0	0	0
Trap1	18.000000	0	0	144	0	0	0	0	0	0
Tmem262	18.000000	0	0	144	0	0	0	0	0	0
Tinf2	18.000000	0	0	144	0	0	0	0	0	0
Sppl3	18.000000	0	0	0	144	0	0	0	0	0
Slco2b1	18.000000	0	0	144	0	0	0	0	0	0
Slc4a7	18.000000	0	0	144	0	0	0	0	0	0
Sec22b	18.000000	0	0	144	0	0	0	0	0	0
Rufy1	18.000000	0	0	144	0	0	0	0	0	0
Rrp1	18.000000	0	0	144	0	0	0	0	0	0
Rnf6	18.000000	0	0	144	0	0	0	0	0	0
Rfc3	18.000000	0	0	144	0	0	0	0	0	0
Pick1	18.000000	0	0	144	0	0	0	0	0	0
Nudt15	18.000000	0	0	144	0	0	0	0	0	0
Mterf2	18.000000	0	0	144	0	0	0	0	0	0
Mrpl1	18.000000	0	0	144	0	0	0	0	0	0
Morc3	18.000000	0	0	144	0	0	0	0	0	0
Mmp19	18.000000	0	0	144	0	0	0	0	0	0
Map3k10	18.000000	0	0	144	0	0	0	0	0	0
Map2k7	18.000000	0	0	144	0	0	0	0	0	0
Mak16	18.000000	0	0	144	0	0	0	0	0	0
Ltbp4	18.000000	0	0	144	0	0	0	0	0	0
Kdm5c	18.000000	0	0	144	0	0	0	0	0	0
Il5ra	18.000000	0	0	144	0	0	0	0	0	0
Gimap6	18.000000	0	0	144	0	0	0	0	0	0
Gba	18.000000	0	0	144	0	0	0	0	0	0
Elf2	18.000000	0	0	144	0	0	0	0	0	0
Ebna1bp2	18.000000	0	0	144	0	0	0	0	0	0
Ddx24	18.000000	0	0	144	0	0	0	0	0	0
Cuedc2	18.000000	0	0	144	0	0	0	0	0	0
Cfap57	18.000000	0	0	144	0	0	0	0	0	0
Cdca5	18.000000	0	0	144	0	0	0	0	0	0
Cdc42ep5	18.000000	0	0	144	0	0	0	0	0	0
Ccdc170	18.000000	0	0	144	0	0	0	0	0	0
