Target_genes	Ebf1|Average	SRX018714|38B9	SRX587732|3T3-L1	SRX120206|B_cells	SRX120207|B_cells	SRX120424|B_cells	SRX14998422|Embryonic_liver	SRX14998423|Embryonic_liver	SRX7807060|Embryonic_liver	SRX7807062|Embryonic_liver	SRX9204114|Embryonic_liver	SRX9204116|Embryonic_liver	SRX6755615|ES_cells	SRX392756|HAFTL	SRX392757|HAFTL	SRX392758|HAFTL	SRX392759|HAFTL	SRX392760|HAFTL	SRX7821130|Hematopoietic_progenitors	SRX7821131|Hematopoietic_progenitors	SRX7821132|Hematopoietic_progenitors	SRX9204112|Leukemic_cell	SRX9204113|Leukemic_cell	SRX2162539|Pre-B_cells	SRX2162540|Pre-B_cells	SRX9350559|Pre-B_cells	SRX9350560|Pre-B_cells	SRX021878|Pro-B_cells	SRX1038471|Pro-B_cells	SRX1038472|Pro-B_cells	SRX1038473|Pro-B_cells	SRX1038474|Pro-B_cells	SRX120204|Pro-B_cells	SRX120205|Pro-B_cells	SRX14935391|Pro-B_cells	SRX14935393|Pro-B_cells	SRX19713228|Pro-B_cells	SRX19713229|Pro-B_cells	SRX2136459|Pro-B_cells	SRX2136460|Pro-B_cells	SRX2136461|Pro-B_cells	SRX2136462|Pro-B_cells	SRX3413799|Pro-B_cells	SRX3413800|Pro-B_cells	SRX3413801|Pro-B_cells	SRX3413802|Pro-B_cells	SRX3413803|Pro-B_cells	SRX3413820|Pro-B_cells	SRX3413821|Pro-B_cells	SRX9204115|Pro-B_cells	SRX9204117|Pro-B_cells	STRING
Dpp9	196.100000	0	0	0	0	0	0	397	403	293	228	166	0	0	349	0	264	0	788	535	840	0	0	819	177	649	668	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	234	174	513	432	123	330	596	0	478	0
Sash3	195.820000	276	0	0	0	194	0	265	240	323	852	369	0	0	0	0	0	0	447	445	635	247	272	604	308	102	0	0	186	0	268	0	323	239	0	0	249	0	0	0	0	0	0	0	288	465	321	178	281	590	824	0
Rab8a	195.820000	0	0	0	0	243	128	237	188	659	760	289	0	0	0	0	0	0	454	658	242	338	785	469	208	143	0	0	224	0	350	0	0	0	0	0	365	0	0	0	0	0	170	250	257	456	294	110	140	494	880	0
Gsg1l	195.560000	0	165	0	0	0	0	0	0	0	291	0	0	0	300	0	217	0	1020	993	959	0	185	1989	783	491	435	0	124	0	0	0	0	0	0	0	0	0	66	301	0	0	0	0	0	421	0	283	316	152	287	0
Slurp2	195.540000	0	0	0	0	593	0	145	240	192	522	122	0	0	0	0	0	0	0	119	157	1166	689	0	457	0	0	0	486	0	253	187	305	232	0	0	315	76	0	0	0	0	167	243	439	422	194	0	156	549	1351	0
Lynx1	195.540000	0	0	0	0	593	0	145	240	192	522	122	0	0	0	0	0	0	0	119	157	1166	689	0	457	0	0	0	486	0	253	187	305	232	0	0	315	76	0	0	0	0	167	243	439	422	194	0	156	549	1351	0
Meak7	195.360000	104	0	0	0	0	0	183	214	244	389	305	0	0	0	0	0	0	490	578	401	291	318	413	345	324	307	0	240	0	343	83	0	0	0	0	156	0	0	0	0	0	264	0	423	460	114	628	944	442	765	0
Spata31d1b	195.340000	0	0	0	0	0	0	210	344	211	465	0	0	0	126	0	0	0	1042	848	1016	253	662	0	0	0	0	0	101	189	0	0	0	0	0	0	0	0	0	129	0	0	256	188	389	759	385	454	674	0	1066	0
Ifngr1	195.300000	194	0	0	0	152	0	111	217	288	909	377	0	0	0	0	0	0	161	365	0	711	713	203	261	461	486	0	107	0	224	0	0	0	0	0	0	0	0	0	0	0	171	188	291	468	156	308	276	823	1144	0
Lat2	194.500000	0	0	0	0	377	0	219	0	110	415	337	0	0	0	0	0	0	1033	996	869	1337	685	154	106	438	453	0	0	0	169	125	0	0	0	0	0	0	0	0	0	0	229	0	308	365	0	443	347	93	117	0
Mindy2	194.100000	246	0	0	0	0	0	100	332	306	671	242	0	0	0	0	0	0	0	0	0	289	423	408	303	259	144	0	238	0	283	0	82	0	0	0	295	0	0	0	0	0	0	299	331	618	465	160	153	1404	1654	0
Wwox	194.060000	471	169	663	436	594	0	0	0	0	0	0	0	676	538	776	533	347	168	179	0	0	0	0	0	0	0	595	0	0	262	0	759	582	0	0	0	0	264	544	795	352	0	0	0	0	0	0	0	0	0	0
Cnn3	194.040000	0	0	0	0	106	187	547	0	249	1286	672	0	0	0	0	0	0	254	167	268	728	218	485	623	250	0	0	273	170	305	0	161	251	0	0	346	0	0	0	0	0	0	223	0	287	268	110	129	386	753	0
Dbp	193.900000	0	158	0	0	0	0	219	178	130	415	202	0	0	138	0	0	0	793	687	858	270	387	280	214	288	221	0	270	151	429	100	0	0	0	0	103	0	0	129	0	0	208	128	465	358	186	355	299	384	692	0
Hhex	193.880000	0	0	0	0	0	0	161	0	206	711	372	0	166	0	0	0	0	355	239	268	1468	947	1051	671	290	181	0	0	0	0	0	0	0	0	0	151	0	198	0	0	0	0	146	334	316	180	343	735	0	205	0
Rab31	193.780000	0	0	0	0	0	0	177	123	799	788	343	0	0	0	0	0	0	277	444	598	218	437	825	334	359	434	0	187	0	378	0	0	0	0	0	239	143	0	0	0	0	0	194	153	305	320	212	271	308	823	0
Trp53i11	193.660000	0	0	0	0	0	0	288	153	387	622	368	0	0	221	0	183	0	525	529	601	393	335	1303	888	142	170	0	239	130	0	0	0	0	0	0	0	0	0	220	0	0	152	154	200	138	256	232	257	214	383	0
Tspan2	193.300000	0	0	0	0	0	0	550	0	0	586	596	0	0	0	0	0	0	502	340	465	380	549	282	599	189	196	0	281	0	291	0	0	0	0	0	0	0	0	0	0	0	141	251	353	363	298	498	665	432	858	0
Sirt7	193.040000	0	0	0	0	508	0	241	0	0	454	266	0	0	0	0	0	0	354	320	437	1180	887	313	289	271	166	0	186	323	140	0	0	0	0	0	0	0	0	0	0	0	458	141	672	389	0	673	827	0	157	0
Ptpn13	192.580000	0	348	0	0	0	0	448	0	196	958	412	0	0	0	0	0	0	685	542	229	348	106	493	275	0	0	0	869	330	432	157	289	72	0	0	149	0	0	0	0	0	398	259	712	626	168	0	0	0	128	0
Csnk1g2	192.300000	117	0	0	0	293	0	204	241	315	625	353	0	0	0	0	0	0	205	214	175	781	425	344	286	550	327	0	318	66	369	148	114	0	0	0	166	0	0	0	0	0	272	265	363	341	258	146	347	414	573	0
Yipf5	191.920000	0	0	0	0	390	0	335	0	404	464	186	0	0	0	0	0	0	295	330	119	797	798	381	279	0	0	0	124	0	321	0	0	0	0	0	351	158	0	0	0	0	182	247	299	377	423	101	344	716	1175	0
S100a10	191.500000	0	564	0	0	0	113	302	110	263	605	383	0	0	0	0	0	0	514	407	556	829	507	701	595	209	213	0	183	0	0	0	95	98	0	0	139	159	0	0	0	0	0	304	230	266	222	139	328	0	541	0
Zfp629	191.240000	0	197	0	0	0	0	132	233	341	464	277	0	0	225	0	0	0	575	427	487	414	348	704	401	298	236	0	136	113	0	0	0	0	0	0	139	0	0	224	0	0	174	171	436	410	0	373	509	464	654	0
Dynlt1f	191.100000	98	0	0	0	0	0	298	216	288	777	353	0	0	0	0	0	0	321	388	318	274	363	262	294	264	264	0	308	0	552	0	0	0	0	0	197	0	0	0	0	0	183	334	306	457	242	269	375	559	995	0
Dynlt1c	191.100000	98	0	0	0	0	0	298	216	288	777	353	0	0	0	0	0	0	321	388	318	274	363	262	294	264	264	0	308	0	552	0	0	0	0	0	197	0	0	0	0	0	183	334	306	457	242	269	375	559	995	0
Sema4b	190.840000	0	190	0	0	0	0	228	210	0	702	410	0	0	0	0	0	0	256	351	369	1468	520	479	121	240	335	0	0	0	0	0	169	107	0	0	0	0	0	0	0	0	274	185	310	261	156	562	729	282	628	0
Zfp287	190.460000	152	0	0	0	0	0	223	0	195	971	397	0	0	0	0	115	0	340	289	0	1006	727	1041	362	602	427	0	138	0	204	0	83	0	0	0	0	0	0	0	0	0	0	368	168	174	212	0	0	449	880	0
Hnrnph2	190.360000	0	0	0	0	0	0	115	251	308	1034	393	0	0	0	0	0	0	127	0	162	442	393	939	805	148	166	0	442	174	432	229	185	0	0	0	204	159	0	0	0	0	160	383	251	179	436	0	174	262	565	0
Gla	190.360000	0	0	0	0	0	0	115	251	308	1034	393	0	0	0	0	0	0	127	0	162	442	393	939	805	148	166	0	442	174	432	229	185	0	0	0	204	159	0	0	0	0	160	383	251	179	436	0	174	262	565	0
Dock2	190.200000	0	0	0	0	0	0	245	273	445	525	168	0	0	181	0	0	0	314	173	311	178	0	1149	930	217	151	0	154	0	175	134	0	0	0	0	205	263	0	182	0	0	243	307	281	388	261	326	526	354	451	0
Rexo1	190.000000	0	0	0	0	0	0	0	0	515	528	199	0	0	0	0	0	0	405	208	217	331	579	930	763	509	499	0	431	126	335	0	0	0	0	0	169	139	0	0	0	0	131	119	222	160	157	143	301	611	773	0
Pnn	189.880000	175	0	0	0	0	0	103	136	457	869	401	0	0	128	0	0	0	242	252	170	124	185	738	533	292	257	0	340	0	246	100	123	135	0	0	138	199	0	0	0	0	229	352	245	347	335	265	360	415	603	0
Arsi	189.460000	315	0	0	0	186	0	0	0	0	235	172	0	234	0	0	0	0	1139	943	993	852	814	577	0	406	445	0	0	212	514	0	536	276	0	0	0	0	261	0	0	0	0	0	0	0	0	0	363	0	0	0
Oasl1	189.420000	413	156	311	530	352	0	0	0	0	0	0	301	784	483	240	433	425	301	233	265	0	0	297	161	0	0	0	491	620	314	466	144	150	0	0	0	0	434	468	261	438	0	0	0	0	0	0	0	0	0	0
Slc6a16	189.260000	219	0	0	0	408	0	233	189	294	492	233	0	0	0	0	0	0	0	0	0	363	273	172	196	307	220	0	592	183	1031	294	106	0	0	0	461	203	0	0	0	0	0	367	0	351	473	0	0	566	1237	0
Qrfp	189.220000	298	0	0	0	0	0	153	0	0	354	0	0	0	0	0	0	0	1035	1226	1142	892	737	419	0	214	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	429	0	0	866	994	0	326	0
Vav1	189.060000	0	0	0	0	0	0	0	175	676	673	201	0	143	224	0	97	0	186	228	0	520	379	1353	559	381	338	0	432	183	189	217	0	0	0	0	149	0	183	225	0	0	0	203	0	247	195	160	160	241	536	0
Prodh	189.020000	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	919	1007	1061	0	0	258	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	1031	670	0	1574	1710	0	88	0
Foxo6	188.900000	0	365	0	0	0	0	282	131	121	382	191	0	0	0	0	0	0	444	359	592	247	366	448	152	418	385	0	295	0	366	0	147	148	0	0	198	135	0	0	0	0	0	166	213	247	397	221	323	624	1082	0
Clic6	188.860000	0	0	0	0	0	214	504	0	132	761	356	0	0	0	0	0	0	207	336	0	692	1268	250	340	0	0	0	211	0	0	0	138	147	0	0	296	147	0	0	0	0	366	569	438	547	419	0	0	340	765	0
C77080	188.700000	0	213	0	0	0	0	204	0	198	641	335	0	189	0	0	0	0	1070	1132	1199	0	132	1199	414	361	188	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	199	167	206	226	0	180	338	158	277	0
Gpr35	188.680000	0	0	0	0	0	0	260	0	0	303	0	0	0	104	0	165	0	947	932	1020	647	320	1159	498	126	0	0	166	190	150	0	0	0	0	0	0	0	0	97	0	0	0	150	184	255	203	304	490	353	411	0
Map4k2	188.660000	148	0	0	0	391	0	353	299	241	461	162	0	0	0	0	0	0	457	419	625	502	239	327	180	555	442	0	305	0	418	0	206	184	0	0	180	0	0	0	0	0	0	175	157	164	251	198	226	402	766	0
Fyn	188.160000	111	0	0	0	259	0	217	180	371	542	331	0	0	0	0	0	0	284	353	172	464	624	264	169	341	324	0	307	275	487	150	0	0	0	0	102	0	0	0	0	0	196	255	159	395	223	176	309	729	639	0
Gramd4	187.980000	0	0	0	0	0	175	358	288	193	480	239	0	133	0	0	0	0	336	252	270	1457	1037	817	605	112	0	0	0	0	0	0	189	152	0	0	0	0	133	0	0	0	0	136	0	189	0	144	240	615	849	0
Spry2	187.900000	317	0	0	0	159	0	249	131	322	726	464	0	0	0	0	0	0	592	587	446	609	649	350	319	0	0	0	0	0	236	0	165	80	0	0	148	0	0	0	0	0	0	157	298	347	212	0	129	658	1045	0
Ccr10	187.580000	0	0	0	0	0	0	193	201	201	588	402	0	0	0	0	0	0	218	149	396	476	454	1378	816	199	0	0	172	94	136	0	187	134	0	0	271	0	0	0	0	0	140	222	179	225	369	196	280	461	642	0
Trmt61a	187.280000	178	0	0	0	0	0	204	154	327	496	236	0	0	0	0	0	0	777	655	659	295	265	370	204	0	215	0	557	174	576	0	280	339	0	0	180	215	0	0	0	0	192	0	254	212	202	0	0	411	737	0
Spred2	187.220000	0	0	0	0	200	0	266	236	295	473	273	0	0	0	0	0	0	260	263	301	258	293	859	431	368	381	0	149	0	330	0	353	257	0	0	292	0	0	0	0	0	164	342	199	474	364	134	360	208	578	0
Hmces	187.120000	201	286	0	0	0	0	216	0	154	408	162	0	92	188	0	0	0	526	362	651	476	0	832	393	233	0	0	236	225	275	0	120	0	0	0	155	0	117	189	0	0	146	306	199	430	247	204	290	381	656	0
Rpp38	186.980000	0	0	0	0	0	0	222	0	375	727	372	0	0	70	0	0	0	525	516	523	626	536	820	678	194	225	0	103	159	242	0	0	0	0	0	120	0	0	71	0	0	0	255	273	353	286	200	231	203	444	0
Ncor2	186.980000	0	413	0	0	0	0	324	0	134	629	344	0	0	0	0	0	0	512	291	228	722	795	169	226	261	383	0	116	161	0	0	0	0	0	0	197	0	0	0	0	0	369	136	694	440	251	672	625	257	0	0
Esd	186.980000	0	0	0	0	0	0	251	301	578	444	196	0	0	0	0	0	0	606	436	611	751	367	504	360	194	207	0	0	0	148	0	90	94	0	0	99	0	0	0	0	0	140	250	267	336	250	502	660	169	538	0
Acbd7	186.980000	0	0	0	0	0	0	222	0	375	727	372	0	0	70	0	0	0	525	516	523	626	536	820	678	194	225	0	103	159	242	0	0	0	0	0	120	0	0	71	0	0	0	255	273	353	286	200	231	203	444	0
Zfyve19	186.840000	103	0	0	0	0	0	0	238	619	1018	419	0	0	0	0	0	0	135	173	104	165	391	465	445	320	0	0	240	0	247	0	0	0	0	0	308	185	0	0	0	0	242	275	265	265	271	0	162	967	1320	0
Dnajc17	186.840000	103	0	0	0	0	0	0	238	619	1018	419	0	0	0	0	0	0	135	173	104	165	391	465	445	320	0	0	240	0	247	0	0	0	0	0	308	185	0	0	0	0	242	275	265	265	271	0	162	967	1320	0
Mia2	186.600000	0	0	0	0	0	0	133	0	384	613	314	0	0	0	0	0	0	1184	948	804	0	172	648	558	322	281	0	187	0	279	0	0	0	0	0	0	0	0	0	0	0	0	168	374	402	169	485	648	0	257	0
Gpr137	186.320000	0	0	0	0	0	0	201	212	367	268	251	0	0	0	0	0	0	382	335	466	356	370	430	603	544	407	0	796	188	319	122	0	0	0	0	179	97	0	0	0	0	157	173	272	326	204	155	276	203	657	0
Bad	186.320000	0	0	0	0	0	0	201	212	367	268	251	0	0	0	0	0	0	382	335	466	356	370	430	603	544	407	0	796	188	319	122	0	0	0	0	179	97	0	0	0	0	157	173	272	326	204	155	276	203	657	0
Rnf138	186.100000	0	0	0	0	453	0	251	257	248	809	350	0	0	0	0	0	0	0	189	0	754	660	458	331	439	265	0	157	0	187	0	193	0	0	0	216	0	0	0	0	0	237	222	0	310	325	0	138	819	1037	0
Slc26a8	186.080000	0	0	0	0	0	110	283	390	377	782	401	0	0	0	0	0	0	0	198	0	946	798	362	275	167	118	0	165	0	228	0	0	0	0	0	187	124	0	0	0	0	0	318	0	228	309	119	0	1005	1414	0
Mapk14	186.080000	0	0	0	0	0	110	283	390	377	782	401	0	0	0	0	0	0	0	198	0	946	798	362	275	167	118	0	165	0	228	0	0	0	0	0	187	124	0	0	0	0	0	318	0	228	309	119	0	1005	1414	0
Agfg1	185.980000	0	0	0	0	0	0	269	363	715	528	321	0	0	0	0	0	0	0	141	0	197	398	588	715	166	167	0	153	0	170	0	0	0	0	0	267	163	0	0	0	0	195	510	368	499	728	228	365	337	748	0
Pank2	185.940000	0	0	0	0	0	0	467	153	502	968	564	0	0	0	0	0	0	160	271	0	726	512	456	301	227	177	0	257	0	292	0	0	0	0	0	123	142	0	0	0	0	154	192	167	300	304	0	0	818	1064	0
Fam227a	185.720000	328	0	0	0	0	0	432	254	674	640	375	0	0	0	0	0	0	441	258	375	222	182	1002	1000	0	0	0	82	0	0	0	105	0	0	0	345	259	0	0	0	0	0	230	0	273	269	0	162	559	819	0
Cby1	185.720000	328	0	0	0	0	0	432	254	674	640	375	0	0	0	0	0	0	441	258	375	222	182	1002	1000	0	0	0	82	0	0	0	105	0	0	0	345	259	0	0	0	0	0	230	0	273	269	0	162	559	819	0
Zc3h12d	185.660000	0	0	0	0	0	206	363	166	262	618	340	0	0	0	0	0	0	160	129	331	344	249	491	891	241	224	0	509	246	557	333	132	0	0	0	367	0	0	0	0	0	0	228	209	241	262	195	241	318	430	0
Slc15a3	185.600000	165	0	0	0	0	148	214	208	498	522	251	0	0	0	0	0	0	0	0	152	482	363	677	654	527	465	0	0	0	0	0	211	134	0	0	214	0	0	0	0	0	175	0	217	204	238	532	958	583	488	0
Rps29	185.420000	0	0	248	216	420	0	0	0	0	0	0	0	687	394	966	640	295	0	0	0	0	0	0	0	0	0	0	220	499	286	0	273	225	0	0	0	0	624	455	928	480	0	0	0	0	0	0	0	638	777	0
Tmem266	185.280000	0	0	0	0	97	0	460	0	217	838	305	0	0	0	0	0	0	302	220	325	363	326	795	751	189	160	0	182	106	268	137	336	154	0	0	0	0	0	0	0	0	184	0	328	376	154	347	405	305	634	0
Slc45a4	185.220000	131	0	0	0	0	0	166	154	385	646	168	0	0	0	128	0	0	542	542	409	232	388	449	293	244	156	0	198	0	350	132	189	261	0	0	119	87	0	0	0	0	157	215	307	299	293	412	459	243	507	0
Magi3	185.200000	0	0	0	0	142	0	373	0	437	685	368	0	0	0	0	0	0	182	264	242	810	894	485	507	131	129	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	305	259	395	301	308	0	0	660	1129	0
Vpreb2	185.160000	159	0	0	0	0	206	414	335	368	966	495	0	0	0	0	0	0	0	0	0	0	328	221	232	404	471	0	256	0	410	0	129	0	0	0	148	128	0	0	0	0	123	190	253	396	279	173	327	568	1279	0
Ccl24	185.000000	0	0	0	0	0	0	123	0	159	770	415	0	812	0	0	0	0	0	115	146	181	195	276	793	199	213	0	234	0	398	0	0	0	0	0	336	0	722	0	0	0	327	262	245	455	196	204	317	521	636	0
Pde4a	184.440000	221	0	0	0	0	0	0	308	142	663	314	0	0	0	0	0	0	241	188	226	264	190	295	177	397	252	0	199	0	466	127	0	0	0	0	141	0	0	0	0	0	258	164	445	751	162	628	779	389	835	0
Tasp1	184.320000	165	0	0	0	0	0	368	188	391	968	385	0	0	0	0	0	0	414	227	297	464	266	373	436	303	402	0	299	0	237	0	0	0	0	0	177	0	0	0	0	0	0	253	255	364	358	300	394	202	730	0
Nemf	184.120000	0	0	213	352	403	0	0	0	0	0	0	0	703	367	852	625	522	0	0	0	173	0	177	0	0	0	0	151	468	387	0	281	333	0	0	0	0	593	357	808	457	0	0	0	0	0	0	0	397	587	0
Mrpl34	184.080000	0	0	0	0	0	208	220	392	662	639	284	0	0	167	0	0	0	300	197	339	0	0	655	503	0	0	0	296	0	114	0	0	0	0	0	297	0	0	168	0	0	170	219	347	339	270	246	363	726	1083	0
Dda1	184.080000	0	0	0	0	0	208	220	392	662	639	284	0	0	167	0	0	0	300	197	339	0	0	655	503	0	0	0	296	0	114	0	0	0	0	0	297	0	0	168	0	0	170	219	347	339	270	246	363	726	1083	0
1700001C19Rik	183.500000	0	0	0	0	0	0	408	0	160	355	0	0	0	0	0	0	0	770	771	875	593	642	0	0	486	426	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	472	0	545	740	0	789	942	0	0	0
Enpep	183.340000	158	0	0	0	0	170	516	218	164	521	200	0	0	0	0	0	0	0	0	0	214	322	1017	1238	523	301	0	604	0	360	333	125	167	0	0	297	0	0	0	0	0	0	215	0	0	303	0	0	283	918	0
Cela1	183.320000	0	0	0	0	0	0	205	0	153	248	0	0	0	0	0	0	0	935	762	1020	997	358	261	282	246	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	132	543	687	0	641	1096	0	0	0
Aanat	183.140000	0	0	0	0	0	0	153	278	313	589	265	0	93	108	0	0	0	132	196	144	0	121	2000	681	337	389	0	326	0	515	0	118	0	0	0	146	106	104	110	0	0	0	213	159	162	199	0	217	385	598	0
Gas2	183.120000	165	611	0	0	0	0	516	0	124	683	357	0	0	218	0	0	0	282	254	190	764	485	1369	769	265	253	0	132	132	238	0	271	202	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	657	0
Ddx5	182.980000	0	0	0	0	355	0	265	225	158	437	285	0	0	0	0	0	0	869	922	463	306	316	200	0	0	0	0	0	0	137	0	0	0	0	0	141	0	0	0	0	0	382	0	452	619	188	324	640	592	873	0
Cep95	182.980000	0	0	0	0	355	0	265	225	158	437	285	0	0	0	0	0	0	869	922	463	306	316	200	0	0	0	0	0	0	137	0	0	0	0	0	141	0	0	0	0	0	382	0	452	619	188	324	640	592	873	0
Atp10d	182.800000	0	404	0	0	119	0	270	302	484	617	328	0	0	0	0	0	0	120	189	0	1620	180	1323	1191	404	200	0	201	151	201	110	0	0	0	0	0	0	0	0	0	0	0	255	0	0	169	0	0	0	302	0
Rbm48	182.700000	191	0	0	0	346	0	250	0	215	600	261	0	0	0	0	0	0	422	435	172	397	455	552	314	343	283	0	224	123	199	0	275	217	0	0	0	0	0	0	0	0	161	187	325	277	231	114	244	410	912	0
Pex1	182.700000	191	0	0	0	346	0	250	0	215	600	261	0	0	0	0	0	0	422	435	172	397	455	552	314	343	283	0	224	123	199	0	275	217	0	0	0	0	0	0	0	0	161	187	325	277	231	114	244	410	912	0
Nr1h2	182.380000	0	236	0	0	0	263	459	257	361	839	397	0	0	0	0	0	0	309	377	189	298	315	310	252	276	234	0	250	153	518	0	0	0	0	0	285	232	0	0	0	0	0	333	237	214	222	0	0	414	889	0
Cdc20b	181.440000	0	0	0	0	0	0	122	0	285	498	209	0	249	198	0	123	0	168	219	223	663	374	285	367	645	598	0	264	76	227	0	0	0	0	0	129	0	287	195	0	0	180	196	252	309	237	207	294	384	609	0
Pick1	181.200000	0	0	0	0	0	0	224	171	258	360	184	0	102	0	0	0	0	715	590	676	320	0	470	222	479	441	0	558	0	511	229	0	0	0	0	174	0	0	0	0	0	204	159	199	212	259	0	159	427	757	0
Fbxo42	181.040000	0	288	0	0	0	0	227	0	377	343	237	0	0	0	0	0	0	326	303	489	248	504	773	629	611	474	0	303	190	303	194	0	0	0	0	0	0	0	0	0	0	251	220	343	297	227	151	289	185	270	0
Cd164	180.880000	180	0	0	0	0	0	0	174	409	711	397	0	0	354	0	168	0	432	347	457	481	0	1106	547	127	146	0	152	0	0	0	0	0	0	0	0	0	0	357	0	0	151	0	215	515	184	507	833	0	94	0
Spcs1	180.840000	406	0	0	0	0	0	227	286	343	581	328	0	0	0	0	0	0	0	0	0	0	621	0	0	255	152	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	374	204	729	943	307	696	648	245	1237	0
Glt8d1	180.840000	406	0	0	0	0	0	227	286	343	581	328	0	0	0	0	0	0	0	0	0	0	621	0	0	255	152	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	374	204	729	943	307	696	648	245	1237	0
Fgf11	180.720000	123	0	0	0	160	0	171	133	0	426	188	0	183	77	0	0	0	510	591	612	908	216	744	183	399	340	0	416	0	189	0	0	0	0	0	218	0	191	78	0	0	0	185	406	293	255	176	211	187	267	0
Chrnb1	180.720000	123	0	0	0	160	0	171	133	0	426	188	0	183	77	0	0	0	510	591	612	908	216	744	183	399	340	0	416	0	189	0	0	0	0	0	218	0	191	78	0	0	0	185	406	293	255	176	211	187	267	0
Fnip2	180.680000	0	0	0	0	177	286	521	296	148	1118	537	0	0	0	0	0	0	0	0	0	275	291	940	799	464	291	0	496	166	468	403	204	0	0	0	332	0	0	0	0	0	0	211	0	0	340	0	0	0	271	0
Gas6	180.580000	0	0	0	0	0	0	0	233	110	190	0	0	0	0	0	0	0	915	651	741	0	387	661	0	427	395	0	193	0	156	0	0	0	0	0	0	0	0	0	0	0	286	282	463	689	354	380	709	0	807	0
Il2rb	180.380000	0	0	0	0	0	0	324	0	272	636	271	0	0	0	0	0	0	72	0	0	757	1117	248	347	255	226	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	210	139	265	424	162	1120	1643	0	406	0
Galnt2	180.200000	0	0	0	0	0	0	254	209	355	742	331	0	0	0	0	0	0	0	0	107	0	346	1399	634	264	267	0	166	0	406	0	0	0	0	0	208	0	0	0	0	0	0	432	192	408	419	262	456	315	838	0
Lrmp	180.160000	145	0	0	0	0	0	250	180	305	381	0	0	0	0	0	0	0	405	511	432	247	347	1181	893	273	0	0	264	197	644	133	0	94	0	0	125	0	0	0	0	0	0	0	172	294	209	177	237	342	570	0
Dscc1	180.060000	0	0	0	0	0	0	200	0	376	819	535	0	0	0	0	0	0	135	207	292	547	359	602	618	252	289	0	233	0	354	0	117	142	0	0	223	0	0	0	0	0	0	244	300	504	262	131	248	330	684	0
Tmem65	179.900000	0	0	0	0	0	0	151	244	244	667	279	0	0	0	0	0	0	101	0	0	1057	862	525	477	286	232	0	0	74	0	0	0	0	0	0	101	0	0	0	0	0	207	187	341	291	167	175	263	955	1109	0
Cers2	179.700000	0	0	0	0	0	0	273	194	0	227	0	0	0	192	0	0	0	1239	927	958	747	448	372	202	262	151	0	0	179	0	0	0	0	0	0	0	0	0	189	0	0	0	0	467	303	0	599	755	0	301	0
Anxa9	179.700000	0	0	0	0	0	0	273	194	0	227	0	0	0	192	0	0	0	1239	927	958	747	448	372	202	262	151	0	0	179	0	0	0	0	0	0	0	0	0	189	0	0	0	0	467	303	0	599	755	0	301	0
Gng4	179.300000	0	0	0	0	0	158	212	300	332	1143	552	0	0	0	0	0	0	251	0	0	0	268	1139	1232	0	0	0	281	0	168	0	150	139	0	0	252	175	0	0	0	0	0	327	0	174	368	0	0	489	855	0
B3galt5	179.240000	0	0	0	0	0	163	626	0	0	1057	712	0	0	0	0	0	0	490	481	520	0	623	121	0	426	191	0	0	295	252	0	100	0	0	0	0	0	0	0	0	0	346	266	461	676	338	348	470	0	0	0
Kif23	179.160000	0	0	0	0	0	0	198	257	454	664	294	0	0	0	0	0	0	510	368	304	0	0	1401	670	288	258	0	192	0	189	0	127	0	0	0	0	0	0	128	0	0	305	199	481	282	261	250	549	0	329	0
Kcnh8	178.800000	0	0	0	0	0	0	0	0	0	1060	555	0	0	0	0	0	0	0	0	0	253	752	864	750	305	191	0	185	0	497	0	0	0	0	0	0	0	0	0	0	0	0	371	0	241	552	0	0	688	1676	0
Nedd9	178.740000	99	0	0	0	119	0	0	200	521	141	0	0	0	0	0	0	0	219	151	0	935	443	892	841	676	361	0	387	0	418	203	320	270	0	0	307	0	0	0	0	0	0	0	160	0	188	279	361	146	300	0
Emilin1	178.540000	0	446	0	0	0	0	207	0	272	521	170	0	0	171	0	0	0	497	568	338	199	345	831	334	557	350	0	316	265	269	0	0	0	0	0	122	116	0	174	0	0	0	183	0	162	295	0	190	271	758	0
St6galnac5	178.300000	0	0	0	0	0	255	761	0	329	1666	865	0	0	0	0	0	0	0	0	0	962	446	1054	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	160	298	0	0	0	806	0
Clgn	178.180000	86	0	0	0	0	182	505	182	176	931	522	0	0	0	0	0	0	0	0	0	0	174	0	876	0	0	0	208	150	586	0	0	0	0	0	219	165	0	0	0	0	234	255	571	395	270	0	0	574	1648	0
