Target_genes	Nfe2l2|Average	SRX1606411|C2C12	SRX1606412|C2C12	SRX21026467|Cerebral_Cortex	SRX21026468|Cerebral_Cortex	SRX21026469|Cerebral_Cortex	SRX21026470|Cerebral_Cortex	SRX21026476|Cerebral_Cortex	SRX21026477|Cerebral_Cortex	SRX21026478|Cerebral_Cortex	SRX21026479|Cerebral_Cortex	SRX188820|CH12	SRX5006896|Esophagus	SRX5006897|Esophagus	SRX5006898|Esophagus	SRX3630637|Liver	SRX3630638|Liver	DRX036572|Macrophages	DRX036573|Macrophages	DRX036574|Macrophages	DRX036575|Macrophages	DRX036576|Macrophages	DRX036577|Macrophages	SRX1438291|Macrophages	SRX1438293|Macrophages	SRX1438295|Macrophages	SRX1438297|Macrophages	SRX1438299|Macrophages	SRX1438301|Macrophages	SRX13081923|MEF	SRX13081924|MEF	SRX13081925|MEF	SRX13081926|MEF	SRX2191407|MEF	SRX2191408|MEF	SRX188811|MEL	SRX18863834|RAW_264.7	STRING
Csnk2a1	108.194444	0	0	0	1022	0	621	0	955	0	328	246	0	0	0	391	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Arcn1	108.000000	0	0	0	218	0	0	0	1131	0	833	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0
Fam168a	107.944444	0	0	207	459	0	677	151	823	145	764	542	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmip	107.916667	0	0	0	621	0	1079	0	546	0	701	0	0	0	0	182	122	0	0	194	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl12	107.888889	0	0	0	149	0	153	0	604	225	540	1418	0	0	0	166	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0
Anxa3	107.750000	0	0	0	246	0	794	0	1007	0	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd1	107.722222	0	0	319	183	0	245	0	558	134	321	1075	0	146	171	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Eny2	107.722222	0	0	319	183	0	245	0	558	134	321	1075	0	146	171	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Ampd3	107.638889	0	0	0	505	0	818	0	1286	140	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr9	107.500000	0	0	0	1033	0	586	0	1547	0	588	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uts2b	107.444444	0	0	0	117	0	236	0	169	0	168	0	0	0	0	0	0	163	217	342	847	0	165	796	359	202	0	0	87	0	0	0	0	0	0	0	0	0
Sema6d	107.277778	0	0	0	1112	0	730	0	1200	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174a	107.250000	0	0	0	195	0	545	0	568	0	797	175	0	0	0	340	0	0	0	342	316	0	0	0	0	258	0	191	0	0	0	0	0	0	0	134	0	0
Rhod	107.194444	0	0	0	366	0	421	0	1115	112	722	0	0	0	0	684	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	107.138889	0	0	0	399	0	308	0	801	228	780	373	0	0	0	420	245	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Elovl5	107.000000	0	0	0	0	0	0	0	276	0	82	1211	103	238	0	1093	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0
Psmc3	106.916667	0	0	91	227	0	261	0	966	103	834	658	0	0	108	353	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma2	106.805556	0	0	102	390	0	203	0	808	199	746	1022	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0
Mrpl32	106.805556	0	0	102	390	0	203	0	808	199	746	1022	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0
Pusl1	106.138889	0	0	0	875	0	487	0	1474	0	615	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Acap3	106.138889	0	0	0	875	0	487	0	1474	0	615	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Sde2	106.111111	0	0	0	139	0	145	0	345	0	249	852	0	138	0	1114	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0
Gm14295	106.111111	0	0	0	255	0	512	0	1324	0	1579	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr1	106.083333	0	0	0	462	0	606	0	862	284	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Banp	105.972222	0	0	393	211	0	254	0	571	357	349	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0
Eloc	105.861111	0	0	0	416	0	333	81	917	101	583	540	0	0	0	371	210	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	101	0	0
Polr2j	105.527778	0	0	0	149	0	188	0	372	0	362	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0
Sephs2	105.222222	0	0	0	0	0	149	0	316	0	508	135	0	0	0	0	0	0	168	0	275	0	0	978	507	338	0	185	229	0	0	0	0	0	0	0	0	0
Pcnx2	105.194444	0	0	0	375	0	435	0	1764	0	1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xkr8	105.055556	0	0	157	1038	0	618	0	898	0	502	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0
Ccdc190	104.833333	0	0	138	1196	0	724	0	1244	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnal4	104.694444	0	0	0	548	0	814	0	1073	133	1067	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfn	104.611111	0	0	0	930	0	1396	0	303	161	845	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmna	104.500000	0	0	0	633	0	338	134	1484	163	761	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Nuf2	104.444444	0	0	0	283	0	304	0	962	170	988	677	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0
6430548M08Rik	104.388889	0	0	0	524	0	929	0	907	0	1234	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	104.166667	0	0	0	479	0	636	0	889	0	1103	121	0	0	0	193	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0
Cops8	104.055556	0	0	0	87	0	0	0	664	0	414	1428	0	0	0	570	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0
Bbox1	104.000000	0	0	135	803	0	580	0	1300	0	816	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col14a1	103.944444	0	0	142	1110	0	751	0	1363	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piwil4	103.916667	0	0	0	686	0	628	0	751	0	321	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131	0	0
Cltb	103.888889	0	0	0	480	0	420	0	1217	149	1090	0	0	0	0	210	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccpg1os	103.888889	0	0	145	264	0	202	0	634	136	538	1364	0	0	0	98	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
Ccpg1	103.888889	0	0	145	264	0	202	0	634	136	538	1364	0	0	0	98	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
Ccl2	103.888889	0	0	0	288	0	829	0	696	531	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb2	103.861111	0	0	0	649	0	462	0	1208	134	656	0	0	0	0	323	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpt	103.805556	0	0	0	182	0	93	0	507	0	347	807	124	410	156	646	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
Prpf31	103.805556	0	0	0	182	0	93	0	507	0	347	807	124	410	156	646	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
Lars	103.777778	0	0	238	184	95	260	0	675	184	448	1297	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0
Bdnf	103.472222	0	0	0	564	0	911	0	1044	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3bp1	103.361111	0	0	0	526	0	404	0	1385	102	836	151	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Mab21l3	103.333333	0	0	0	559	0	731	0	753	249	762	0	0	0	0	433	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex14	103.305556	0	0	0	297	0	454	0	344	247	432	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0
Dffa	103.305556	0	0	0	297	0	454	0	344	247	432	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0
Dync1i2	103.222222	0	0	221	0	0	146	0	507	231	390	1589	0	0	0	216	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0
Dysf	103.055556	0	0	0	531	0	693	0	1232	211	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tec	103.027778	0	0	0	463	0	749	0	837	163	1223	0	0	0	0	98	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd1	102.944444	0	0	0	207	0	454	0	958	160	945	0	0	0	0	505	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspo2	102.916667	0	0	0	1359	0	722	0	1278	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp819	102.861111	0	0	90	574	183	1405	0	510	158	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssc4d	102.861111	0	0	194	1745	0	1402	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5g2	102.861111	0	0	0	198	0	205	0	496	0	397	1425	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0
Akip1	102.388889	0	0	0	555	0	775	0	1216	0	711	0	0	0	0	157	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc1	102.305556	0	0	0	139	0	143	0	394	0	238	1181	109	309	0	629	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0
Cox7a2	102.305556	0	0	0	161	0	163	0	864	0	451	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0
Tex14	101.861111	0	0	0	97	0	104	0	264	0	136	713	100	251	115	1056	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0
Slc9a1	101.833333	0	0	0	294	0	267	0	835	0	591	1044	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0
Cdk5r2	101.750000	0	0	0	1143	0	785	0	1199	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoatz	101.694444	0	0	0	318	0	355	0	1294	204	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdp1	101.555556	0	0	116	316	0	167	0	525	143	410	1032	0	0	112	465	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
2210418O10Rik	101.527778	0	0	0	249	0	584	0	1224	0	1468	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdadc1	101.444444	0	0	0	0	0	0	0	147	0	0	768	149	353	282	1338	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Fkbp8	101.388889	0	0	70	849	0	700	0	752	0	470	252	0	0	0	337	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0
Ralb	101.305556	0	0	0	863	0	578	0	1486	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab31	101.277778	0	0	213	1037	0	667	0	1168	0	428	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam133b	101.277778	0	0	0	367	0	402	0	513	0	388	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0
Ttll5	101.194444	0	0	0	0	0	0	0	227	0	0	217	0	215	139	1907	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erg28	101.194444	0	0	0	0	0	0	0	227	0	0	217	0	215	139	1907	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ss18l1	101.166667	0	0	0	268	0	291	0	976	0	659	99	0	0	0	661	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma7	101.166667	0	0	0	268	0	291	0	976	0	659	99	0	0	0	661	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nars	101.111111	0	0	113	548	0	375	0	771	0	554	754	0	0	110	119	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Trpc1	101.027778	0	0	0	697	0	568	0	1382	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr10	101.000000	0	0	0	0	0	89	0	287	121	299	237	145	564	364	1062	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps37b	100.722222	0	0	0	0	0	0	0	192	0	178	1751	98	325	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0
Tjp2	100.694444	0	0	129	508	0	336	0	1214	163	913	137	0	0	0	140	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfil3	100.638889	0	0	0	280	0	855	0	897	182	1244	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb37	100.611111	0	0	121	441	0	377	0	1080	121	844	161	0	0	168	162	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn2	100.555556	0	0	0	467	0	311	0	1756	0	843	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nit1	100.555556	0	0	0	467	0	311	0	1756	0	843	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifit1bl2	100.361111	0	0	0	257	0	318	0	1537	197	1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg101	100.277778	0	0	0	0	0	131	0	255	0	198	1911	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0
Ppcdc	100.194444	0	0	0	372	0	348	0	827	137	731	806	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Alox5ap	100.166667	0	0	0	195	0	909	0	349	141	1652	0	0	0	0	0	0	0	0	145	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank1	100.138889	0	0	0	554	0	684	0	1080	161	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clip1	100.027778	0	0	0	396	0	434	0	873	155	615	0	0	0	235	625	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx6	100.000000	0	0	121	1214	0	895	0	908	0	370	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa6	99.833333	0	0	0	517	0	668	0	839	0	838	208	0	0	0	358	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cwc25	99.722222	0	0	0	107	0	131	0	249	0	144	1362	0	246	0	489	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0
Gm14296	99.666667	0	0	0	249	0	584	0	1157	0	1468	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	99.611111	0	0	0	174	0	254	0	795	193	789	953	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0
Hspb2	99.583333	0	0	0	438	0	915	0	613	225	1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryab	99.583333	0	0	0	438	0	915	0	613	225	1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atmin	99.583333	0	0	0	363	0	702	0	941	227	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm5	99.416667	0	0	0	571	0	657	0	1094	128	598	337	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
Gosr2	99.388889	0	0	0	0	0	77	0	316	121	269	523	110	199	100	1115	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
Nedd8	99.305556	0	0	287	166	0	132	0	777	217	275	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Gmpr2	99.305556	0	0	287	166	0	132	0	777	217	275	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Ndufv1	98.944444	0	0	0	77	0	99	0	413	0	264	1037	0	189	0	901	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Rad23b	98.833333	0	0	0	225	0	487	144	756	0	867	149	0	0	0	484	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sympk	98.805556	0	0	141	161	0	153	139	587	249	243	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0
Foxa3	98.805556	0	0	141	161	0	153	139	587	249	243	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0
Dnmt3l	98.805556	0	0	0	0	0	855	0	249	192	1906	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
Tbl1x	98.666667	0	0	0	341	0	538	0	1173	153	901	143	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Kdm1a	98.527778	0	0	0	169	0	389	0	473	0	741	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0
Pigg	98.472222	0	0	0	0	0	133	0	251	0	182	666	82	254	118	1385	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2004	98.333333	0	0	0	282	0	554	0	1214	0	1370	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd12	98.277778	0	0	109	791	0	877	0	927	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ednrb	98.250000	0	0	0	553	0	757	0	851	173	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng11	98.194444	0	0	0	463	0	629	0	1107	124	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crlf2	98.000000	0	0	0	0	0	217	0	486	0	516	569	94	434	0	735	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
Tiam2	97.972222	0	0	0	265	0	712	0	994	227	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trex1	97.888889	0	0	84	738	0	521	0	905	0	547	169	0	0	0	93	139	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Shisa5	97.888889	0	0	84	738	0	521	0	905	0	547	169	0	0	0	93	139	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Mtmr6	97.888889	0	0	0	0	0	95	0	655	0	447	1482	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0
Saraf	97.861111	0	0	0	0	0	0	0	200	0	118	1089	0	171	163	893	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0
H4c2	97.861111	0	0	0	0	0	0	0	217	0	77	391	0	200	218	1316	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0
Efcab5	97.861111	0	0	0	502	0	856	0	809	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Them6	97.777778	0	145	127	933	0	639	0	1101	0	457	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx17	97.583333	0	0	166	173	0	162	0	708	180	256	1210	0	0	0	184	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0
Eif2b4	97.583333	0	0	166	173	0	162	0	708	180	256	1210	0	0	0	184	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0
Ric8b	97.416667	0	0	171	230	0	146	0	509	0	357	1167	0	0	0	472	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0
Arhgef1	97.416667	0	0	0	243	0	120	0	884	0	473	1129	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0
Prr5l	97.361111	0	0	0	301	0	307	0	734	0	676	1042	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0
Atp5o	97.277778	0	0	163	551	0	293	0	452	0	193	1490	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0
2310030G06Rik	97.277778	0	0	0	765	0	457	0	1519	115	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	97.222222	0	0	0	1057	0	804	0	979	0	540	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lekr1	97.194444	0	0	0	0	0	0	0	95	0	165	1378	0	161	0	816	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0
Klf6	97.166667	0	0	0	203	0	612	0	439	322	1723	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm3	97.138889	0	0	0	265	0	196	0	509	0	579	524	0	0	0	223	132	0	0	286	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0
Birc2	97.138889	0	0	0	116	0	478	0	377	134	900	184	0	0	0	657	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0
Cdk16	96.916667	0	0	0	382	0	682	0	1152	128	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maco1	96.888889	0	0	0	179	0	454	0	898	104	804	0	0	0	187	397	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a1	96.750000	0	0	111	853	0	516	0	1239	153	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	96.750000	0	0	0	407	0	139	105	682	85	438	305	0	120	90	471	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
A730008H23Rik	96.750000	0	0	0	407	0	139	105	682	85	438	305	0	120	90	471	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Cd7	96.722222	0	0	0	358	0	459	0	1362	166	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Per1	96.638889	0	0	0	800	0	713	0	939	0	584	284	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a1	96.611111	0	0	0	164	0	174	0	569	95	449	341	0	254	0	969	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd2	96.583333	0	0	0	195	0	436	0	1107	338	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpot	96.500000	0	0	0	406	0	332	0	919	134	529	724	0	0	0	323	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpp2	96.444444	0	0	0	218	0	107	0	655	0	500	284	0	139	216	920	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	96.388889	0	0	0	366	0	610	0	357	0	770	125	0	0	0	0	0	0	0	475	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpd1	96.333333	0	0	0	101	0	151	0	538	0	261	1475	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0
Tnpo2	96.305556	0	144	0	833	0	463	0	915	0	241	541	0	0	0	136	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Treml4	96.277778	0	0	0	987	0	824	0	992	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
Med4	96.222222	0	0	0	155	0	295	0	508	0	472	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0
Dusp1	96.166667	0	0	0	321	0	643	0	208	0	466	449	0	0	0	105	115	0	0	0	0	0	0	628	384	0	0	0	143	0	0	0	0	0	0	0	0	0
