Target_genes	Gfi1|Average	SRX093162|Bone_Marrow_Cells	SRX6799360|Embryoid_Bodies	SRX16700226|Granulocytic-monocytic_progenitors	SRX7821117|Hematopoietic_progenitors	SRX349376|ILC2	SRX1939441|Lymphoid-primed_multipotent_progenitors	SRX1072347|Macrophages	SRX7415996|Macrophages	SRX206425|Mast_Cells	SRX5131513|Medulloblastoma	SRX5131514|Medulloblastoma	SRX1035395|mESC_derived_haematopoietic_progenitor	SRX1096803|Naive_T_cells	SRX1096804|Naive_T_cells	SRX1973345|Neurospheres	SRX1973346|Neurospheres	STRING
Stk3	81.312500	469	0	0	0	0	0	0	0	0	459	110	0	0	0	0	263	0
Reps1	81.312500	500	0	0	0	0	0	87	0	0	430	0	0	0	0	0	284	0
Plppr3	81.312500	320	0	208	287	0	287	0	0	0	199	0	0	0	0	0	0	0
Madcam1	81.312500	319	0	0	0	0	0	0	0	0	427	157	0	183	0	0	215	0
Jarid2	81.312500	494	0	0	0	0	0	0	0	150	251	0	0	251	0	0	155	0
Fam187a	81.312500	328	0	0	0	0	0	0	0	0	505	112	0	138	0	0	218	0
Eftud2	81.312500	328	0	0	0	0	0	0	0	0	505	112	0	138	0	0	218	0
Ccdc103	81.312500	328	0	0	0	0	0	0	0	0	505	112	0	138	0	0	218	0
Alcam	81.312500	682	0	0	0	0	0	0	0	0	198	158	0	0	0	0	263	0
Ric8b	81.250000	304	0	0	143	0	143	0	0	0	325	204	0	0	0	0	181	0
Rer1	81.250000	421	0	0	0	0	0	0	0	0	482	154	0	0	0	0	243	0
Pkd1	81.250000	408	0	0	0	0	0	0	0	0	491	114	0	0	0	0	287	0
Morn1	81.250000	421	0	0	0	0	0	0	0	0	482	154	0	0	0	0	243	0
Emp1	81.250000	0	0	0	489	166	492	0	0	153	0	0	0	0	0	0	0	0
Casc3	81.250000	415	0	0	0	0	0	0	0	0	500	127	0	0	0	0	258	0
Rspry1	81.187500	272	0	0	0	0	0	0	0	0	340	329	0	90	0	0	268	0
Rprd1a	81.187500	600	0	58	0	0	0	0	0	0	309	147	0	0	0	0	185	0
Rmnd5a	81.187500	445	0	155	0	0	0	0	0	0	383	97	0	0	0	0	219	0
Psme3ip1	81.187500	272	0	0	0	0	0	0	0	0	340	329	0	90	0	0	268	0
Ppan	81.187500	862	0	0	0	0	0	0	0	0	270	0	0	0	0	0	167	0
Ppa1	81.187500	349	0	0	0	0	0	0	0	0	549	136	0	0	0	0	265	0
Med18	81.187500	422	0	0	0	0	0	0	0	0	325	267	0	0	0	0	285	0
Als2	81.187500	309	0	0	0	0	0	0	0	0	386	227	0	0	0	0	377	0
Szt2	81.125000	513	0	0	0	0	0	0	0	0	351	174	0	0	0	0	260	0
Myh3	81.125000	495	0	0	402	0	401	0	0	0	0	0	0	0	0	0	0	0
Med8	81.125000	513	0	0	0	0	0	0	0	0	351	174	0	0	0	0	260	0
Gpi1	81.125000	525	0	0	0	0	0	0	0	0	215	305	0	0	0	0	253	0
Eif4g2	81.125000	360	0	0	0	0	0	0	0	0	376	156	0	73	0	0	333	0
Cand1	81.125000	320	0	0	122	0	122	0	0	0	367	201	0	0	0	0	166	0
Zcchc9	81.062500	309	0	0	0	0	0	0	0	0	475	79	0	0	0	0	434	0
Yipf3	81.062500	622	0	0	0	0	0	0	0	0	371	109	0	0	0	0	195	0
Ppp1ccb	81.062500	812	0	0	0	0	0	0	0	0	364	0	0	0	0	0	121	0
Ppp1cc	81.062500	812	0	0	0	0	0	0	0	0	364	0	0	0	0	0	121	0
Polr1c	81.062500	622	0	0	0	0	0	0	0	0	371	109	0	0	0	0	195	0
Fbxo31	81.062500	336	0	0	226	0	230	0	0	0	166	244	0	0	0	0	95	0
Arhgap30	81.062500	866	0	0	160	0	159	0	0	112	0	0	0	0	0	0	0	0
Slco4a1	81.000000	692	0	0	100	0	100	0	0	0	297	0	0	0	0	0	107	0
Prxl2a	81.000000	588	0	0	0	71	0	0	0	0	199	121	0	0	0	0	317	0
Nol10	81.000000	555	0	0	0	0	0	0	0	0	362	155	0	98	0	0	126	0
Ebf2	81.000000	185	0	0	292	0	292	0	0	0	267	129	0	0	0	0	131	0
Prlh	80.937500	304	0	0	498	0	493	0	0	0	0	0	0	0	0	0	0	0
Pias1	80.937500	460	0	0	0	0	0	0	0	0	444	124	0	0	0	0	267	0
Dele1	80.937500	417	0	0	0	0	0	0	0	0	490	203	0	0	0	0	185	0
Tfdp2	80.875000	455	0	0	0	0	0	0	0	0	531	123	0	0	0	0	185	0
Snrpd3	80.875000	484	0	0	0	0	0	0	0	0	360	166	0	0	0	0	284	0
Pigm	80.875000	241	0	0	0	0	0	0	0	0	445	222	0	0	0	0	386	0
Gucd1	80.875000	484	0	0	0	0	0	0	0	0	360	166	0	0	0	0	284	0
Ccni	80.875000	396	0	0	0	0	0	0	0	0	446	195	0	0	0	0	257	0
2010109A12Rik	80.875000	396	0	0	0	0	0	0	0	0	446	195	0	0	0	0	257	0
Zbtb9	80.812500	404	0	0	0	0	0	0	0	0	388	167	0	88	0	0	246	0
Hsbp1	80.812500	300	0	0	0	0	0	0	0	0	528	147	0	110	0	0	208	0
Zfp715	80.750000	410	0	0	0	0	0	0	0	0	447	172	0	0	0	0	263	0
Tlcd5	80.750000	0	0	477	0	0	0	0	0	0	228	0	0	0	222	0	365	0
Sec22c	80.750000	453	0	0	0	0	0	0	0	0	499	136	0	0	0	0	204	0
Lrmda	80.750000	875	0	0	0	0	0	0	0	0	224	67	0	0	0	0	126	0
Larp1b	80.750000	537	0	0	0	0	0	0	0	0	351	248	0	0	0	0	156	0
Krt10	80.750000	359	0	0	0	0	0	0	0	0	540	149	0	0	0	0	244	0
Hspa1l	80.750000	175	0	0	194	0	176	0	0	0	333	210	0	86	0	0	118	0
Hspa1a	80.750000	175	0	0	194	0	176	0	0	0	333	210	0	86	0	0	118	0
Dhrs4	80.750000	315	0	0	240	0	237	0	0	0	207	116	0	0	0	0	177	0
Zwint	80.687500	205	0	0	0	0	0	0	0	0	502	286	0	0	0	0	298	0
Zdhhc13	80.687500	307	0	0	0	0	0	0	0	0	495	136	0	90	0	0	263	0
Xxylt1	80.687500	454	0	0	108	0	103	0	0	0	319	136	0	0	0	0	171	0
Tmub2	80.687500	215	0	0	259	0	255	0	0	267	135	0	0	0	0	0	160	0
Orc2	80.687500	313	0	0	0	0	0	0	0	0	512	85	0	0	0	0	381	0
Hnrnpa2b1	80.687500	371	0	124	0	0	0	0	0	0	471	109	0	0	0	0	216	0
Dtx4	80.687500	475	0	0	0	0	0	224	0	0	216	107	0	0	0	0	269	0
Cbx3	80.687500	371	0	124	0	0	0	0	0	0	471	109	0	0	0	0	216	0
Trim24	80.625000	327	0	0	0	0	0	0	0	0	443	182	0	0	0	0	338	0
Taf3	80.625000	453	0	0	0	0	0	0	0	0	326	0	0	128	0	0	383	0
Senp6	80.625000	511	0	0	0	0	0	0	0	0	503	103	0	0	0	0	173	0
Mrps36	80.625000	233	0	0	0	0	0	0	0	0	451	213	0	94	0	0	299	0
Lrr1	80.625000	182	0	0	0	0	0	0	0	0	446	159	0	0	0	0	503	0
Fubp3	80.625000	440	0	0	0	0	0	0	0	0	463	113	0	0	0	0	274	0
Fam136a	80.625000	389	0	0	0	0	0	0	0	0	599	143	0	0	0	0	159	0
Cox16	80.625000	374	0	0	0	0	0	0	0	0	394	284	0	0	0	0	238	0
Ammecr1l	80.625000	295	0	116	0	0	0	0	0	0	423	212	0	0	0	61	183	0
Timm21	80.562500	592	0	0	0	0	0	0	0	0	259	112	0	84	0	0	242	0
Palld	80.562500	659	0	0	0	0	0	0	0	0	279	0	0	0	0	0	351	0
Fbxo15	80.562500	592	0	0	0	0	0	0	0	0	259	112	0	84	0	0	242	0
Api5	80.562500	478	0	0	0	0	0	0	0	0	431	0	0	0	0	0	380	0
Ppid	80.500000	359	0	0	0	0	0	0	0	0	522	148	0	0	0	0	259	0
Cdc37l1	80.500000	495	0	0	0	0	0	0	0	0	332	77	0	118	0	0	266	0
Zfp512b	80.437500	260	0	0	394	0	395	0	0	0	238	0	0	0	0	0	0	0
Stx11	80.437500	727	0	0	0	0	0	0	0	0	334	0	0	0	0	0	226	0
Ppp6c	80.437500	372	0	0	0	0	0	0	0	0	472	116	0	0	0	0	327	0
Polg	80.437500	698	0	131	0	0	0	0	0	0	229	83	0	0	0	0	146	0
Gnl2	80.437500	408	0	0	0	0	0	0	0	0	422	109	0	72	0	0	276	0
Pibf1	80.375000	321	0	0	0	0	0	0	0	0	568	127	0	0	0	0	270	0
Dis3	80.375000	321	0	0	0	0	0	0	0	0	568	127	0	0	0	0	270	0
Calcoco1	80.375000	501	0	0	256	0	252	0	0	0	0	82	0	0	0	0	195	0
Tmem59	80.312500	239	0	0	134	0	132	0	0	0	352	161	0	0	0	0	267	0
Tceanc2	80.312500	239	0	0	134	0	132	0	0	0	352	161	0	0	0	0	267	0
Snx13	80.312500	413	0	0	0	0	0	0	0	0	483	181	0	0	0	0	208	0
Sfpq	80.312500	409	0	0	0	0	0	0	0	0	462	135	0	0	0	0	279	0
Eif3b	80.312500	295	0	0	0	0	0	0	0	0	606	149	0	0	0	0	235	0
E030030I06Rik	80.312500	694	0	0	265	0	224	0	0	0	0	0	0	0	0	0	102	0
Sbf1	80.250000	533	0	0	0	0	0	0	0	0	356	174	0	0	0	0	221	0
E130309D02Rik	80.250000	627	0	0	0	0	0	0	0	0	420	0	0	0	0	0	237	0
Cfap36	80.250000	355	0	0	0	0	0	0	0	0	389	184	0	0	0	0	356	0
Sco1	80.187500	345	0	0	0	0	0	0	0	0	300	153	0	0	0	0	485	0
Rnf216	80.187500	591	0	0	0	0	0	0	0	0	422	0	0	0	0	0	270	0
Paqr8	80.187500	671	0	0	0	0	0	0	0	177	171	0	0	0	0	0	264	0
Gnpda2	80.187500	303	0	0	0	0	0	0	0	0	353	143	0	0	0	0	484	0
Gca	80.187500	540	0	0	0	0	0	0	0	0	448	134	0	0	0	0	161	0
Adprm	80.187500	345	0	0	0	0	0	0	0	0	300	153	0	0	0	0	485	0
Tmem147	80.125000	556	0	0	0	0	0	0	0	0	323	163	0	78	0	0	162	0
Sptbn4	80.125000	293	0	0	195	0	194	0	0	0	174	107	0	0	0	0	319	0
Rc3h2	80.125000	359	0	69	0	0	0	0	0	0	384	222	0	0	0	0	248	0
Rab21	80.125000	430	0	256	0	0	0	0	0	0	250	150	0	0	0	0	196	0
Dram2	80.125000	210	0	0	0	0	0	0	0	0	528	131	0	117	0	0	296	0
Cept1	80.125000	210	0	0	0	0	0	0	0	0	528	131	0	117	0	0	296	0
Calhm1	80.125000	0	0	0	488	303	491	0	0	0	0	0	0	0	0	0	0	0
Blvrb	80.125000	293	0	0	195	0	194	0	0	0	174	107	0	0	0	0	319	0
Top1	80.062500	399	0	76	0	0	0	0	0	0	342	141	0	0	0	0	323	0
Sel1l	80.062500	292	0	0	0	0	0	0	0	0	480	169	0	0	0	0	340	0
Map3k20	80.062500	634	0	0	0	123	0	0	0	0	362	0	0	0	0	0	162	0
Slc12a5	80.000000	997	0	0	0	0	0	0	0	0	129	0	0	0	0	0	154	0
Pla2g6	80.000000	344	0	202	0	0	0	0	0	0	312	0	0	132	0	0	290	0
Nxpe3	80.000000	279	0	0	0	0	0	0	0	0	610	87	0	0	0	0	304	0
Fanca	80.000000	204	0	0	329	0	307	0	0	0	225	0	0	0	0	0	215	0
Atp6v0a2	80.000000	413	0	0	0	0	0	0	0	0	350	183	0	69	0	0	265	0
Topors	79.937500	387	0	0	0	0	0	0	0	0	365	213	0	0	0	0	314	0
Smim27	79.937500	387	0	0	0	0	0	0	0	0	365	213	0	0	0	0	314	0
Slc35a3	79.875000	805	0	0	0	0	0	0	0	0	233	0	0	79	0	0	161	0
Jak1	79.875000	340	0	0	0	0	0	0	0	0	485	124	0	102	0	0	227	0
Fam98a	79.875000	433	0	0	0	0	0	0	0	0	293	176	0	0	0	78	298	0
Dbnl	79.875000	321	0	0	0	0	0	0	0	0	383	159	0	119	0	0	296	0
Rrm2b	79.812500	321	0	0	0	0	0	0	0	0	441	185	0	0	0	0	330	0
Nlk	79.812500	420	0	0	0	0	0	0	0	0	460	145	0	0	0	0	252	0
Inpp5f	79.812500	390	0	0	0	0	0	0	0	0	393	82	0	0	0	0	412	0
Fam8a1	79.812500	599	0	0	0	0	0	0	0	0	354	76	0	0	0	0	248	0
Dnajb9	79.812500	382	0	0	0	150	0	0	0	0	373	141	0	0	0	0	231	0
Cnih1	79.812500	412	0	0	0	0	0	0	0	0	464	0	0	98	0	0	303	0
Trub2	79.750000	433	0	0	0	0	0	0	0	0	445	205	0	0	0	0	193	0
Tmtc4	79.750000	507	0	0	0	0	0	0	0	0	449	116	0	0	0	0	204	0
Tmem191c	79.750000	289	0	0	0	0	0	0	0	508	182	0	0	0	0	0	297	0
Tbc1d30	79.750000	333	0	215	109	0	108	0	0	0	142	0	0	0	0	0	369	0
Polr2f	79.750000	323	0	291	0	0	0	0	0	0	289	115	0	0	0	0	258	0
Mbnl1	79.750000	603	0	0	181	0	192	0	0	0	300	0	0	0	0	0	0	0
Ippk	79.750000	482	0	0	0	0	0	0	0	0	372	89	0	0	0	0	333	0
1700088E04Rik	79.750000	323	0	291	0	0	0	0	0	0	289	115	0	0	0	0	258	0
Thg1l	79.687500	271	0	0	0	0	0	0	0	0	370	249	0	0	0	0	385	0
Pdia6	79.687500	335	0	0	0	0	0	0	0	0	394	174	0	113	0	0	259	0
Fam207a	79.687500	642	0	0	0	0	0	0	0	0	251	0	0	150	0	0	232	0
Exosc10	79.687500	232	0	0	0	0	0	0	0	0	590	165	0	0	0	0	288	0
Entpd4b	79.687500	268	0	0	0	0	0	0	0	0	591	119	0	66	0	0	231	0
Entpd4	79.687500	268	0	0	0	0	0	0	0	0	591	119	0	66	0	0	231	0
Cttnbp2nl	79.687500	510	0	0	0	0	0	0	0	0	397	165	0	0	0	0	203	0
Cdc5l	79.687500	287	0	0	0	0	0	0	0	0	444	232	0	0	0	0	312	0
Shb	79.625000	399	0	0	255	0	253	0	0	0	224	0	0	0	0	0	143	0
Sec61b	79.625000	232	0	0	0	0	0	0	0	0	510	180	0	152	0	0	200	0
Ppp6r1	79.625000	250	0	0	100	0	99	0	0	0	429	149	0	0	0	0	247	0
Cldn10	79.625000	160	0	506	0	0	0	0	0	0	175	0	0	0	221	0	212	0
Alg2	79.625000	232	0	0	0	0	0	0	0	0	510	180	0	152	0	0	200	0
Tpgs2	79.562500	258	0	0	0	0	0	0	0	465	385	0	0	0	0	0	165	0
Srek1ip1	79.562500	747	0	0	0	0	0	0	0	0	234	95	0	0	0	0	197	0
Rpl10a	79.562500	396	0	0	0	0	0	0	0	0	396	118	0	256	0	0	107	0
Mtfr1	79.562500	473	0	0	0	0	0	0	0	0	327	151	0	0	0	0	322	0
Mfap3l	79.562500	409	0	0	0	0	0	106	0	0	333	160	0	0	0	0	265	0
Gtdc1	79.562500	311	0	0	114	0	114	0	0	0	430	112	0	0	0	0	192	0
Fam171b	79.562500	504	0	0	0	0	0	0	0	0	261	132	0	0	0	0	376	0
Etv3	79.562500	259	0	0	150	0	149	0	0	0	423	97	0	0	0	0	195	0
Cwc27	79.562500	747	0	0	0	0	0	0	0	0	234	95	0	0	0	0	197	0
Calr3	79.562500	314	0	0	97	0	100	0	0	0	367	247	0	0	0	0	148	0
1700030K09Rik	79.562500	314	0	0	97	0	100	0	0	0	367	247	0	0	0	0	148	0
Trp53bp2	79.500000	384	0	0	0	0	0	0	0	0	484	100	0	0	0	0	304	0
Slc35e1	79.500000	483	0	0	189	0	189	0	0	0	312	0	0	0	0	0	99	0
Rfxap	79.500000	381	0	0	0	0	0	0	0	0	490	265	0	0	0	0	136	0
Pnp	79.500000	462	0	0	0	0	0	0	0	0	353	102	0	0	0	0	355	0
Mat2a	79.500000	636	0	0	0	0	0	0	0	0	291	136	0	0	0	0	209	0
Ubr1	79.437500	484	0	0	0	0	0	0	0	0	329	137	0	0	0	0	321	0
Tom1	79.437500	207	0	0	0	0	0	0	0	0	542	180	0	0	0	0	342	0
Tbccd1	79.437500	141	0	0	0	0	0	0	0	0	508	233	0	0	0	0	389	0
Slc11a1	79.437500	459	0	0	261	0	261	0	0	155	0	0	0	0	0	0	135	0
Pikfyve	79.437500	412	0	0	0	0	0	0	0	0	496	115	0	0	0	0	248	0
Pbk	79.437500	180	0	158	0	0	0	0	0	0	452	78	0	0	0	0	403	0
Ncoa3	79.437500	444	0	0	173	0	174	0	0	0	321	0	0	0	0	0	159	0
Map3k1	79.437500	329	0	0	119	0	119	0	0	132	287	144	0	0	0	0	141	0
Lrig2	79.437500	352	0	0	0	0	0	0	0	0	449	93	0	0	0	0	377	0
Litaf	79.437500	333	0	0	0	0	0	0	0	312	464	0	0	0	0	0	162	0
Gm829	79.437500	0	0	0	637	0	634	0	0	0	0	0	0	0	0	0	0	0
Dnajb11	79.437500	141	0	0	0	0	0	0	0	0	508	233	0	0	0	0	389	0
Cyth3	79.437500	386	0	0	0	0	0	0	0	0	310	105	0	140	0	0	330	0
Csnk1a1	79.437500	290	0	0	0	0	0	0	0	0	569	116	0	0	0	0	296	0
Abhd3	79.437500	594	0	0	0	0	0	0	0	0	299	0	0	89	0	0	289	0
4931414P19Rik	79.437500	260	0	0	0	0	0	0	0	0	498	104	0	134	0	0	275	0
Stx8	79.375000	438	0	0	0	0	0	0	0	0	370	114	0	0	0	0	348	0
Rmnd1	79.375000	727	0	0	0	0	0	0	0	0	217	0	0	106	0	0	220	0
Cfap52	79.375000	438	0	0	0	0	0	0	0	0	370	114	0	0	0	0	348	0
Armt1	79.375000	727	0	0	0	0	0	0	0	0	217	0	0	106	0	0	220	0
Xylb	79.312500	780	0	0	0	0	0	0	0	0	273	0	0	0	0	0	216	0
Sertad2	79.312500	245	0	0	0	0	0	0	0	0	515	152	0	0	0	0	357	0
Scaf11	79.312500	503	0	0	0	0	0	0	0	0	303	178	0	0	0	0	285	0
Lcorl	79.312500	271	0	0	127	0	128	0	0	0	426	141	0	0	0	0	176	0
Hmces	79.312500	259	0	0	218	0	218	0	0	0	338	0	0	0	0	0	236	0
Crot	79.312500	315	0	185	0	0	0	0	0	0	384	109	0	0	0	0	276	0
Cldn12	79.312500	384	0	0	0	0	0	0	0	0	459	123	0	0	0	0	303	0
Zfand2b	79.250000	355	0	0	0	0	0	0	0	0	642	130	0	0	0	0	141	0
Pomt2	79.250000	259	0	0	0	0	0	0	0	0	543	138	0	108	0	0	220	0
Gstz1	79.250000	259	0	0	0	0	0	0	0	0	543	138	0	108	0	0	220	0
Chfr	79.250000	544	0	0	0	0	0	0	0	0	383	131	0	0	0	0	210	0
Cap1	79.250000	509	0	98	0	0	0	0	0	0	305	141	0	0	0	0	215	0
Camk1d	79.250000	534	0	109	0	0	0	0	0	148	195	103	0	0	0	0	179	0
2410002F23Rik	79.250000	417	0	0	89	0	82	0	0	0	357	130	0	0	0	0	193	0
Ttc9c	79.187500	403	0	0	0	0	0	0	0	0	348	208	0	0	0	0	308	0
Trmt61a	79.187500	357	0	0	161	0	161	0	0	0	284	80	0	0	0	0	224	0
Rnf181	79.187500	0	0	0	195	0	195	0	0	180	273	0	138	0	0	0	286	0
Psma3	79.187500	321	0	0	0	87	0	0	0	0	575	0	0	0	0	0	284	0
Hnrnpul2	79.187500	403	0	0	0	0	0	0	0	0	348	208	0	0	0	0	308	0
Bbs9	79.187500	556	0	0	0	0	0	0	0	0	282	170	0	0	0	0	259	0
Abcd3	79.187500	607	0	0	0	0	0	0	0	0	412	0	0	0	0	0	248	0
Srpr	79.125000	260	0	0	126	0	127	0	0	0	314	161	0	0	0	0	278	0
Sprtn	79.125000	461	0	0	0	0	0	0	0	0	325	128	0	0	0	0	352	0
Sp4	79.125000	292	0	0	0	0	0	0	0	0	498	184	0	0	0	0	292	0
Slc37a4	79.125000	447	0	0	0	0	0	0	0	0	220	108	0	178	0	0	313	0
Hnrnpc	79.125000	256	0	0	0	0	0	0	0	0	484	297	0	0	0	0	229	0
Foxred1	79.125000	260	0	0	126	0	127	0	0	0	314	161	0	0	0	0	278	0
Exoc8	79.125000	461	0	0	0	0	0	0	0	0	325	128	0	0	0	0	352	0
Akr1a1	79.125000	405	0	0	0	0	0	0	0	0	288	209	0	0	0	0	364	0
Zfp94	79.062500	482	0	139	0	0	0	0	0	0	261	140	0	0	0	0	243	0
Kctd3	79.062500	388	0	0	0	0	0	0	0	0	567	143	0	0	0	0	167	0
Tmem116	79.000000	550	0	0	0	0	0	0	0	0	345	103	0	0	0	0	266	0
Ss18	79.000000	530	0	0	0	0	0	0	0	0	431	173	0	0	0	0	130	0
Snap29	79.000000	569	0	0	0	0	0	0	0	0	394	114	0	0	0	0	187	0
Slc35a5	79.000000	362	0	0	116	0	115	0	0	0	283	198	0	0	0	0	190	0
Sec13	79.000000	789	0	0	0	0	0	0	0	0	362	113	0	0	0	0	0	0
Pi4ka	79.000000	569	0	0	0	0	0	0	0	0	394	114	0	0	0	0	187	0
Papss1	79.000000	315	0	0	0	0	0	0	0	0	532	139	0	0	0	0	278	0
Net1	79.000000	460	0	0	0	0	0	0	0	0	380	96	0	0	0	0	328	0
Erp29	79.000000	550	0	0	0	0	0	0	0	0	345	103	0	0	0	0	266	0
Atg3	79.000000	362	0	0	116	0	115	0	0	0	283	198	0	0	0	0	190	0
Amz2	79.000000	519	0	0	0	0	0	0	0	0	294	169	0	0	0	0	282	0
Scaper	78.937500	295	0	181	0	0	0	0	0	0	402	86	0	0	0	0	299	0
Rps14	78.937500	679	0	0	0	0	0	0	0	0	331	124	0	0	0	0	129	0
Rpl22l1	78.937500	353	0	0	0	0	0	0	0	0	452	148	0	0	0	0	310	0
Oxa1l	78.937500	218	0	0	112	0	121	0	0	0	301	178	0	0	0	0	333	0
Mfn2	78.937500	254	0	0	0	0	0	0	0	0	483	269	0	0	0	0	257	0
Hinfp	78.937500	275	0	0	0	0	0	0	0	0	375	172	0	138	0	0	303	0
Fbxo8	78.937500	240	0	0	0	0	0	0	0	0	448	232	0	0	0	0	343	0
Fbxo48	78.937500	509	0	0	0	0	0	0	0	0	311	163	0	0	0	0	280	0
Etaa1	78.937500	317	0	0	0	0	0	0	0	0	484	125	0	0	0	0	337	0
Efr3a	78.937500	435	0	0	0	0	0	0	0	0	390	105	0	0	0	0	333	0
Cep44	78.937500	240	0	0	0	0	0	0	0	0	448	232	0	0	0	0	343	0
Tube1	78.875000	457	0	0	0	0	0	0	0	0	308	239	0	0	0	0	258	0
Tspan10	78.875000	800	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0
Rpl15	78.875000	498	0	0	0	0	0	0	0	0	303	177	0	0	0	0	284	0
Rint1	78.875000	412	0	0	0	122	0	0	0	0	324	0	0	0	0	0	404	0
Pus7	78.875000	412	0	0	0	122	0	0	0	0	324	0	0	0	0	0	404	0
Psip1	78.875000	257	0	0	0	0	0	0	0	0	593	141	0	58	0	0	213	0
Nkiras1	78.875000	498	0	0	0	0	0	0	0	0	303	177	0	0	0	0	284	0
Ndufb5	78.875000	321	0	0	0	0	0	0	0	0	452	278	0	0	0	0	211	0
Mrpl47	78.875000	321	0	0	0	0	0	0	0	0	452	278	0	0	0	0	211	0
Kif2c	78.875000	575	0	0	0	79	0	0	0	0	278	184	0	0	0	0	146	0
Hnrnpa1	78.875000	443	0	121	0	0	0	0	0	0	264	208	0	0	0	0	226	0
Hipk3	78.875000	419	0	0	0	0	0	57	0	0	367	155	0	0	0	0	264	0
Gnpda1	78.875000	410	0	0	0	0	0	0	0	0	368	136	0	80	0	0	268	0
Fam229b	78.875000	457	0	0	0	0	0	0	0	0	308	239	0	0	0	0	258	0
Cbx5	78.875000	443	0	121	0	0	0	0	0	0	264	208	0	0	0	0	226	0
Zfp617	78.812500	373	0	0	0	0	0	0	0	0	482	140	0	0	0	0	266	0
Trim23	78.812500	314	0	0	0	0	0	0	0	0	499	194	0	0	0	0	254	0
Trappc13	78.812500	314	0	0	0	0	0	0	0	0	499	194	0	0	0	0	254	0
Shld3	78.812500	314	0	0	0	0	0	0	0	0	499	194	0	0	0	0	254	0
Pelo	78.812500	369	0	0	0	0	0	0	0	0	514	100	0	0	0	0	278	0
Pag1	78.812500	666	0	0	0	0	0	0	0	0	417	0	0	0	0	0	178	0
Nr4a2	78.812500	487	0	104	0	0	0	0	0	0	375	0	0	0	0	0	295	0
Cxxc5	78.812500	0	0	0	431	0	426	0	0	0	285	0	119	0	0	0	0	0
Atp12a	78.812500	193	0	627	0	0	0	0	0	0	100	0	0	0	202	0	139	0
Smim11	78.750000	300	0	0	168	0	168	0	0	0	298	228	0	0	0	0	98	0
Sfr1	78.750000	403	0	0	0	0	0	0	0	0	361	214	0	0	0	0	282	0
Iffo2	78.750000	370	0	0	0	0	0	0	0	0	389	297	0	0	0	0	204	0
Hexb	78.750000	400	0	0	0	0	0	0	0	0	282	88	0	122	0	0	368	0
Gsto2	78.750000	345	0	0	107	0	108	0	0	0	357	135	0	0	0	0	208	0
Gjb2	78.750000	0	0	0	476	0	476	0	0	0	129	0	0	0	0	0	179	0
Sox6	78.687500	846	0	0	0	0	0	0	0	0	169	0	0	0	0	0	244	0
Fabp5	78.687500	666	0	0	0	0	0	0	0	0	239	110	0	0	0	0	244	0
Zfp729a	78.625000	365	0	0	92	0	95	0	0	0	297	201	0	0	0	0	208	0
Stard4	78.625000	330	0	0	0	0	0	0	0	0	312	270	0	0	0	0	346	0
Ric1	78.625000	298	0	0	0	0	0	0	0	166	416	228	0	0	0	0	150	0
Psen2	78.625000	314	0	0	0	0	0	0	0	0	417	174	0	110	0	0	243	0
Pcmtd1	78.625000	355	0	0	0	0	0	0	0	0	285	161	0	76	0	0	381	0
Nde1	78.625000	566	0	0	0	0	0	0	0	0	343	89	0	86	0	0	174	0
Lgr4	78.625000	317	0	52	248	0	250	0	0	0	268	0	0	0	0	0	123	0
Irf2bpl	78.625000	833	0	0	82	0	83	0	0	0	149	0	0	0	0	0	111	0
Trp53inp1	78.562500	245	0	0	0	0	0	0	0	0	381	96	0	179	0	0	356	0
Tnfaip8l1	78.562500	371	228	0	255	0	256	0	0	0	0	0	0	0	0	0	147	0
Tatdn1	78.562500	448	0	0	0	0	0	0	0	0	305	133	0	117	0	0	254	0
Rnf2	78.562500	452	0	0	0	0	0	0	0	0	526	104	0	0	0	0	175	0
Ndufb9	78.562500	448	0	0	0	0	0	0	0	0	305	133	0	117	0	0	254	0
Fbxo30	78.562500	349	0	0	0	0	0	0	0	0	449	179	0	0	0	0	280	0
Atrn	78.562500	495	0	0	0	0	0	0	0	0	472	147	0	0	0	0	143	0
Ttc25	78.500000	640	0	0	0	0	0	0	0	0	216	128	0	0	0	0	272	0
Tlnrd1	78.500000	365	0	142	110	0	110	0	0	0	309	93	0	0	0	0	127	0
Rsbn1l	78.500000	465	0	0	0	0	0	0	0	0	446	137	0	0	0	0	208	0
Rap1gds1	78.500000	440	0	0	0	0	0	0	0	0	352	204	0	0	0	0	260	0
Mtg2	78.500000	565	0	0	0	0	0	0	0	0	272	110	0	87	0	0	222	0
Snrpg	78.437500	427	0	0	0	0	0	0	0	0	407	127	0	0	0	0	294	0
Ccdc93	78.437500	671	0	0	0	0	0	0	0	0	226	0	0	0	0	0	358	0
Tmem217	78.375000	277	0	0	0	128	0	0	0	0	471	85	0	0	0	0	293	0
Tbc1d22b	78.375000	277	0	0	0	128	0	0	0	0	471	85	0	0	0	0	293	0
Rasal2	78.375000	171	0	0	0	0	0	0	0	0	588	169	0	0	0	0	326	0
Itpr3	78.375000	480	0	0	146	0	146	0	0	0	187	0	0	112	0	0	183	0
Fbxl22	78.375000	472	0	0	0	0	0	110	0	0	333	87	0	82	0	0	170	0
