Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Bcor	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Ucp2	19.666667	96	0	0	0	0	0	140	0	0	0	0	0	0
Tmed2	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
St3gal2	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
Neil2	19.666667	0	0	0	0	0	0	127	0	0	0	0	109	0
Mfsd14a	19.666667	0	0	0	0	0	127	109	0	0	0	0	0	0
Herc4	19.666667	236	0	0	0	0	0	0	0	0	0	0	0	0
H3f3b	19.666667	0	0	0	0	0	76	160	0	0	0	0	0	0
Atf2	19.666667	0	0	0	0	0	101	135	0	0	0	0	0	0
Ifng	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	401
Prpf38a	19.583333	0	0	0	0	0	96	139	0	0	0	0	0	0
Orc1	19.583333	0	0	0	0	0	96	139	0	0	0	0	0	0
Ltf	19.583333	235	0	0	0	0	0	0	0	0	0	0	0	0
Zfp827	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Use1	19.500000	0	0	0	0	0	0	129	0	0	0	0	105	0
Sec11c	19.500000	0	0	0	0	0	0	97	0	0	0	0	137	0
Pmaip1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Ocel1	19.500000	0	0	0	0	0	0	129	0	0	0	0	105	0
Nsmce1	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Nme4	19.500000	0	0	0	0	0	77	157	0	0	0	0	0	0
Hspa1b	19.500000	0	0	0	0	0	0	102	0	0	0	0	132	0
Hsd17b12	19.500000	0	0	0	0	64	72	98	0	0	0	0	0	0
Gusb	19.500000	234	0	0	0	0	0	0	0	0	0	0	0	0
Decr2	19.500000	0	0	0	0	0	77	157	0	0	0	0	0	0
Usp20	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Samd9l	19.416667	0	0	0	0	0	130	103	0	0	0	0	0	0
Pi4ka	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Kctd9	19.416667	0	0	0	0	75	0	158	0	0	0	0	0	0
Haao	19.416667	119	0	0	0	0	0	0	0	0	0	0	114	0
Fbxl19	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Ddx21	19.416667	0	0	0	0	0	88	145	0	0	0	0	0	0
Cdca2	19.416667	0	0	0	0	75	0	158	0	0	0	0	0	0
BC005624	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc4	19.333333	0	0	0	0	0	68	164	0	0	0	0	0	0
Uckl1	19.333333	0	0	0	0	0	76	156	0	0	0	0	0	0
Pfdn2	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Nit1	19.333333	232	0	0	0	0	0	0	0	0	0	0	0	0
Eloa	19.333333	0	0	0	0	0	0	232	0	0	0	0	0	0
Tufm	19.250000	161	0	0	0	0	0	70	0	0	0	0	0	0
Thoc1	19.250000	133	0	0	0	0	98	0	0	0	0	0	0	0
Pdlim1	19.250000	0	0	0	0	0	0	102	0	0	0	0	129	0
Gm5127	19.250000	164	0	0	0	0	0	67	0	0	0	0	0	0
Fam111a	19.250000	161	0	0	0	0	0	70	0	0	0	0	0	0
Taok3	19.166667	0	0	0	0	0	0	230	0	0	0	0	0	0
Rad54l	19.166667	0	0	0	0	0	90	140	0	0	0	0	0	0
Klk1b9	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Gm6377	19.166667	230	0	0	0	0	0	0	0	0	0	0	0	0
Dvl3	19.166667	0	0	0	0	0	77	153	0	0	0	0	0	0
Atr	19.166667	0	0	0	0	0	95	135	0	0	0	0	0	0
1700065D16Rik	19.166667	0	0	0	0	0	95	135	0	0	0	0	0	0
Tuba1c	19.083333	0	0	0	0	0	0	129	0	0	0	0	100	0
Stxbp5	19.083333	0	0	0	0	0	109	120	0	0	0	0	0	0
Pglyrp2	19.083333	229	0	0	0	0	0	0	0	0	0	0	0	0
Mkln1	19.083333	0	0	0	0	0	89	140	0	0	0	0	0	0
Gimap1	19.083333	0	0	0	0	73	0	156	0	0	0	0	0	0
Fdxr	19.083333	155	0	0	0	0	0	0	0	0	0	0	74	0
Wasl	19.000000	0	0	0	0	0	0	100	0	0	0	0	128	0
Prxl2a	19.000000	0	0	0	0	0	0	131	0	0	0	0	97	0
Plcb2	19.000000	228	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r21	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Tspan2	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Tomt	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rrp9	18.916667	0	0	0	0	0	81	146	0	0	0	0	0	0
Rcsd1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rasgrp1	18.916667	0	0	0	0	0	65	162	0	0	0	0	0	0
Parp3	18.916667	0	0	0	0	0	81	146	0	0	0	0	0	0
Paox	18.916667	0	0	0	0	0	0	114	0	0	0	0	113	0
Lamtor1	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Gchfr	18.916667	227	0	0	0	0	0	0	0	0	0	0	0	0
Rrm1	18.833333	130	0	0	0	0	96	0	0	0	0	0	0	0
Rbm26	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Psmg4	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Limd2	18.833333	0	0	0	0	0	97	129	0	0	0	0	0	0
Cyp2c37	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Ctla2a	18.833333	0	0	0	0	81	55	90	0	0	0	0	0	0
Cd300lf	18.833333	226	0	0	0	0	0	0	0	0	0	0	0	0
Zfp277	18.750000	0	0	0	0	101	0	124	0	0	0	0	0	0
Zfp110	18.750000	225	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	18.750000	0	0	0	0	0	0	89	0	0	0	0	136	0
Dock4	18.750000	0	0	0	0	101	0	124	0	0	0	0	0	0
Csrnp1	18.750000	0	0	0	0	0	0	225	0	0	0	0	0	0
Clec2d	18.750000	0	0	0	0	0	0	225	0	0	0	0	0	0
Trem1	18.666667	224	0	0	0	0	0	0	0	0	0	0	0	0
Stra6l	18.666667	224	0	0	0	0	0	0	0	0	0	0	0	0
Rhog	18.666667	224	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf1	18.666667	130	0	0	0	0	0	94	0	0	0	0	0	0
H3f3c	18.666667	130	0	0	0	0	0	94	0	0	0	0	0	0
4921524J17Rik	18.666667	0	0	0	0	0	101	123	0	0	0	0	0	0
Zbtb10	18.583333	0	0	0	0	0	96	127	0	0	0	0	0	0
Reep3	18.583333	143	0	0	0	80	0	0	0	0	0	0	0	0
Pikfyve	18.583333	223	0	0	0	0	0	0	0	0	0	0	0	0
Idh1	18.583333	223	0	0	0	0	0	0	0	0	0	0	0	0
Sik3	18.500000	109	0	0	0	0	0	113	0	0	0	0	0	0
Pnpla7	18.500000	0	0	0	0	0	67	155	0	0	0	0	0	0
Nmnat1	18.500000	0	0	0	0	0	80	142	0	0	0	0	0	0
Mrpl41	18.500000	0	0	0	0	0	67	155	0	0	0	0	0	0
Lzic	18.500000	0	0	0	0	0	80	142	0	0	0	0	0	0
Inpp5k	18.500000	0	0	0	0	104	0	118	0	0	0	0	0	0
Hspa14	18.500000	0	0	0	0	0	83	139	0	0	0	0	0	0
Fsd2	18.500000	0	0	0	0	0	77	145	0	0	0	0	0	0
Cdnf	18.500000	0	0	0	0	0	83	139	0	0	0	0	0	0
Apba1	18.500000	222	0	0	0	0	0	0	0	0	0	0	0	0
Vsig10l	18.416667	0	0	0	0	0	72	149	0	0	0	0	0	0
Ube2t	18.416667	221	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d31	18.416667	0	0	0	0	0	102	119	0	0	0	0	0	0
Birc6	18.416667	221	0	0	0	0	0	0	0	0	0	0	0	0
Zxdb	18.333333	0	0	0	0	0	105	115	0	0	0	0	0	0
Pilrb1	18.333333	220	0	0	0	0	0	0	0	0	0	0	0	0
Pcnp	18.333333	0	0	0	0	0	81	139	0	0	0	0	0	0
Osbpl8	18.333333	0	0	0	0	0	0	0	0	0	0	0	220	0
Naa35	18.333333	0	0	0	0	0	101	119	0	0	0	0	0	0
Dapp1	18.333333	220	0	0	0	0	0	0	0	0	0	0	0	0
Czib	18.333333	220	0	0	0	0	0	0	0	0	0	0	0	0
Xpa	18.250000	0	0	0	0	0	0	105	0	0	0	0	114	0
Wrnip1	18.250000	219	0	0	0	0	0	0	0	0	0	0	0	0
Fkbpl	18.250000	219	0	0	0	0	0	0	0	0	0	0	0	0
Zmym6	18.166667	0	0	0	0	0	72	146	0	0	0	0	0	0
Tmem127	18.166667	0	0	0	0	0	0	0	0	0	0	0	218	0
Hax1	18.166667	218	0	0	0	0	0	0	0	0	0	0	0	0
Ciao1	18.166667	0	0	0	0	0	0	0	0	0	0	0	218	0
Cd300ld	18.166667	218	0	0	0	0	0	0	0	0	0	0	0	0
Xpo1	18.083333	0	0	0	0	0	87	130	0	0	0	0	0	0
Srsf11	18.083333	0	0	0	0	99	0	118	0	0	0	0	0	0
Rad50	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Ltb4r2	18.083333	217	0	0	0	0	0	0	0	0	0	0	0	0
Ier2	18.083333	217	0	0	0	0	0	0	0	0	0	0	0	0
Dap	18.083333	217	0	0	0	0	0	0	0	0	0	0	0	0
Creb3l2	18.083333	0	0	0	0	0	0	108	0	0	0	0	109	0
Cideb	18.083333	217	0	0	0	0	0	0	0	0	0	0	0	0
Magoh	18.000000	0	0	0	0	0	116	100	0	0	0	0	0	0
H3c4	18.000000	139	0	0	0	0	0	77	0	0	0	0	0	0
H2bc8	18.000000	139	0	0	0	0	0	77	0	0	0	0	0	0
H2bc7	18.000000	139	0	0	0	0	0	77	0	0	0	0	0	0
H2ac8	18.000000	139	0	0	0	0	0	77	0	0	0	0	0	0
H2ac7	18.000000	139	0	0	0	0	0	77	0	0	0	0	0	0
Arglu1	18.000000	0	0	0	0	0	95	121	0	0	0	0	0	0
P2ry13	17.916667	215	0	0	0	0	0	0	0	0	0	0	0	0
Cybb	17.916667	215	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	17.916667	215	0	0	0	0	0	0	0	0	0	0	0	0
Adsl	17.916667	0	0	0	0	0	69	146	0	0	0	0	0	0
Tm6sf1	17.833333	214	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd9	17.833333	0	0	0	0	0	69	145	0	0	0	0	0	0
Heca	17.833333	0	0	0	0	0	96	118	0	0	0	0	0	0
Ggt5	17.833333	0	0	0	0	0	0	214	0	0	0	0	0	0
Gapdh	17.833333	114	0	0	0	0	0	100	0	0	0	0	0	0
Eaf2	17.833333	214	0	0	0	0	0	0	0	0	0	0	0	0
Dsn1	17.833333	214	0	0	0	0	0	0	0	0	0	0	0	0
Atp5mpl	17.833333	0	0	0	0	0	69	145	0	0	0	0	0	0
Slc35g3	17.750000	106	0	0	0	0	0	107	0	0	0	0	0	0
Polr2a	17.750000	106	0	0	0	0	0	107	0	0	0	0	0	0
Myo1e	17.750000	213	0	0	0	0	0	0	0	0	0	0	0	0
Gimap3	17.750000	0	0	0	0	0	0	149	0	0	0	0	64	0
Ubald2	17.666667	0	0	0	0	0	0	110	0	0	0	0	102	0
Rorc	17.666667	0	0	0	0	0	109	103	0	0	0	0	0	0
Mfsd14b	17.666667	212	0	0	0	0	0	0	0	0	0	0	0	0
Klhl33	17.666667	212	0	0	0	0	0	0	0	0	0	0	0	0
Hspa5	17.666667	0	0	0	0	0	0	123	0	0	0	0	89	0
Cnrip1	17.666667	212	0	0	0	0	0	0	0	0	0	0	0	0
Adap2	17.666667	0	0	0	0	0	0	0	0	0	0	0	212	0
Trim45	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Sppl3	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Plau	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Neu2	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Mybl2	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Mocs3	17.583333	0	0	0	0	0	75	136	0	0	0	0	0	0
Il1rap	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Gpr82	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Dpm1	17.583333	0	0	0	0	0	75	136	0	0	0	0	0	0
Cxcr4	17.583333	0	0	0	0	0	94	117	0	0	0	0	0	0
Bcl2a1b	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Adam1b	17.583333	211	0	0	0	0	0	0	0	0	0	0	0	0
Zfp292	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Stag1	17.500000	0	0	0	0	0	84	126	0	0	0	0	0	0
Serpinb9	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Rdh11	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Pygb	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Ppt1	17.500000	0	0	0	0	0	0	0	0	0	0	0	210	0
Os9	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Nkg7	17.500000	0	0	0	0	0	104	106	0	0	0	0	0	0
Mst1r	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt8	17.500000	0	0	0	0	0	67	143	0	0	0	0	0	0
Lyst	17.500000	210	0	0	0	0	0	0	0	0	0	0	0	0
Irgm2	17.500000	0	0	0	0	0	0	133	0	0	0	0	77	0
Cmpk2	17.500000	0	0	0	0	0	91	119	0	0	0	0	0	0
Btla	17.500000	0	0	0	0	0	0	0	0	0	0	0	210	0
Arih1	17.500000	0	0	0	0	0	78	132	0	0	0	0	0	0
Vipr2	17.416667	0	0	0	0	0	78	131	0	0	0	0	0	0
Rspry1	17.416667	0	0	0	0	0	0	209	0	0	0	0	0	0
Rnf185	17.416667	0	0	0	0	0	71	138	0	0	0	0	0	0
Psme3ip1	17.416667	0	0	0	0	0	0	209	0	0	0	0	0	0
Ccl2	17.416667	209	0	0	0	0	0	0	0	0	0	0	0	0
Btbd6	17.416667	0	0	0	0	0	0	77	0	0	0	0	132	0
Tlr2	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Srgap3	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Sec24b	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs1	17.333333	0	0	0	0	86	0	122	0	0	0	0	0	0
Gas2	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Fancf	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Eef1b2	17.333333	0	0	0	0	86	0	122	0	0	0	0	0	0
Celf5	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Bcl6	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Batf2	17.333333	208	0	0	0	0	0	0	0	0	0	0	0	0
Trim30c	17.250000	207	0	0	0	0	0	0	0	0	0	0	0	0
Raph1	17.250000	0	0	0	0	0	100	107	0	0	0	0	0	0
Kctd1	17.250000	0	0	0	0	0	128	79	0	0	0	0	0	0
Il12rb1	17.250000	0	0	0	0	0	0	0	0	0	0	0	207	0
Fth1	17.250000	207	0	0	0	0	0	0	0	0	0	0	0	0
Arid4a	17.250000	0	0	0	0	0	0	97	0	0	0	0	110	0
Tti2	17.166667	206	0	0	0	0	0	0	0	0	0	0	0	0
Rag2	17.166667	0	0	0	0	0	109	97	0	0	0	0	0	0
Iftap	17.166667	0	0	0	0	0	109	97	0	0	0	0	0	0
Cyria	17.166667	0	0	0	0	0	0	0	0	0	0	0	206	0
Cpa4	17.166667	206	0	0	0	0	0	0	0	0	0	0	0	0
Cox7b	17.166667	0	0	0	0	0	0	97	0	0	0	0	109	0
Abcg3	17.166667	206	0	0	0	0	0	0	0	0	0	0	0	0
Tmem69	17.083333	0	0	0	0	0	84	121	0	0	0	0	0	0
Setdb1	17.083333	205	0	0	0	0	0	0	0	0	0	0	0	0
Rpusd4	17.083333	205	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c2	17.083333	205	0	0	0	0	0	0	0	0	0	0	0	0
Gpbp1l1	17.083333	0	0	0	0	0	84	121	0	0	0	0	0	0
Fam118b	17.083333	205	0	0	0	0	0	0	0	0	0	0	0	0
Usp3	17.000000	0	0	0	0	0	69	135	0	0	0	0	0	0
Scrt2	17.000000	204	0	0	0	0	0	0	0	0	0	0	0	0
Saraf	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
P2rx5	17.000000	204	0	0	0	0	0	0	0	0	0	0	0	0
Nckap1l	17.000000	0	0	0	0	0	0	96	0	0	0	0	108	0
Lpcat2	17.000000	204	0	0	0	0	0	0	0	0	0	0	0	0
Leprotl1	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Fbxo44	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Fbxo2	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Far1	17.000000	0	0	0	0	0	78	126	0	0	0	0	0	0
Zfp14	16.916667	0	0	0	0	0	69	134	0	0	0	0	0	0
Tmem268	16.916667	203	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl11	16.916667	203	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpul1	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Fam3c	16.916667	203	0	0	0	0	0	0	0	0	0	0	0	0
Dad1	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Cd274	16.916667	0	0	0	0	0	0	85	0	0	0	0	118	0
C130026I21Rik	16.916667	203	0	0	0	0	0	0	0	0	0	0	0	0
Abhd4	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
4833420G17Rik	16.916667	0	0	0	0	0	98	105	0	0	0	0	0	0
Oas1a	16.833333	202	0	0	0	0	0	0	0	0	0	0	0	0
Nfat5	16.833333	0	0	0	0	0	0	112	0	0	0	0	90	0
Kbtbd11	16.833333	0	0	0	0	0	0	0	0	0	0	0	202	0
Capn3	16.833333	202	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp2	16.750000	0	0	0	0	0	108	93	0	0	0	0	0	0
Slfn8	16.750000	201	0	0	0	0	0	0	0	0	0	0	0	0
Pik3r6	16.750000	201	0	0	0	0	0	0	0	0	0	0	0	0
H4c14	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Epc1	16.750000	0	0	0	0	0	81	120	0	0	0	0	0	0
Aldoa	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Trpv4	16.666667	200	0	0	0	0	0	0	0	0	0	0	0	0
Tlk2	16.666667	200	0	0	0	0	0	0	0	0	0	0	0	0
Gpsm2	16.666667	0	0	0	0	0	200	0	0	0	0	0	0	0
Gigyf2	16.666667	200	0	0	0	0	0	0	0	0	0	0	0	0
Col16a1	16.666667	0	0	0	0	0	72	128	0	0	0	0	0	0
Ankrd55	16.666667	0	0	0	0	0	0	0	0	0	0	0	200	0
Tsacc	16.583333	199	0	0	0	0	0	0	0	0	0	0	0	0
Tes	16.583333	0	0	0	0	0	0	0	0	0	0	0	199	0
Myl6b	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Myl6	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Hsd17b13	16.583333	199	0	0	0	0	0	0	0	0	0	0	0	0
Ddx27	16.583333	0	0	0	0	0	59	140	0	0	0	0	0	0
Cct3	16.583333	199	0	0	0	0	0	0	0	0	0	0	0	0
BC005537	16.583333	0	0	0	0	0	89	110	0	0	0	0	0	0
Tmem134	16.500000	198	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r1a	16.500000	0	0	0	0	0	86	112	0	0	0	0	0	0
Lrmp	16.500000	90	0	0	0	0	0	0	0	0	0	0	108	0
Flnc	16.500000	198	0	0	0	0	0	0	0	0	0	0	0	0
Fbp2	16.500000	0	0	0	0	0	66	132	0	0	0	0	0	0
Aip	16.500000	198	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl3	16.500000	198	0	0	0	0	0	0	0	0	0	0	0	0
Acot6	16.500000	198	0	0	0	0	0	0	0	0	0	0	0	0
Zfp658	16.416667	197	0	0	0	0	0	0	0	0	0	0	0	0
Txn1	16.416667	0	0	0	0	0	87	110	0	0	0	0	0	0
Tifab	16.416667	197	0	0	0	0	0	0	0	0	0	0	0	0
Kif2c	16.416667	0	0	0	0	0	0	0	0	0	0	0	197	0
Impdh2	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
Crabp2	16.416667	0	0	0	0	0	66	131	0	0	0	0	0	0
Col5a3	16.416667	0	0	0	0	0	0	0	0	0	0	0	197	0
Rnf13	16.333333	196	0	0	0	0	0	0	0	0	0	0	0	0
P2ry10	16.333333	0	0	0	0	0	0	107	0	0	0	0	89	0
Naa50	16.333333	196	0	0	0	0	0	0	0	0	0	0	0	0
Mzt2	16.333333	196	0	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	16.333333	196	0	0	0	0	0	0	0	0	0	0	0	0
Exosc10	16.333333	0	0	0	0	0	97	99	0	0	0	0	0	0
Ccnt2	16.333333	0	0	0	0	0	77	119	0	0	0	0	0	0
Atp6v1a	16.333333	196	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc18	16.250000	0	0	0	0	0	90	105	0	0	0	0	0	0
Tmem30a	16.250000	0	0	0	0	0	80	115	0	0	0	0	0	0
Sytl1	16.250000	0	0	0	0	0	0	0	0	0	0	0	195	0
Slc25a53	16.250000	0	0	0	0	0	90	105	0	0	0	0	0	0
Ppp2r3a	16.250000	0	0	0	0	0	0	86	0	0	0	0	109	0
Mcidas	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Cox20	16.250000	0	0	0	0	0	104	91	0	0	0	0	0	0
Cnpy1	16.250000	195	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Mettl14	16.166667	194	0	0	0	0	0	0	0	0	0	0	0	0
Crocc	16.166667	0	0	0	0	0	94	100	0	0	0	0	0	0
Wdr92	16.083333	0	0	0	0	0	0	0	0	0	0	0	193	0
Vgll4	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a9	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Runx3	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Pno1	16.083333	0	0	0	0	0	0	0	0	0	0	0	193	0
Nup54	16.083333	0	0	0	0	0	77	116	0	0	0	0	0	0
Nlrp1b	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Nedd4	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Leo1	16.083333	0	0	0	0	0	75	118	0	0	0	0	0	0
Ifna5	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Ifna4	16.083333	193	0	0	0	0	0	0	0	0	0	0	0	0
Gnas	16.083333	0	0	0	0	0	82	111	0	0	0	0	0	0
Foxd3	16.083333	0	0	0	0	99	0	94	0	0	0	0	0	0
Ddx43	16.083333	0	0	0	0	0	59	134	0	0	0	0	0	0
Chd2	16.083333	0	0	0	0	0	0	100	0	0	0	0	93	0
Zyx	16.000000	0	0	0	0	0	0	0	0	0	0	0	192	0
Tsc1	16.000000	0	0	0	0	0	0	107	0	0	0	0	85	0
Trerf1	16.000000	0	0	0	0	0	0	0	0	0	0	0	192	0
Sp7	16.000000	192	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp200	16.000000	192	0	0	0	0	0	0	0	0	0	0	0	0
Rev1	16.000000	0	0	0	0	0	0	0	0	0	0	0	192	0
Rai14	16.000000	0	0	0	0	0	63	129	0	0	0	0	0	0
Olfr810	16.000000	192	0	0	0	0	0	0	0	0	0	0	0	0
Med30	16.000000	192	0	0	0	0	0	0	0	0	0	0	0	0
Ccr5	16.000000	0	0	0	0	0	0	104	0	0	0	0	88	0
2410004P03Rik	16.000000	0	0	0	0	0	0	0	0	0	0	0	192	0
1810024B03Rik	16.000000	192	0	0	0	0	0	0	0	0	0	0	0	0
Ttc16	15.916667	0	0	0	0	0	0	0	0	0	0	0	191	0
Tnfsf13b	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d25	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Slco3a1	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Ptrh1	15.916667	0	0	0	0	0	0	0	0	0	0	0	191	0
Ptpn4	15.916667	0	0	0	0	0	0	0	0	0	0	0	191	0
Pigm	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Maats1	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h2	15.916667	0	0	0	0	97	0	94	0	0	0	0	0	0
Cox17	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Alg9	15.916667	191	0	0	0	0	0	0	0	0	0	0	0	0
Zfp263	15.833333	0	0	0	0	73	0	117	0	0	0	0	0	0
Snx5	15.833333	190	0	0	0	0	0	0	0	0	0	0	0	0
Mgme1	15.833333	190	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	15.833333	0	0	0	0	0	0	190	0	0	0	0	0	0
Gzf1	15.833333	0	0	0	0	0	66	0	0	0	0	0	124	0
Gapvd1	15.833333	190	0	0	0	0	0	0	0	0	0	0	0	0
Chst2	15.833333	0	0	0	0	0	112	78	0	0	0	0	0	0
Chst10	15.833333	190	0	0	0	0	0	0	0	0	0	0	0	0
Cdc16	15.833333	190	0	0	0	0	0	0	0	0	0	0	0	0
Casp1	15.833333	0	0	0	0	90	0	100	0	0	0	0	0	0
Tmem178	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn4	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Noc3l	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2d	15.750000	89	0	0	0	0	0	0	0	0	0	0	100	0
Il6st	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st3b1	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd1	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Btbd18	15.750000	189	0	0	0	0	0	0	0	0	0	0	0	0
Zfp335	15.666667	188	0	0	0	0	0	0	0	0	0	0	0	0
Xkr5	15.666667	0	0	0	0	0	0	188	0	0	0	0	0	0
Vav3	15.666667	106	0	0	0	0	0	82	0	0	0	0	0	0
Nono	15.666667	0	0	0	0	0	72	116	0	0	0	0	0	0
Mthfsd	15.666667	188	0	0	0	0	0	0	0	0	0	0	0	0
Gpr65	15.666667	0	0	0	0	0	101	87	0	0	0	0	0	0
Foxc2	15.666667	188	0	0	0	0	0	0	0	0	0	0	0	0
Taf7l	15.583333	187	0	0	0	0	0	0	0	0	0	0	0	0
Syvn1	15.583333	187	0	0	0	0	0	0	0	0	0	0	0	0
Sbno2	15.583333	187	0	0	0	0	0	0	0	0	0	0	0	0
Ncf2	15.583333	187	0	0	0	0	0	0	0	0	0	0	0	0
C1galt1	15.583333	0	0	0	0	0	71	116	0	0	0	0	0	0
Ankrd45	15.583333	187	0	0	0	0	0	0	0	0	0	0	0	0
Tspan8	15.500000	186	0	0	0	0	0	0	0	0	0	0	0	0
Tmem139	15.500000	0	0	0	0	90	0	96	0	0	0	0	0	0
