Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Cryz	64.812500	0	0	0	0	0	0	449	133	146	194	115	0	0	0	0	0	0
Brd7	64.812500	0	0	0	0	0	0	0	0	367	296	138	236	0	0	0	0	0
Zfp64	64.750000	0	0	0	0	0	0	374	0	303	129	97	133	0	0	0	0	0
Ptpn11	64.750000	0	0	0	0	0	0	189	0	279	277	129	162	0	0	0	0	0
Polr3f	64.750000	0	0	0	0	0	0	355	0	364	187	0	130	0	0	0	0	0
Nkap	64.750000	0	0	0	0	0	0	389	0	207	319	0	121	0	0	0	0	0
Nfe2l1	64.750000	0	0	0	0	0	0	259	0	202	162	217	196	0	0	0	0	0
Dzank1	64.750000	0	0	0	0	0	0	355	0	364	187	0	130	0	0	0	0	0
Rbbp5	64.687500	0	0	0	0	0	0	101	0	275	162	160	337	0	0	0	0	0
Hdhd2	64.687500	0	0	0	0	0	0	150	0	428	169	124	164	0	0	0	0	0
Spag9	64.625000	0	0	0	0	0	0	343	0	353	205	0	133	0	0	0	0	0
Myg1	64.625000	0	0	0	0	0	0	210	0	319	321	0	184	0	0	0	0	0
H3c2	64.625000	0	0	0	0	0	0	623	270	141	0	0	0	0	0	0	0	0
H2ac4	64.625000	0	0	0	0	0	0	623	270	141	0	0	0	0	0	0	0	0
Cmbl	64.625000	0	0	0	0	0	0	513	0	385	136	0	0	0	0	0	0	0
Ap2a2	64.562500	0	0	0	0	0	0	384	447	202	0	0	0	0	0	0	0	0
Actg1	64.562500	0	0	0	0	0	0	459	574	0	0	0	0	0	0	0	0	0
Mansc4	64.500000	0	0	0	0	0	0	134	0	343	275	108	172	0	0	0	0	0
Klhl42	64.500000	0	0	0	0	0	0	134	0	343	275	108	172	0	0	0	0	0
Hps6	64.500000	0	0	0	0	0	0	164	0	423	201	111	133	0	0	0	0	0
Fancd2	64.500000	0	0	0	0	0	0	275	0	379	222	0	156	0	0	0	0	0
Emc3	64.500000	0	0	0	0	0	0	275	0	379	222	0	156	0	0	0	0	0
9930111J21Rik2	64.500000	0	0	0	0	0	0	0	0	473	277	118	164	0	0	0	0	0
Wnt7b	64.437500	0	0	0	0	0	0	206	0	282	222	122	199	0	0	0	0	0
Zfp866	64.375000	0	0	0	0	0	0	0	0	399	330	172	129	0	0	0	0	0
Uqcrh	64.375000	0	0	0	0	0	0	351	0	203	248	74	154	0	0	0	0	0
Lrrc41	64.375000	0	0	0	0	0	0	351	0	203	248	74	154	0	0	0	0	0
Wdr3	64.312500	0	0	0	0	0	0	431	0	288	178	0	132	0	0	0	0	0
Prpsap2	64.312500	0	0	0	0	0	0	483	236	167	143	0	0	0	0	0	0	0
Dhodh	64.312500	0	0	0	0	0	0	220	0	279	232	116	182	0	0	0	0	0
Trnt1	64.250000	0	0	0	0	0	0	444	0	303	163	0	118	0	0	0	0	0
Rnaseh2b	64.250000	0	0	0	0	0	0	0	0	515	220	122	171	0	0	0	0	0
Mettl17	64.250000	0	0	0	0	0	0	497	0	249	172	0	110	0	0	0	0	0
Il22ra1	64.250000	0	0	0	0	0	0	0	0	491	298	91	148	0	0	0	0	0
Dnmt1	64.187500	0	0	0	0	0	0	514	0	330	183	0	0	0	0	0	0	0
Ccdc57	64.187500	0	0	0	0	0	0	163	0	408	138	122	196	0	0	0	0	0
Vps13b	64.125000	0	0	0	0	0	0	141	0	358	248	92	187	0	0	0	0	0
Dhx36	64.125000	0	0	0	0	0	0	381	0	295	224	0	126	0	0	0	0	0
Cox14	64.125000	0	0	0	0	0	0	435	0	297	167	0	127	0	0	0	0	0
Vipas39	64.062500	0	0	0	0	0	0	121	0	347	216	167	174	0	0	0	0	0
Tmem74	64.062500	0	0	0	0	0	0	0	0	384	174	145	322	0	0	0	0	0
Plekhh2	64.062500	0	0	0	0	0	0	266	0	348	155	131	125	0	0	0	0	0
Ahsa1	64.062500	0	0	0	0	0	0	121	0	347	216	167	174	0	0	0	0	0
Kifc1	64.000000	0	0	0	0	0	0	217	0	438	262	0	107	0	0	0	0	0
Hmgxb3	64.000000	0	0	0	0	0	0	280	0	381	231	0	132	0	0	0	0	0
Ankrd42	64.000000	0	0	0	0	0	0	272	0	325	191	136	100	0	0	0	0	0
Ttc33	63.937500	0	0	0	0	0	0	212	0	376	159	80	196	0	0	0	0	0
Zmpste24	63.875000	0	0	0	0	0	0	158	0	339	238	129	158	0	0	0	0	0
Uvssa	63.875000	0	0	0	0	0	0	225	0	300	135	96	266	0	0	0	0	0
Tmpo	63.875000	0	0	0	0	0	0	738	198	86	0	0	0	0	0	0	0	0
Selenoo	63.875000	0	0	0	0	0	0	279	0	260	249	125	109	0	0	0	0	0
N6amt1	63.875000	0	0	0	0	0	0	195	0	397	242	0	188	0	0	0	0	0
Fkbpl	63.875000	0	0	0	0	0	0	705	201	116	0	0	0	0	0	0	0	0
Exosc3	63.875000	0	0	0	0	0	0	338	0	202	232	134	116	0	0	0	0	0
Ccdc91	63.875000	0	0	0	0	0	0	182	0	323	260	95	162	0	0	0	0	0
Atf6b	63.875000	0	0	0	0	0	0	705	201	116	0	0	0	0	0	0	0	0
Spring1	63.812500	0	0	0	0	0	0	469	0	291	160	0	101	0	0	0	0	0
Rptor	63.812500	0	0	0	0	0	0	370	0	342	128	97	84	0	0	0	0	0
Rnft2	63.812500	0	0	0	0	0	0	469	0	291	160	0	101	0	0	0	0	0
Ptges	63.812500	0	0	0	0	0	0	286	0	278	162	142	153	0	0	0	0	0
Zfp768	63.750000	0	0	0	0	0	0	334	0	290	145	73	178	0	0	0	0	0
Ifna13	63.750000	249	0	209	0	0	0	0	0	360	202	0	0	0	0	0	0	0
Tada3	63.687500	0	0	0	0	0	0	304	0	370	190	0	155	0	0	0	0	0
Arpc4	63.687500	0	0	0	0	0	0	304	0	370	190	0	155	0	0	0	0	0
Slc35b2	63.625000	0	0	0	0	0	0	201	0	366	226	106	119	0	0	0	0	0
Ppp2r1a	63.625000	0	0	0	0	0	0	239	0	376	173	116	114	0	0	0	0	0
Nedd8	63.625000	0	0	0	0	0	0	476	159	234	149	0	0	0	0	0	0	0
Gmpr2	63.625000	0	0	0	0	0	0	476	159	234	149	0	0	0	0	0	0	0
Cbx1	63.625000	0	0	0	0	0	0	596	288	134	0	0	0	0	0	0	0	0
Aar2	63.625000	0	0	0	0	0	0	175	0	526	227	0	90	0	0	0	0	0
Rrn3	63.562500	0	0	0	0	0	0	178	0	309	287	79	164	0	0	0	0	0
Nutm1	63.562500	0	0	0	0	0	0	621	0	171	116	0	109	0	0	0	0	0
Ngrn	63.562500	0	0	0	0	0	0	231	0	407	181	0	198	0	0	0	0	0
Zfp60	63.500000	0	0	0	0	0	0	137	0	412	193	80	194	0	0	0	0	0
Ube2j1	63.500000	0	0	0	0	0	0	212	0	280	202	117	205	0	0	0	0	0
Rnf103	63.437500	0	0	0	0	0	0	305	0	306	253	0	151	0	0	0	0	0
Ngly1	63.437500	0	0	0	0	0	0	0	0	437	394	0	184	0	0	0	0	0
Nat10	63.437500	0	0	0	0	0	0	280	0	361	194	0	180	0	0	0	0	0
Gsk3a	63.437500	0	0	0	0	0	0	373	88	256	208	0	90	0	0	0	0	0
Cluap1	63.375000	0	0	0	0	0	0	245	0	287	181	166	135	0	0	0	0	0
1700037C18Rik	63.375000	0	0	0	0	0	0	245	0	287	181	166	135	0	0	0	0	0
Hipk4	63.312500	0	0	0	0	0	0	0	0	601	285	0	127	0	0	0	0	0
Zfp26	63.250000	0	0	0	0	0	0	0	0	424	262	153	173	0	0	0	0	0
Slc39a11	63.250000	0	0	0	0	0	0	480	0	236	116	77	103	0	0	0	0	0
Gar1	63.250000	0	0	0	0	0	0	288	0	374	232	0	118	0	0	0	0	0
Tesk1	63.187500	0	0	0	0	0	0	210	0	307	199	149	146	0	0	0	0	0
Mtmr2	63.187500	0	0	0	0	0	0	333	0	238	189	121	130	0	0	0	0	0
Hexim2	63.187500	0	0	0	0	0	0	149	0	352	269	0	241	0	0	0	0	0
Caprin2	63.187500	0	0	0	0	0	261	219	0	198	108	92	133	0	0	0	0	0
Mlycd	63.125000	0	0	0	0	0	0	181	0	400	279	150	0	0	0	0	0	0
Vmn2r102	63.062500	0	203	196	142	276	192	0	0	0	0	0	0	0	0	0	0	0
Usp42	63.062500	0	0	0	0	0	0	168	0	455	265	0	121	0	0	0	0	0
Tma16	63.062500	0	0	0	0	0	0	159	0	319	212	116	203	0	0	0	0	0
Vamp1	63.000000	0	0	0	0	0	0	292	0	323	246	0	147	0	0	0	0	0
Tnfrsf12a	63.000000	0	0	0	0	0	0	855	0	153	0	0	0	0	0	0	0	0
Tagap1	63.000000	0	0	0	0	0	0	0	0	403	236	123	246	0	0	0	0	0
Taf1a	63.000000	0	0	0	0	0	0	171	0	303	281	114	139	0	0	0	0	0
Cbll1	63.000000	0	0	0	0	0	0	145	0	348	237	106	172	0	0	0	0	0
Cpped1	62.937500	0	0	0	0	0	0	153	0	431	150	98	175	0	0	0	0	0
Tmed5	62.875000	0	0	0	0	0	0	761	0	161	84	0	0	0	0	0	0	0
Spata5	62.875000	0	0	0	0	0	0	676	0	187	143	0	0	0	0	0	0	0
Nudt6	62.875000	0	0	0	0	0	0	676	0	187	143	0	0	0	0	0	0	0
Lamtor4	62.875000	0	0	0	0	0	0	523	0	297	119	67	0	0	0	0	0	0
Ccdc18	62.875000	0	0	0	0	0	0	761	0	161	84	0	0	0	0	0	0	0
Wdr75	62.812500	0	0	0	0	0	0	163	0	259	233	128	222	0	0	0	0	0
Atp6v0c	62.812500	0	0	0	0	0	0	565	0	305	135	0	0	0	0	0	0	0
Amdhd2	62.812500	0	0	0	0	0	0	565	0	305	135	0	0	0	0	0	0	0
Snx19	62.750000	0	0	0	0	0	0	117	0	378	291	0	218	0	0	0	0	0
Mrgbp	62.750000	0	0	0	0	0	0	134	0	424	230	107	109	0	0	0	0	0
Ubl7	62.687500	0	0	0	0	0	0	196	0	350	208	125	124	0	0	0	0	0
Trpc4ap	62.687500	0	0	0	0	0	0	158	0	256	234	176	179	0	0	0	0	0
Cldn3	62.687500	0	0	0	0	0	0	0	0	417	432	0	154	0	0	0	0	0
Phykpl	62.625000	0	0	0	0	0	0	145	0	404	344	0	109	0	0	0	0	0
Atp9a	62.625000	0	0	0	0	0	0	0	0	412	205	199	186	0	0	0	0	0
Scamp3	62.562500	0	0	0	0	0	0	232	0	466	197	0	106	0	0	0	0	0
Gon4l	62.562500	0	0	0	0	0	0	507	0	282	100	0	112	0	0	0	0	0
Aptx	62.562500	0	0	0	0	0	0	465	215	227	94	0	0	0	0	0	0	0
Zfand2a	62.500000	0	0	0	0	0	0	191	0	249	227	159	174	0	0	0	0	0
Ing5	62.500000	0	0	0	0	0	0	315	0	348	235	0	102	0	0	0	0	0
Dtymk	62.500000	0	0	0	0	0	0	315	0	348	235	0	102	0	0	0	0	0
Spcs1	62.437500	0	0	0	0	0	0	248	0	270	253	132	96	0	0	0	0	0
Sfi1	62.437500	0	197	0	0	0	0	556	246	0	0	0	0	0	0	0	0	0
Gtse1	62.437500	0	0	0	0	0	0	0	0	407	309	91	192	0	0	0	0	0
Glt8d1	62.437500	0	0	0	0	0	0	248	0	270	253	132	96	0	0	0	0	0
Gatb	62.437500	0	0	0	0	0	0	177	0	503	165	0	154	0	0	0	0	0
Ccni	62.437500	0	0	0	0	0	0	319	0	257	233	105	85	0	0	0	0	0
Ccnd3	62.437500	0	0	0	0	0	0	199	0	306	164	131	199	0	0	0	0	0
2010109A12Rik	62.437500	0	0	0	0	0	0	319	0	257	233	105	85	0	0	0	0	0
Zswim3	62.375000	0	0	0	0	0	0	304	0	481	213	0	0	0	0	0	0	0
Rack1	62.375000	0	0	0	0	0	0	364	0	302	104	101	127	0	0	0	0	0
Psmd7	62.375000	0	0	0	0	0	0	170	0	426	253	0	149	0	0	0	0	0
Nek9	62.375000	0	0	0	0	0	0	138	0	313	233	147	167	0	0	0	0	0
H4c2	62.375000	0	0	0	0	0	0	623	270	105	0	0	0	0	0	0	0	0
Acot8	62.375000	0	0	0	0	0	0	304	0	481	213	0	0	0	0	0	0	0
Lta4h	62.312500	0	0	0	0	0	0	587	0	149	122	0	139	0	0	0	0	0
Cetn4	62.312500	0	0	0	0	0	0	340	0	244	178	105	130	0	0	0	0	0
Ccpg1os	62.312500	0	0	0	0	0	0	305	0	312	235	0	145	0	0	0	0	0
Ccpg1	62.312500	0	0	0	0	0	0	305	0	312	235	0	145	0	0	0	0	0
Bbs12	62.312500	0	0	0	0	0	0	340	0	244	178	105	130	0	0	0	0	0
Zfp850	62.250000	0	0	0	0	0	0	132	0	340	236	159	129	0	0	0	0	0
Mga	62.250000	0	0	0	0	0	0	468	0	180	152	93	103	0	0	0	0	0
Knl1	62.250000	0	0	0	0	0	0	159	0	417	173	80	167	0	0	0	0	0
Yju2	62.187500	0	0	0	0	0	0	253	0	381	203	0	158	0	0	0	0	0
Txnrd1	62.187500	0	0	0	0	0	0	620	218	157	0	0	0	0	0	0	0	0
Slx1b	62.187500	0	0	0	0	0	0	217	0	407	216	0	155	0	0	0	0	0
Dad1	62.187500	0	0	0	0	0	0	143	0	336	218	121	177	0	0	0	0	0
Bola2	62.187500	0	0	0	0	0	0	217	0	407	216	0	155	0	0	0	0	0
Abhd4	62.187500	0	0	0	0	0	0	143	0	336	218	121	177	0	0	0	0	0
Tulp2	62.125000	0	0	0	0	0	0	389	0	322	156	0	127	0	0	0	0	0
Nucb1	62.125000	0	0	0	0	0	0	389	0	322	156	0	127	0	0	0	0	0
Hsdl2	62.062500	0	0	0	0	0	0	0	0	468	380	0	145	0	0	0	0	0
Rex1bd	62.000000	0	0	0	0	0	0	303	224	207	160	0	98	0	0	0	0	0
Mycbp	61.937500	0	0	0	0	0	0	372	208	235	176	0	0	0	0	0	0	0
Eef1akmt2	61.937500	0	0	0	0	0	0	322	0	215	279	93	82	0	0	0	0	0
Dnm1l	61.937500	0	0	0	0	0	0	196	0	331	209	134	121	0	0	0	0	0
Nup153	61.875000	0	0	0	0	0	0	277	0	238	316	66	93	0	0	0	0	0
Nacc2	61.875000	0	0	0	0	0	0	0	0	424	328	147	91	0	0	0	0	0
Uckl1	61.812500	0	0	0	0	0	0	365	0	305	218	0	101	0	0	0	0	0
Lgals7	61.812500	0	0	0	0	0	0	0	0	176	180	250	383	0	0	0	0	0
Fam187a	61.812500	0	0	0	0	0	0	157	0	384	187	136	125	0	0	0	0	0
Eftud2	61.812500	0	0	0	0	0	0	157	0	384	187	136	125	0	0	0	0	0
Ccdc103	61.812500	0	0	0	0	0	0	157	0	384	187	136	125	0	0	0	0	0
Arid1a	61.812500	0	0	0	0	0	0	722	0	128	139	0	0	0	0	0	0	0
Tulp4	61.750000	0	0	0	0	0	0	200	0	319	169	136	164	0	0	0	0	0
Tufm	61.687500	0	0	0	0	0	0	280	0	274	175	107	151	0	0	0	0	0
Mvd	61.687500	0	0	0	0	0	0	140	0	332	228	111	176	0	0	0	0	0
Lrriq3	61.687500	0	0	0	0	0	0	363	0	309	172	0	143	0	0	0	0	0
Gpatch2l	61.687500	0	0	0	0	0	0	275	0	323	182	0	207	0	0	0	0	0
Fpgt	61.687500	0	0	0	0	0	0	363	0	309	172	0	143	0	0	0	0	0
Tpd52l2	61.625000	0	0	0	0	0	0	222	0	417	222	0	125	0	0	0	0	0
Syt11	61.625000	0	0	0	0	0	0	628	0	213	145	0	0	0	0	0	0	0
Nop16	61.625000	0	0	0	0	0	0	292	0	230	264	0	200	0	0	0	0	0
Napg	61.625000	0	0	0	0	0	0	290	0	266	317	0	113	0	0	0	0	0
Mfn2	61.625000	0	0	0	0	0	0	394	266	172	154	0	0	0	0	0	0	0
Higd2a	61.625000	0	0	0	0	0	0	292	0	230	264	0	200	0	0	0	0	0
Abhd16b	61.625000	0	0	0	0	0	0	222	0	417	222	0	125	0	0	0	0	0
Ect2	61.562500	0	0	0	0	0	0	0	0	468	263	116	138	0	0	0	0	0
Stub1	61.500000	0	0	0	0	0	0	163	0	377	295	0	149	0	0	0	0	0
Rhbdl1	61.500000	0	0	0	0	0	0	163	0	377	295	0	149	0	0	0	0	0
Jmjd8	61.500000	0	0	0	0	0	0	163	0	377	295	0	149	0	0	0	0	0
Washc1	61.437500	0	0	0	0	0	0	125	0	333	197	127	201	0	0	0	0	0
Ugt1a6b	61.437500	0	0	0	0	0	0	0	0	473	273	111	126	0	0	0	0	0
Timm10	61.437500	0	0	0	0	0	0	200	0	363	235	0	185	0	0	0	0	0
Smtnl1	61.437500	0	0	0	0	0	0	200	0	363	235	0	185	0	0	0	0	0
Hars2	61.437500	0	0	0	0	0	0	339	0	330	109	82	123	0	0	0	0	0
Hars	61.437500	0	0	0	0	0	0	339	0	330	109	82	123	0	0	0	0	0
Timm10b	61.375000	0	0	0	0	0	0	385	0	348	164	0	85	0	0	0	0	0
Sertad4	61.375000	0	0	0	0	0	0	0	0	542	292	0	148	0	0	0	0	0
Det1	61.375000	0	0	0	0	0	0	219	0	328	225	125	85	0	0	0	0	0
BC016579	61.375000	0	0	0	0	0	0	0	0	589	244	0	149	0	0	0	0	0
Arfip2	61.375000	0	0	0	0	0	0	385	0	348	164	0	85	0	0	0	0	0
Ddx52	61.312500	0	0	0	0	0	0	235	0	274	246	0	226	0	0	0	0	0
Cox5a	61.312500	0	0	0	0	0	0	549	0	219	213	0	0	0	0	0	0	0
Ccnc	61.312500	0	0	0	0	0	0	449	0	281	251	0	0	0	0	0	0	0
Parl	61.250000	0	0	0	0	0	0	0	0	516	161	124	179	0	0	0	0	0
Rps24	61.187500	0	0	0	0	0	0	264	0	290	194	100	131	0	0	0	0	0
Polr3a	61.187500	0	0	0	0	0	0	264	0	290	194	100	131	0	0	0	0	0
Gxylt2	61.125000	0	0	0	0	0	0	272	0	449	257	0	0	0	0	0	0	0
Fbxl13	61.125000	0	0	0	0	0	0	386	0	271	189	0	132	0	0	0	0	0
Armc10	61.125000	0	0	0	0	0	0	386	0	271	189	0	132	0	0	0	0	0
Zcchc3	61.062500	0	0	0	0	0	0	709	170	98	0	0	0	0	0	0	0	0
Vamp4	61.062500	0	0	0	0	0	0	279	0	344	258	0	96	0	0	0	0	0
Uqcrc1	61.062500	0	0	0	0	0	0	0	0	431	337	91	118	0	0	0	0	0
Nifk	61.062500	0	0	0	0	0	0	140	0	400	323	0	114	0	0	0	0	0
Wdr70	61.000000	0	0	0	0	0	0	528	0	233	126	89	0	0	0	0	0	0
Pigo	61.000000	0	0	0	0	0	0	0	0	422	227	119	208	0	0	0	0	0
Pigc	61.000000	0	0	0	0	0	0	171	0	452	212	0	141	0	0	0	0	0
Las1l	61.000000	0	0	0	0	0	0	159	0	387	176	124	130	0	0	0	0	0
Kiz	61.000000	0	0	0	0	0	0	157	0	445	202	95	77	0	0	0	0	0
4930558K02Rik	61.000000	0	0	0	0	0	0	171	0	452	212	0	141	0	0	0	0	0
Orc5	60.937500	0	0	0	0	0	0	551	0	183	138	0	103	0	0	0	0	0
Mapkbp1	60.937500	0	0	0	0	0	0	570	0	224	181	0	0	0	0	0	0	0
Kdm3b	60.937500	0	220	0	0	0	0	0	0	384	208	0	163	0	0	0	0	0
Cables2	60.937500	0	0	0	0	0	0	0	0	434	305	132	104	0	0	0	0	0
Tmcc3	60.875000	0	0	0	0	0	0	149	0	382	162	118	163	0	0	0	0	0
Agk	60.875000	0	0	0	0	0	0	190	0	417	219	0	148	0	0	0	0	0
Dnajb1	60.812500	0	0	0	0	0	0	111	0	240	259	193	170	0	0	0	0	0
Hectd1	60.750000	0	0	0	0	0	0	144	0	263	175	130	260	0	0	0	0	0
H4c3	60.750000	0	0	0	0	0	0	139	0	357	182	143	151	0	0	0	0	0
H1f6	60.750000	0	0	0	0	0	0	139	0	357	182	143	151	0	0	0	0	0
Toe1	60.687500	0	0	0	0	0	0	224	0	372	188	122	65	0	0	0	0	0
Pigh	60.687500	0	0	0	0	0	0	343	0	269	192	0	167	0	0	0	0	0
Nkx1-1	60.687500	0	0	0	0	0	0	0	0	559	291	0	121	0	0	0	0	0
Mutyh	60.687500	0	0	0	0	0	0	224	0	372	188	122	65	0	0	0	0	0
Fbxo48	60.687500	0	0	0	0	0	0	459	151	237	124	0	0	0	0	0	0	0
Alg8	60.687500	0	0	0	0	0	0	296	0	360	208	0	107	0	0	0	0	0
Afg1l	60.687500	0	0	0	0	0	0	428	237	163	143	0	0	0	0	0	0	0
Zcchc9	60.625000	0	0	0	0	0	0	237	0	278	214	95	146	0	0	0	0	0
Ube2l3	60.625000	0	0	0	0	0	0	269	0	318	191	0	192	0	0	0	0	0
Prim2	60.625000	0	0	0	0	0	0	387	0	304	178	101	0	0	0	0	0	0
Nampt	60.625000	0	0	0	0	0	0	380	439	151	0	0	0	0	0	0	0	0
Dyrk1b	60.625000	0	0	0	0	0	0	349	302	146	87	0	86	0	0	0	0	0
Vps37d	60.562500	0	0	0	0	0	0	0	0	512	177	127	153	0	0	0	0	0
Ipo8	60.562500	0	0	0	0	0	0	454	0	293	129	0	93	0	0	0	0	0
Heatr6	60.562500	0	0	0	0	0	0	275	0	401	149	0	144	0	0	0	0	0
Gm11213	60.562500	0	0	0	0	0	0	465	504	0	0	0	0	0	0	0	0	0
Fbxl19	60.562500	0	0	0	0	0	0	692	165	112	0	0	0	0	0	0	0	0
Eif3d	60.562500	0	0	0	0	0	0	260	0	419	176	0	114	0	0	0	0	0
Zfp951	60.500000	0	0	0	0	0	0	677	291	0	0	0	0	0	0	0	0	0
Zfp341	60.500000	0	0	0	0	0	0	0	0	329	240	157	242	0	0	0	0	0
Pkig	60.500000	0	0	0	0	0	0	777	0	191	0	0	0	0	0	0	0	0
Gins3	60.500000	0	0	0	0	0	0	168	0	495	188	117	0	0	0	0	0	0
Dnajc8	60.500000	0	0	0	0	0	0	726	242	0	0	0	0	0	0	0	0	0
Capg	60.500000	0	123	0	0	0	0	278	0	234	198	0	135	0	0	0	0	0
Atpif1	60.500000	0	0	0	0	0	0	726	242	0	0	0	0	0	0	0	0	0
Utp20	60.437500	0	0	0	0	0	0	331	0	227	204	119	86	0	0	0	0	0
Supt6	60.437500	0	0	0	0	0	0	0	0	395	293	117	162	0	0	0	0	0
Sdf2	60.437500	0	0	0	0	0	0	0	0	395	293	117	162	0	0	0	0	0
Ddx39b	60.437500	0	0	0	0	0	0	252	0	309	204	0	202	0	0	0	0	0
9130008F23Rik	60.437500	0	0	0	0	0	0	0	0	401	321	117	128	0	0	0	0	0
Tbca	60.375000	0	0	0	0	0	0	410	189	206	161	0	0	0	0	0	0	0
Smim14	60.375000	0	0	0	0	0	0	359	0	336	134	0	137	0	0	0	0	0
Zfp746	60.312500	0	0	0	0	0	0	0	0	347	258	137	223	0	0	0	0	0
Tmem30a	60.312500	0	0	0	0	0	0	196	0	352	175	117	125	0	0	0	0	0
Slc26a11	60.250000	0	0	0	0	0	0	327	0	174	0	202	261	0	0	0	0	0
Sgsh	60.250000	0	0	0	0	0	0	327	0	174	0	202	261	0	0	0	0	0
Prr14l	60.250000	0	0	0	0	0	0	308	0	267	245	0	144	0	0	0	0	0
Prr13	60.250000	0	0	0	0	0	0	158	0	398	260	0	148	0	0	0	0	0
Mterf1a	60.250000	0	0	0	0	0	0	266	0	351	157	0	190	0	0	0	0	0
Edc4	60.250000	0	0	0	0	0	0	229	0	368	210	0	157	0	0	0	0	0
Ctnnb1	60.250000	0	0	0	0	0	0	0	0	415	265	144	140	0	0	0	0	0
Diaph3	60.187500	0	0	0	0	0	0	0	0	403	286	152	122	0	0	0	0	0
Thoc6	60.125000	0	0	0	0	0	0	855	0	107	0	0	0	0	0	0	0	0
Nsmce4a	60.125000	0	0	0	0	0	0	104	0	357	212	148	141	0	0	0	0	0
Mrps35	60.125000	0	0	0	0	0	0	208	0	397	228	0	129	0	0	0	0	0
Hcfc1r1	60.125000	0	0	0	0	0	0	855	0	107	0	0	0	0	0	0	0	0
Ythdf3	60.062500	0	0	0	0	0	0	309	0	327	213	0	112	0	0	0	0	0
Crlf3	60.062500	0	0	0	0	0	0	418	179	262	102	0	0	0	0	0	0	0
Dlx1	60.000000	0	0	0	0	0	0	438	280	110	132	0	0	0	0	0	0	0
Prmt5	59.937500	0	0	0	0	0	0	307	0	450	202	0	0	0	0	0	0	0
Nek4	59.937500	0	0	0	0	0	0	235	0	403	208	0	113	0	0	0	0	0
Gap43	59.937500	0	0	0	0	0	0	780	179	0	0	0	0	0	0	0	0	0
Sgf29	59.875000	0	0	0	0	0	0	359	142	284	173	0	0	0	0	0	0	0
Prrc2a	59.875000	0	0	0	0	0	0	0	0	334	235	190	199	0	0	0	0	0
Mapk1ip1l	59.875000	0	0	0	0	0	0	261	0	433	264	0	0	0	0	0	0	0
Galnt11	59.875000	0	0	0	0	0	0	0	0	385	211	143	219	0	0	0	0	0
Gm13285	59.812500	0	0	0	0	0	0	264	0	361	224	0	108	0	0	0	0	0
Fam120b	59.812500	0	0	0	0	0	0	303	0	329	204	0	121	0	0	0	0	0
Actn4	59.812500	0	826	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
2900026A02Rik	59.812500	0	0	0	0	0	0	475	309	173	0	0	0	0	0	0	0	0
Xpot	59.750000	0	0	0	0	0	0	308	0	313	92	112	131	0	0	0	0	0
Tmed10	59.750000	0	0	0	0	0	0	113	0	282	301	147	113	0	0	0	0	0
Rmi2	59.750000	0	0	0	0	0	0	333	0	341	136	0	146	0	0	0	0	0
Thoc5	59.687500	0	0	0	0	0	0	329	0	346	130	0	150	0	0	0	0	0
Lig4	59.687500	0	0	0	0	0	0	167	0	295	196	112	185	0	0	0	0	0
Abhd13	59.687500	0	0	0	0	0	0	167	0	295	196	112	185	0	0	0	0	0
Pfdn5	59.625000	0	0	0	0	0	0	331	0	316	161	0	146	0	0	0	0	0
Afmid	59.625000	0	0	0	0	0	0	153	0	388	318	0	95	0	0	0	0	0
Zbtb26	59.562500	0	0	0	0	0	0	177	0	397	259	0	120	0	0	0	0	0
Stard10	59.562500	0	0	0	0	0	0	271	291	153	95	0	143	0	0	0	0	0
Rabgap1	59.562500	0	0	0	0	0	0	177	0	397	259	0	120	0	0	0	0	0
Bnip2	59.562500	0	0	0	0	0	0	131	0	361	184	119	158	0	0	0	0	0
Polm	59.500000	0	0	0	0	0	0	316	0	188	82	144	222	0	0	0	0	0
Patj	59.500000	0	0	0	0	0	0	150	0	338	228	133	103	0	0	0	0	0
Mpzl3	59.500000	0	0	0	0	0	0	250	0	302	201	83	116	0	0	0	0	0
Card19	59.500000	0	0	0	0	0	0	331	0	352	269	0	0	0	0	0	0	0
Ubox5	59.375000	0	0	0	0	0	0	0	0	435	279	94	142	0	0	0	0	0
Lman1l	59.375000	0	0	0	0	0	0	0	0	362	244	153	191	0	0	0	0	0
Fastkd5	59.375000	0	0	0	0	0	0	0	0	435	279	94	142	0	0	0	0	0
Snx11	59.250000	0	0	0	0	0	0	427	0	322	199	0	0	0	0	0	0	0
Men1	59.250000	0	0	0	0	0	0	523	142	166	117	0	0	0	0	0	0	0
Yars	59.187500	0	0	0	0	0	0	316	0	210	212	104	105	0	0	0	0	0
S100pbp	59.187500	0	0	0	0	0	0	316	0	210	212	104	105	0	0	0	0	0
Ncstn	59.187500	0	0	0	0	0	0	178	0	359	164	79	167	0	0	0	0	0
